cyc,freq,Vpp,time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,meanEk,meanEk_kHz,meanEtof,meanEtof_kHz,meanEtot_kHz
104,30,1.286,2,9,104,32998.6,0,5,101,125,0,5,135,2.65983,-0.22802,-8.16577,-1.98162,0.515911,-199.894,16.8711,33441.1,5.96921,16439.4,3.43218,0.544332,-6.62107,-1.20927,1.28826,-1.58075,28.5529,34317.2,17.651,0.574111,0.000475219,0.999721,49.7342,7.09382e-30,10.7059,1.14724e-29,17.3141,34.6281 
105,30,1.286,6,5,105,34106.5,0,5,101,125,0,5,135,-0.124707,0.43465,0.895866,1.70758,2.05217,-79.1711,11.5308,34506,29.8375,16439.4,0.181194,0.740551,1.50767,2.01348,2.35807,0.778315,16.1575,34853,34.4643,0.280929,0.000264838,0.999463,57.5146,7.82654e-30,11.8117,1.26698e-29,19.1211,38.2423 
106,30,1.286,4,7,106,31776,0,5,101,125,0,5,135,11.1954,4.80773,-25.3415,-8.14672,4.9001,-218.187,6.89207,32510.5,19.2167,16439.4,12.0384,5.65076,-23.6554,-7.30369,5.74313,-2.14281,19.6429,33466.9,31.9676,0.338648,0.00033528,0.999482,58.004,6.98792e-30,10.5461,1.12564e-29,16.9881,33.9761 
107,30,1.286,5,6,107,25878.4,0,5,101,125,0,5,135,-3.85276,-1.13026,-2.37221,1.00261,0.40254,-107.237,9.65708,26434.9,25.6671,16439.4,-3.43842,-0.715922,-1.54353,1.41695,0.816881,0.554414,15.924,26904.9,31.934,0.293558,0.000338092,0.999356,54.2448,7.37326e-30,11.1276,1.18219e-29,17.8415,35.6829 
108,30,1.286,9,2,108,31377.9,0,5,101,125,0,5,135,-11.4585,-7.3375,5.45631,6.4369,1.73861,-97.1552,31.3688,31721.1,19.4738,16439.4,-11.0831,-6.96211,6.20708,6.81229,2.114,3.13164,37.0465,32146.9,25.1516,0.551055,0.000658088,0.999575,67.2284,7.77033e-30,11.7269,1.24488e-29,18.7876,37.5751 
109,30,1.286,7,4,109,32863.2,0,5,101,125,0,5,135,-0.0506734,-1.82418,-4.52744,-3.92173,-5.97677,-127.281,23.3379,33166.8,18.0901,16439.4,0.441116,-1.33239,-3.54386,-3.42994,-5.48498,0.734544,30.7762,33724.7,25.5284,0.501157,0.000521198,0.999589,61.4103,7.83676e-30,11.8272,1.2535e-29,18.9177,37.8353 
110,30,1.286,0.1,10.9,110,27488,0,5,101,125,0,5,135,1.81325,-3.50172,-0.678367,-3.2181,-0.533789,-262.147,11.0074,27751.5,13.1834,16439.4,2.82613,-2.48884,1.3474,-2.20522,0.479094,33.5196,26.3272,28900.5,28.5032,0.434937,0.000520278,0.999465,60.5311,6.66573e-30,10.0598,1.0769e-29,16.2525,32.505 
111,30,1.286,1,10,111,34758.3,0,5,101,125,0,5,135,-3.23235,7.10722,13.9728,2.76292,-7.98123,-212.528,16.494,35105.3,7.60203,16439.4,-2.41118,7.92839,15.6151,3.58409,-7.16007,0.110571,28.9142,36036.8,20.0222,0.546161,0.000458277,0.999698,52.9408,7.04414e-30,10.631,1.14379e-29,17.2619,34.5238 
112,30,1.286,3,8,112,33589.6,0,5,101,125,0,5,135,-5.35105,5.10497,13.6231,-7.28423,-3.65553,-143.3,21.4205,34133.5,11.652,16439.4,-4.79737,5.65866,14.7304,-6.73054,-3.10185,-1.55767,29.795,34761.6,20.0264,0.553535,0.000489545,0.999687,53.8267,7.32741e-30,11.0585,1.18733e-29,17.9191,35.8381 
113,30,1.286,10,1,113,34192.8,0,5,101,125,0,5,135,-5.23352,0.467008,6.66679,-2.57211,-6.23111,-102.308,15.9395,34575.3,23.4561,16439.4,-4.83822,0.862305,7.45739,-2.17681,-5.83582,2.64581,21.9183,35023.7,29.4349,0.382918,0.00035748,0.999544,57.2403,7.69454e-30,11.6125,1.23836e-29,18.6893,37.3786 
114,30,1.286,8,3,114,35007,0,5,101,125,0,5,135,3.45323,-7.18765,-11.4918,2.42551,5.5977,-146.169,13.1296,35438.6,19.1683,16439.4,4.01799,-6.62289,-10.3622,2.99028,6.16247,-1.71663,21.6717,36079.3,27.7104,0.394575,0.000343122,0.999583,54.9242,7.54299e-30,11.3838,1.21882e-29,18.3944,36.7888 
115,30,1.286,2,9,115,33491,0,5,101,125,0,5,135,-2.84066,-2.70781,-6.49522,2.32302,0.606504,-208.551,23.4033,33958.2,13.8514,16439.4,-2.03486,-1.90201,-4.88363,3.12881,1.4123,-0.1412,35.591,34872.3,26.0391,0.532497,0.000582867,0.999595,66.838,6.94711e-30,10.4845,1.13204e-29,17.0847,34.1693 
116,30,1.286,6,5,116,32429.9,0,5,101,125,0,5,135,-10.0021,-11.071,3.18616,4.72729,-2.37864,-151.214,18.9703,32996.6,23.5731,16439.4,-9.41783,-10.4868,4.35468,5.31155,-1.79438,1.3619,27.8073,33659.4,32.41,0.416905,0.000471855,0.999478,66.6993,7.53198e-30,11.3672,1.21149e-29,18.2837,36.5674 
117,30,1.286,4,7,117,34234.8,0,5,101,125,0,5,135,-10.9465,-14.5137,-9.89212,2.38026,0.186288,-156.296,2.81246,34814.1,27.7573,16439.4,-10.3426,-13.9098,-8.68432,2.98416,0.790186,0.702207,11.9464,35499.2,36.8913,0.212509,0.000192264,0.999436,56.216,7.282e-30,10.9899,1.1859e-29,17.8975,35.7949 
118,30,1.286,5,6,118,28125.5,0,5,101,125,0,5,135,-2.0845,0.76188,1.36127,-3.49283,0.885378,-161.61,26.2527,28725.3,13.5113,16439.4,-1.46007,1.38631,2.61013,-2.8684,1.50981,-1.21614,35.6972,29433.7,22.9558,0.564434,0.000692549,0.999577,63.2442,7.04512e-30,10.6324,1.14098e-29,17.2196,34.4392 
119,30,1.286,9,2,119,30837.6,0,5,101,125,0,5,135,-1.3716,3.63348,-5.67313,-4.82269,-6.95922,-158.742,21.7577,31289,2.86894,16439.4,-0.758252,4.24683,-4.44643,-4.20935,-6.34588,0.613793,31.0345,31984.7,12.1458,0.68044,0.000554145,0.999794,45.6095,7.32429e-30,11.0537,1.18205e-29,17.8394,35.6789 
120,30,1.286,7,4,120,33575.7,0,5,101,125,0,5,135,-3.37218,-7.9417,-3.9712,4.07861,2.73536,-183.26,38.8832,34084.9,15.8819,16439.4,-2.6641,-7.23362,-2.55504,4.78669,3.44344,0.394918,49.5929,34888.1,26.5916,0.608481,0.000811617,0.999586,81.5028,7.12054e-30,10.7463,1.15764e-29,17.471,34.942 
121,30,1.286,0.1,10.9,121,30206.5,0,5,101,125,0,5,135,11.7802,6.42218,-11.268,-4.57043,-2.46334,-202.907,-1.07556,30820.3,4.22324,16439.4,12.5642,7.20617,-9.70005,-3.78644,-1.67935,3.10665,10.7823,31709.7,16.0811,0.358459,0.000194267,0.999725,30.0797,6.47425e-30,9.77087,1.04841e-29,15.8224,31.6449 
122,30,1.286,1,10,122,30823.5,0,5,101,125,0,5,135,-10.7863,-3.3831,4.57391,-0.204078,-5.34575,-145.712,14.3068,31407,31.7621,16439.4,-10.2233,-2.8201,5.69991,0.358923,-4.78275,1.48438,22.8222,32045.7,40.2775,0.320738,0.000406793,0.999318,71.1552,6.81143e-30,10.2797,1.1061e-29,16.6932,33.3864 
123,30,1.286,3,8,123,31733.8,0,5,101,125,0,5,135,4.58693,-6.34709,-4.53805,0.492621,-5.75541,-118.467,15.709,32304.9,20.9237,16439.4,5.04466,-5.88936,-3.62259,0.950353,-5.29768,0.589024,22.6322,32824.2,27.8469,0.403797,0.000393844,0.99954,56.0484,7.46123e-30,11.2604,1.19754e-29,18.0732,36.1464 
124,30,1.286,10,1,124,30734.6,0,5,101,125,0,5,135,8.20192,-7.81221,-15.3247,1.96126,3.39592,-145.13,26.0593,31087.2,35.6322,16439.4,8.76267,-7.25145,-14.2032,2.52202,3.95667,-1.28593,34.5407,31723.3,44.1135,0.394855,0.00062179,0.999246,87.4769,7.31914e-30,11.046,1.19336e-29,18.01,36.02 
125,30,1.286,8,3,125,31445.1,0,5,101,125,0,5,135,-1.89356,-3.95276,2.18511,-3.22646,-4.81354,-165.41,14.6167,32057.6,26.4056,16439.4,-1.25445,-3.31364,3.46333,-2.58735,-4.17443,1.44026,24.2833,32782.6,36.0722,0.35938,0.000423099,0.999403,67.5699,7.52454e-30,11.356,1.21187e-29,18.2894,36.5787 
126,30,1.286,2,9,126,30402.3,0,5,101,125,0,5,135,6.1415,8.66907,-4.06214,-7.58642,-5.07391,-172.568,14.9034,31145.1,15.3653,16439.4,6.80827,9.33584,-2.7286,-6.91965,-4.40714,2.30635,24.9882,31901.4,25.4502,0.450008,0.000447397,0.999567,55.5284,6.84698e-30,10.3334,1.11832e-29,16.8776,33.7551 
127,30,1.286,6,5,127,32312.5,0,5,101,125,0,5,135,-0.993694,-3.86675,-3.37749,-4.17049,-1.82442,-127.84,6.47905,32955.4,29.2532,16439.4,-0.499744,-3.3728,-2.38959,-3.67654,-1.33047,0.787953,13.95,33515.8,36.7242,0.240439,0.000237785,0.999406,58.0191,7.19018e-30,10.8513,1.16735e-29,17.6175,35.235 
128,30,1.286,4,7,128,33134.9,0,5,101,125,0,5,135,-10.2648,-5.20768,13.8574,0.279018,-5.79452,-151.689,22.6476,33545.9,18.0747,16439.4,-9.67874,-4.62158,15.0296,0.865112,-5.20842,5.15863,31.5123,34210.7,26.9394,0.493617,0.000526079,0.999573,63.8395,7.28474e-30,10.9941,1.17609e-29,17.7495,35.499 
129,30,1.286,5,6,129,32266.2,0,5,101,125,0,5,135,0.571958,3.51425,-1.50297,-5.13234,-5.44184,-152.143,14.6999,32854.8,21.1471,16439.4,1.15981,4.1021,-0.327267,-4.54449,-4.854,0.926685,23.5912,33521.6,30.0383,0.395578,0.000401986,0.999514,59.6371,7.10039e-30,10.7158,1.15607e-29,17.4472,34.8945 
130,30,1.286,9,2,130,30031.9,0,5,101,125,0,5,135,-1.02334,2.86101,-4.101,-4.81191,-3.62949,-173.071,16.7448,30692.6,19.0368,16439.4,-0.354629,3.52972,-2.76357,-4.1432,-2.96078,0.587062,26.8591,31451.1,29.151,0.434329,0.000487758,0.999497,61.8403,6.99884e-30,10.5626,1.13655e-29,17.1526,34.3053 
131,30,1.286,7,4,131,28731.9,0,5,101,125,0,5,135,3.79895,0.374222,-1.97095,-1.21981,-1.69741,-186.254,12.4087,29350.6,18.0292,16439.4,4.5186,1.09387,-0.531655,-0.500164,-0.977759,1.14756,23.2934,30166.9,28.9139,0.401679,0.000441035,0.99948,57.9901,6.72916e-30,10.1556,1.08958e-29,16.4438,32.8876 
