cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR
10,5,0.9,20,0.01,10,3.78204e-07,6.77744e-07,9.35728e-30,0.558034,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.234233,-1.22309e-30,4.94472e-13,32547.3,47517.8,1.54299,21.7899,1.43767,20.3026,0.994675,0.0066,1.38103 
11,5,0.9,0.01,20,11,3.75454e-07,6.34021e-07,8.75362e-30,0.592179,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.392789,-2.03611e-30,5.76096e-13,26645.8,39589.4,1.64841,21.777,1.51332,19.9923,0.844384,0.0066,1.37015 
12,5,0.9,0.01,20,12,3.52557e-07,6.88229e-07,9.50203e-30,0.512267,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.00575901,-2.80324e-32,2.12e-13,34081.3,47695.6,1.40541,20.1542,1.34033,19.2209,1.21358,0.0066,1.42636 
13,5,0.9,0.01,20,13,3.73907e-07,6.16157e-07,8.50697e-30,0.606837,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.45822,-2.36549e-30,2.20799e-13,24456.3,35648.8,1.69419,21.7511,1.54657,19.8559,0.782596,0.0066,1.36388 
14,5,0.9,20,0.01,14,3.79861e-07,6.80762e-07,9.39895e-30,0.557994,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.234043,-1.22745e-30,2.7683e-13,32984.1,46952.8,1.54287,21.8853,1.43758,20.3918,0.994856,0.0066,1.43006 
15,5,0.9,0.01,20,15,3.52619e-07,6.98281e-07,9.64082e-30,0.504982,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.0325337,1.58388e-31,7.89176e-14,35596.6,49374.3,1.38395,20.1363,1.32528,19.2826,1.25058,0.0066,1.44486 
16,5,0.9,0.01,20,16,3.65276e-07,6.48022e-07,8.94692e-30,0.563678,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.261087,-1.31671e-30,1.36516e-13,28450.3,40410.5,1.56027,21.0677,1.45,19.5787,0.96914,0.0066,1.39207 
17,5,0.9,20,0.01,17,3.73414e-07,6.68195e-07,9.22543e-30,0.558841,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.23809,-1.22749e-30,2.9658e-13,31190.8,44527.5,1.54545,21.5173,1.43942,20.041,0.991005,0.0066,1.42277 
18,5,0.9,20,0.01,18,3.83264e-07,6.80315e-07,9.39278e-30,0.563362,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.25959,-1.37363e-30,2.50562e-13,32919.1,47582,1.5593,22.1038,1.4493,20.5446,0.970563,0.0066,1.36467 
19,5,0.9,20,0.01,19,3.64492e-07,7.09198e-07,9.79154e-30,0.51395,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0145251,-7.30957e-32,3.68054e-13,37292.4,52941.6,1.41039,20.8418,1.34383,19.8582,1.20513,0.0066,1.40242 
20,2.5,1.8,0.01,20,20,3.62012e-07,6.99922e-07,9.66347e-30,0.517218,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0314669,-1.57276e-31,4.65025e-13,35848.1,51563.2,1.42008,20.7105,1.35064,19.6977,1.1888,0.0066,1.4063 
21,2.5,1.8,20,0.01,21,3.72009e-07,6.72953e-07,9.29113e-30,0.552801,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.209095,-1.07394e-30,-4.00355e-14,31861.9,44743.2,1.52703,21.4121,1.4263,19.9997,1.01861,0.0066,1.39523 
22,2.5,1.8,20,0.01,22,3.54833e-07,6.83099e-07,9.43122e-30,0.519446,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0429492,-2.10408e-31,1.15827e-13,33325,46363.3,1.42669,20.3068,1.35529,19.2905,1.17775,0.0066,1.44641 
23,2.5,1.8,0.01,20,23,3.62112e-07,6.715e-07,9.27106e-30,0.539259,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.142902,-7.14441e-31,1.27101e-13,31655.9,44416.5,1.486,20.7918,1.39717,19.5489,1.08182,0.0066,1.42849 
24,2.5,1.8,0.01,20,24,3.54646e-07,6.82697e-07,9.42566e-30,0.519479,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0431152,-2.11111e-31,3.22898e-13,33266.1,46732.5,1.42679,20.2962,1.35536,19.2801,1.17759,0.0066,1.42534 
25,2.5,1.8,0.01,20,25,3.58224e-07,6.9436e-07,9.58668e-30,0.515906,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0246781,-1.22054e-31,5.05435e-13,35000.3,50264.1,1.41619,20.4896,1.3479,19.5016,1.19534,0.0066,1.41218 
26,2.5,1.8,20,0.01,26,3.66455e-07,6.53327e-07,9.02016e-30,0.560907,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.247934,-1.25441e-30,2.447e-13,29154.7,42007.9,1.55178,21.1245,1.44393,19.6565,0.981643,0.0066,1.38941 
27,2.5,1.8,20,0.01,27,3.60791e-07,7.05854e-07,9.74537e-30,0.511141,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.000116596,5.80795e-34,2.5075e-13,36767.3,51749.9,1.40209,20.6214,1.338,19.6788,1.21925,0.0066,1.41315 
28,2.5,1.8,20,0.01,28,3.68683e-07,6.63784e-07,9.16454e-30,0.555425,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.221731,-1.12866e-30,5.06276e-13,30577.3,43955.2,1.53503,21.231,1.43199,19.8059,1.00658,0.0066,1.43302 
29,2.5,1.8,0.01,20,29,3.64915e-07,6.77981e-07,9.36055e-30,0.538238,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.137847,-6.94501e-31,1.80879e-13,32581.5,45710,1.48292,20.949,1.39499,19.7068,1.08666,0.0066,1.41877 
30,2.5,1.8,20,0.01,30,3.70576e-07,6.77153e-07,9.34911e-30,0.547255,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.182191,-9.32153e-31,2.17991e-13,32462.2,45626.1,1.51018,21.308,1.41432,19.9555,1.04427,0.0066,1.44641 
31,2.5,1.8,0.01,20,31,3.56297e-07,7.02233e-07,9.69538e-30,0.507377,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.0198946,9.78656e-32,-8.48803e-14,36204.4,50019.6,1.39101,20.3535,1.33022,19.464,1.23837,0.0066,1.43316 
32,2.5,1.8,0.01,20,32,3.72212e-07,6.44257e-07,8.89494e-30,0.577739,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.326842,-1.67962e-30,-2.97463e-13,27957.3,38760.5,1.60358,21.5267,1.48101,19.8814,0.906765,0.0066,1.37577 
33,2.5,1.8,0.01,20,33,3.59613e-07,6.85194e-07,9.46013e-30,0.524835,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.070518,-3.50122e-31,-3.07132e-13,33632.4,45945.4,1.44273,20.5981,1.36659,19.511,1.15123,0.0066,1.40634 
34,2.5,1.8,20,0.01,34,3.87567e-07,6.35348e-07,8.77194e-30,0.610007,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.472184,-2.52663e-30,4.71485e-14,26813.5,38077.4,1.70411,22.56,1.55382,20.5703,0.769415,0.0066,1.37815 
35,2.5,1.8,0.01,20,35,3.44231e-07,6.2288e-07,8.59979e-30,0.552645,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.208341,-9.90168e-31,6.0896e-13,25265.7,37260.4,1.52655,19.8127,1.42596,18.5072,1.01933,0.0066,1.36216 
36,2.5,1.8,0.01,20,36,3.74074e-07,6.48405e-07,8.95221e-30,0.576914,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.323028,-1.66832e-30,4.00361e-13,28500.8,41312.3,1.60103,21.6308,1.47918,19.9846,0.910377,0.0066,1.39396 
37,2.5,1.8,20,0.01,37,3.58532e-07,6.99822e-07,9.6621e-30,0.512319,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.00603308,-2.98642e-32,-1.57618e-13,35832.8,48815.4,1.40557,20.4959,1.34044,19.5463,1.21332,0.0066,1.44273 
38,2.5,1.8,20,0.01,38,3.76543e-07,6.20039e-07,8.56057e-30,0.607289,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.460217,-2.39255e-30,-1.13083e-13,24921.6,35030.5,1.6956,21.9064,1.5476,19.9943,0.78071,0.0066,1.38335 
39,2.5,1.8,20,0.01,39,3.69212e-07,6.74474e-07,9.31212e-30,0.547408,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.182933,-9.32507e-31,6.82538e-13,32078.4,47102,1.51064,21.2302,1.41465,19.8811,1.04357,0.0066,1.41829 
40,1,1.8,0.01,20,40,3.71639e-07,6.63215e-07,9.15668e-30,0.56036,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.245333,-1.25881e-30,2.37904e-13,30498.6,43653.2,1.5501,21.4211,1.44274,19.9375,0.984116,0.0066,1.38928 
41,1,1.8,20,0.01,41,3.60098e-07,6.86244e-07,9.47463e-30,0.524737,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0700246,-3.48141e-31,1.59861e-13,33787.3,47354.6,1.44244,20.6255,1.36638,19.538,1.1517,0.0066,1.42119 
42,1,1.8,20,0.01,42,3.60202e-07,6.59719e-07,9.10841e-30,0.545992,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.176024,-8.7539e-31,4.94868e-13,30018.9,43077.6,1.50635,20.7068,1.4116,19.4043,1.05016,0.0066,1.42375 
43,1,1.8,0.01,20,43,3.76155e-07,6.26489e-07,8.64963e-30,0.600418,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.429745,-2.23183e-30,-2.76265e-14,25707.4,36184.3,1.67412,21.8538,1.53195,19.998,0.809478,0.0066,1.39017 
44,1,1.8,0.01,20,44,3.8565e-07,6.12744e-07,8.45986e-30,0.629381,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.556166,-2.96129e-30,-9.43727e-14,24052.3,34290.1,1.7649,22.5334,1.59861,20.4103,0.690139,0.0066,1.34449 
45,1,1.8,0.01,20,45,3.4917e-07,7.10549e-07,9.8102e-30,0.491409,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.105465,5.08427e-31,4.23242e-13,37506,52730.5,1.34429,19.9028,1.29756,19.211,1.32128,0.0066,1.4247 
46,1,1.8,20,0.01,46,3.64072e-07,6.41751e-07,8.86034e-30,0.56731,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.27822,-1.39849e-30,4.14046e-13,27632.4,40250.2,1.57145,21.0133,1.45796,19.4958,0.952889,0.0066,1.37447 
47,1,1.8,20,0.01,47,3.56106e-07,6.98763e-07,9.64747e-30,0.509624,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.00806474,3.9651e-32,3.3036e-13,35670.3,50511.8,1.39761,20.349,1.33486,19.4354,1.22692,0.0066,1.42077 
48,1,1.8,20,0.01,48,3.69812e-07,7.20276e-07,9.9445e-30,0.513431,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0118243,-6.03727e-32,1.36391e-13,39067.5,54627.6,1.40886,21.1443,1.34275,20.1522,1.20773,0.0066,1.43467 
49,1,1.8,0.01,20,49,3.4942e-07,7.00901e-07,9.67699e-30,0.49853,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.0669274,3.22876e-31,2.2651e-13,35998.7,50012.7,1.36502,19.9353,1.31205,19.1618,1.28386,0.0066,1.44251 
50,1,1.8,20,0.01,50,3.70391e-07,6.99301e-07,9.6549e-30,0.529659,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0949489,-4.85551e-31,-1.10314e-13,35752.8,50141.7,1.45716,21.2323,1.37676,20.0609,1.12777,0.0066,1.36559 
51,1,1.8,0.01,20,51,3.69457e-07,6.64796e-07,9.17851e-30,0.555745,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.223265,-1.13886e-30,3.39647e-13,30717.3,43988,1.536,21.2768,1.43269,19.8457,1.00512,0.0066,1.41557 
52,1,1.8,0.01,20,52,3.60367e-07,6.94672e-07,9.59099e-30,0.518758,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0394074,-1.96068e-31,1.73714e-14,35047.5,48391.4,1.42465,20.6213,1.35385,19.5965,1.18116,0.0066,1.43945 
53,1,1.8,0.01,20,53,3.68122e-07,7.31566e-07,1.01004e-29,0.503198,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.0419993,2.13461e-31,1.79438e-13,40933.5,57388.9,1.37874,21.0166,1.32161,20.1458,1.25976,0.0066,1.42731 
54,1,1.8,20,0.01,54,3.60866e-07,6.65505e-07,9.18829e-30,0.542245,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.157643,-7.85427e-31,5.37273e-13,30815.6,44322.4,1.49501,20.7311,1.40355,19.4629,1.06772,0.0066,1.42472 
55,1,1.8,0.01,20,55,3.56573e-07,6.76758e-07,9.34367e-30,0.526884,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0809219,-3.98381e-31,-1.26736e-13,32405.5,44652.8,1.44886,20.4308,1.3709,19.3316,1.14124,0.0066,1.42604 
56,1,1.8,0.01,20,56,3.62173e-07,7.03073e-07,9.70699e-30,0.515128,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.0206492,-1.03253e-31,3.84668e-13,36334.6,51689.6,1.41388,20.7129,1.34628,19.7226,1.19922,0.0066,1.40567 
57,1,1.8,20,0.01,57,3.5736e-07,7.18269e-07,9.91679e-30,0.497529,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.0723158,3.56798e-31,7.49609e-13,38741.8,55151.2,1.36211,20.3857,1.31001,19.606,1.28909,0.0066,1.48901 
58,1,1.8,20,0.01,58,3.6897e-07,6.77155e-07,9.34914e-30,0.544882,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.170594,-8.69038e-31,2.02326e-13,32462.5,45918.6,1.50299,21.2066,1.40921,19.8835,1.05535,0.0066,1.41465 
59,1,1.8,20,0.01,59,3.77181e-07,6.82645e-07,9.42494e-30,0.552529,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.207779,-1.08202e-30,2.77115e-13,33258.5,47585.2,1.5262,21.7087,1.42571,20.2794,1.01987,0.0066,1.40286 
60,1,1.8,20,0.01,59,3.75681e-07,6.91947e-07,9.55337e-30,0.542933,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.16103,-8.35239e-31,1.56744e-13,34636.7,49200.5,1.49709,21.5848,1.40503,20.2575,1.06449,0.0066,1.41098 
61,1,1.8,20,0.01,59,3.76482e-07,7.02262e-07,9.69579e-30,0.536099,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.127211,-6.61232e-31,2.63563e-13,36208.9,51773.6,1.47648,21.605,1.39043,20.3458,1.09684,0.0066,1.38955 
62,1,1.8,20,0.01,59,3.57726e-07,7.08995e-07,9.78874e-30,0.504553,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,0.034803,1.7189e-31,3.154e-13,37260.4,52682.8,1.3827,20.4267,1.3244,19.5655,1.25278,0.0066,1.42594 
63,1,1.8,20,0.01,59,3.74324e-07,6.59784e-07,9.10932e-30,0.567342,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.278373,-1.43866e-30,-2.54696e-15,30027.8,42266.7,1.57155,21.6051,1.45804,20.0446,0.952745,0.0066,1.39571 
64,1,1.8,20,0.01,59,3.81075e-07,6.88895e-07,9.51124e-30,0.553168,1007.96,2700.22,2628.69,4.93618,20.0562,19.2699,-0.210862,-1.10941e-30,-1.16106e-13,34180.5,47414.3,1.52814,21.9354,1.42709,20.4849,1.01693,0.0066,1.4196 
