cyc,time (ms),#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
0,199.99,300.01,0,5897.22,0,5,101,125,0,5,135,-1.24169,-6.15442,-14.9137,-4.50282,-8.94576,284.307,-16.1553,18496.9,-56.931,16439.4,-2.3402,-7.25293,-17.1108,-5.60133,-10.0443,0.595963,-32.7703,17250.8,-73.546,0.270772,-0.00108669,1.00232,-121.025,589.19,706.743,2.55888,26639,7.93332e-07,0.813399,111.122,85.4035,25.4749,27.6433,0.921556,589.916,707.609,0.814399 
1,0.49,499.51,1,5678.42,0,5,101,125,0,5,135,-5.20269,-4.91344,-11.5395,-4.98954,-14.1202,311.736,-30.9058,17925.5,-41.5727,16439.4,-6.40717,-6.11792,-13.9485,-6.19402,-15.3247,0.70936,-49.1236,16559.1,-59.7906,0.406409,-0.00169806,1.00196,-120.872,490.934,567.082,0.646213,25284,7.79645e-07,0.676764,111.111,86.8854,24.0043,25.5551,0.939318,523.776,604.737,0.72187 
2,399.99,100.01,2,4927.41,0,5,101,125,0,5,135,-2.45688,-6.73706,-21.9997,-5.56552,-10.0357,291.049,-26.7025,17479.3,-54.0387,16439.4,-3.58143,-7.86162,-24.2488,-6.69007,-11.1603,0.547109,-43.7113,16203.7,-71.0476,0.338931,-0.00154388,1.00239,-128.968,587.725,656.571,0.514606,25234.7,7.79138e-07,0.797284,111.447,85.5951,26.9735,28.2273,0.95558,661.362,737.823,0.896564 
3,10.01,489.99,3,3630.01,0,5,101,125,0,5,135,-5.24037,-4.31124,-17.4469,-6.9698,-5.80162,337.184,-35.6582,16686.7,-65.6506,16439.4,-6.54318,-5.61405,-20.0526,-8.27261,-7.10443,0.578611,-55.3632,15208.9,-85.3556,0.350867,-0.00208445,1.00306,-157.79,532.916,625.338,1.21947,24262.1,7.68996e-07,0.750693,110.763,85.7184,24.3456,26.1283,0.931771,538.773,632.171,0.75892 
4,299.99,200.01,4,5767.31,0,5,101,125,0,5,135,-5.6567,-10.0989,-17.477,-11.2309,-11.211,364.127,-33.1003,18360.2,-19.9176,16439.4,-7.06361,-11.5058,-20.2908,-12.6378,-12.6179,0.683529,-54.3799,16764.2,-41.1972,0.523808,-0.00185704,1.00134,-103.817,592.407,666.379,0.684517,26337.4,7.90325e-07,0.794996,111.673,85.4791,26.2503,27.5866,0.95156,626.373,704.706,0.840648 
5,499.99,0.01,5,4473.24,0,5,101,125,0,5,135,-5.06813,-8.44074,-23.6458,-7.31792,-5.02986,339.471,-10.0795,16381.4,-33.5846,16439.4,-6.37978,-9.75239,-26.2691,-8.62957,-6.34151,0.542129,-29.9182,14893.5,-53.4233,0.31819,-0.00114921,1.00195,-94.0261,612.742,726.655,0.556114,23979.5,7.65999e-07,0.871114,111.581,85.3507,27.2535,29.3933,0.9272,675.165,800.037,0.959471 
6,0.01,499.99,6,3652.06,0,5,101,125,0,5,135,-6.07958,-8.21859,-15.2234,-10.2343,-9.63807,356.304,-26.2108,17021.1,-63.6432,16439.4,-7.45626,-9.59528,-17.9767,-11.611,-11.0148,0.688196,-47.0332,15459.5,-84.4656,0.316953,-0.00174152,1.00297,-148.392,472.651,534.846,0.532491,24597.1,7.7252e-07,0.650841,110.382,87.125,24.0353,25.3317,0.948825,525.129,594.211,0.723092 
7,249.99,250.01,7,4634.31,0,5,101,125,0,5,135,-5.47901,-10.5998,-15.1173,-9.10865,-7.15335,278.075,-42.1334,17694.2,-52.3877,16439.4,-6.55344,-11.6742,-17.2661,-10.1831,-8.22778,0.679691,-58.3841,16475.4,-68.6384,0.414807,-0.00202908,1.00227,-140.75,548.274,635.082,398.356,23924.8,7.65416e-07,0.770931,111.358,86.2549,25.7103,27.3265,0.940858,600.871,691.48,0.842137 
8,149.99,350.01,8,5691.22,0,5,101,125,0,5,135,-3.84042,-0.863105,-14.2281,-12.9377,-10.8142,354.063,-36.8062,18316.8,-9.52419,16439.4,-5.20845,-2.23113,-16.9641,-14.3057,-12.1822,0.666662,-57.4976,16765,-30.2156,0.613266,-0.00196364,1.00098,-93.7563,545.884,634.798,0.941945,25943.1,7.86362e-07,0.748593,111.679,86.1488,24.7899,26.4852,0.935989,558.616,649.56,0.766027 
9,449.99,50.01,9,3704.01,0,5,101,125,0,5,135,-6.17156,-9.81865,-14.4632,-10.5448,-6.05093,340.021,-34.9782,15903.2,-22.6025,16439.4,-7.48534,-11.1324,-17.0908,-11.8586,-7.3647,0.688874,-54.8491,14412.9,-42.4733,0.518339,-0.00217935,1.0016,-105.817,655.777,749.279,2.3595e+09,23566.7,7.61579e-07,0.920418,111.596,85.8279,26.8594,28.4457,0.944234,655.779,749.281,0.920421 
10,349.99,150.01,10,3293.77,0,5,101,125,0,5,135,-4.99142,-4.66718,-21.8983,-16.4772,-14.646,374.691,-32.891,16910.8,-40.5121,16439.4,-6.43915,-6.11491,-24.7938,-17.925,-16.0937,0.652585,-54.7879,15268.5,-62.409,0.42249,-0.00205467,1.00222,-129.679,628.976,731.719,3.20699e+10,25136.8,7.78129e-07,0.871841,111.634,85.8153,26.3045,28.1102,0.935763,628.963,731.712,0.871828 
11,49.99,450.01,11,4695.31,0,5,101,125,0,5,135,-6.36044,-0.823387,-16.3453,-9.30541,-10.025,274.343,-31.2176,17428.2,-46.6318,16439.4,-7.42044,-1.88339,-18.4653,-10.3654,-11.085,0.624838,-47.2502,16225.8,-62.6644,0.385881,-0.0016668,1.0021,-122.448,496.605,549.52,83.08,23304.8,7.58747e-07,0.688494,110.566,86.5589,24.6191,25.6464,0.959942,550.945,609.067,0.763466 
12,149.99,350.01,12,5334.72,0,5,101,125,0,5,135,-3.45927,-7.21901,-14.0509,-11.4325,-10.2914,369.772,-12.3566,18060.1,-48.4025,16439.4,-4.88799,-8.64774,-16.9083,-12.8613,-11.7201,0.692718,-33.9661,16439.4,-70.012,0.287896,-0.00118205,1.00232,-117.981,566.493,624.636,0.822135,25819.7,7.85113e-07,0.757667,111.48,86.3591,25.3844,26.4134,0.961041,585.732,646.044,0.783516 
13,199.99,300.01,13,5807.95,0,5,101,125,0,5,135,-4.87188,-7.53265,-15.3711,-8.88124,-9.93349,341.135,-53.4471,18402,-42.9216,16439.4,-6.18995,-8.85073,-18.0072,-10.1993,-11.2516,0.669585,-73.3831,16906.8,-62.8576,0.493126,-0.00248642,1.00202,-148.812,547.802,628.083,0.555293,26312.6,7.90077e-07,0.742421,111.069,86.398,25.7755,27.3306,0.943098,603.919,691.691,0.818043 
14,0.49,499.51,14,2389.36,0,5,101,125,0,5,135,-9.51837,-3.57251,-14.0298,-6.67718,-8.97262,348.594,-31.4664,15401,-38.5805,16439.4,-10.8653,-4.9194,-16.7236,-8.02408,-10.3195,0.67113,-51.8382,13873.1,-58.9523,0.422889,-0.00213977,1.00231,-122.581,494.902,575.405,0.640548,22460.4,7.4947e-07,0.71202,110.834,86.4169,24.1119,25.7792,0.935327,528.482,615.389,0.760914 
15,399.99,100.01,15,3922.62,0,5,101,125,0,5,135,-6.5472,-8.88374,-21.1135,-12.3919,-11.5712,382.027,-22.224,16927.5,-45.1158,16439.4,-8.02327,-10.3598,-24.0657,-13.868,-13.0473,0.653053,-44.5497,15253.1,-67.4415,0.355036,-0.00167176,1.00241,-125.48,600.278,676.245,0.566068,24943.5,7.7613e-07,0.820907,111.484,85.5839,26.9006,28.3039,0.95042,657.792,741.83,0.900041 
16,10.01,489.99,16,2754.9,0,5,101,125,0,5,135,-6.59113,-6.52214,-23.9547,-9.18607,-6.39427,363.367,-38.877,15542.2,-21.1343,16439.4,-7.99511,-7.92612,-26.7627,-10.59,-7.79824,0.561786,-60.1121,13949.6,-42.3694,0.541768,-0.0024685,1.00165,-110.955,465.451,579.505,676.373,21482.8,7.38434e-07,0.703321,111.592,85.7141,24.2114,25.8315,0.937283,532.852,617.891,0.777047 
17,299.99,200.01,17,4790.48,0,5,101,125,0,5,135,-5.05745,-8.20787,-17.176,-7.24938,-10.9517,367.684,-57.5291,17401.5,-35.15,16439.4,-6.47811,-9.62853,-20.0174,-8.67004,-12.3723,0.64984,-79.0166,15790,-56.6375,0.537595,-0.00286776,1.00195,-146.982,572.642,628.275,0.537191,25153.2,7.78299e-07,0.770673,111.594,86.1407,26.4674,27.4514,0.964154,636.779,697.819,0.856485 
18,499.99,0.01,18,2320.14,0,5,101,125,0,5,135,-3.37333,-3.14657,-19.0625,-14.8616,-9.97077,352.521,-37.6791,15444.3,-41.2809,16439.4,-4.7354,-4.50864,-21.7866,-16.2236,-11.3328,0.628133,-58.2805,13899.2,-61.8823,0.439722,-0.00240179,1.00242,-132.539,687.447,809.161,1.10997e+06,23814.9,7.64243e-07,0.9759,111.381,85.2093,27.5002,29.5604,0.930308,687.446,809.156,0.975897 
19,0.01,499.99,19,3742.85,0,5,101,125,0,5,135,-6.37338,-12.4732,-18.1367,-11.1537,-11.1519,356.532,-40.4032,16566.2,-41.3102,16439.4,-7.75095,-13.8508,-20.8918,-12.5312,-12.5295,0.69074,-61.2389,15003.6,-62.1459,0.450903,-0.00233781,1.00225,-135.814,508.246,588.897,0.847607,24018.2,7.66412e-07,0.713829,110.919,87.3661,24.0099,25.6068,0.937637,524.018,607.189,0.735991 
20,249.99,250.01,20,4748.99,0,5,101,125,0,5,135,-4.93954,-4.85141,-13.1076,-11.4906,-4.69667,399.52,-29.989,17638.7,-34.7271,16439.4,-6.48321,-6.39508,-16.1949,-13.0343,-6.24033,0.665033,-53.3369,15887.6,-58.075,0.433538,-0.00192206,1.00199,-123.027,587.409,659.504,0.967353,25427.3,7.81116e-07,0.796826,111.269,85.6618,25.6918,26.9712,0.952563,600.003,673.617,0.813894 
21,149.99,350.01,21,4893.47,0,5,101,125,0,5,135,-8.36805,-6.6016,-19.7243,-5.6846,-11.9898,360.784,-21.101,18001.7,-56.8248,16439.4,-9.76205,-7.9956,-22.5123,-7.0786,-13.3838,0.629319,-42.1852,16420.4,-77.909,0.310926,-0.0014702,1.00258,-135.676,495.678,572.038,0.453482,25642,7.83307e-07,0.679798,110.999,86.0608,25.2417,26.8557,0.939899,579.165,667.861,0.793984 
22,449.99,50.01,22,3732.23,0,5,101,125,0,5,135,-10.9641,-3.60849,-20.8845,-10.2896,-12.3435,377.592,-40.152,16502.3,-31.1753,16439.4,-12.423,-5.06743,-23.8024,-11.7485,-13.8025,0.64391,-62.2185,14847.3,-53.2418,0.493372,-0.00240035,1.00195,-126.109,614.761,710.389,0.691668,24414.8,7.70607e-07,0.857568,111.168,86.1414,26.7298,28.4642,0.939067,649.466,750.257,0.905838 
23,349.99,150.01,23,4773.03,0,5,101,125,0,5,135,-12.5352,-8.64788,-12.4263,-12.9145,-6.78541,337.044,-45.8426,17479.8,-35.2484,16439.4,-13.8375,-9.95015,-15.0309,-14.2168,-8.08768,0.754088,-65.5394,16002.5,-54.9452,0.498498,-0.00234581,1.00187,-131.474,627.876,734.979,5.83744e+07,25696.9,7.83866e-07,0.866627,111.561,85.9848,26.2815,28.1725,0.932877,627.863,734.958,0.866606 
24,49.99,450.01,24,4017.02,0,5,101,125,0,5,135,-7.95045,-6.51981,-19.4641,-4.98801,-9.80964,293.321,-39.5731,16802.9,-22.8212,16439.4,-9.08378,-7.65315,-21.7308,-6.12135,-10.943,0.60868,-56.7147,15517.3,-39.9629,0.541842,-0.00209291,1.0014,-104.67,564.739,621.367,0.937763,24683.9,7.73428e-07,0.765911,111.42,86.6949,25.2152,26.2083,0.962109,577.952,636.047,0.783918 
25,149.99,350.01,25,5229.99,0,5,101,125,0,5,135,-7.43772,-11.3899,-18.6771,-13.8461,-10.2671,424.248,-30.5073,18707.8,-48.3216,16439.4,-9.07693,-13.0291,-21.9556,-15.4853,-11.9063,0.692728,-55.3003,16848.3,-73.1147,0.386613,-0.00187909,1.00236,-143.038,566.268,633.57,0.77145,26792.7,7.94854e-07,0.753566,111.023,86.8207,25.4645,26.691,0.954047,589.434,659.693,0.784515 
26,199.99,300.01,26,4668.64,0,5,101,125,0,5,135,-6.46376,-8.45204,-18.8532,-9.32386,-10.9196,340.788,-21.1672,17449.9,-50.0425,16439.4,-7.78049,-9.76878,-21.4867,-10.6406,-12.2363,0.652953,-41.0828,15956.2,-69.9581,0.328577,-0.00147344,1.00239,-125.033,592.306,670.516,1.0097,25729.3,7.84196e-07,0.803625,111.632,85.9726,25.7668,27.1612,0.948664,603.514,683.14,0.818793 
27,0.49,499.51,27,2995.23,0,5,101,125,0,5,135,-7.66647,-9.74294,-18.9485,-13.2224,-7.98677,426.759,-47.533,16077.4,-45.3513,16439.4,-9.31538,-11.3919,-22.2463,-14.8713,-9.63569,0.670232,-72.4727,14206.9,-70.2911,0.462134,-0.00292352,1.00269,-156.822,498.38,570.465,0.662002,23668.7,7.62676e-07,0.699125,111.705,86.6114,24.1367,25.5869,0.943323,529.569,606.246,0.742926 
28,399.99,100.01,28,3801.74,0,5,101,125,0,5,135,-5.12942,-4.13416,-20.1697,-11.8882,-9.04677,300.045,-25.0168,16232.8,-49.3598,16439.4,-6.28874,-5.29348,-22.4883,-13.0475,-10.2061,0.607699,-42.5514,14917.7,-66.8944,0.34644,-0.00163261,1.00244,-122.825,622.689,743.785,2.78952e+06,24207.8,7.68422e-07,0.885644,111.485,85.777,26.173,28.3413,0.923494,622.691,743.792,0.88565 
29,10.01,489.99,29,3595.25,0,5,101,125,0,5,135,-1.66594,-10.1548,-15.0707,-13.1174,-13.8986,359.124,-35.1582,16831.1,-22.4597,16439.4,-3.05352,-11.5424,-17.8459,-14.505,-15.2862,0.713241,-56.1455,15257,-43.447,0.518512,-0.00210727,1.00155,-108.282,517.671,582.911,0.949455,24637.2,7.7294e-07,0.710693,110.9,87.1369,24.128,25.3698,0.951049,529.185,596.002,0.726577 
30,299.99,200.01,30,1612.45,0,5,101,125,0,5,135,-7.08706,-13.5795,-21.8677,-16.3878,-10.1989,399.422,-53.6055,15506.5,-33.9263,16439.4,-8.63035,-15.1228,-24.9542,-17.9311,-11.7422,0.681628,-76.9478,13755.8,-57.2685,0.528234,-0.00320673,1.00227,-145.67,618.112,715.129,1.15416,23645.3,7.62425e-07,0.872025,111.439,85.567,26.2449,27.9681,0.938385,626.116,724.335,0.883284 
31,499.99,0.01,31,2299.57,0,5,101,125,0,5,135,-5.36351,-5.89417,-14.8591,-9.43158,-9.72562,364.618,-47.6991,15203.6,-32.6155,16439.4,-6.77233,-7.30298,-17.6767,-10.8404,-11.1344,0.670989,-69.0074,13605.5,-53.9238,0.516075,-0.00290673,1.00216,-133.716,694.257,781.84,3.63238e+07,23776.1,7.63827e-07,0.964548,111.171,85.233,27.6369,29.0576,0.951104,694.293,781.868,0.96459 
32,0.01,499.99,32,4525.34,0,5,101,125,0,5,135,-6.12177,-5.69016,-19.0853,-12.378,-9.2684,406.658,-38.7509,17360.1,-62.6124,16439.4,-7.69301,-7.2614,-22.2278,-13.9492,-10.8396,0.64132,-62.516,15577.8,-86.3775,0.376219,-0.0022985,1.00302,-166.169,481.604,539.378,0.553708,24612.4,7.7268e-07,0.659617,111.215,87.2172,24.1643,25.3288,0.954025,530.779,594.074,0.726737 
33,249.99,250.01,33,4387.36,0,5,101,125,0,5,135,-10.9787,-6.74671,-17.3457,-11.1209,-3.46726,345.121,-34.4687,16874.7,-55.3977,16439.4,-12.3122,-8.08019,-20.0127,-12.4544,-4.80074,0.652921,-54.6376,15362,-75.5666,0.375988,-0.00203652,1.00268,-145.317,589.358,661.632,0.685871,24555.2,7.72082e-07,0.808788,110.969,85.9531,26.1898,27.4801,0.953047,623.491,699.275,0.855216 
34,149.99,350.01,34,7021.44,0,5,101,125,0,5,135,-5.96876,-4.972,-21.224,-8.38583,-14.7552,368.957,-24.5759,19772.5,-19.9184,16439.4,-7.39434,-6.39758,-24.0751,-9.8114,-16.1807,0.622997,-46.1378,18155.3,-41.4802,0.481033,-0.00145427,1.00124,-95.9141,540.44,590.491,0.533357,27868.6,8.05354e-07,0.701445,111.49,86.8172,25.7229,26.638,0.965645,601.458,657.078,0.780593 
35,449.99,50.01,35,4682.25,0,5,101,125,0,5,135,-5.79043,-8.99265,-13.0181,-5.92913,-7.83862,356.431,-43.0372,17427.6,-44.1112,16439.4,-7.16761,-10.3698,-15.7725,-7.30631,-9.2158,0.683487,-63.867,15865.4,-64.941,0.450414,-0.00230562,1.00223,-141.796,637.919,747.989,0.69109,25776.5,7.84675e-07,0.880321,111.55,85.7831,27.2324,29.2099,0.932301,674.122,790.084,0.930071 
