cyc,time,charge,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd,two2D_int1,two2D_int2,two2D_sumint
136,0.41,0.35,43.2293,136,18563,-0.0117556,39.143,-10.8762,117.739,-0.0148645,-35.9946,500,0.131186,-1.84785,3.54016,-0.494279,2.37297,66.3228,9388.47,648.602,7885.78,13876.2,-0.286431,-2.26547,2.70493,-0.911896,1.95536,-1.26073,9364.2,633.229,7861.51,0.508787,0.894183,0.129207,18404.9,-0.000882215,1.05123,11.1382,10.9217,118.073,86.0315,0.831228,10.8271,12.4291,117.048,136.346,1.02517,-50.3148,285.3,249.556,534.856 
137,0.41,0.35,43.0393,137,16321.8,-0.0950789,34.8267,10.7923,117.827,0.00404788,51.919,499.399,1.71002,2.42302,0.964956,-4.91852,3.42575,77.7239,8362.92,578.622,6942.7,12242.3,1.22061,1.93361,-0.0138582,-5.40793,2.93634,1.02072,8334.48,560.605,6914.25,0.511761,0.894686,0.129949,16285.9,-0.000799996,0.9472,11.1057,10.7893,118.028,85.3976,0.737999,10.7519,12.3044,117.295,135.265,0.733234,-49.8669,253.21,217.821,471.031 
138,0.41,0.35,43.2393,138,18864.3,-0.182415,40.0487,10.807,117.976,0.0327753,102.252,500,-1.30453,0.982239,1.00029,-0.679507,1.85548,42.2978,9514.8,648.906,7958.18,14198.4,-1.57086,0.715901,0.467617,-0.945845,1.58915,-0.82695,9499.32,639.102,7942.7,0.5098,0.894664,0.129089,18633.4,-0.000766587,1.07487,11.0333,10.936,118.285,85.8865,0.859026,10.7345,12.1602,117.325,136.032,0.959764,-50.1459,289.345,250.165,539.51 
139,0.41,0.35,43.1693,139,12858.6,-0.0194646,27.4511,10.9174,117.88,-0.0111956,6.7184,500,-0.336719,1.80102,-0.99958,2.83641,0.00200676,77.6289,5969.32,466.584,6057.04,9758.54,-0.825528,1.31221,-1.9772,2.34761,-0.486802,6.33961,5940.91,448.589,6028.63,0.461472,0.883283,0.120547,12873.8,-0.000821663,0.656656,11.2093,11.2047,118.189,86.5894,0.629525,11.1122,12.3677,117.092,136.935,1.09664,-50.3453,183.998,193.018,377.016 
140,0.41,0.35,43.1793,140,12551.4,-0.235499,26.6384,11.2372,117.876,0.0496371,529.604,363.444,-1.63337,-1.37995,2.84211,-0.74399,-0.662178,42.7311,5970.13,462.436,5890.53,10600.3,-1.90244,-1.64901,2.30397,-1.01306,-0.931244,1.72185,5954.49,452.531,5874.89,0.468466,0.882615,0.124262,12710.6,-0.00100521,0.641942,11.4263,11.2433,118.102,86.2161,0.585288,11.3719,12.8165,117.188,136.622,0.913758,-50.4064,183.991,190.313,374.304 
141,0.41,0.35,43.2093,141,19878.8,-0.182855,40.6564,11.2427,117.881,0.568387,-89.7834,500,0.112348,0.939104,-0.053947,0.573939,0.891629,82.6728,9253.97,785.006,8696.63,16541,-0.408221,0.418536,-1.09508,0.0533707,0.37106,-0.658367,9223.72,765.843,8666.37,0.480651,0.873132,0.139996,19190,-0.000648533,1.00557,11.3915,11.1722,118.248,86.46,0.889347,11.1378,12.5833,117.141,136.575,1.10661,-50.1155,285.516,278.076,563.592 
142,0.41,0.35,43.1993,142,14589.5,-0.0715467,31.1818,-10.9936,117.686,-0.00158301,51.1722,500,0.551159,0.926065,1.91783,-2.65021,2.39262,119,7442.83,575.375,6211.8,11162,-0.198155,0.176751,0.4192,-3.39953,1.6433,1.30859,7399.27,547.791,6168.25,0.51055,0.885302,0.140594,14492.8,-0.000868754,0.826212,11.1449,11.1011,117.893,85.5777,0.648461,11.0374,12.3841,117.011,135.637,0.881874,-50.0597,228.052,197.748,425.799 
143,0.41,0.35,43.0893,143,18198.1,-0.267783,39.3031,10.8301,117.8,0.0779215,-30.3107,1.00525,5.29538,0.300579,4.31397,-0.436062,1.8642,50.8915,9372.72,628.101,7728.6,13933.5,4.97493,-0.0198709,3.67307,-0.756512,1.54375,0.609886,9354.09,616.304,7709.97,0.513381,0.896619,0.128351,18220.6,-0.000908514,1.07971,10.9483,10.7388,118.006,85.7794,0.84073,10.7184,12.0615,117.068,136.094,0.93836,-50.3147,283.209,242.484,525.693 
144,0.41,0.35,43.1393,144,21516,-0.240743,44.8981,11.0174,117.692,-0.522905,435.784,31.7956,-2.99489,0.875943,-0.178309,-0.719921,1.86219,39.9756,10566,755.211,9117.27,23520.9,-3.24661,0.624228,-0.68174,-0.971636,1.61048,0.744215,10551.3,745.945,9102.64,0.501982,0.889902,0.131158,21019.4,-0.000726278,1.17931,11.2493,10.911,117.98,85.8724,0.974136,10.8353,12.2229,117.068,136.142,0.911133,-50.2693,322.934,287.829,610.763 
145,0.41,0.35,43.3893,145,20705.1,-0.228749,43.5752,10.9165,117.983,0.099439,66.0761,165.841,0.672192,-0.131404,3.92115,-3.71448,1.206,79.3587,9895.37,777.432,9058.21,15699.1,0.172492,-0.631105,2.92175,-4.21418,0.7063,3.79661,9866.32,759.036,9029.17,0.487229,0.881344,0.134091,20249.9,-0.000663563,1.11393,11.0419,10.9589,118.264,85.7485,0.963566,10.7982,12.3176,117.257,135.925,1.00634,-50.176,300.723,285.928,586.651 
146,0.41,0.35,43.2893,146,18091,-0.270184,39.0706,10.842,117.763,0.0228178,45.9665,361.93,2.51852,-5.3285,2.67174,-1.42475,0.295608,97.7344,9344.58,653.691,7647.2,13823.8,1.90311,-5.94391,1.44092,-2.04015,-0.3198,1.29052,9308.81,631.036,7611.43,0.515382,0.89395,0.132488,18062,-0.000898456,1.06859,11.0344,10.7583,117.98,85.8065,0.835963,10.5787,12.1363,117.139,136.039,0.841281,-50.2324,283.009,239.444,522.453 
147,0.41,0.35,43.3393,147,20808.3,-0.232499,43.2661,11.0601,118.027,0.191971,38.8829,374.335,2.83103,3.02853,1.44555,1.23848,1.82284,93.3236,10235.8,754.835,8796.06,15820.7,2.2434,2.4409,0.270284,0.650842,1.23521,0.960488,10201.6,733.203,8761.9,0.503093,0.888277,0.133561,20277.8,-0.000687412,1.12389,11.2748,11.0567,118.331,86.1787,0.926451,10.8252,12.4084,117.454,136.546,0.877524,-50.3669,312.576,277.634,590.21 
148,0.41,0.35,43.1893,148,13605.2,-0.295653,29.5181,11.1475,118.046,0.0564007,11.4938,73.8127,3.61835,1.43463,2.25243,-0.876429,2.91432,39.1769,6780.5,507.244,6168.55,10732.8,3.37166,1.18795,1.75905,-1.12312,2.66763,0.776292,6766.17,498.163,6154.22,0.488761,0.885861,0.129763,13843.5,-0.00115343,0.726658,11.59,11.171,118.209,85.5222,0.633427,11.0559,12.6606,117.455,135.609,0.754378,-50.0871,209.897,197.808,407.705 
149,0.41,0.35,43.1493,149,15600.9,-0.108532,33.4438,10.9184,118.033,0.0625581,1.58698,500,1.71348,-0.0182764,3.23078,-1.16427,-0.256432,78.616,7877.01,578.864,6839.47,11890.2,1.21846,-0.513301,2.24073,-1.65929,-0.751456,-3.18722,7848.23,560.641,6810.69,0.500508,0.88888,0.131672,15680.5,-0.000941095,0.889006,11.155,10.8099,118.299,86.2491,0.71963,10.8764,12.4001,117.376,136.445,0.923447,-50.1958,239.162,216.529,455.692 
150,0.41,0.35,42.9893,150,19626.6,-0.0656154,41.8292,10.7623,117.562,0.150336,-63.368,3.97029,5.16427,4.2845,2.28626,0.0314195,0.72592,95.3064,9539.48,699.958,8662.04,14965,4.56415,3.68438,1.08602,-0.5687,0.125801,0.877861,9504.6,677.866,8627.15,0.489276,0.889039,0.12644,19425.8,-0.000793289,1.08585,10.9703,10.8721,117.779,85.525,0.929235,10.8203,12.1366,116.897,135.448,0.881747,-49.923,288.935,272.246,561.181 
151,0.41,0.35,43.1593,151,14944.8,-0.165685,31.7416,11.0037,117.974,0.302233,-143.192,0.00332641,0.553903,0.112795,4.97516,-1.61286,3.91321,33.5578,7315.86,540.084,6683.67,12778.9,0.342599,-0.0985089,4.55255,-1.82416,3.70191,0.317907,7303.58,532.306,6671.39,0.487696,0.886882,0.128146,14975.7,-0.000878023,0.813049,11.246,10.9218,118.293,86.4062,0.693524,11.0232,12.4888,117.267,136.715,1.02537,-50.3084,222.798,213.003,435.8 
152,0.41,0.35,43.2193,152,18774.4,-0.163635,39.6592,10.9684,117.316,-0.685175,968.122,20.835,-0.146276,0.274921,-1.07336,0.473711,3.75028,101.005,9794.52,664.136,7640.03,35754.4,-0.78228,-0.361083,-2.34537,-0.162293,3.11427,-3.36958,9757.55,640.724,7603.07,0.527405,0.896931,0.134377,18501.1,-0.000837818,1.11351,11.1114,10.7794,117.485,85.9156,0.807149,10.9142,12.2986,116.752,135.881,0.732957,-49.9659,297.547,241.712,539.259 
153,0.41,0.35,43.2293,153,17080.6,-0.247754,36.4837,10.9395,117.406,0.202214,-20.5973,5.50071,2.59189,-1.20494,2.33726,-1.25149,-0.878108,73.3681,8464.68,568.963,7544.87,13128,2.12991,-1.66692,1.4133,-1.71347,-1.34009,2.2005,8437.83,551.956,7518.01,0.493916,0.897283,0.119132,17083.5,-0.000819763,0.963731,11.1004,10.7182,117.694,86.048,0.816242,10.7412,12.0952,116.737,136.178,0.95736,-50.1299,255.809,236.581,492.39 
154,0.41,0.35,43.0393,154,21169,-0.11345,44.3009,10.9222,117.816,0.0480144,-13.4713,500,2.72469,-2.62449,3.78733,0.495542,-0.755376,54.4979,10566.1,729.787,8954.53,15772.5,2.38153,-2.96765,3.10102,0.152383,-1.09854,-0.976745,10546.2,717.155,8934.58,0.506518,0.893653,0.128814,20821,-0.000744479,1.19827,11.0522,10.8308,118.088,86.2105,0.946109,10.8717,12.2815,117.145,136.294,0.943655,-50.084,320.009,281.83,601.839 
155,0.41,0.35,43.2393,155,20972.3,-0.126968,43.6662,10.9796,117.894,0.00388449,17.7695,499.883,-0.950748,1.44812,1.82714,0.639949,-2.51074,29.0931,10365.6,720.063,8929.89,15609.6,-1.13394,1.26493,1.46076,0.456758,-2.69393,3.26327,10354.9,713.319,8919.24,0.502372,0.892417,0.128406,20612,-0.000800858,1.16472,11.2394,10.809,118.2,85.752,0.939283,10.9328,12.332,117.307,135.804,0.892865,-50.0516,315.683,282.525,598.208 
156,0.41,0.35,43.1693,156,13883.9,0.00368475,29.147,-11.129,117.612,0.00375357,2.20672,3.85938e-11,0.645524,-1.5236,0.132568,3.89455,3.1935,8.44571,6298.34,552.448,6748.74,10559.8,0.592344,-1.57678,0.0262069,3.84137,3.14032,0.995649,6295.24,550.49,6745.65,0.447973,0.867281,0.130683,14052.7,-0.000988968,0.666459,11.557,11.4028,117.861,86.4618,0.686896,11.1986,12.4866,117.09,136.777,0.771292,-50.3156,195.943,214.289,410.232 
157,0.41,0.35,43.1793,157,12111.2,-0.191873,25.1944,11.4946,117.558,-0.124359,8.84288,500,-0.197143,-0.499501,1.52514,1.61564,-1.71484,66.1907,5629.54,465.203,5722.29,9463.21,-0.613928,-0.916287,0.691566,1.19885,-2.13163,1.3904,5605.31,449.86,5698.06,0.461036,0.876848,0.126968,12158.1,-0.00090946,0.593944,11.7374,11.2034,117.685,85.6073,0.572397,11.537,12.5604,116.883,135.718,0.802116,-50.1103,174.249,185.052,359.301 
158,0.41,0.35,43.2093,158,19279.3,-0.0269882,40.0907,11.0083,117.69,-0.00931873,-26.6805,500,0.820021,1.06966,3.78604,0.985421,-0.961845,110.023,9887.14,722.566,7839.92,14374.9,0.127235,0.376877,2.40047,0.292635,-1.65463,-0.556133,9846.87,697.063,7799.65,0.523311,0.889772,0.141359,18816.5,-0.000823031,1.07947,11.3771,11.0703,117.999,86.0474,0.822438,10.8767,12.4911,116.934,136.268,1.06565,-50.2203,303.321,249.287,552.608 
159,0.41,0.35,43.1993,159,16307,-0.233513,34.2502,11.1151,117.648,0.0656469,58.1566,493.931,1.71037,2.15196,1.07247,1.74107,0.0400701,59.5696,8070.4,604.375,7060.68,12517.1,1.33528,1.77687,0.322287,1.36598,-0.335024,0.927826,8048.59,590.567,7038.88,0.498572,0.886205,0.133865,16143.3,-0.000797231,0.882911,11.4192,10.9732,117.78,86.0916,0.739816,11.0304,12.2883,117.035,136.432,0.745437,-50.3401,246.822,223.719,470.541 
160,0.41,0.35,43.0893,160,22586,-0.138531,46.9923,10.9672,117.975,-0.0328935,40.1183,499.998,2.78289,4.11972,-2.14041,-3.35812,-0.834746,36.4412,11066.5,787.229,9675.47,16820.1,2.55343,3.89026,-2.59934,-3.58758,-1.06421,-2.2193,11053.2,778.782,9662.13,0.498686,0.890234,0.129281,22164.6,-0.000762705,1.24839,11.1333,10.8102,118.233,86.139,1.00932,10.9477,12.4106,117.42,136.39,0.812986,-50.2507,335.2,305.946,641.146 
161,0.41,0.35,43.1393,161,18603.6,-0.248129,39.2858,11.0024,118.093,-1.1914,1030.62,227.923,2.40457,2.81893,0.796469,-1.07638,2.27296,46.0007,9236.31,677.68,7983.31,54042.1,2.11491,2.52928,0.21716,-1.36604,1.98331,0.960362,9219.47,667.017,7966.47,0.501579,0.887618,0.133626,18380.9,-0.000838984,1.033,11.1404,10.9604,118.331,85.2597,0.823457,10.9822,12.5511,117.473,135.337,0.857574,-50.077,281.4,253.228,534.627 
162,0.41,0.35,43.3893,162,20488.4,-0.228542,43.3311,10.8687,117.911,0.0381724,60.7452,255.196,-0.253024,0.518495,5.86395,1.6876,-0.667478,57.6546,10235.7,718.047,8756.43,15406.6,-0.61606,0.15546,5.13788,1.32456,-1.03051,-0.0335022,10214.6,704.683,8735.33,0.504171,0.892277,0.129378,20260.3,-0.000769463,1.17712,10.9848,10.697,118.235,85.6208,0.935737,10.7496,12.2731,117.247,135.686,0.987478,-50.0657,308.582,275.422,584.003 
163,0.41,0.35,43.2893,163,17753.8,-0.100182,37.2714,-10.8696,117.832,0.0582929,-10.5404,0.0821385,0.989497,-0.0279491,2.37007,-0.752435,0.603916,98.1995,8864.65,628.281,7426.5,13208.1,0.37116,-0.646286,1.1334,-1.37077,-0.0144203,3.15098,8828.71,605.519,7390.56,0.50951,0.892838,0.131135,17327.9,-0.000533528,0.994098,11.2124,10.8443,118.166,85.735,0.812897,10.4949,12.2031,117.142,135.7,1.02431,-49.9649,269.666,232.263,501.929 
164,0.41,0.35,43.3393,164,16038.6,-0.0472712,34.2288,10.7751,118.021,-0.0390904,-71.3109,498.627,-0.668028,-1.61891,4.90821,0.633461,3.30957,33.2092,8457.68,541.8,6672.17,12097,-0.877138,-1.82802,4.48999,0.424351,3.10046,0.154371,8445.52,534.102,6660.02,0.524419,0.900356,0.128714,16104.5,-0.000804123,0.967626,11.0391,10.7074,118.325,85.1412,0.716497,10.8035,12.059,117.316,134.938,1.00878,-49.7965,255.166,208.25,463.416 
165,0.41,0.35,43.1893,165,13372.1,0.0136837,27.4799,-11.1744,118.022,0.00113644,10.0011,500,0.653034,1.77077,5.81714,0.198538,-1.19036,68.0793,6355.43,481.821,5967.28,9996.54,0.224357,1.34209,4.95978,-0.230139,-1.61904,-0.0604499,6330.51,466.04,5942.37,0.480887,0.885872,0.126233,13164.2,-0.000719236,0.678674,11.5677,11.2156,118.144,84.9754,0.611871,11.1885,12.5347,117.439,135.12,0.704936,-50.1442,196.439,191.445,387.884 
166,0.41,0.35,43.1493,166,19584.5,-0.184828,40.8243,10.9338,117.835,0.237276,-1803.25,1.17591,0.441045,-0.55117,1.3566,-0.776145,-0.970153,51.6017,9654.11,684.754,8303.85,28459.1,0.116122,-0.876092,0.706753,-1.10107,-1.29508,1.28855,9635.22,672.793,8284.96,0.502805,0.89111,0.130125,19162.9,-0.000628199,1.08463,11.0719,10.95,118.08,85.4684,0.875424,10.8579,12.3335,117.209,135.373,0.870435,-49.9048,293.37,261.546,554.915 
167,0.41,0.35,42.9893,167,19853,-0.212885,42.3127,10.7622,117.864,0.0595103,128.788,439.354,1.45387,0.902785,0.356614,4.02015,3.68136,52.7384,10041.3,681.787,8377.1,15073.6,1.12179,0.570705,-0.307545,3.68807,3.34928,1.03652,10022,669.563,8357.8,0.510455,0.895322,0.128597,19633.5,-0.000708639,1.14746,10.9925,10.8025,118.123,85.6671,0.916915,10.6112,12.013,117.239,135.702,0.88443,-50.035,303.988,260.761,564.749 
168,0.41,0.35,43.1593,168,17092.7,-0.138752,35.8906,11.1039,117.796,-3.6243,1780.01,0.000140714,0.286199,0.513772,1.37288,0.365056,4.48886,66.3155,8341.54,656.148,7438.27,222984,-0.131373,0.0962009,0.537742,-0.0525152,4.07129,0.881066,8317.26,640.776,7413.99,0.493801,0.881195,0.137343,16843.4,-0.000883532,0.914634,11.3876,11.0422,118.022,85.912,0.773296,11.0945,12.4403,117.13,136.053,0.892457,-50.1406,256.585,238.112,494.697 
169,0.41,0.35,43.2193,169,18634.8,-0.233198,38.7666,-11.1236,117.503,-0.133025,-178.609,7.58778,-1.13525,-2.99766,2.07505,0.974859,-2.88411,86.6136,9014.5,690.242,8152.2,14811.1,-1.68063,-3.54304,0.984283,0.429476,-3.4295,1.13596,8982.8,670.165,8120.5,0.490291,0.884518,0.131963,18321.4,-0.000773562,0.998982,11.3551,10.8862,117.767,85.336,0.859644,10.9422,12.2919,116.817,135.15,0.950766,-49.8144,275.501,257.952,533.453 
