cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
34,145,0.83,0.11,44.74,34,24128.2,-8.56293e-05,51.2121,12.4032,116.379,-0.0310456,-20.9595,500,-2.14072,-8.13865,-22.5525,-13.4962,-8.13246,-1317.93,404.554,94.4076,28666.8,20698.9,6.1579,0.159975,-5.95529,-5.19762,0.166165,-0.275533,2253.07,162.871,30515.3,0.0687576,0.887701,0.00973626,32768.4 
35,145,0.83,0.11,44.85,35,24293.7,-0.0226406,51.1453,12.3662,116.331,0.0414462,26.0561,4.95333e-06,-4.3796,-2.07314,-7.11952,-8.50731,-4.812,-1126.57,4884.31,134.487,24366.2,20624.2,2.71408,5.02054,7.06785,-1.41362,2.28169,0.548972,6464.43,193.01,25946.3,0.199453,0.950344,0.0135179,32410.8 
36,145,0.83,0.11,44.76,36,24515.6,-0.000445499,50.7247,12.4814,116.414,-0.0409318,-7.72029,500,-0.75576,-10.2584,-15.6725,1.06423,-6.8673,-1083.32,1444.73,108.814,27435.9,20620.3,6.06559,-3.43709,-2.02981,7.88558,-0.0459491,1.24055,2964.19,165.09,28955.4,0.0928643,0.91119,0.0103937,31919.5 
37,145,0.83,0.11,44.88,37,24371.4,-1.13626,51.8054,12.7051,116.405,-0.0312833,475.121,194.96,-2.11379,-12.0923,-13.5975,-5.87535,1.5663,-1261.92,1939.08,119.27,27243.5,21910.3,5.83218,-4.14635,2.29445,2.07063,9.51227,0.852572,3709.04,184.825,29013.4,0.113349,0.919791,0.0115987,32722.5 
38,145,0.83,0.11,44.9,38,23293.2,0.00377375,47.5903,12.6983,116.44,0.160055,-112.094,500,-0.559962,-9.1123,-12.7523,-1.34816,-6.45147,-1214.77,686.581,106.736,27322.7,20256.5,7.08915,-1.46319,2.54597,6.30095,1.19764,0.837531,2390.42,169.841,29026.5,0.076087,0.889412,0.0106636,31416.9 
39,145,0.83,0.11,44.75,39,22628.8,-0.131302,47.2287,12.5651,116.457,0.0108646,-34.1976,500,-19.3534,-6.86615,-19.2452,-3.60225,-4.37178,-1109.04,913.582,105.766,26207.1,19330.3,-12.3701,0.117178,-5.27854,3.38108,2.61154,0.542541,2469.12,163.379,27762.7,0.0816729,0.896222,0.0107242,30231.8 
40,145,0.83,0.11,44.8,40,26233.7,-0.0657998,54.7004,12.2876,116.491,0.0605486,-57.6814,500,-5.48274,-10.6399,-18.1598,0.228547,-0.885296,-1015.35,5481.94,137.21,25176,21994,0.910667,-4.24646,-5.37304,6.62195,5.50811,2.5705,6906.07,189.956,26600.1,0.206113,0.954076,0.012984,33506.2 
41,145,0.83,0.11,44.81,41,23842.4,-0.045149,49.4075,12.4078,116.727,-0.00853266,-22.9552,500,-12.2458,-9.2157,-7.87117,-13.5817,-10.9269,-1063.32,5714.26,134.752,22795.1,19962.8,-5.55038,-2.52023,5.51976,-6.88625,-4.23147,1.40383,7205.68,189.99,24286.6,0.228808,0.955893,0.0142058,31492.2 
42,145,0.83,0.11,44.89,42,22332.9,-0.0146373,46.9208,12.4171,116.318,-0.0134718,2.25077,1.35099e-11,2.62596,1.31188,-15.5804,-14.7769,0.454495,-1161.16,1237.03,108.261,25675.8,18967.2,9.93745,8.62338,-0.957392,-7.46539,7.76599,1.05347,2865.66,168.581,27304.4,0.0949836,0.90666,0.0112455,30170.1 
43,145,0.83,0.11,44.82,43,27253.1,-1.21713,57.3239,12.8172,116.401,-6.06539,5201.89,144.414,-8.49916,-14.456,-10.9055,-6.47332,-5.98712,-1106.34,6145.96,152.258,26161.7,1.05102e+06,-1.53286,-7.48971,3.02711,0.492982,0.979179,1.66923,7697.7,209.73,27713.5,0.21738,0.95449,0.013749,35411.2 
