cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,295,0.68,0.26,44.74,85,26848,-1.18471,55.6487,12.9319,116.175,35.2392,-22922.6,422.514,-9.98879,-6.04559,-8.79653,-5.9459,-5.16622,-1040.32,458.83,119.896,30997.9,2.63192e+07,-3.43817,0.50503,4.30471,0.604721,1.3844,-0.280902,1917.98,173.938,32457.1,0.0557957,0.863033,0.00977539,34375.1 
86,295,0.68,0.26,44.85,86,26549.8,-0.0783404,53.4481,12.5887,116.446,0.0931252,-85.3766,5.25481e-09,-0.544846,0.231526,1.67112,-8.28843,-0.358397,-793.058,4754.1,129.079,25767.6,22162,4.44883,5.2252,11.6585,-3.29475,4.63528,0.4858,5866.44,170.277,26879.9,0.179148,0.951661,0.0115346,32746.4 
87,295,0.68,0.26,44.76,87,24220.3,-1.13656,52.7566,12.4153,116.098,1.23087,105.058,411.381,5.43665,-4.97734,-15.4289,-1.0796,-6.69576,-995.001,1642.98,106.606,27404.6,25531.7,11.7019,1.28791,-2.89843,5.18566,-0.430501,1.19523,3038.57,158.294,28800.1,0.0954363,0.916451,0.0100233,31838.7 
88,295,0.68,0.26,44.88,88,24567.6,-0.00721909,52.4921,12.1428,116.094,-0.00163862,-9.69506,500,-14.547,-1.62944,-4.38376,-8.94781,-22.3113,-1121.6,1881.98,106.442,27601.5,20750.1,-7.48454,5.43296,9.74105,-1.8854,-15.2489,2.03136,3455.13,164.707,29174.7,0.105889,0.923001,0.0102926,32629.8 
89,295,0.68,0.26,44.9,89,26024.7,-0.151802,53.0126,12.6171,116.409,0.0868295,-11.4491,499.967,-9.81883,1.173,-17.5446,-0.213544,1.03254,-908.563,880.935,117.736,29567.4,21806.1,-4.09785,6.89398,-6.10269,5.50743,6.75352,1.68153,2155.28,164.934,30841.8,0.0653175,0.881897,0.00975501,32997.1 
90,295,0.68,0.26,44.75,90,23546,-0.372571,49.898,12.3398,116.315,0.192264,176.783,0.034452,-4.1181,-3.05745,-7.05149,-8.17792,-8.93889,-1132.21,1005.6,122.016,27147,21150.5,3.01114,4.07179,7.20699,-1.04868,-1.80965,0.369555,2593.64,180.832,28735,0.0827882,0.891256,0.0114597,31328.6 
91,295,0.68,0.26,44.8,91,25821.9,-0.250748,53.902,12.2055,116.523,-0.0924312,-90.1598,3.08425,-3.83367,-4.64156,-15.5185,0.760695,3.43936,-880.63,4849.99,124.088,24975.7,21688.2,1.71142,0.903527,-4.42832,6.30579,8.98445,1.32859,6085.16,169.835,26210.8,0.188418,0.953432,0.0117953,32296 
92,295,0.68,0.26,44.81,92,25509.4,-1.13316,55.4222,12.3158,116.538,-4.36455,11084.2,145.171,3.3426,9.18703,-5.68082,-3.72237,-8.16095,-931.53,5719.49,117.999,24466.4,1.59708e+06,9.20819,15.0526,6.05037,2.14322,-2.29536,0.799385,7026.05,166.39,25772.9,0.214215,0.960206,0.0117529,32799 
93,295,0.68,0.26,44.89,93,24900.9,-0.0326264,51.7251,12.3357,116.369,0.0165993,13.0603,500,4.66164,-5.38684,-3.23192,-5.14503,-5.50686,-989.616,1115.22,88.0531,28094.5,20778.2,10.893,0.844505,9.23078,1.08632,0.724488,0.594769,2503.25,139.462,29482.5,0.0782615,0.911165,0.00863848,31985.8 
94,295,0.68,0.26,44.82,94,24953.7,-1.04738,53.9677,12.2445,116.553,0.659074,-75.8521,208.421,-10.6692,-5.62561,0.719156,-6.63809,-6.76235,-984.612,5758.37,116.4,23748.9,23138.9,-4.46933,0.574223,13.1188,-0.438256,-0.562508,-0.59539,7139.38,167.549,25129.9,0.221244,0.960551,0.0121328,32269.3 
95,295,0.68,0.26,44.83,95,26647.3,-0.0681205,55.6338,12.0862,116.428,-0.126876,174.928,0.00504573,-0.433245,0.0827864,3.24139,-5.78883,-5.85068,-958.673,5773.11,135.126,25103.8,22611.4,5.60326,6.11929,15.3144,0.247677,0.185823,0.442514,7117.74,184.927,26448.4,0.212051,0.95651,0.0127162,33566.2 
96,295,0.68,0.26,44.87,96,26542.4,0.342444,55.1421,12.0579,116.361,-0.605767,-219.37,1.0287e-12,-10.783,-7.83919,1.9763,-4.18734,0.908614,-1042.07,2865.97,123.395,28221.4,25970.6,-4.22137,-1.27754,15.0996,2.37431,7.47027,0.223482,4327.58,177.528,29683.1,0.127242,0.933019,0.0108972,34010.6 
97,295,0.68,0.26,44.79,97,26547.3,-1.07302,55.4847,12.586,116.167,2.69806,-2209.37,443.344,2.71868,2.63639,-2.14743,-12.0519,-2.1389,-809.551,4241.64,108.404,26595.6,216784,7.81621,7.73392,8.04762,-6.95438,2.95862,0.589449,5377.12,150.459,27731.1,0.16241,0.953319,0.00989569,33108.2 
98,295,0.68,0.26,44.77,98,26406.2,-0.00477663,54.6974,12.295,116.103,-0.121895,109.315,500,-0.588706,-2.77093,-8.06972,-10.5682,-7.04199,-905.107,2326.69,92.6646,28472.3,22326.1,5.11051,2.92829,3.32872,-4.86899,-1.34277,0.35437,3596.19,139.683,29741.8,0.107871,0.936353,0.0085773,33338 
99,295,0.68,0.26,44.86,99,24647.7,-0.413211,52.7616,12.1888,116.358,0.343941,291.016,2.68643e-10,-12.7884,-11.8516,-0.538932,-3.29918,-2.5195,-971.46,3540.21,104.77,25602.8,24193.5,-6.67143,-5.73453,11.6951,2.81785,3.59752,-1.05015,4902.78,155.235,26965.4,0.153846,0.947499,0.0104934,31868.2 
100,295,0.68,0.26,44.84,100,27131.9,0.299306,55.1621,12.2027,116.569,-1.2921,660.891,500,-10.0662,-2.05392,-7.25719,-10.6338,-0.473711,-916.108,5540.77,119.578,26257.9,49711,-4.29772,3.71457,4.27978,-4.86536,5.29478,-0.0372583,6825.7,167.168,27542.8,0.198603,0.958902,0.0110568,34368.5 
101,295,0.68,0.26,44.78,101,25260.2,-0.603643,53.4237,12.3028,116.401,0.303872,-225.202,0.148311,-8.89673,-5.90537,2.25775,-15.8281,1.55152,-970.283,3184.57,105.304,26432.1,23623.8,-2.78712,0.20425,14.477,-9.71846,7.66113,-0.471719,4545.49,155.709,27793,0.140559,0.943443,0.0102149,32338.5 
