cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
68,615,0.36,0.21,44.74,68,22046.7,-0.198137,53.4932,11.6868,115.758,-1.02529,531.884,500,-17.6239,-11.7971,-10.3748,-14.8367,-9.73949,-1426.97,127.101,50.8053,28539.2,38103.7,-8.6386,-2.81184,7.59573,-5.85139,-0.754212,1.72615,2128.57,124.934,30540.7,0.0651552,0.906853,0.00747921,32669.3 
69,615,0.36,0.21,44.85,69,27727.1,-1.46891,63.3126,12.1437,116.058,0.814372,-46.9431,483.608,-7.57091,-4.10221,-9.25349,-2.88878,-4.75098,-1232.26,5283.09,108.392,28492,26273.2,0.188286,3.65699,6.26491,4.87042,3.00822,0.651733,7011.45,172.405,30220.3,0.188319,0.958744,0.0103998,37231.8 
70,615,0.36,0.21,44.76,70,23618.6,-0.174287,55.9921,11.6851,115.78,0.0607242,22.0467,500,-8.01928,-1.09421,-10.2403,-5.00229,-1.59801,-1341.8,1360.78,65.052,28851.3,21342.3,0.429676,7.35474,6.65758,3.44666,6.85094,0.730894,3242.78,134.756,30733.3,0.0954432,0.932208,0.00801234,33976 
71,615,0.36,0.21,44.88,71,26757.3,-1.30087,61.2658,12.2272,115.837,-3.04103,7106.9,0.543481,-6.10876,-5.93449,-9.51767,-4.10829,-11.148,-1349.18,2285.76,73.7806,30843.8,727937,2.38668,2.56095,7.47321,4.38715,-2.65254,0.472061,4178.12,143.868,32736.2,0.113184,0.943166,0.00803062,36914.3 
72,615,0.36,0.21,44.9,72,22473.6,-0.13351,53.8798,11.5082,116.066,0.0671802,5.3039,417.224,-7.88411,-4.85437,-10.9654,-16.0499,-8.98275,-1460.71,614.169,50.5129,28567.5,20196.6,1.31358,4.34332,7.43001,-6.85226,0.214934,-0.152015,2662.95,126.394,30616.3,0.0800184,0.923309,0.0075474,33279.2 
73,615,0.36,0.21,44.75,73,23391.8,-1.59185,56.7163,12.1906,115.745,-5.70575,7137.7,5.54127e-07,-8.56312,0.33035,-11.2554,-12.3874,-12.2013,-1468.74,600.058,70.7516,29523.8,1.34827e+06,0.685118,9.57859,7.24105,-3.13919,-2.95311,0.365513,2660.1,147.05,31583.9,0.077681,0.911794,0.00850363,34244 
74,615,0.36,0.21,44.8,74,25290.9,-0.464143,57.6343,11.8783,116.106,0.200684,252.704,500,-7.72444,-6.66868,-21.4012,-2.66362,-5.20364,-1124.51,4738.35,121.163,26580.5,23936.9,-0.643697,0.41207,-7.23972,4.41713,1.87711,-5.15039,6315.59,179.579,28157.8,0.183202,0.952599,0.0116118,34473.4 
75,615,0.36,0.21,44.81,75,26111.6,0.0166101,60.4173,11.6457,115.836,-0.0584141,-17.9186,0.0570133,-8.95906,-11.8803,-5.92,-2.76116,-7.4563,-1181.42,5826.73,111.506,26833.6,22938.6,-1.51995,-4.44123,8.95823,4.67795,-0.0171852,-0.169816,7483.79,172.879,28490.6,0.208031,0.961145,0.0110542,35974.4 
76,615,0.36,0.21,44.89,76,23448,-0.0328235,55.1317,11.7472,115.42,-0.0639262,58.6362,0.0260731,-9.01983,-1.70646,-9.81203,-9.23174,-6.40785,-1425.77,1162.09,64.2568,28789.1,21205,-0.042124,7.27125,8.14339,-0.25403,2.56986,0.539618,3161.87,138.323,30788.9,0.093131,0.928887,0.00820795,33950.8 
77,615,0.36,0.21,44.82,77,26274.5,-0.0813705,59.5348,11.7038,115.9,0.215285,-116.516,499.994,-9.59128,0.576618,-18.1512,2.0841,-3.70269,-1072.87,6094.68,124.823,26096.9,23499.2,-2.83571,7.33219,-4.64004,8.83968,3.05289,1.39493,7599.49,180.557,27601.7,0.215887,0.960081,0.0119067,35201.2 
78,615,0.36,0.21,44.83,78,24692.6,-0.471046,57.4003,11.7693,115.885,0.663901,-284.066,1.05938e-07,-2.46689,-1.31995,-17.3491,-8.36626,-14.4966,-1258.49,5785.45,114.558,25086.6,28131.1,5.45749,6.60443,-1.50039,-0.441886,-6.57224,1.42296,7550.61,179.935,26851.7,0.219479,0.959966,0.0121935,34402.3 
79,615,0.36,0.21,44.87,79,23418.7,-1.58827,57.0249,12.079,115.658,-1.48132,507.902,0.129939,-9.54998,-1.1141,-14.8723,-2.50878,-5.24965,-1232.34,2612.48,88.7545,27568.9,46914.8,-1.79023,6.64564,0.647163,5.25097,2.51009,0.951208,4340.96,152.772,29297.4,0.129048,0.941985,0.00951433,33638.4 
80,615,0.36,0.21,44.79,80,26494.3,-0.888267,61.3477,11.9898,116.122,0.881701,-781.59,2.85433e-08,-12.2691,0.394161,-5.26942,-13.7786,6.71967,-1337.91,3968.94,86.3001,29139.3,46377.8,-3.84462,8.81863,11.5795,-5.35415,15.1441,0.560442,5845.49,155.802,31015.8,0.158581,0.955435,0.00916862,36861.3 
81,615,0.36,0.21,44.77,81,23705.4,-0.241934,55.6596,11.8165,115.737,0.526433,453.461,0.00833824,1.1984,4.2022,-15.6616,-4.08547,-10.3954,-1334.59,2161.56,68.8355,28054.5,29181.5,9.60198,12.6058,1.14554,4.3181,-1.99185,0.955391,4033.45,138.165,29926.3,0.118771,0.943444,0.00843297,33959.8 
82,615,0.36,0.21,44.86,82,26337.8,-0.0227389,60.4117,11.7933,115.966,-0.0568159,-68.8699,500,-9.27786,-5.29704,-16.8659,-15.5486,-2.53228,-1275.31,3872.4,81.5649,28967.3,23320.1,-1.24757,2.73325,-0.805341,-7.51829,5.49801,0.398968,5661.14,147.815,30756.1,0.155452,0.956303,0.00877553,36417.2 
