cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
51,195,0.78,0.16,44.74,51,23680.7,-0.67467,50.526,12.7268,116.314,-0.306876,-529.145,1.7605e-05,-3.84551,-2.06518,-10.6848,-13.7575,-9.47803,-1202.8,465.716,107.072,28225.1,26218.9,3.72819,5.50852,4.46256,-6.18385,-1.90433,0.204689,2152.76,169.555,29912.2,0.0671374,0.878863,0.010334,32064.9 
52,195,0.78,0.16,44.85,52,26601.5,-0.192529,53.5159,12.51,116.422,-0.483562,523.293,39.7276,-5.74743,-0.603269,-6.44413,-2.86463,6.07749,-838.016,4768.04,106.943,25896.4,30031.4,-0.470661,4.6735,4.1094,2.41214,11.3543,0.813874,5943.44,150.477,27071.8,0.180021,0.957573,0.0101354,33015.3 
53,195,0.78,0.16,44.76,53,22264.8,-0.00296,48.5699,12.1715,115.923,0.00118967,-20.7682,500,-5.59859,-0.245368,-10.297,-1.17355,-4.18504,-1043.2,1230.57,97.3352,26010.7,19245.2,0.970154,6.32337,2.84047,5.39519,2.3837,0.841429,2693.76,151.527,27473.9,0.0892928,0.910382,0.0100576,30167.7 
54,195,0.78,0.16,44.88,54,23755.3,-1.19943,50.3688,12.9305,116.254,-2.57952,648.162,226.366,-2.56011,-4.33747,-13.8921,-4.89604,0.250001,-1074.76,2096.58,121.969,26362.3,75629.1,4.20736,2.43,-0.357155,1.87143,7.01747,1.02354,3604.04,177.801,27869.7,0.114509,0.920527,0.0116156,31473.8 
55,195,0.78,0.16,44.9,55,23114.6,-0.0187715,48.1449,12.3749,116.213,-0.0244344,-28.9074,499.959,-4.73155,-8.69996,-12.649,-6.52292,1.49902,-1030.11,970.285,128.586,26658.5,19417.8,1.75479,-2.21362,0.323671,-0.0365866,7.98536,0.958576,2415.12,182.098,28103.3,0.0791363,0.883432,0.0117953,30518.4 
56,195,0.78,0.16,44.75,56,24091.7,-1.24066,52.1531,12.7318,116.156,0.697523,-51.5537,408.969,-7.07108,-9.75439,-4.4481,-2.78851,-13.3898,-1107.26,1049.67,116.754,28112.7,22786,-0.0989772,-2.78229,9.4961,4.18359,-6.41771,-1.16771,2602.71,174.274,29665.7,0.0806579,0.895113,0.0107057,32268.4 
57,195,0.78,0.16,44.8,57,23099.9,-0.823372,48.5429,12.8038,116.814,-0.662625,1131.53,58.0121,-2.86893,-16.7461,-13.0784,-7.11534,-1.08981,-1005.39,4679.7,127.762,22968.1,44640.8,3.46175,-10.4154,-0.417044,-0.784659,5.24087,0.856907,6089.85,179.99,24378.3,0.199876,0.950821,0.0134182,30468.1 
58,195,0.78,0.16,44.81,58,25865.7,-0.979761,52.6262,12.7873,116.534,0.990743,402.926,10.7889,3.47174,-5.72909,-17.4093,-4.10922,-4.05578,-909.995,5749.76,160.42,24210.2,34901.9,9.20174,0.000903992,-5.94929,1.62077,1.67421,1.90852,7026.12,207.692,25486.5,0.216104,0.950814,0.0147895,32512.6 
59,195,0.78,0.16,44.89,59,23917.2,-0.0961343,50.8922,12.2311,116.367,0.00732122,68.5736,499.546,-3.15102,-12.7265,0.435486,5.40315,-5.61556,-1287.63,1253.17,90.8315,27561.5,20279.8,4.95682,-4.61867,16.6512,13.511,2.49227,0.495306,3059.19,157.721,29367.5,0.0943418,0.917243,0.00979629,32426.7 
60,195,0.78,0.16,44.82,60,26363.8,-1.06107,55.5211,12.4815,116.451,2.82274,-506.923,499.364,-11.0677,-11.5001,-11.7465,-1.18312,-3.30083,-916.533,6174.12,137.074,24563.9,69139.9,-5.29659,-5.72896,-0.204141,4.58804,2.47033,0.951061,7459.65,184.687,25849.5,0.223952,0.958473,0.0129903,33309.1 
