cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,415,0.56,0.01,44.74,0,25511.1,-1.67794,59.5077,12.5097,115.624,1.49924,-551.635,11.4587,-10.0419,-13.4425,-19.9373,-0.555352,-10.1752,-1440.06,724.327,103.291,31819.3,51156.2,-0.974176,-4.37482,-1.80195,8.51234,-1.10755,8.09849,2744.16,178.099,33839.1,0.0750113,0.898007,0.00960214,36583.3 
1,415,0.56,0.01,44.85,1,28290,-0.755775,63.0088,12.0497,115.404,1.93535,-704.735,17.4273,-4.20215,-3.69802,-7.79367,-11.4531,-3.29634,-1252.75,4713.54,139.481,30180.3,69115.4,3.68608,4.1902,7.98277,-3.56483,4.59188,0.527258,6470.64,204.559,31937.4,0.168471,0.947577,0.0116611,38408 
2,415,0.56,0.01,44.76,2,26750,-0.407665,61.864,12.2547,115.886,-0.676611,736.547,13.6412,-8.4752,-9.00663,-13.5032,-16.4706,-13.7676,-1545.57,2017.41,105.775,31889.8,40902.6,1.25684,0.72541,5.96085,-6.73854,-4.03552,3.1056,4185.22,186.064,34057.6,0.109438,0.927815,0.00996356,38242.8 
3,415,0.56,0.01,44.88,3,27369.2,-0.116867,61.4133,12.1065,115.688,0.0930586,-55.4453,500,0.688972,-9.68819,-15.5724,-3.43243,-11.1225,-1487.46,1616.8,92.4914,32632.5,24371.4,10.0551,-0.322043,3.15989,5.93372,-1.75632,0.81489,3703.11,169.762,34718.8,0.0963802,0.925733,0.00892681,38421.9 
4,415,0.56,0.01,44.9,4,26236.8,-0.00844715,59.2084,12.1483,115.677,-0.013056,-27.4286,0.030289,-15.188,-6.83064,-3.92182,-11.3275,-8.10686,-1610.39,506.886,93.0578,32741,23426.6,-5.04781,3.30958,16.3586,-1.18723,2.03335,-0.0576802,2765.62,176.715,34999.8,0.0732316,0.899426,0.00921513,37765.4 
5,415,0.56,0.01,44.75,5,23426,-1.53171,55.6512,12.2622,115.509,-1.30389,877.758,1.97016,-6.77876,-12.495,-20.4419,-14.1804,-9.03531,-1324.72,1124.33,82.9319,28833.5,59471.9,1.56262,-4.15362,-3.75914,-5.83904,-0.69393,0.708212,2982.37,151.748,30691.6,0.0885662,0.918237,0.00902572,33673.9 
6,415,0.56,0.01,44.8,6,27688.9,-0.0458149,62.1999,11.8306,115.921,0.0511645,63.966,500,-5.46837,-6.85727,-22.9041,-20.4398,-6.30526,-1338.28,5649.09,110.98,28393.6,24061.4,2.9584,1.5695,-6.05061,-12.013,2.12151,0.469907,7526.15,180.501,30270.7,0.199121,0.95972,0.0108649,37796.8 
7,415,0.56,0.01,44.81,7,26077.1,-1.57903,60.8557,12.2503,115.955,1.83864,954.99,14.3004,-12.4469,-11.8553,-13.6517,-15.3222,-11.6002,-1476.76,6250.88,148.695,26852.9,81428.4,-3.14812,-2.55648,4.94583,-6.02339,-2.3014,1.54448,8322.19,225.41,28924.2,0.223436,0.954746,0.0141526,37246.4 
8,415,0.56,0.01,44.89,8,27173.4,-0.209899,60.4553,12.204,115.713,-0.0624535,154.921,0.000560658,-7.1755,-6.08893,-25.4045,-10.7587,-8.34936,-1383.28,950.516,86.3849,32578.6,24332.8,1.53462,2.62119,-7.98428,-2.04855,0.360767,-0.447411,2890.7,158.243,34518.8,0.0772718,0.912576,0.008374,37409.5 
9,415,0.56,0.01,44.82,9,29544.8,-0.375699,64.7907,12.1282,115.974,-0.00515374,989.611,0.0842441,-14.318,-5.21265,-23.0017,-13.1833,-9.83297,-1280.2,7197.91,138.71,28769.8,25746.2,-6.2569,2.84842,-6.8796,-5.12226,-1.7719,0.59961,8993.51,205.214,30565.4,0.227345,0.961602,0.0122167,39558.9 
10,415,0.56,0.01,44.83,10,27542,-1.50093,61.7206,12.4417,115.99,2.09314,-914.853,462.274,-15.0854,-11.2727,-12.4854,-13.9823,-11.9622,-1296.85,6236,137.359,27570.6,87335,-6.91944,-3.10673,3.84651,-5.81639,-3.79629,1.24357,8054.97,204.728,29389.6,0.215117,0.957416,0.0126695,37444.5 
11,415,0.56,0.01,44.87,11,28902.3,-0.0900558,64.0809,12.2,115.852,0.221562,-294.303,499.863,-1.5303,7.87067,-17.4009,-17.3956,-7.65372,-1453.48,2854.31,111.111,32770.5,27572.4,7.62186,17.0228,0.903393,-8.24348,1.49845,0.951955,4892.96,186.616,34809.1,0.123242,0.937431,0.00977921,39702.1 
12,415,0.56,0.01,44.79,12,28269.2,-0.349492,63.1223,12.1939,115.813,0.277548,226.839,500,-6.92919,-0.440195,-3.12664,-12.4642,-8.75211,-1437.65,5063.27,115.45,30211.8,27106,2.12334,8.61233,14.9784,-3.41167,0.300418,0.337321,7079.73,190.133,32228.2,0.180109,0.955112,0.0107508,39308 
13,415,0.56,0.01,44.77,13,25160.5,-1.64327,58.9028,12.4421,116.067,2.27242,1130.6,474.176,-6.72775,-9.22594,-15.2369,-9.56248,-2.3061,-1456.62,2810.32,103.295,29023.8,107494,2.44417,-0.0540233,3.1069,-0.390562,6.86582,0.740493,4853.36,178.964,31066.8,0.135115,0.939382,0.0105002,35920.2 
14,415,0.56,0.01,44.86,14,29129.1,-0.0848909,64.7728,12.075,115.718,0.117018,-98.6721,4.12153e-07,-5.30095,-0.853577,-12.0665,-7.86704,-16.4068,-1348.08,4144.13,110.448,31698.4,25836.8,3.18754,7.6349,4.91044,0.62144,-7.9183,0.41792,6034.93,180.478,33589.2,0.152304,0.950268,0.00980082,39624.2 
15,415,0.56,0.01,44.84,15,30837.4,-0.0293973,67.2044,12.1452,115.902,-0.0413245,27.2107,2.00164e-11,-4.28581,-8.84998,-6.88361,-14.7125,-12.6285,-1495.38,6237.9,139.988,31419,26606.9,5.13018,0.566016,11.9484,-5.29655,-3.21246,-0.307896,8335.31,217.67,33516.4,0.199163,0.956297,0.011822,41851.7 
16,415,0.56,0.01,44.78,16,27328.4,-0.110074,60.7736,12.133,115.726,0.125729,13.1274,487.666,-15.7047,-12.4466,-6.25181,-23.2126,-7.05513,-1325.46,4130.31,127.057,29747.5,24057.4,-7.35864,-4.10057,10.4403,-14.8666,1.29091,1.71535,5989.39,195.912,31606.6,0.159309,0.945857,0.0112893,37596 
