cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,665,0.31,0.26,44.74,85,25243.8,-0.133402,58.4666,11.9735,115.607,0.105763,34.7732,3.61313e-08,-7.67489,-5.28707,-12.9931,-10.7235,-4.18005,-1547.7,219.984,67.2093,31825.8,22908.7,2.07054,4.45836,6.49776,-0.978067,5.56538,0.631102,2390.78,147.609,33996.6,0.0657036,0.902489,0.00793474,36387.3 
86,665,0.31,0.26,44.85,86,28263.1,-1.62672,64.9024,12.3014,116.131,1.47521,-540.791,148.448,-8.6252,-12.4789,-10.1642,-5.96888,-12.4293,-1382.19,5178.99,105.696,29976.9,51960.7,0.0780758,-3.77565,7.24235,2.7344,-3.72602,-1.83663,7117.65,177.498,31915.6,0.182348,0.958184,0.0101409,39033.2 
87,665,0.31,0.26,44.76,87,25423.8,-1.62859,60.2163,12.2022,115.988,-0.445288,1346.65,243.756,-13.1932,1.51642,-15.9247,2.68974,-12.0586,-1317.02,1496.04,77.0487,30577.2,43439.7,-4.90032,9.80934,0.661155,10.9827,-3.76567,0.948295,3343.29,145.465,32424.4,0.0934722,0.929245,0.00819648,35767.7 
88,665,0.31,0.26,44.88,88,27240.6,-0.0656878,62.3966,11.8817,116.052,-0.0190326,70.2181,0.0150002,-0.151218,-6.60169,-11.9027,-11.5924,0.208894,-1331.48,2036.18,76.2389,31878.9,24177.7,8.23279,1.78232,4.8653,-3.20842,8.5929,0.759915,3903.72,145.407,33746.4,0.103684,0.938804,0.00787478,37650.1 
89,665,0.31,0.26,44.9,89,24041.3,-0.250945,56.5854,11.8183,115.763,0.69466,-5.01553,5.6025e-10,-1.15823,-2.68017,-19.117,-8.06971,2.03065,-1293.41,489.792,45.8826,29992.1,21883.2,6.98602,5.46408,-2.8285,0.0745372,10.1749,1.14234,2303.92,113.073,31806.2,0.0675437,0.920906,0.00650617,34110.1 
90,665,0.31,0.26,44.75,90,25044.1,-1.68429,59.5353,12.3456,115.658,1.23107,1030.36,6.11689,-10.0968,-2.55892,-20.7049,-2.41226,-10.8276,-1460.78,733.859,57.1983,31201,65218.6,-0.898594,6.63924,-2.30862,6.7859,-1.62945,1.2688,2782.75,133.083,33249.9,0.0772286,0.922771,0.00731908,36032.6 
91,665,0.31,0.26,44.8,91,26862.5,-1.07233,61.5843,11.9939,115.923,-0.126482,1609.52,0.000876006,-11.0057,-2.19025,-18.3303,-9.01787,-13.8472,-1225.19,4814.43,109.839,28158.7,30672,-3.29093,5.52448,-2.90081,-1.30314,-6.13249,0.642004,6532.89,173.485,29877.1,0.179426,0.955591,0.0105832,36410 
92,665,0.31,0.26,44.81,92,23839,-0.0379261,55.5809,-11.611,115.881,-0.0180381,0.460756,500,-6.77826,-7.4892,-17.0556,-2.43074,-12.7191,-1243.82,5606.91,112.561,24514.6,21008.5,1.05376,0.342818,-1.3916,5.40128,-4.88705,3.68029,7351.49,177.175,26259.2,0.218725,0.959531,0.0122764,33610.7 
93,665,0.31,0.26,44.89,93,22762.9,0.0112379,54.4193,11.6332,115.476,-0.0251007,17.3281,4.03535e-11,-7.98856,-6.68213,-22.7432,-8.05142,-13.8279,-1297.94,991.115,68.1183,28317.4,20622.7,0.184247,1.49068,-6.39759,0.121389,-5.65509,0.376232,2811.61,135.544,30137.9,0.0853308,0.922198,0.00821673,32949.5 
94,665,0.31,0.26,44.82,94,22895.6,-0.455784,54.4781,11.7897,116.02,-0.50048,-1315.89,0.00180936,-9.75903,3.98979,-19.9866,-4.85003,-8.17357,-1337.51,5322.91,116.763,24238.8,42347.2,-1.33708,12.4117,-3.14274,3.57192,0.248383,1.26742,7198.9,186.244,26114.8,0.216095,0.956686,0.0129671,33313.7 
95,665,0.31,0.26,44.83,95,27524.4,-1.50217,63.717,12.0568,116.057,0.317526,1998.27,157.606,-7.49408,-4.1216,-7.00628,-3.8179,-8.88097,-1204.8,6240.29,110.098,27614.3,45663.3,0.0922477,3.46472,8.16636,3.76842,-1.29464,0.424787,7930.14,172.686,29304.2,0.212979,0.963291,0.0107387,37234.3 
96,665,0.31,0.26,44.87,96,25314.7,-0.502109,58.5714,11.9838,115.822,0.388139,207.916,500,-5.87414,-9.67748,-8.115,-7.83619,-12.6244,-1302.48,2870.46,79.407,29066.4,25476.5,2.32722,-1.47611,8.28772,0.365171,-4.42307,-0.631145,4697.31,147.068,30893.3,0.131982,0.948055,0.00869316,35590.6 
97,665,0.31,0.26,44.79,97,24678.3,-0.31295,57.5168,11.9862,115.83,0.372794,304.127,3.13303,-9.28305,-8.31251,-14.5549,-12.1295,-13.4633,-1282.59,3948.52,102.296,27515.1,26133.2,-1.20694,-0.236403,1.59731,-4.05341,-5.38718,1.172,5747.47,168.924,29314.1,0.163925,0.951082,0.0105037,35061.5 
98,665,0.31,0.26,44.77,98,26746.3,-0.0751023,60.3239,12.0073,115.9,0.148756,64.6174,3.50685,-7.65174,-4.86715,-10.1957,-10.4161,-13.1438,-1360.71,2447.84,98.1797,31055.9,23892.1,0.916295,3.70089,6.94036,-1.84811,-4.57573,-0.351922,4356.37,168.866,32964.5,0.116728,0.936474,0.00934828,37320.8 
99,665,0.31,0.26,44.86,99,25965.4,-0.86382,61.3048,11.8477,116.115,-0.597729,538.728,497.894,-10.8802,0.898431,-11.3072,-3.10213,-5.93324,-1196.45,3766.62,81.5133,28584,34126.8,-3.34653,8.43213,3.7602,4.43157,1.60046,0.747261,5444.75,143.666,30262.2,0.152484,0.955862,0.00866937,35706.9 
100,665,0.31,0.26,44.84,100,29017.6,-1.69175,67.4069,12.1969,116.007,-2.52105,3173.64,99.3851,-7.67789,-5.31092,-17.2086,-4.97237,-7.94102,-1407.7,6110.81,103.396,29978.1,287220,1.18601,3.55299,0.519255,3.89154,0.922886,0.948449,8085.24,176.523,31952.5,0.20194,0.963199,0.0100743,40037.8 
101,665,0.31,0.26,44.78,101,23252.7,-1.52847,56.5258,12.0019,115.774,1.16151,-1295.18,90.0297,-13.0265,-3.18686,-11.6271,-14.5382,-12.8705,-1236.99,2952.09,92.9984,26872.8,71057,-5.23749,4.60211,3.9508,-6.74925,-5.0815,1.46396,4687.09,157.257,28607.8,0.140775,0.944542,0.0100246,33294.9 
