cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
119,765,0.21,0.36,44.74,119,29003.2,-1.62325,63.7175,12.7763,115.883,0.416683,254.14,211.309,-10.9779,-4.49586,-13.3862,-16.5381,-6.80187,-1149.45,450.855,85.893,34654,29948,-3.74013,2.74193,1.08935,-9.3003,0.43592,1.12417,2063.07,145.605,36266.2,0.053825,0.890068,0.00734156,38329.3 
120,765,0.21,0.36,44.85,120,29752.5,-1.11106,65.9774,12.2395,115.571,2.20601,-5623.59,0.0130579,-3.8726,-9.1982,-16.5346,-13.4398,-6.73389,-1272.03,5112.71,114.733,30962.1,430134,4.13705,-1.18854,-0.515323,-5.43019,1.27576,0.700609,6896.86,180.813,32746.3,0.173974,0.956133,0.010069,39643.1 
121,765,0.21,0.36,44.76,121,25512.3,-1.61699,59.702,12.3536,115.463,1.80022,-320.2,51.6767,-3.85278,-6.7901,-25.5149,-10.3297,-5.14214,-1352.84,1492.75,72.6471,30811,42773.9,4.6657,1.72837,-8.47792,-1.81118,3.37633,-15.3446,3390.24,142.924,32708.4,0.093916,0.931293,0.00798508,36098.7 
122,765,0.21,0.36,44.88,122,26964.7,-0.104942,59.2062,12.3063,115.777,-0.176774,164.407,500,-6.26493,-3.13013,-38.2617,-8.01439,-3.40563,-1258.08,1899.64,103.434,31520,24664.8,1.65688,4.79168,-22.4181,-0.0925836,4.51618,-0.94164,3664.22,168.789,33284.6,0.0991702,0.925401,0.00925503,36948.8 
123,765,0.21,0.36,44.9,123,22780.6,-0.00154652,54.5612,11.682,115.461,0.00147052,-8.57301,500,-8.91475,-4.01042,-17.3757,-6.21178,-7.36435,-1386.22,472.821,51.8328,29180.1,20749.4,-0.186107,4.71822,0.081567,2.51687,1.3643,0.990398,2417.13,123.844,31124.4,0.0720636,0.917715,0.0072764,33541.6 
124,765,0.21,0.36,44.75,124,23372.1,0.013241,56.5988,11.6528,115.308,-0.017128,30.3953,8.9453e-12,-8.84712,4.93463,-17.3617,-18.5,-7.56776,-1541.29,965.957,45.7449,29769.3,21487,0.85794,14.6397,2.04842,-8.79498,2.13731,0.811871,3127.76,125.812,31931.1,0.0892146,0.934237,0.00720578,35058.9 
125,765,0.21,0.36,44.8,125,26503,0.0039332,60.5683,11.7816,115.908,0.0798908,-66.2306,7.24487e-12,-3.86189,3.17777,-22.649,-14.3249,-6.43073,-1112.84,5338.71,111.128,27757.9,23402.1,3.14535,10.185,-8.63449,-7.31765,0.576511,-3.22169,6899.57,168.938,29318.8,0.190499,0.958911,0.0105029,36218.4 
126,765,0.21,0.36,44.81,126,29709.4,-0.054735,64.9853,12.0602,115.844,-0.0334391,192.72,5.07793e-11,-6.3908,-1.7129,-4.75342,-13.9268,-2.81375,-1263.27,6388.83,125.873,29649.6,25722.9,1.56367,6.24157,11.1555,-5.97236,5.14072,0.384663,8160.68,191.497,31421.5,0.206171,0.960555,0.011102,39582.2 
127,765,0.21,0.36,44.89,127,23307.3,-0.051288,56.078,11.6617,115.097,-0.0102113,-51.4641,500,-4.88536,-5.14977,-4.60476,-6.92028,-14.3866,-1370.79,858.751,51.7106,29505.8,21305.8,3.74615,3.48174,12.6583,1.71123,-5.75513,0.200981,2781.42,122.921,31428.5,0.0813046,0.928213,0.00715316,34209.9 
128,765,0.21,0.36,44.82,128,26529.2,0.00090501,61.2013,11.7051,115.89,-0.0543705,-19.3986,1.33343e-11,-7.52497,-5.07709,-14.2919,-8.65195,-3.8049,-1336.32,5814.89,115.426,27342.2,23354.5,0.889472,3.33735,2.53703,-0.237504,4.60955,0.772175,7689.2,184.845,29216.5,0.208347,0.959629,0.0115202,36905.8 
