cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
102,345,0.63,0.31,44.74,102,23907.9,-0.56904,49.8664,12.5823,116.349,-0.68707,-27.581,499.975,-8.8357,-4.70976,-9.69383,-3.78068,-6.78651,-936.97,488.683,88.2647,27578.3,21041.9,-2.93585,1.19009,2.10587,2.11917,-0.88666,-0.322265,1802.87,136.938,28892.4,0.0587345,0.882673,0.00865526,30695.3 
103,345,0.63,0.31,44.85,103,25123.6,-1.04343,52.5308,12.6411,116.196,0.704284,134.629,1.23353,3.52117,-1.59783,-1.1819,-7.33509,-3.38207,-851.339,3940.25,106.517,25226.1,24703.6,8.88183,3.76282,9.53941,-1.97444,1.97859,0.570069,5134.34,150.742,26420.2,0.162713,0.951132,0.0104009,31554.5 
104,345,0.63,0.31,44.76,104,25206.1,-1.13763,54.1362,12.4967,116.404,0.622578,-179.229,433.91,-7.54326,-8.51455,-6.28608,-2.57882,-0.808656,-1117.21,1522.89,101.758,28427.3,25655.5,-0.508456,-1.47974,7.78353,4.45598,6.22615,0.527626,3089.9,159.795,29994.3,0.0933948,0.917009,0.00971848,33084.2 
105,345,0.63,0.31,44.88,105,23370.2,-0.245676,49.9819,12.2691,116.548,-0.278561,469.667,468.422,2.10868,-4.52322,-16.9164,-7.7599,-2.06514,-1072.3,1555.97,97.4603,26133.2,24221.7,8.86064,2.22875,-3.41251,-1.00794,4.68682,1.30051,3059.97,153.164,27637.2,0.0996825,0.91946,0.0101057,30697.1 
106,345,0.63,0.31,44.9,106,23811.1,0.0916466,51.0861,12.0495,116.42,-0.103812,57.9966,500,-17.6584,1.88569,-21.235,-23.1056,-2.47104,-1055.64,409.064,72.9221,27904.7,20234.6,-11.0113,8.53279,-7.94079,-16.4585,4.17606,0.650212,1889.71,127.761,29385.3,0.0604222,0.894202,0.00794543,31275 
107,345,0.63,0.31,44.75,107,24009.2,-0.035939,51.1933,12.0923,116.42,0.135013,-10.3589,498.443,-3.02408,-11.3016,-12.1669,-0.753494,-0.944849,-1097.5,852.466,75.324,27606.6,20197.5,3.88658,-4.39092,1.65445,6.15717,5.96581,0.875353,2391.82,132.337,29146,0.0758396,0.911722,0.00829468,31537.8 
108,345,0.63,0.31,44.8,108,27244.2,-1.0204,55.3607,12.7799,116.681,-4.24175,10316,124.674,-2.8532,-1.27084,-4.0561,-7.41992,-4.16584,-868.775,5371.5,140.896,25870.8,1.44749e+06,2.61724,4.1996,6.88479,-1.94947,1.30461,0.472703,6590.04,186.027,27089.3,0.19567,0.952925,0.012492,33679.4 
109,345,0.63,0.31,44.81,109,25048.7,-0.983786,53.231,12.3181,116.546,1.09638,754.443,26.7638,0.136376,-4.41834,-5.90088,-10.2234,9.77801,-884.065,5423.63,137.31,23612.8,48272,5.7031,1.14838,5.23256,-4.65666,15.3447,0.770221,6663.61,183.236,24852.8,0.211433,0.954088,0.0133996,31516.4 
110,345,0.63,0.31,44.89,110,24600,0.00134306,53.6423,11.8547,115.885,-0.0487756,12.9863,499.528,-5.5621,-2.34777,-2.03344,-6.51538,-2.70231,-1269.98,971.24,89.8828,28564.4,20721.6,2.4346,5.64893,13.96,1.48132,5.29439,0.515602,2752.51,155.856,30345.6,0.0831619,0.909843,0.0093724,33098.1 
111,345,0.63,0.31,44.82,111,25434.5,-0.982099,53.2058,12.477,116.624,3.02865,-1398.55,45.1621,-0.083308,-14.0217,-2.60434,-12.9307,-3.89587,-830.713,5506.26,125.149,23786.9,159497,5.14747,-8.79088,7.85722,-7.69996,1.33491,4.6524,6671.42,168.303,24952.1,0.210964,0.957718,0.0122726,31623.5 
