cyc,delaytime,timecol,chargecol,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
63,70,0.07,0.7,44.723,63,32859.3,-0.0942341,64.8832,11.6005,114.945,-0.0141535,101.247,0.818599,4.48775,1.98403,0.47313,0.72704,-0.0173007,-3.0192,125.298,32.8641,33918.8,24548.8,4.50676,2.00304,0.511152,0.746051,0.00171037,0.934204,129.533,33.0209,33923.1,0.0038039,0.691507,0.00178991,34052.6 
64,70,0.07,0.7,44.793,64,31201.4,-0.0222582,63.6346,11.252,115.133,-0.0114276,-35.9149,500,1.91725,1.17976,-2.56849,0.944845,0.42026,14.0033,1494.04,39.6403,30975.4,23322,1.82907,1.09159,-2.74484,0.85667,0.332084,3.0115,1474.4,38.9129,30955.8,0.0454639,0.955852,0.00231026,32430.2 
65,70,0.07,0.7,44.783,65,30561.2,0.000456152,62.5028,11.2405,115.152,-0.0779824,92.5556,500,4.71047,-1.02102,4.56073,2.24938,0.556626,49.6371,1058.74,38.6315,30802.9,23105.7,4.39792,-1.33357,3.93563,1.93683,0.244074,0.571324,989.117,36.0529,30733.3,0.0311803,0.940038,0.0021563,31722.4 
66,70,0.07,0.7,44.883,66,33554.8,-0.447321,67.9726,11.4777,114.923,2.73478,-1432.43,473.312,4.36872,3.18443,-1.38373,2.08188,2.22383,4.12634,1484.72,34.9421,33369.8,152921,4.34274,3.15844,-1.43569,2.0559,2.19785,1.13913,1478.94,34.7277,33364,0.0424458,0.960529,0.00191373,34842.9 
67,70,0.07,0.7,44.763,67,29487.1,-0.0231147,60.4911,11.1639,115.073,-0.0306084,99.8139,2.93687e-08,4.39379,0.805983,-0.396469,0.11417,3.85438,6.69082,383.945,31.8636,30388.6,22083.3,4.35166,0.763853,-0.48073,0.07204,3.81225,1.05643,374.56,31.516,30379.2,0.0121793,0.871652,0.00190739,30753.8 
68,70,0.07,0.7,44.923,68,31482.6,-0.0216761,62.6999,11.4875,114.378,-0.0583359,125.774,500,0.488894,1.75431,0.380761,0.936424,0.084847,-20.277,178.879,42.2177,32637.2,23685.8,0.616573,1.88199,0.636119,1.0641,0.212526,0.855798,207.32,43.2711,32665.7,0.00630669,0.732464,0.00243423,32873 
69,70,0.07,0.7,44.863,69,34740.7,-0.0380458,68.7327,11.5385,114.91,-0.0182212,2.52299,500,1.30957,2.59889,2.11559,0.0962017,2.10619,29.4832,2681.89,50.216,33237.8,25818.7,1.12392,2.41324,1.7443,-0.0894464,1.92055,0.754758,2640.54,48.6844,33196.4,0.073682,0.968743,0.00269427,35837 
70,70,0.07,0.7,44.813,70,33979.7,-0.20559,68.4895,11.4133,115.097,0.288995,-57.9719,499.993,2.59992,0.715735,-0.305879,1.13591,3.24043,13.1066,2812.48,48.1807,32453.3,25992,2.51739,0.633206,-0.470937,1.05338,3.1579,1.06834,2794.1,47.4998,32434.9,0.0793125,0.971109,0.00269044,35229 
71,70,0.07,0.7,44.743,71,30526.2,-0.380924,61.6619,11.454,114.627,0.879361,-1345.78,284.712,2.69907,3.84512,0.855263,-1.14962,2.16144,-4.14275,109.893,36.4388,31615.7,61516.2,2.72515,3.87121,0.907434,-1.12353,2.18752,0.894088,115.703,36.654,31621.5,0.00364568,0.64334,0.00213073,31737.2 
72,70,0.07,0.7,44.823,72,32671.7,-0.00624616,65.7875,11.2999,115.27,0.0241203,-14.2064,500,3.83777,1.80247,-2.50042,2.43942,-1.31259,52.0257,3272.06,65.0378,30531,24211,3.51018,1.47488,-3.15561,2.11183,-1.64019,2.37136,3199.09,62.3352,30458.1,0.0950492,0.967025,0.00375588,33657.2 
73,70,0.07,0.7,44.833,73,31744.5,-0.225732,66.0189,11.1069,115.086,-1.37396,2075.81,0.000273358,0.27584,-0.629357,-2.43409,1.80111,1.41368,48.1691,3116.59,51.847,30035.1,116715,-0.0274677,-0.932665,-3.04071,1.4978,1.11037,-1.18336,3049.03,49.3447,29967.5,0.0923485,0.972458,0.00302405,33016.6 
74,70,0.07,0.7,44.753,74,30999.4,-0.0185948,63.0225,11.3206,115.031,-0.0665282,148.545,500,2.81549,3.24649,0.0659691,3.21968,2.99669,-6.14625,89.5316,32.0517,32248.2,23547,2.85419,3.28519,0.143372,3.25838,3.03539,0.9886,98.1524,32.371,32256.8,0.00303361,0.634053,0.00184522,32354.9 
75,70,0.07,0.7,44.873,75,30078.1,-0.379281,62.0449,11.2234,115.133,-0.105786,435.782,203.085,0.578739,2.17272,1.64099,0.880967,0.162656,35.2387,1972.66,41.8606,29321.5,24169.3,0.35685,1.95083,1.19721,0.659078,-0.0592324,0.708334,1923.23,40.03,29272.1,0.0616513,0.964856,0.00251277,31195.4 
76,70,0.07,0.7,44.803,76,29745,-0.0169584,61.827,11.0447,114.976,-0.0466544,-15.313,498.814,4.32102,2.55397,4.27408,3.8927,1.20598,34.9282,1901.5,31.6389,29222.4,22252.6,4.10108,2.33403,3.83422,3.67276,0.98605,0.743155,1852.51,29.8245,29173.4,0.0597085,0.972598,0.00187967,31025.9 
77,70,0.07,0.7,44.913,77,31959.1,-0.0186323,63.5335,11.5285,115.067,-0.0643899,62.4453,500,4.1145,0.125971,-2.59072,2.62711,0.455904,-7.05489,330.554,27.1115,32944,23974.3,4.15892,0.170394,-2.50188,2.67153,0.500327,1.50045,340.45,27.478,32953.9,0.0102254,0.876237,0.00153365,33294.3 
78,70,0.07,0.7,44.903,78,32433.9,-0.413837,64.5974,11.6327,115.033,0.994697,-696.465,95.9746,2.01427,-2.18936,-0.769034,0.264512,-1.53455,-16.9079,628.435,39.0706,33054,47014,2.12073,-2.0829,-0.556105,0.370977,-1.42808,0.647001,652.15,39.949,33077.7,0.0193345,0.903179,0.00221983,33729.8 
79,70,0.07,0.7,44.893,79,32716.7,-0.0260227,65.1879,11.5216,115.172,0.112553,-131.366,500,5.02431,0.672934,1.44136,1.29461,1.73241,16.2548,1094.95,46.0169,32866.8,24931.1,4.92196,0.570582,1.23665,1.19226,1.63005,0.870528,1072.15,45.1725,32844,0.0316118,0.931331,0.00252717,33916.1 
80,70,0.07,0.7,44.773,80,32991.5,-0.421919,65.3655,11.6953,114.973,1.0808,-577.093,437.951,5.39115,1.85477,0.233924,4.17924,-2.43317,16.6677,684.741,36.2791,33557.3,45190.3,5.2862,1.74982,0.02402,4.07429,-2.53812,0.997206,661.363,35.4132,33534,0.0193407,0.914323,0.00194156,34195.3 
81,70,0.07,0.7,44.853,81,31920.7,-0.258417,65.2544,11.3129,115.097,0.0721451,40.6132,500,4.12022,2.39563,-1.3328,0.485607,3.49478,75.8494,3149.49,45.1768,30127.2,24126.7,3.64262,1.91802,-2.28801,0.00800404,3.01718,1.3633,3043.1,41.2366,30020.8,0.092037,0.976835,0.00252393,33063.9 
82,70,0.07,0.7,44.843,82,34367.4,-0.41071,67.9953,11.6645,115.203,0.446444,-117.472,297.613,5.0149,-0.437563,-0.328655,1.12791,2.49339,29.5726,3530.2,57.6635,31985.5,27526.4,4.82868,-0.623774,-0.701076,0.941701,2.30717,1.10382,3488.72,56.1273,31944,0.0984605,0.972617,0.00322623,35432.7 
83,70,0.07,0.7,44.733,83,32200.2,-0.0378144,64.2792,11.5014,115.155,0.0038765,28.4589,500,7.94715,2.95827,3.00297,1.85036,-0.154525,-31.201,128.987,41.1643,33340.1,24070.4,8.14362,3.15473,3.3959,2.04682,0.0419389,0.797659,172.749,42.7851,33383.8,0.00514799,0.697629,0.0023553,33556.6 
