cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,1.6,10,9617.47,-0.232692,20.394,12.2487,92.8933,0.504511,-608.4,3.02587e-07,1.34616,0.0583295,-3.29061,-1.22543,-1.26923,-273.556,399.031,59.5286,11029.2,18123.9,3.06867,1.78084,0.154419,0.497082,0.453286,0.974066,782.721,87.95,11412.9,0.0771814,0.835675,0.0139969,10141.3 
11,4,11,6044.11,-0.535023,17.2584,11.6265,93.5565,-0.376308,-285.197,500,-1.08997,0.135213,-0.0319651,2.82973,-7.25977,-404.18,7261.05,35.6461,1768.71,10025.7,1.45504,2.68022,5.05806,5.37474,-4.71476,0.486664,7827.95,77.6388,2335.62,0.803431,0.982939,0.0577006,9743.15 
12,6,12,6670.94,-0.00407104,17.7008,-11.2885,93.3988,-0.0217757,22.272,500,-0.703465,-0.94997,2.80192,0.54951,-2.45678,-346.54,6799.62,45.722,2831.34,6520.44,1.47861,1.2321,7.16606,2.73158,-0.274707,0.418983,7285.68,81.7262,3317.39,0.728135,0.980748,0.0434115,10005.9 
13,10,13,10275.5,-0.413803,21.0804,12.8141,92.5387,-0.243063,486.016,330.745,-5.22351,-4.21873,-1.45316,-2.09878,-1.20156,-241.412,840.188,22.6428,11563.8,12639.1,-3.70341,-2.69862,1.58706,-0.578675,0.318544,1.31272,1178.79,47.7246,11902.4,0.107763,0.933837,0.00733205,10938.8 
14,0,14,9686.99,-0.0594001,20.6443,-11.9132,92.7355,0.0265471,52.5503,500,-2.75556,-0.708513,-7.30269,-4.74868,-3.51695,-239.659,31.9573,28.8293,11572.7,8051.57,-1.24649,0.800553,-4.28456,-3.23961,-2.00789,0.5706,368.102,53.7288,11908.9,0.0363257,0.796538,0.00824247,10133.4 
15,3.5,15,6279.52,-0.552202,17.2002,-11.7062,93.2939,-0.111571,148.46,0.00110387,1.68859,4.67927,-0.637413,-1.47948,-2.92318,-331.852,6050.37,26.322,3011.15,7093.78,3.77817,6.76886,3.54176,0.610108,-0.833592,0.74456,6515.83,60.8002,3476.6,0.695642,0.983933,0.03121,9366.64 
16,7,16,7214.13,-0.0567527,17.9598,11.6903,93.4201,0.031447,90.3656,0.00118217,-1.75353,-0.0157509,-0.477311,-4.11584,-6.07397,-350.993,4480.51,37.8391,5550.27,6927.21,0.456581,2.19436,3.94291,-1.90573,-3.86386,-3.78359,4972.81,74.3059,6042.57,0.500902,0.974517,0.0221507,9927.72 
17,1.55,17,10126.6,-0.134145,20.8656,12.2784,92.7348,0.664702,-478.541,500,-1.99758,1.67177,4.29692,-5.04823,-1.67467,-251.616,231.835,38.4072,11757.9,18694.8,-0.41322,3.25612,7.46564,-3.46387,-0.0903156,-0.105308,584.751,64.5491,12110.8,0.0556079,0.838098,0.00972275,10515.6 
18,5,18,6666.9,-0.713383,18.8549,11.9711,93.3716,-0.0782232,559.704,494.927,5.39367,-0.285953,-1.18647,-4.00863,-6.12905,-465.208,8659.11,41.5482,1365.1,8772.99,8.32296,2.64334,4.67212,-1.07934,-3.19975,0.588698,9311.61,89.8815,2017.6,0.849131,0.983389,0.0758396,10966 
19,2.4,19,7555.33,-0.471491,18.5675,11.7184,92.8599,0.0207463,152.863,306.799,0.417602,-4.96278,0.209925,-5.21918,-7.61081,-290.898,2522.8,60.438,7488.12,7186.23,2.24931,-3.13107,3.87334,-3.38747,-5.7791,1.62726,2930.81,90.6612,7896.13,0.311601,0.948646,0.0207125,9405.64 
20,3,20,6406.6,-0.0391559,16.5879,11.288,93.2306,-0.0203115,14.1486,500,-0.86964,1.45413,6.76765,1.20647,-1.35763,-322.189,4479.51,47.9927,4551.98,6104.78,1.1591,3.48287,10.8251,3.23521,0.67111,0.441238,4931.41,81.4669,5003.88,0.545836,0.971902,0.0291176,9034.6 
21,1.65,21,9555.81,-0.0186712,19.8468,11.8881,92.4655,-0.00554001,-1.71848,500,1.9605,-2.55931,2.47526,-1.69104,-1.92114,-342.188,207.635,35.0631,11000.8,7680.98,4.11517,-0.404637,6.7846,0.463628,0.233531,0.393815,687.588,70.6151,11480.8,0.0680658,0.847655,0.0112034,10101.8 
22,2.6,22,7986.25,-0.478977,19.1067,11.9226,92.9352,-0.349407,199.692,495.4,-0.974608,0.572729,-6.74608,-2.53895,-3.70106,-347.761,3333.01,34.495,7005.87,9687.05,1.21515,2.76249,-2.36656,-0.349189,-1.5113,-8.48874,3820.78,70.626,7493.64,0.383398,0.968665,0.0170652,9965.56 
23,2.1,23,8589.88,-0.232789,19.5801,11.9285,92.8501,0.0169965,97.4633,0.20173,1.93002,-2.95154,-2.01321,-1.47567,-2.89165,-336.139,1582.02,28.1016,9277.55,7657.1,4.0466,-0.834964,2.21995,0.640906,-0.775076,0.580937,2053.49,63.0251,9749.02,0.204375,0.949027,0.0117686,10047.7 
24,2.2,24,9216.7,-0.402238,20.1857,12.1777,92.6149,0.591067,-63.4437,168.076,-3.36008,-2.59901,-2.06318,1.37501,-2.15004,-346.13,2065.96,50.5327,9151.94,9222.83,-1.1806,-0.419527,2.29579,3.5545,0.0294442,0.463551,2551.44,86.4942,9637.42,0.244061,0.943997,0.0162637,10454.1 
25,1.8,25,8540.93,-0.365868,18.5895,12.2119,92.5886,-0.738774,795.565,488.172,-0.551299,0.96661,-4.47387,-2.27619,-2.51549,-255.511,575.091,29.9229,9782.75,26523,1.05759,2.5755,-1.2561,-0.667299,-0.906602,2.56409,933.47,56.4695,10141.1,0.100925,0.90427,0.0101534,9249.2 
26,9,26,9423.55,-0.00712953,18.9731,12.5498,92.3775,-0.000408209,-25.8801,500,-1.64207,-1.84176,-1.84666,-5.42643,-0.547727,-275.808,680.888,45.2733,10638.9,7751.59,0.0946126,-0.105074,1.62671,-3.68974,1.18896,2.83908,1067.74,73.9287,11025.7,0.105624,0.891927,0.0122008,10108.8 
27,2.8,27,7258.41,-0.0173913,18.544,11.1679,93.0055,0.030584,-27.7148,479.648,-3.27641,-0.912407,0.654004,-5.54663,-6.2682,-384.771,4177.74,30.0263,5782.93,6769.31,-0.853611,1.51039,5.49961,-3.12383,-3.8454,7.76588,4717.42,70.0025,6322.61,0.476412,0.974689,0.0199877,9901.96 
28,1.35,28,9072.75,-0.0180916,18.5509,12.0989,92.4925,0.0156496,1.06776,499.923,-1.73056,-0.882448,-10.8558,-2.24653,-3.63835,-236.418,-33.2474,22.5264,10710.9,7306.98,-0.241898,0.606214,-7.87845,-0.757866,-2.14968,0.244033,298.352,47.0893,11042.5,0.0318985,0.783573,0.00779422,9353.17 
29,1.2,29,8675.44,-0.363362,19.1574,11.9875,92.4995,-0.548911,616.342,203.576,-2.25187,-3.76548,-4.31251,-1.71331,-5.45313,-146.69,-57.6424,17.7314,10702.3,18489.2,-1.3282,-2.84182,-2.46517,-0.789641,-4.52946,0.793783,148.105,32.9719,10908,0.0162883,0.719634,0.00553734,9092.68 
30,1.4,30,9808.58,-0.167979,20.8951,12.0186,92.3374,-0.108822,731.091,499.998,-3.14416,-2.16666,-4.76053,-2.51034,-3.42398,-281.554,139.196,31.9148,11577.6,10765,-1.37129,-0.393786,-1.21478,-0.737471,-1.65111,0.773718,534.104,61.1671,11972.5,0.0515965,0.833045,0.00932351,10351.6 
31,1.45,31,8186.47,-0.0380193,17.6562,11.7894,92.8472,0.0538031,-4.0301,500,-5.21196,-3.14593,-0.0489078,-1.24135,0.109344,-189.519,-37.9197,12.7669,10020.9,6783.19,-4.01861,-1.95258,2.3378,-0.048001,1.3027,1.98281,227.9,32.4572,10286.8,0.0263071,0.800491,0.0057787,8663.04 
32,8,32,9040.35,-0.501881,20.0895,12.6078,92.7664,1.46467,-1729.94,222.304,-4.72131,-2.12981,-6.76322,-4.61364,-4.09013,-297.084,2465.52,17.3582,9113.17,90728.2,-2.85065,-0.25915,-3.0219,-2.74299,-2.21947,0.727613,2882.21,48.2241,9529.86,0.269449,0.971553,0.00923554,10696.7 
33,2,33,8473.19,-0.162491,19.0003,11.6843,92.9775,0.0269534,38.3127,499.991,-2.73221,-2.19301,-2.29193,-0.978784,-3.06892,-252.436,1155.24,41.8211,9267.39,7260.61,-1.14269,-0.603485,0.887113,0.610736,-1.4794,1.51346,1509.31,68.0482,9621.45,0.160584,0.92687,0.0128608,9398.9 
34,1.3,34,9434.38,-0.105164,20.826,11.7489,92.35,0.0281493,10.5861,441.81,-4.51475,-0.922969,-8.57018,1.16862,-1.21643,-257.454,-36.91,24.4185,11511.3,7974.96,-2.89363,0.698153,-5.32794,2.78974,0.40469,-0.230759,324.195,51.167,11872.4,0.0322276,0.783577,0.0078765,10059.5 
35,1.75,35,9102.61,-0.144016,20.1644,11.8654,92.2869,-0.165884,743.258,1.00228e-07,0.333577,3.80615,-1.29167,-0.269743,-0.739128,-252.081,553.504,15.4694,10580.1,11802.3,1.92086,5.39344,1.8829,1.31754,0.848159,0.834294,907.072,41.6596,10933.7,0.0918768,0.925606,0.00696988,9872.7 
36,1.6,36,10047.8,-0.404902,21.4501,12.3155,92.1583,-1.42502,2536.29,7.48206,-2.55875,0.97296,0.0349261,-4.35056,0.867081,-198.797,279.711,51.6699,11728.8,126256,-1.30698,2.22473,2.53847,-3.09879,2.11885,-0.0251147,558.543,72.3241,12007.6,0.0536814,0.81526,0.0109736,10404.8 
37,4,37,6135.65,-0.156519,15.7364,11.3783,93.1102,2.52785,-1355.97,500,3.97728,-2.14374,0.566384,2.31451,-3.0749,-383.442,6698.87,70.2381,1793.11,117412,6.39171,0.270692,5.39524,4.72894,-0.66047,0.665434,7236.68,110.076,2330.92,0.791064,0.974071,0.0800302,9148.04 
38,6,38,6999.04,-0.00822784,16.8741,11.6459,92.9545,-0.0401137,16.7295,500,3.40701,-1.13101,5.4249,0.453561,-3.29868,-346.56,6605.4,50.468,2757.58,6419.02,5.5892,1.05119,9.7893,2.63576,-1.11649,0.454604,7091.49,86.4743,3243.67,0.727235,0.979106,0.0468106,9751.29 
39,10,39,9284.2,-0.355485,19.1864,12.6119,92.2886,0.263231,392.696,481.56,-4.4625,-0.205807,-2.35254,-3.46938,-3.03645,-176.1,562.159,41.5109,10590,11242.2,-3.35364,0.903047,-0.134836,-2.36052,-1.92759,0.980383,809.156,59.807,10837,0.0834571,0.885467,0.0100639,9695.47 
40,0,40,10598,-0.0328562,21.3335,12.1399,92.5134,-0.0417914,-64.6153,499.999,3.3574,-4.38582,-0.790028,-2.71836,-1.17573,-220.359,23.6734,33.4974,12208.5,8518.76,4.74494,-2.99828,1.98506,-1.33081,0.211811,0.240233,332.749,56.3919,12517.6,0.0313998,0.771261,0.0082304,10597.2 
41,3.5,41,6714.8,-0.583982,18.2998,11.5892,93.1747,-1.24252,1326.72,232.856,1.55817,1.25279,1.06027,-0.529977,-3.04657,-384.111,6453.8,59.616,3138.96,60567.2,3.97681,3.67144,5.89756,1.88867,-0.627924,0.601693,6992.55,99.5237,3677.71,0.698677,0.975698,0.0474827,10008.3 
42,7,42,8207.71,-0.594504,19.8884,12.354,92.8733,1.91711,514.679,56.3202,-2.62841,1.92183,-1.92871,-0.971583,-2.39129,-331.175,4938.85,63.3186,6131.45,40118.7,-0.543089,4.00715,2.24193,1.11374,-0.305967,0.655816,5403.36,97.7264,6595.96,0.499754,0.96932,0.0265677,10812 
43,1.55,43,9633.79,-0.03038,19.8613,12.1353,92.2205,0.184767,-332.16,500,-0.647707,-3.7809,-7.20443,-5.32658,-3.09274,-238.334,71.6122,36.5524,11394.8,9843.95,0.85302,-2.28017,-4.20297,-3.82585,-1.59201,0.619571,405.899,61.3144,11729.1,0.0404936,0.790919,0.00953782,10023.8 
44,5,44,6799.96,-0.091864,17.377,11.6493,92.9616,-0.0383277,99.2188,500,2.04295,5.20259,-0.779923,2.90032,-0.931869,-345.414,8195.1,78.2509,1479.83,6713.55,4.21793,7.37757,3.57004,5.0753,1.24311,0.833828,8679.57,114.138,1964.3,0.843471,0.977505,0.0966883,10290.3 
45,2.4,45,8908.43,0.000283981,20.2439,11.6195,92.3326,-0.0278675,31.706,3.63708,-2.8033,-2.5928,-8.46252,-0.617834,-4.16606,-290.216,3032.74,45.1204,8101.16,7686.04,-0.975887,-0.765385,-4.8077,1.20958,-2.33865,0.373838,3439.79,75.2727,8508.21,0.330224,0.963117,0.0160359,10416.5 
46,3,46,7987.12,-0.565571,19.8748,11.9563,92.4732,0.627658,42.4035,131.508,-3.59668,-0.856878,-1.23374,-4.45267,-6.76497,-312.889,5546.94,57.1874,5229.43,8602.02,-1.6265,1.1133,2.70662,-2.48249,-4.79479,1.5324,5985.8,89.6954,5668.29,0.562903,0.974447,0.028324,10633.8 
47,1.65,47,9631.56,-0.389861,20.9025,12.124,92.1161,-0.719997,1556.31,11.398,-3.38157,-5.64289,-3.40898,-1.91143,3.74022,-264.714,427.339,10.5809,11139.6,44727.1,-1.71473,-3.97606,-0.0753168,-0.244595,5.40705,0.875232,798.625,38.0836,11510.9,0.0780092,0.922977,0.00605764,10237.6 
48,2.6,48,7491.21,-0.381555,18.1458,-12.2722,92.2948,1.12845,-516.925,339.854,-2.16099,-1.63109,-1.81554,-4.26324,-3.93069,-295.789,3339.39,44.8899,6706.53,26238.3,-0.298483,0.231413,1.90946,-2.40074,-2.06819,1.72699,3754.26,75.6212,7121.4,0.391321,0.96595,0.0191858,9593.81 
49,2.1,49,9688.81,-0.0681127,20.5012,12.0228,92.5203,0.0413058,21.91,500,-4.88811,2.21832,-3.88879,-3.65176,-4.71842,-274.972,1781.79,24.56,9742.38,8053.28,-3.15669,3.94974,-0.42594,-1.92034,-2.987,0.906185,2167.47,53.1285,10128.1,0.206968,0.958869,0.0095706,10472.5 
50,2.2,50,8636.63,-0.0980412,19.6474,11.6928,92.2779,-0.0309874,132.112,1.01647e-09,-1.8132,-4.08968,-0.436609,-4.33221,2.75961,-277.984,1784.92,33.922,9057.62,7611.83,-0.0628077,-2.33928,3.06418,-2.58182,4.51001,-0.182954,2174.82,62.8034,9447.52,0.219197,0.951895,0.0120975,9921.79 
51,1.8,51,9004.12,-0.369567,19.2851,12.3149,91.8324,-0.831514,-75.3592,352.744,-2.96618,-2.68189,-6.6743,-2.80363,0.0275659,-232.953,634.782,8.46424,10320.7,9771.03,-1.49934,-1.21504,-3.74061,-1.33679,1.49441,0.406004,961.521,32.6672,10647.4,0.0992034,0.943881,0.00561996,9692.42 
52,9,52,10387.9,-0.0121976,20.646,12.4803,91.9243,0.0153124,-18.2514,500,-7.03932,-1.72871,-1.86133,-0.48447,-0.558602,-290.891,818.421,22.0638,11285.8,8397.07,-5.20765,0.102955,1.802,1.3472,1.27306,3.64056,1226.42,52.2863,11693.8,0.113397,0.930572,0.00816927,10815.4 
53,2.8,53,8367.68,-0.253582,19.6636,11.8849,92.8024,-0.106749,-496.216,0.10754,0.0232786,-1.22089,-3.34528,0.217811,-5.75501,-344.467,4585.84,53.7236,6241.34,9332.06,2.19229,0.948125,0.992748,2.38683,-3.586,0.66164,5068.99,89.5124,6724.49,0.478972,0.970023,0.0239341,10583.1 
54,1.35,54,10231.2,-0.386126,21.7694,12.2201,91.9901,0.245127,168.805,299.064,-2.0952,-1.34915,-2.11513,-4.24075,0.621341,-222.407,31.1891,23.8703,12050.3,10007,-0.694764,0.0512901,0.685747,-2.84031,2.02178,1.8834,343.136,46.9775,12362.3,0.0327414,0.806721,0.00695146,10480.2 
55,1.2,55,9747.88,-0.377941,20.74,12.2757,92.2132,-1.80068,3443.41,332.256,-0.487661,-0.991366,-4.95034,-1.429,-0.598854,-272.481,25.7379,25.8478,11680.6,210134,1.22808,0.724374,-1.51886,0.286744,1.11689,1.82671,407.919,54.1575,12062.8,0.0396062,0.811465,0.00820256,10299.4 
56,1.4,56,9329.53,-0.179408,20.3808,12.0008,92.2865,0.0172377,-251.027,500,0.250662,-4.69547,-6.77107,-3.29236,-1.01418,-273.796,37.8327,18.96,11508.7,8102.96,1.97468,-2.97146,-3.32303,-1.56835,0.709841,0.358279,421.858,47.4062,11892.8,0.0414646,0.835662,0.00728937,10173.9 
57,1.45,57,9366.86,-0.402802,19.8587,12.5457,91.7265,-1.26857,927.408,146.733,-4.09491,-1.1149,-9.5253,-3.14109,-2.27571,-244.545,185.446,29.3479,11147.3,46408.9,-2.55508,0.42493,-6.44563,-1.60126,-0.735872,0.409357,528.444,54.7552,11490.3,0.0531071,0.846505,0.00870184,9950.53 
58,8,58,9866.12,-0.42318,20.7439,12.6445,92.4274,1.28111,-813.251,266.731,-1.08826,1.0658,-0.0734124,-0.771374,-0.249032,-385.442,2360.4,53.2626,9403.71,42454.7,1.33877,3.49282,4.78063,1.65565,2.17799,0.644453,2901.02,93.3085,9944.33,0.262408,0.946712,0.016991,11055.4 
59,2,59,7892.28,-0.408946,18.3023,11.9006,92.4442,-0.380509,146.763,426.249,0.822073,-3.59827,-3.63066,0.223403,-3.42773,-273.958,1004.07,50.324,8988.19,8908.28,2.54711,-1.87324,-0.18058,1.94844,-1.70269,1.24434,1388.32,78.7871,9372.44,0.153005,0.90966,0.0152491,9073.72 
60,1.3,60,9808.08,-0.39082,20.7997,12.3735,92.0177,0.252116,176.719,133.743,-2.04956,-0.864607,-5.21013,-0.181008,-2.85148,-213.261,92.5291,38.0094,11502.1,9828.49,-0.706705,0.478244,-2.52443,1.16184,-1.50863,0.185583,391.649,60.1665,11801.2,0.038898,0.788121,0.0093043,10068.6 
61,1.75,61,9906.27,-0.18269,21.3032,12.0214,92.3496,0.162563,-481.596,500,0.11378,1.58289,-3.50524,-2.40477,3.06778,-260.708,672.357,27.1482,11353.4,10885.3,1.75539,3.2245,-0.222025,-0.76316,4.70938,1.02551,1038.02,54.2347,11719,0.0974889,0.916226,0.00845305,10647.6 
62,1.6,62,9992.18,-0.0806534,21.0608,11.91,92.2732,-0.611217,425.146,500,5.18825,-2.06395,-4.51078,-4.55909,-0.390284,-286.788,258.647,23.7708,11521.5,16624.7,6.99408,-0.258123,-0.899128,-2.75327,1.41554,1.19985,660.895,53.567,11923.8,0.0633139,0.875778,0.00820765,10438.4 
63,4,63,6518.99,0.0150682,17.2509,11.1471,93.1213,0.0709655,-56.7228,9.67253e-12,-1.78748,2.83681,0.863748,0.358545,-0.127877,-363.172,7477.16,86.8566,1786.23,6390.94,0.499318,5.12361,5.43734,2.64534,2.15892,0.657264,7986.55,124.589,2295.62,0.80926,0.973426,0.0908889,9868.95 
64,6,64,6283.51,-0.53515,16.7241,11.7898,92.976,0.602351,-226.593,60.3964,0.327205,2.21317,-0.817763,1.82245,-1.65865,-284.824,6227.1,77.771,2653.28,10861.8,2.12067,4.00663,2.76916,3.61591,0.134812,0.781045,6626.6,107.363,3052.78,0.725815,0.972429,0.0608433,9129.87 
65,10,65,9630.58,-0.0260593,19.1265,12.7477,92.2218,0.0370564,-22.1459,500,-7.48207,-4.9528,-5.63245,2.15846,0.882707,-233.327,571.957,37.058,10979.2,7963.79,-6.01287,-3.4836,-2.69406,3.62765,2.3519,0.566242,899.221,61.2998,11306.4,0.0884147,0.893418,0.00988853,10170.5 
66,0,66,9803.66,-0.366794,20.6429,12.3309,92.1754,0.268284,-748.191,75.1756,-6.31374,-5.11917,-3.29926,1.15218,-3.18831,-235.01,-27.6756,41.7472,11640.3,14820.7,-4.83395,-3.63938,-0.339676,2.63197,-1.70852,0.956946,301.949,66.1638,11969.9,0.0298449,0.722823,0.0100796,10117.3 
67,3.5,67,7751.81,-0.197247,19.2963,11.4625,92.6001,-0.169211,529.885,1.00562e-06,0.346533,-1.99291,-5.67143,0.301828,-0.626188,-331.87,6911.55,83.5922,3479.09,10119.1,2.43623,0.0967832,-1.49204,2.39152,1.46351,1.30475,7377.03,118.072,3944.57,0.695187,0.972754,0.052258,10611.6 
68,7,68,8016.02,-0.0343212,18.5685,11.8625,92.3298,0.0616542,44.5656,500,0.270473,0.0341953,-1.52419,-2.16403,-0.391382,-382.911,4670.13,86.1114,5825.7,7259.94,2.68156,2.44529,3.29799,0.247058,2.01971,0.691535,5207.2,125.894,6362.77,0.499507,0.959408,0.0351663,10424.7 
69,1.55,69,10091,-0.264535,21.2513,12.154,92.131,-1.82603,4955.13,500,3.24738,-0.434661,-0.321809,-7.39805,1.08517,-299.375,150.455,37.9088,11799.4,302958,5.13246,1.45042,3.44836,-5.51297,2.97026,0.539515,570.357,69.0127,12219.3,0.0538571,0.825254,0.0102968,10590.2 
70,5,70,5559.69,-0.522606,15.5619,11.7957,92.9959,1.25273,-196.928,500,-3.00785,0.0548826,3.98072,2.74801,1.15924,-347.944,7050.24,92.6379,1208.17,14006.5,-0.816944,2.24579,8.36254,4.93892,3.35015,0.537482,7538.27,128.788,1696.19,0.844232,0.97097,0.122704,8929.15 
71,2.4,71,8551.23,-0.581847,20.8324,12.0835,92.6173,0.424112,-232.519,432.22,-5.94757,-0.369455,-8.53859,-0.087744,2.29906,-282.454,3034.65,79.7536,8442.77,11404.8,-4.16903,1.40908,-4.98151,1.6908,4.0776,-1.52476,3430.82,109.1,8838.94,0.321275,0.947284,0.0222317,10678.7 
72,3,72,7774.94,-0.490758,19.1323,11.736,92.7834,0.190182,491.998,401.566,-2.00876,1.84555,2.4553,-3.57786,-1.71947,-303.666,5005.7,80.1677,5174.87,10355.4,-0.0966538,3.75766,6.2795,-1.66576,0.192637,0.258389,5431.62,111.717,5600.79,0.541847,0.965257,0.0354417,10024.3 
73,1.65,73,9319.23,-0.398876,19.9686,12.4025,92.0997,-0.0391508,866.976,21.5642,0.199476,-0.64851,-5.89572,-5.79766,1.35277,-194.092,336.891,32.657,11053.9,9167.14,1.42162,0.573632,-3.45143,-4.57551,2.57491,0.00154826,609.123,52.8223,11326.2,0.0615488,0.868238,0.00851792,9896.59 
74,2.6,74,7457.43,-0.0566831,17.9484,11.213,92.2206,0.0258455,32.5821,3.67e-08,-0.790313,0.0812713,-0.402627,2.38808,2.4125,-285.824,3211.3,57.0895,6394.66,6578.95,1.00945,1.88103,3.19689,4.18784,4.21226,0.779334,3612.19,86.7855,6795.55,0.39329,0.959651,0.0229847,9184.55 
75,2.1,75,8077.41,-0.134094,19.3925,11.4959,92.6977,-1.03831,-365.628,499.142,-2.41739,0.702146,0.0773233,-1.74253,-0.929168,-290.319,1479.87,21.0848,8910.64,19615.6,-0.589328,2.53021,3.73345,0.0855377,0.898895,0.439318,1887.07,51.2479,9317.84,0.198061,0.954631,0.0100299,9527.7 
76,2.2,76,8241.25,-0.42365,18.5774,12.2221,92.1215,-1.13361,379.017,456.944,-4.30492,-2.31866,-0.411378,-2.46752,-0.807664,-278.424,1806.6,36.3995,8595.14,21378.1,-2.55176,-0.565499,3.09494,-0.714356,0.945497,-13.8204,2197.11,65.3267,8985.66,0.229695,0.950541,0.0132153,9565.35 
77,1.8,77,8857.36,-0.0507306,19.5828,11.6333,91.9096,0.0205057,-5.40724,445.741,-2.1986,3.96096,2.54374,-2.37097,-2.25919,-270.908,651.719,22.3618,10261.7,7419.67,-0.492767,5.6668,5.95541,-0.665137,-0.553354,0.399108,1031.69,50.508,10641.6,0.10573,0.921087,0.00866734,9757.84 
78,9,78,10149.1,-0.40174,20.8049,12.7859,91.8269,1.17733,-3377.49,313.993,-3.31075,-4.25144,-1.37558,-3.66884,-1.48433,-301.24,839.328,38.5046,11325,138105,-1.41392,-2.35461,2.41808,-1.77201,0.412502,1.89229,1261.85,69.8023,11747.5,0.115821,0.911738,0.0108271,10894.8 
79,2.8,79,7218.05,-0.0196018,17.8261,11.3364,92.3611,-0.0366705,-14.0834,500,-4.42801,-2.05769,-6.11721,-1.28675,-2.96991,-313.3,3969.69,48.374,5701.98,6595.3,-2.45525,-0.0849203,-2.17167,0.686013,-0.997147,0.567652,4409.12,80.9247,6141.41,0.466817,0.96888,0.023698,9445.08 
