cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
22,2.6,22,3236.48,-0.638529,11.902,11.9905,93.0699,-0.711837,76.387,278.178,-3.92509,-2.56452,5.33735,2.00596,0.0316592,-449.974,2144.66,12.2581,4046.45,6415.83,-1.09172,0.268846,11.0041,4.83932,2.86502,0.38475,2775.79,59.0086,4677.59,0.419848,0.964132,0.0227107,6611.41 
23,1.2,23,6229.43,-0.282336,13.6697,12.241,92.629,0.467998,-43.0622,14.5577,4.43604,-1.56154,-2.37859,-0.614176,3.87128,-341.783,113.872,55.8023,7514.34,6103.22,6.58816,0.590578,1.92565,1.53794,6.0234,0.884455,593.257,91.3122,7993.72,0.0829949,0.787802,0.0206087,7148.11 
24,2.1,24,5876.73,-0.0013423,13.9996,12.0484,92.7358,0.0128443,-7.19559,0.00103834,-3.38941,-1.87932,1.92908,1.29787,-0.709227,-413.796,1257.63,47.9317,6722.14,5493.84,-0.783849,0.726244,7.14021,3.90344,1.89634,0.445738,1838.02,90.9235,7302.53,0.234858,0.920328,0.0224217,7826.09 
25,3.5,25,1519.81,0.00550087,-11.547,10.6208,93.8973,-0.010188,8.60871,500,0.873375,0.963888,-4.14062,2.18509,-1.58737,-629.437,4365.21,-3.64655,1721.34,3995.15,4.83677,4.92729,3.78618,6.14849,2.37603,0.828484,5248.05,61.7495,2604.19,0.710782,0.979825,0.0418513,7383.49 
26,0,26,5110.4,-0.0901354,11.2997,12.22,92.8131,-0.10454,110.072,0.0157424,-1.67156,2.99228,4.1832,-0.860159,-3.54014,-299.314,-19.2659,13.6933,6558.5,4869.65,0.213144,4.87698,7.9526,1.02454,-1.65544,0.359272,400.551,44.7908,6978.32,0.0654199,0.836337,0.0116855,6122.77 
27,2.2,27,4658.24,-0.498061,13.0334,12.0961,93.0078,0.692176,-1742.21,197.872,1.28773,-3.73569,-0.924924,-4.14647,-3.45771,-428.223,1268.36,22.7394,5769.46,44388.8,3.98414,-1.03929,4.46788,-1.45006,-0.761303,0.141018,1868.98,67.2301,6370.08,0.263517,0.940778,0.0190709,7092.45 
28,1.65,28,7448.91,-0.318775,16.5321,11.9737,92.7233,0.128338,105.682,290.43,4.73818,3.22661,7.19505,2.6959,1.43568,-274.588,237.706,41.8629,8813.82,6885.49,6.46719,4.95562,10.6531,4.42491,3.16469,0.640893,622.842,70.3915,9198.95,0.0762728,0.834879,0.0139001,8165.98 
29,1.55,29,5961.07,-0.158412,12.8098,-12.3513,92.358,0.061036,0.156436,500,-0.444959,0.700041,-2.58821,-3.22396,-2.81444,-313.839,225.143,63.855,7201.35,5150.82,1.5312,2.6762,1.36411,-1.2478,-0.838277,0.608626,665.333,96.4616,7641.54,0.0959883,0.797627,0.022725,6931.4 
30,1.35,30,6430.86,-0.0552567,13.9587,12.0507,92.5342,-0.229569,62.1862,3.17219e-07,0.74825,-3.01109,-1.78645,-3.09978,-2.14317,-275.022,56.7519,67.6378,7806.6,5940.62,2.47999,-1.27935,1.67704,-1.36803,-0.411432,-0.527055,442.497,96.2116,8192.34,0.0617994,0.724375,0.0211757,7160.22 
31,2.4,31,4235.59,0.00347451,12.1723,11.4333,93.202,-0.00696186,11.9616,1.16133e-10,1.62039,-1.24756,-4.27175,1.90863,-2.85883,-430.147,1639.27,32.4188,5097.1,4533.14,4.32891,1.46097,1.14529,4.61716,-0.150302,0.899554,2242.6,77.1094,5700.42,0.324218,0.943243,0.0243123,6916.94 
32,3,32,2242.6,-0.362848,11.3132,11.5643,93.1535,0.934517,-117.954,500,2.39128,-0.189109,3.51844,-5.57154,-6.29872,-546.604,3129.41,33.5778,2761.8,7847.3,5.8331,3.25271,10.4021,-2.12971,-2.8569,0.282679,3896.07,90.3679,3528.47,0.573845,0.960993,0.0450528,6789.42 
33,5,33,729.071,-0.151311,7.51759,11.3074,93.9854,1.25693,861.221,500,1.28845,4.52513,-5.06795,0.160675,-4.78308,-654.741,3528.26,1.05182,440.735,38006,5.41118,8.64785,3.17751,4.2834,-0.660348,0.847672,4446.6,69.0768,1359.07,0.799599,0.973534,0.085612,5561.04 
34,1.45,34,7505.41,-0.0193767,16.1977,11.9373,92.4692,-0.0185161,12.632,500,2.03392,-1.48383,-2.65974,0.10454,-3.40386,-269.929,244.893,56.2962,8787.18,6301.99,3.73359,0.215843,0.7396,1.80421,-1.70419,0.845564,623.494,84.3407,9165.78,0.0766017,0.808588,0.016668,8139.43 
35,1.4,35,6449.85,-0.237868,14.7409,11.9621,92.518,-3.35385,1856.29,464.183,1.05361,-1.96054,0.577933,-0.877785,-5.27338,-284.677,103.797,58.7029,7947.49,208408,2.84615,-0.168005,4.163,0.91475,-3.48085,0.0262082,503.084,88.2797,8346.78,0.0684706,0.765061,0.0191107,7347.44 
36,1.75,36,4484.81,-0.178664,10.4316,12.3983,92.8436,0.3006,-308.959,496.086,-1.70928,-2.46399,-5.64179,-2.00075,-4.56912,-247.218,268.739,-2.86121,5850.84,7233.58,-0.152618,-0.90733,-2.52846,-0.444081,-3.01245,0.641096,615.486,22.8237,6197.59,0.108027,0.93906,0.00673817,5697.51 
37,1.3,37,6487.59,-0.241265,13.7415,12.2461,92.6543,-0.456182,347.113,40.1021,0.0177699,2.65737,2.04776,2.39928,0.475412,-158.816,96.6001,40.0629,7697.97,10632.8,1.01779,3.65739,4.04781,3.3993,1.47544,0.702317,319.356,56.5633,7920.72,0.0468652,0.763385,0.012984,6814.35 
38,2.8,38,3843.59,-0.0873125,13.6759,11.4396,92.7541,-2.69503,1347.11,7.1667,5.36539,3.86494,13.2186,0.319684,-6.69233,-510.906,3201.93,31.0866,3964.81,123277,8.58243,7.08197,19.6527,3.53672,-3.47529,0.444502,3918.52,84.1677,4681.4,0.505142,0.963773,0.0320578,7757.27 
39,1.8,39,6987.56,-0.359213,15.8017,12.1833,92.7516,0.0147615,263.122,484.931,-0.72867,2.4609,3.28702,0.442297,-0.0228986,-330.275,580.529,43.8053,8058.96,6393.47,1.35098,4.54055,7.44632,2.52195,2.05675,0.584389,1043.77,78.1196,8522.2,0.129952,0.884192,0.0166054,8031.98 
40,1.6,40,7083.78,-0.240199,16.2824,11.9796,92.8419,0.565344,-20.6234,0.00227936,6.32635,2.91098,1.41621,-0.896786,1.81244,-239.665,424.381,79.9727,8582.8,6729.31,7.83546,4.42008,4.43441,0.612319,3.32154,0.784986,760.534,104.873,8918.95,0.0941945,0.805598,0.0212011,8074.07 
41,2,41,5336.88,-0.0208521,13.0677,11.8437,92.6435,-0.0838344,57.187,0.00424909,2.69053,-1.33227,0.445755,-0.70361,-5.97574,-352.042,925.92,49.4383,6380.94,5194.37,4.90725,0.884439,4.87918,1.5131,-3.75903,0.420865,1419.69,86.0141,6874.71,0.201176,0.904138,0.0225286,7056.96 
42,4,42,2731.35,-1.33833,17.4275,12.1129,93.469,0.440164,98.4149,489.962,1.19851,3.51709,-4.78857,-3.07643,-5.80417,-948.528,6908.68,15.0604,1559.84,8282.11,7.17114,9.48972,7.15669,2.8962,0.168462,0.733776,8239.08,113.609,2890.24,0.776606,0.976438,0.0675198,10609.1 
43,2.6,43,4727.26,-0.116254,14.4309,11.6722,93.3108,0.0611452,-57.9073,500,5.29744,3.94822,5.72781,-1.73423,-1.50809,-514.136,2689.84,42.9454,5120.09,5598.58,8.53482,7.1856,12.2026,1.50314,1.72928,0.608332,3410.97,96.3621,5841.21,0.415933,0.95289,0.0294928,8200.76 
44,1.2,44,4875.23,-0.00530266,11.1057,11.8365,92.3056,-0.00999967,-0.287829,9.08413e-13,-0.997332,2.12659,-7.81362,-0.347595,-3.41154,-245.412,5.23951,45.9615,6384.11,4279.3,0.547961,3.67189,-4.72303,1.1977,-1.86624,-3.03081,349.453,71.4588,6728.32,0.0595658,0.736457,0.0191889,5866.68 
45,2.1,45,4986.13,-0.41904,12.769,12.2034,92.907,-0.174336,176.825,27.6419,1.14109,3.50725,-2.24162,-3.82307,-2.14847,-337.52,955.069,17.0056,6051.49,6076.18,3.26636,5.63252,2.00892,-1.6978,-0.0231994,0.781325,1428.47,52.0725,6524.9,0.210724,0.940032,0.0144881,6778.89 
46,3.5,46,2848.89,-1.07353,15.5277,11.8255,93.6706,0.216187,-318.796,493.608,5.84387,4.55761,9.19241,-0.244942,-3.97409,-765.195,5206.5,48.6825,2320.51,8221.08,10.6621,9.37584,18.8289,4.57329,0.844136,0.574818,6279.76,128.183,3393.77,0.692927,0.965511,0.0650506,9062.65 
47,0,47,7881.83,-0.236607,15.8857,12.4664,92.6886,-0.278357,104.333,1.71463,2.18597,-3.2423,1.78769,-0.316212,-2.7292,-157.926,-65.0372,35.6503,9068.89,7392.16,3.18039,-2.24788,3.77653,0.678206,-1.73478,-0.0339673,156.47,52.0582,9290.4,0.0201257,0.632018,0.0102167,7774.59 
48,2.2,48,7133.13,-0.519454,17.7948,12.0176,92.8525,-0.262547,535.021,12.1721,3.83117,2.96154,2.93477,-1.25358,-2.23999,-417.352,1715.29,85.0672,7731.63,11534.2,6.45913,5.58949,8.19068,1.37437,0.387963,0.627724,2300.66,128.428,8317.01,0.252249,0.911005,0.0276584,9120.61 
49,1.65,49,6507.86,-0.282347,14.184,12.2236,92.6249,0.020707,-143.043,385.854,1.01602,-0.0410798,-5.49181,-6.44454,0.0141117,-189.163,212.135,43.7633,7686.83,5740.49,2.20713,1.15003,-3.10959,-5.25343,1.20522,0.181824,477.454,63.4166,7952.15,0.0682251,0.811399,0.0144777,6998.22 
50,1.55,50,8985.38,-0.34966,18.8513,12.4568,92.7248,0.0217502,107.235,61.6224,3.32634,-6.32275,-2.83533,-8.27506,-3.085,-233.859,267.553,52.1962,10348,7720.36,4.79889,-4.8502,0.109769,-6.80251,-1.61245,1.01314,595.563,76.4933,10676,0.0636972,0.816481,0.0130267,9349.92 
51,1.35,51,7533.93,-0.291533,15.9244,12.3528,92.5728,0.549037,171.029,216.29,3.6907,1.86032,-0.58759,-7.22457,-2.51497,-223.363,116.16,47.1202,8824.78,9460.38,5.09715,3.26678,2.22533,-5.81811,-1.10851,0.392426,429.449,70.3267,9138.06,0.0542051,0.777254,0.0139787,7922.66 
52,2.4,52,3332.82,-0.562919,11.1252,12.2452,92.9345,0.748419,-371.13,499.638,1.81143,-1.11869,-0.375354,-6.18977,-3.5664,-427.068,1642.82,25.509,4375.66,13476.8,4.50056,1.57044,5.00291,-3.50063,-0.877271,0.252852,2241.83,69.8797,4974.66,0.354661,0.948273,0.0252236,6321.05 
53,3,53,3525.14,-0.105837,13.6111,11.4841,93.2951,0.127122,-196.928,10.0936,0.867776,4.95181,4.09508,-2.32158,-1.56445,-568.393,3930.73,14.563,3633.48,5903.38,4.4468,8.53083,11.2531,1.25744,2.01457,0.590836,4727.96,73.6169,4430.7,0.565468,0.973474,0.0296979,8361.13 
54,5,54,1410.9,-0.0974454,12.8533,11.0782,93.7946,-0.110373,185.358,478.376,1.32534,-0.189127,3.88804,-0.751048,-4.88958,-951.433,6291.3,-10.8814,766.677,5301.34,7.31626,5.8018,15.8699,5.23987,1.10134,0.550799,7625.78,87.9689,2101.16,0.815702,0.980212,0.0716011,9348.72 
55,1.45,55,6072.54,-0.0771799,13.1925,12.1865,92.7757,0.0828111,2.93936,0.341173,-2.6448,2.22064,6.10964,0.14655,0.416455,-218.615,26.4208,42.3829,7471.52,5241.57,-1.26824,3.59719,8.86276,1.52311,1.79301,0.389106,333.049,65.0961,7778.15,0.0496264,0.745131,0.0151827,6711.13 
56,1.4,56,6524.74,-0.265578,13.8869,12.3747,92.7282,0.164542,-129.904,309.877,0.160722,1.44421,-0.189501,-4.89847,3.14069,-299.87,32.0976,78.0545,7830.25,6289.94,2.04893,3.33241,3.58691,-3.01027,5.02889,0.673528,452.695,109.21,8250.85,0.0627141,0.703147,0.0238021,7218.39 
57,1.75,57,7494.09,-0.0131246,16.7844,11.7561,92.685,-0.0248397,13.1716,488.853,-2.74049,0.0238342,-5.39702,-4.18347,-3.7423,-324.825,560.36,61.1227,8751.47,6434.03,-0.695147,2.06917,-1.30634,-2.13813,-1.69696,0.653252,1015.96,94.8708,9207.07,0.118607,0.859538,0.0186277,8565.76 
58,1.3,58,8379.75,-0.324091,17.2002,12.7192,92.5339,0.214083,140.261,380.482,3.45767,2.34354,0.201716,4.31928,-4.01067,-259.142,-27.9884,24.842,9732.8,8099.3,5.08942,3.97528,3.46521,5.95103,-2.37892,0.784797,335.483,51.7658,10096.3,0.0389443,0.787384,0.00935651,8614.42 
59,2.8,59,5527.29,-0.934894,18.9176,11.9508,93.2036,0.303258,241.277,213.809,1.70162,2.69292,7.18686,-3.07335,-3.00563,-775.685,4189.52,28.752,5263.5,9741.55,6.5859,7.5772,16.9554,1.81093,1.87865,0.512889,5277.49,109.343,6351.47,0.503304,0.965011,0.0307377,10485.7 
60,1.8,60,7942.88,-0.409318,17.4883,12.5197,92.4296,0.129865,-132.665,496.271,1.37599,5.13543,-4.68836,-5.5627,5.36053,-331.413,675.723,36.3976,9078.3,7688.36,3.46281,7.22225,-0.514719,-3.47588,7.44735,1.0364,1140.56,70.8301,9543.14,0.127211,0.901976,0.0134879,8965.94 
61,1.6,61,7791.99,-0.137109,16.9129,12.0802,92.7668,-0.0822176,138.577,499.905,-2.34437,-1.41491,-4.56855,-1.07266,-0.185035,-336.542,184.342,59.5194,9319.39,7021.89,-0.225258,0.704199,-0.330328,1.04646,1.93408,1.10556,656.374,94.4848,9791.42,0.0755727,0.798778,0.0174654,8685.34 
62,2,62,6187.14,-0.436181,14.7954,12.4267,92.7024,-0.335257,730.614,140.725,-0.498303,1.19659,-0.908218,-3.83446,3.42373,-330.928,952.637,46.3681,7209.1,13958.9,1.58546,3.28036,3.25931,-1.7507,5.5075,0.725692,1416.8,80.7503,7673.26,0.183788,0.909305,0.0190169,7708.87 
63,4,63,2615.28,-1.1906,15.7684,12.1571,93.4259,-1.66871,118.903,378.207,6.72197,0.411592,-2.25892,-3.49317,-1.02623,-857.481,6226.52,42.5984,1397.46,12699.5,12.1213,5.81092,8.53974,1.90616,4.37311,0.739254,7429.22,131.687,2600.16,0.777005,0.969913,0.0853339,9561.35 
64,2.6,64,5275.95,-0.729464,16.1674,12.2051,93.3759,0.467141,108.301,426.874,0.869735,-2.27509,1.47098,1.73838,-5.30941,-636.37,2921.49,30.7881,5508.69,8070.49,4.87679,1.73196,9.48508,5.74543,-1.30236,0.538145,3814.06,96.9044,6401.26,0.420834,0.95743,0.0271299,9063.09 
65,1.2,65,8466.18,-0.324518,17.9663,12.2841,92.489,-0.210246,142.969,194.004,-5.14005,-3.14777,-0.0891761,-0.342972,-2.27411,-289.103,105.017,72.1153,9960.44,8163,-3.31965,-1.32736,3.55163,1.47743,-0.453708,50.5607,510.512,102.152,10365.9,0.056657,0.740648,0.0178295,9010.57 
66,2.1,66,5719.37,-0.160325,14.7091,11.777,92.9437,0.0550464,95.1977,5.62316e-09,0.778316,3.27811,-0.913987,-1.35461,-3.05214,-431.391,1296.98,50.2774,6753.34,5809.77,3.49467,5.99446,4.51873,1.36174,-0.335785,0.699429,1902.05,95.0973,7358.41,0.239675,0.919544,0.0232531,7935.94 
67,3.5,67,2781.97,-6.82614e-06,15.4688,10.8273,93.6156,-0.00362167,8.51388,2.23908e-11,3.51249,4.57154,4.78424,-1.11149,2.30863,-860.527,5471.23,-13.6397,2427.44,5453.2,8.931,9.99005,15.6213,4.30702,7.72714,0.66461,6678.2,75.7657,3634.42,0.691438,0.980532,0.0369817,9658.42 
68,0,68,8320.73,-0.30345,17.4511,-12.3287,92.6467,2.09075,-710.207,69.7781,-0.373303,1.34687,-0.357335,-6.34274,3.90494,-199.451,152.595,64.139,9525.44,55341,0.882588,2.60276,2.15445,-5.08684,5.16083,0.622938,432.345,84.8612,9805.19,0.0510286,0.744329,0.0156927,8472.6 
69,2.2,69,6617.17,-0.569597,17.4705,11.9246,92.9043,-0.00448774,539.594,150.938,-2.07616,5.40922,3.32034,-5.7861,4.67178,-503.98,1860.07,41.7904,7325.06,6860.61,1.09727,8.58265,9.6672,-2.61267,7.84521,0.606699,2566.95,94.1519,8031.94,0.280445,0.939684,0.0211371,9153.14 
70,1.65,70,6467.97,-0.0226927,14.5756,-11.6161,92.8365,0.00446569,49.3498,426.57,1.21042,1.97398,-3.40339,1.11188,2.82945,-265.852,314.147,59.6148,7692.2,5518.81,2.88442,3.64798,-0.0553966,2.78588,4.50345,1.00402,687.03,87.2357,8065.08,0.0941086,0.818192,0.0195358,7300.4 
71,1.55,71,4771.14,-0.0391818,11.3983,11.5655,92.6493,0.149314,-152.709,6.76378e-05,3.59381,1.49345,-0.439678,-3.79884,-4.35955,-298.103,107.916,8.65721,6214.5,5033.69,5.47089,3.37052,3.31447,-1.92177,-2.48247,0.572417,526.034,39.629,6632.62,0.08819,0.88352,0.0108865,5964.78 
72,1.35,72,9164.85,-0.0226368,19.2136,11.7264,92.4559,-0.00763839,17.3408,500,0.292786,0.334374,1.58024,-3.06877,2.72635,-326.446,116.223,36.1535,10618.9,7338.8,2.34833,2.38992,5.69133,-1.01323,4.78189,0.599153,574.096,70.07,11076.8,0.0594482,0.824,0.0115186,9657.08 
73,2.4,73,5229.25,-0.750814,16.7466,11.8671,93.1282,0.626039,429.787,170.149,-0.404358,1.89467,-2.59677,-3.99575,-3.66111,-495.252,2394.08,39.5115,6165.87,15228.3,2.71411,5.01314,3.64017,-0.877278,-0.542642,0.634062,3088.72,90.9662,6860.51,0.354441,0.950987,0.0238428,8714.34 
74,3,74,2429.23,-0.782282,11.6488,12.1454,93.3595,1.82354,-25.7665,47.5192,2.51173,4.47894,1.43608,-2.6746,-0.873306,-541.977,2978.32,-9.41533,2837.2,6135.17,5.92441,7.89163,8.26145,0.738089,2.53938,0.674168,3738.49,46.894,3597.37,0.558957,0.97852,0.0234499,6688.34 
75,5,75,2726.54,-0.486491,16.4223,11.5483,93.8914,1.11159,-210.045,500,6.73023,3.93211,-0.053648,-2.31283,-0.475254,-1004.44,7336.12,41.7467,1068.13,13774.4,13.055,10.2568,12.5958,4.01189,5.84947,0.724796,8744.95,146.105,2476.96,0.811516,0.971593,0.098008,10776.1 
76,1.45,76,7220.35,-0.311626,15.7616,12.1927,92.5881,-0.449913,296.533,484.57,-4.0211,-1.59395,3.74428,-3.01974,-2.04176,-269.295,34.8639,25.7367,8683.02,10599,-2.32542,0.101728,7.13564,-1.32407,-0.346079,-1.20114,412.576,53.7154,9060.73,0.0526086,0.814437,0.0108027,7842.38 
77,1.4,77,6662.16,-0.294265,14.6923,12.1208,92.4981,0.114478,622.863,491.792,-2.33016,-3.67644,-5.65185,-2.75211,1.59826,-244.398,93.1217,52.345,7880.78,8118.35,-0.791253,-2.13753,-2.57403,-1.2132,3.13717,0.280765,435.914,77.737,8223.57,0.0607186,0.762149,0.0171153,7179.24 
78,1.75,78,6788.39,-0.380917,15.6807,12.1583,92.4199,-0.364051,512.228,141.96,-0.560744,-0.960588,-1.19625,-10.2861,-1.59805,-321.603,460.464,64.7452,8045.69,12276.8,1.46431,1.06446,2.85385,-8.26102,0.427005,2.16418,911.544,98.1585,8496.77,0.115694,0.841434,0.0208374,7878.89 
79,1.3,79,8743.42,-0.0149492,18.0662,11.9662,92.5717,-3.00766e-05,1.41798,500,3.12265,-4.14391,1.5252,-0.0080521,-3.7648,-224.291,80.8292,56.6867,10143.1,7037.5,4.53495,-2.73161,4.3498,1.40425,-2.3525,0.164287,395.419,79.9896,10457.7,0.0440788,0.738548,0.0138943,8970.73 
80,2.8,80,3777.79,-0.0361114,14.0763,11.0436,93.3764,-0.00489388,-1.0364,0.040144,3.74966,1.77427,2.38128,-3.69763,-1.65888,-652.434,3154.04,26.6259,4112.46,5060.68,7.85786,5.88248,10.5977,0.410578,2.44932,0.610349,4069.14,94.4113,5027.56,0.496737,0.960981,0.0334358,8191.74 
