cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
80,7,80,5225.32,-0.557434,20.4562,10.7322,93.7451,0.63361,-1003.95,0.532173,1.40041,3.69297,18.8799,6.51285,2.99811,-822.026,5736.69,32.1147,4083.21,27854.3,6.57649,8.86906,29.2321,11.6889,8.17419,0.547076,6889.66,117.52,5236.18,0.616065,0.971015,0.0397025,11183.3 
81,3.5,81,4972.67,-1.31404,22.8949,11.2265,93.9364,-0.338465,1290.47,123.465,5.90264,4.03675,12.8481,3.06396,7.74296,-994.003,7233.75,45.9,3404.79,22585.7,12.1616,10.2957,25.366,9.32293,14.0019,0.643476,8627.94,149.173,4798.98,0.686768,0.970632,0.0541594,12563.1 
82,2.6,82,7211.89,-0.092011,23.7414,9.98969,92.9655,0.0823512,-274.584,41.2117,1.1765,-0.803079,12.7269,-1.02013,4.10833,-736.517,3520.76,0.250364,7831.38,8456.74,5.81415,3.83457,22.0022,3.61752,8.74598,0.500113,4553.8,76.7716,8864.41,0.385177,0.971343,0.0157033,11822.6 
83,2.2,83,8807.11,-0.11213,23.221,10.7536,92.8922,-0.0710113,322.264,499.307,-0.0570635,5.89767,1.59149,0.782149,1.3222,-543.431,1819.39,22.6174,9825.11,8873.85,3.36478,9.31951,8.43517,4.20399,4.74404,0.719459,2581.6,79.0778,10587.3,0.229207,0.949123,0.0135721,11263.2 
84,1.8,84,10897,-0.498994,26.0263,11.2689,92.7534,0.49506,-99.4058,432.96,0.767185,-2.21569,-2.93595,-0.514451,-0.164528,-397.318,722.443,49.0042,12583.3,11149.5,3.26899,0.286116,2.06767,1.98736,2.33728,0.79214,1279.72,90.2841,13140.5,0.106157,0.890106,0.0124983,12055 
85,9,85,11363.4,-0.507634,26.6789,11.4096,92.7708,0.203078,-770.849,497.685,-1.18141,1.38259,8.35879,7.07237,0.438317,-437.89,1160,48.4858,12545,15005.1,1.57586,4.13986,13.8733,9.82964,3.19559,0.574624,1774.18,93.9808,13159.2,0.141203,0.915164,0.0129852,12564.7 
86,2.1,86,10041.3,-0.280189,25.3584,11.0855,93.0161,-0.0758698,83.0413,3.13412e-06,-0.318919,-1.751,6.64988,-1.05514,-2.10709,-509.602,1599.7,36.0185,11399.8,9356.16,2.88991,1.45782,13.0675,2.15368,1.10174,0.367823,2314.47,88.9641,12114.5,0.188961,0.936973,0.0133471,12248.4 
87,3,87,6018.15,-1.02688,22.6034,10.9679,93.6631,-0.597986,9491.48,168.925,-1.55574,1.37247,1.35792,1.0404,0.129341,-767.533,5014.92,13.6106,5460.34,192836,3.27721,6.20542,11.0238,5.87335,4.96229,0.648274,6091.46,93.3543,6536.87,0.531926,0.973881,0.0256331,11451.7 
88,10,88,11192.7,-0.0319598,24.5336,11.2162,92.8607,0.427756,-271.757,499.937,3.86879,5.14736,1.85284,1.00541,-0.849354,-348.265,66.4085,70.9221,12779.7,12742,6.06172,7.34029,6.2387,3.19834,1.34358,0.742017,554.884,107.105,13268.2,0.048526,0.747501,0.0146523,11434.8 
89,5,89,3190.95,-0.257856,20.4322,10.3438,94.0251,0.106823,-28.3514,0.000509931,8.97411,8.93691,16.7757,3.35498,9.00661,-1091.34,9224.18,-12.5932,339.49,6978.61,15.846,15.8088,30.5195,10.2269,15.8785,0.654286,10754.9,100.793,1870.2,0.875203,0.983864,0.0903126,12288.5 
90,0,90,11153.9,-0.00740221,24.6314,11.1,92.6689,0.00313821,-4.93269,2.02793e-10,3.66704,-2.61245,3.35275,-0.485889,-5.00219,-319.074,44.2344,77.3604,12671.7,8900.87,5.67616,-0.603326,7.37099,1.52323,-2.99307,0.328321,491.766,110.511,13119.2,0.0437144,0.717739,0.01528,11249.5 
91,2,91,9361.99,-0.0359461,22.8054,10.9309,92.8704,0.0122133,13.8539,441.367,-1.61789,2.58924,5.45646,4.08197,1.02121,-352.58,1225.06,57.7384,10489.8,8120.5,0.602219,4.80934,9.89667,6.30208,3.24132,0.60177,1719.59,94.3701,10984.3,0.160309,0.912376,0.0155796,10726.7 
92,4,92,3498.64,-0.0771787,20.494,10.381,93.9722,-0.0455755,29.5387,500,7.66919,6.25847,7.24287,4.2645,2.20319,-1055.34,8560.87,-3.98549,1327.51,6969.48,14.3144,12.9037,20.5333,10.9097,8.8484,0.695846,10041.1,105.66,2807.73,0.813477,0.981918,0.064828,12343.4 
93,1.4,93,9508.61,-0.344367,22.0048,11.1612,92.6223,0.966183,-1619.06,37.8507,2.55796,2.94504,2.63169,5.76723,4.48885,-338.478,165.413,67.6172,10896.8,58918.3,4.68927,5.07634,6.8943,7.89854,6.62016,0.778877,640.162,102.784,11371.6,0.064242,0.780653,0.0163775,9964.84 
94,1.6,94,10533.6,-0.417636,24.7125,11.1751,92.5959,-0.892281,1523.26,478.225,-2.31216,1.12815,-3.44405,-6.1033,-0.568032,-257.18,370.52,24.8376,12192.4,53235.8,-0.692761,2.74754,-0.205263,-4.48391,1.05136,0.870335,731.24,51.5576,12553.2,0.0663266,0.890165,0.00750897,11024.8 
95,1.2,95,12723.1,-0.363921,27.8132,11.4203,92.7918,0.0360907,-364.913,301.449,3.68428,-2.55394,-0.014515,-2.65424,-3.60741,-319.267,97.4088,68.145,14418.8,10768.7,5.69462,-0.543599,4.00617,-0.643899,-1.59707,0.420758,545.212,101.316,14866.6,0.0428094,0.754604,0.0123983,12735.8 
96,1.75,96,11873.9,-0.0146681,26.5286,11.1605,92.8474,0.010399,14.7802,500,-5.2166,-5.31567,7.61476,0.655698,-3.11052,-321.894,536.54,80.3853,13292.9,9643.11,-3.18972,-3.28878,11.6685,2.68258,-1.08363,-0.718748,988.028,113.829,13744.4,0.0805998,0.832214,0.0150268,12258.4 
97,1.35,97,12660.7,-0.0467301,26.9228,11.3763,92.4966,0.101378,15.9121,462.901,-5.64332,-1.67424,-3.55345,-5.27347,-3.50045,-221.422,41.9016,72.0545,14270.9,10023,-4.24909,-0.280006,-0.764975,-3.87923,-2.10621,0.93218,352.468,95.0594,14581.5,0.0286343,0.679362,0.0118665,12309.3 
98,1.6,98,11349.1,-0.0331891,25.1955,11.2385,92.5979,0.0212357,81.7564,4.63807e-11,4.34147,1.54278,-0.186596,-1.58794,-1.24729,-324.837,291.351,40.7118,12860.1,9274.31,6.38688,3.58819,3.90423,0.45747,0.798116,0.742038,746.966,74.4611,13315.7,0.0640302,0.851464,0.010196,11665.8 
99,1.45,99,11805,-0.332615,25.7221,11.4354,92.7693,-0.197385,77.9014,323.118,1.71951,0.0776888,0.127388,-3.17323,0.940166,-314.337,228.96,89.4324,13206.5,10075.9,3.6988,2.05698,4.08598,-1.19394,2.91946,0.646764,669.848,122.091,13647.4,0.0564761,0.75817,0.0162124,11860.7 
100,1.55,100,10720.5,-0.00528158,24.2183,11.029,92.7507,-0.00818024,7.06779,8.11677e-12,-1.60031,-3.71821,-2.15126,-1.19425,-1.60076,-356.06,195.038,59.1426,12254.2,8697.02,0.641708,-1.47619,2.33278,1.04776,0.641262,0.268107,694.447,96.1359,12753.6,0.0622688,0.804984,0.0136955,11152.4 
101,1.8,101,11740.5,-0.257982,26.7958,11.2914,92.8853,-0.495107,-343.362,0.250891,2.7051,-4.81054,0.00919887,0.52253,1.5814,-349.411,766.995,76.9598,13101.3,15383.5,4.90525,-2.61039,4.4095,2.72268,3.78155,0.666164,1257.08,113.262,13591.3,0.101361,0.863801,0.0151189,12402 
102,1.7,102,11744.5,-0.219792,26.3798,11.4096,92.7505,2.23593,-411.601,186.774,3.36606,5.76568,2.92648,-4.56703,2.54989,-363.693,494.415,86.005,13080.8,39757.1,5.65614,8.05577,7.50664,-2.27695,4.83997,0.68435,1004.53,123.791,13590.9,0.0826837,0.8226,0.0165017,12149.1 
103,1.5,103,9453.95,-0.330408,22.1769,10.9494,92.9043,-0.115274,393.561,183.354,0.1621,-2.48652,-0.810118,0.171268,-2.59902,-282.257,160.053,66.3334,10714.9,9381.55,1.93939,-0.70922,2.74447,1.94856,-0.821729,0.462024,555.945,95.6588,11110.8,0.0575108,0.768572,0.0156121,9666.8 
104,1.4,104,12555.6,-0.400302,27.6194,11.518,92.8912,0.045218,296.239,310.337,2.00937,-0.638638,-0.387243,-4.18306,0.220172,-311.139,111.881,67.3625,14289.2,10792,3.96853,1.32052,3.53107,-2.2239,2.17933,0.597624,548.283,99.6886,14725.6,0.0434342,0.758619,0.0123169,12623.3 
105,1.65,105,11433,-0.382778,25.7364,11.3361,92.8125,0.562447,-274.177,475.578,4.37235,-1.26678,-4.21444,-4.10774,-2.0273,-335.205,391.118,57.2233,12890.5,14517.4,6.48304,0.843914,0.00696079,-1.99704,0.0834025,0.998716,861.276,92.0499,13360.7,0.0728844,0.842436,0.0125324,11817 
106,1.3,106,12423.5,-0.375824,27.0123,11.5679,92.6614,0.545592,518.147,127.901,1.59724,6.72225,-4.71141,-3.81906,-2.46328,-299.291,97.3625,32.82,14155.1,19374.8,3.4818,8.6068,-0.942303,-1.9345,-0.578727,1.10915,517.147,63.9152,14574.9,0.0414762,0.822175,0.00801346,12468.5 
107,1.2,107,11630.5,-0.0863488,25.5813,11.2389,92.5195,0.31673,406.942,0.861334,3.19005,-1.49073,-1.86444,0.0626395,-1.34994,-296.136,84.4164,62.4396,13344.7,13555.1,5.05474,0.37396,1.86494,1.92733,0.514752,0.808443,499.777,93.207,13760.1,0.0424149,0.753937,0.0123241,11783.1 
108,1.75,108,12157.2,-0.429944,27.1972,11.5023,92.7973,0.0299692,367.729,11.9664,-0.792052,0.167145,0.455767,-1.76121,-2.01996,-358.567,436.889,32.1837,13733.1,10542.4,1.46575,2.42494,4.97136,0.496592,0.237843,0.48196,939.814,69.4373,14236,0.0745097,0.885506,0.00890503,12613.3 
109,1.35,109,11946.7,-0.018356,25.395,11.4467,92.3748,0.118295,88.0108,500,-0.456148,-2.01838,-3.13159,-4.73289,0.0493714,-310.099,155.636,67.0135,13317.9,9801.78,1.49646,-0.0657714,0.773633,-2.78028,2.00198,0.457493,590.58,99.2316,13752.8,0.0497627,0.772772,0.0131171,11867.9 
110,1.6,110,11738.3,-0.0130293,25.6432,11.1994,92.9657,0.0143626,11.532,8.45647,3.69746,-3.50352,-5.24754,-4.61754,0.265301,-312.098,318.056,98.4363,13070.7,9354.35,5.66265,-1.53832,-1.31714,-2.65235,2.2305,1.55218,755.804,130.862,13508.5,0.0638738,0.76746,0.0175323,11832.8 
111,1.45,111,12363.7,-0.383435,26.6794,11.6959,92.6095,2.77378,-3547.26,165.691,0.473444,-2.75718,-7.29822,-5.04035,-0.111163,-353.106,142.832,63.5643,14003.3,330460,2.69686,-0.533763,-2.85139,-2.81694,2.11225,-1.04696,638.097,100.251,14498.5,0.0509381,0.78435,0.0125771,12526.9 
112,1.55,112,11873.1,-0.0146745,26.1751,11.192,93.0067,-0.0185938,11.1371,500,1.79835,-2.43205,-3.96125,1.63745,-2.67926,-340.12,204.682,42.9858,13420.6,9543.26,3.94,-0.290408,0.322037,3.7791,-0.537616,0.955354,681.734,78.3229,13897.7,0.0564451,0.832602,0.0102749,12077.8 
113,1.8,113,10678.1,-0.020583,24.4249,11.1501,93.2045,-0.0371644,37.9449,500,0.762263,-0.973671,4.1245,-1.91425,-0.51979,-444.722,610.381,60.6009,12241.4,8911.44,3.56256,1.82662,9.72508,0.886038,2.2805,0.468017,1234.15,106.806,12865.2,0.104734,0.868471,0.0150627,11783.6 
114,1.7,114,11885.2,-0.079607,25.9347,11.421,92.8839,-0.173252,123.968,500,-2.79807,-2.58662,-5.59643,0.168466,-2.43266,-298.04,358.722,75.1005,13260.6,10341.5,-0.921395,-0.709944,-1.84308,2.04514,-0.55598,0.071616,776.752,106.066,13678.6,0.0647658,0.807127,0.0140827,11993.2 
115,1.5,115,12972,-0.0341663,27.9964,11.1793,92.956,-0.275694,160.537,497.957,-0.928922,-2.99319,-2.46582,0.121926,3.42533,-293.007,181.419,96.1296,14335.9,11629.3,0.916068,-1.1482,1.22416,1.96692,5.27032,0.851243,592.39,126.572,14746.9,0.0467007,0.727849,0.0155647,12684.8 
116,1.4,116,11390.9,-0.154995,24.5243,11.4576,92.2662,0.538445,-2.9925,500,-1.10828,-2.99073,-4.58645,0.0825452,-2.18994,-230.431,171.272,83.5431,12763.5,9199.59,0.342681,-1.53976,-1.68452,1.53351,-0.73898,0.192878,494.475,107.484,13086.7,0.0440488,0.724429,0.0149041,11225.6 
117,1.65,117,10934.2,-0.1018,24.5022,11.1531,92.9612,0.0765185,-81.2732,9.11483e-11,-1.5517,2.6748,-2.74514,-3.97116,-2.726,-331.399,372.916,65.3439,12263.2,9098.5,0.535029,4.76153,1.42832,-1.88443,-0.639267,0.660019,837.736,99.775,12728,0.0743023,0.827523,0.0142347,11274.7 
118,1.3,118,11879.4,-0.349156,26.1272,11.3917,92.6831,-0.436588,-1729.64,266.425,-0.0165946,1.58264,-4.60398,1.5786,-2.89671,-288.422,85.4716,63.1887,13488.3,34271.2,1.79952,3.39875,-0.971747,3.39471,-1.08059,1.14857,490.011,93.1547,13892.8,0.0412394,0.750364,0.0122011,11882.1 
119,1.2,119,12575.6,-0.313557,27.14,11.3751,92.8079,0.545618,-173.865,417.791,5.00758,0.952667,-0.230969,-5.20365,-0.750249,-307.389,77.6164,95.5726,14011,13138,6.94312,2.88821,3.64012,-3.26811,1.18529,0.680373,508.759,127.509,14442.2,0.0411906,0.695121,0.0160035,12351.3 
120,1.75,120,10396.9,-0.0160271,23.5792,11.1276,92.8892,-0.00280656,-16.7447,0.00109996,2.80905,-5.94791,-0.413028,1.71088,-0.70673,-309.185,455.259,65.9091,11923.8,8542.87,4.75591,-4.00106,3.48069,3.65773,1.24013,0.618906,888.921,98.0322,12357.5,0.0806494,0.838227,0.014403,11022 
121,1.35,121,10173.5,-0.344449,22.9746,11.3188,92.6222,-0.0190586,291.467,211.014,-3.3856,-3.09121,-2.01301,-2.63016,-1.94396,-343.901,182.275,38.24,11625.6,8646.15,-1.22015,-0.925762,2.31789,-0.46471,0.221489,33.5377,664.629,73.9699,12108,0.0627414,0.836984,0.0111286,10593.2 
122,1.6,122,11485.5,-0.363455,25.6101,11.3509,92.573,-0.209636,849.448,39.3313,1.5975,1.0586,-3.02938,-4.17395,-2.59873,-394.651,208.901,46.5726,13014.2,15260.1,4.08251,3.54361,1.94065,-1.68893,-0.113715,0.750049,762.437,87.5753,13567.8,0.064135,0.832633,0.0117504,11888 
123,1.45,123,11147.6,-0.32103,24.979,11.1513,93.0077,0.22974,-473.852,44.5475,-3.8498,-0.358165,-3.04489,-3.08881,-3.43017,-313.2,150.102,72.9313,12528.6,12611.5,-1.87767,1.61397,0.89938,-1.11668,-1.45803,1.46383,589.395,105.472,12967.9,0.0525165,0.761522,0.0147612,11223 
124,1.55,124,10860.4,-0.194403,24.2601,11.1636,92.7306,-2.93791,2119.42,499.862,4.17474,-1.57951,-0.521474,-0.562867,-2.47656,-286.168,303.076,105.891,12306.3,211515,5.97666,0.222411,3.08238,1.23906,-0.674636,0.686937,704.455,135.623,12707.7,0.0633232,0.747992,0.0192808,11124.8 
125,1.8,125,10879.8,-0.410567,25.3647,11.1527,92.4088,0.147934,-48.848,489.932,0.556865,-2.74541,1.14586,2.07572,0.135429,-315.843,822.033,84.1058,11828.9,9444.05,2.54564,-0.756635,5.12342,4.0645,2.12421,0.608933,1265.03,116.921,12271.9,0.111673,0.860775,0.017248,11328 
126,1.7,126,11551,-0.368991,25.6736,11.4029,92.8768,0.12092,2562.07,209.026,-4.1873,-1.11487,7.11634,-5.12915,-4.34602,-323.913,436.672,73.6051,12701.6,19615.3,-2.14771,0.92472,11.1955,-3.08956,-2.30643,-1.44628,890.992,107.258,13155.9,0.0762911,0.825991,0.0147962,11678.8 
127,1.5,127,11117.9,-0.028831,24.3923,11.1187,92.7734,0.00143276,-34.1071,500,-2.14838,0.801353,-2.66021,-3.4241,0.0807084,-265.964,191.666,60.7475,12419.1,8830.35,-0.473673,2.47606,0.689206,-1.74939,1.75541,0.744513,564.707,88.3802,12792.1,0.051085,0.785,0.0125671,11054.3 
128,1.4,128,11910.3,-0.321729,25.5942,11.5337,92.69,-0.282597,459.402,432.823,0.0152083,-1.54671,-3.4383,-3.5784,-3.02113,-262.624,75.4789,47.4501,13421.6,13835.8,1.66888,0.106957,-0.130953,-1.92473,-1.36746,0.920505,443.834,74.7357,13789.9,0.0377681,0.772394,0.00988478,11751.6 
129,1.65,129,9344.02,-0.182125,22.001,10.7289,92.9087,-0.0693333,94.7979,1.39977e-08,-1.40076,-1.43201,-1.81535,-8.59197,1.22588,-315.314,339.017,55.0486,10676.8,7898.07,0.584696,0.553445,2.15556,-6.60652,3.21133,22.2386,781.276,87.8086,11119,0.0789257,0.835642,0.0143388,9898.88 
130,1.3,130,11806.7,-0.25613,24.9807,11.4624,92.7053,0.0122968,253.85,2.38793e-08,1.19456,-0.198842,-5.2827,0.678129,-1.3225,-284.136,-40.5873,63.105,13184.3,9422.9,2.98369,1.59029,-1.70444,2.46726,0.466626,1.2937,357.941,92.6256,13582.9,0.0311364,0.688301,0.012406,11495.9 
131,1.2,131,10498,-0.00820685,23.6705,10.7734,92.8211,-0.0735321,-12.9493,500,-3.32762,-5.46408,0.482788,0.698652,1.94602,-264.699,31.5331,50.1907,12071.8,8332.44,-1.66088,-3.79734,3.81627,2.36539,3.61276,0.119906,402.8,77.6919,12443.1,0.0379781,0.747641,0.0113709,10606.1 
132,1.75,132,10164.4,-0.0160674,23.8335,10.7647,93.0463,0.00925529,-73.0806,500,-0.693072,-2.0519,-2.00547,0.119648,1.68911,-380.546,445.319,50.7917,11617.3,8373.95,1.70312,0.344294,2.78692,2.51584,4.0853,0.756292,979.071,90.329,12151,0.0894709,0.860989,0.013509,10942.9 
133,1.35,133,10528.9,-0.354536,24.206,-11.1092,92.9865,0.259313,480.723,463.435,-3.39142,-0.243167,3.78522,-2.61645,1.07737,-316.228,138.509,74.8177,11975.8,12811.9,-1.40021,1.74804,7.76763,-0.625248,3.06857,0.264344,582.05,107.673,12419.3,0.0540642,0.755441,0.0157196,10765.9 
134,1.6,134,10952.1,-0.367571,25.0711,11.1515,92.7517,-0.449146,657.989,499.281,-3.22328,-2.18003,4.56281,-1.86264,-2.58296,-386.995,391.606,55.3791,12241.5,18721.9,-0.786473,0.256776,9.43642,0.574168,-0.146151,-0.0108926,934.404,95.5863,12784.3,0.0818392,0.848163,0.013586,11417.6 
135,1.45,135,12394.9,-0.340038,26.4529,-11.6357,92.8071,0.323219,-200.132,437.391,-4.79456,2.71066,-1.92602,-3.21571,1.89053,-339.947,58.6888,59.2725,13951.9,12125.6,-2.65401,4.85121,2.35509,-1.07515,4.03109,0.686332,535.498,94.5917,14428.7,0.0433004,0.763869,0.0119324,12367 
136,1.55,136,11634,-0.224937,26.1658,11.1784,92.8093,0.427295,-221.858,1.96747e-09,-1.82834,0.76249,-1.91267,-7.02924,-3.02453,-294.491,255.147,91.8197,13285.6,12607.6,0.0259888,2.61682,1.796,-5.17491,-1.1702,1.94214,668.2,122.416,13698.6,0.0561461,0.757229,0.0161951,11901.1 
137,1.8,137,11302.7,-0.39262,25.7743,11.2529,92.8086,-0.0219793,391.821,289.92,-2.96116,-3.11577,-2.23891,0.904896,4.03927,-355.523,610.238,97.2697,12570.6,9721.99,-0.722531,-0.877139,2.23835,3.14353,6.2779,0.777502,1108.89,134.207,13069.3,0.0937697,0.825219,0.0185652,11825.7 
138,1.7,138,10992.1,-0.191547,25.3287,11.0971,92.8423,0.142088,227.307,1.86526e-06,0.917843,-3.47756,-4.33625,-1.93108,-0.275612,-400.6,507.835,41.708,12417.5,10201.3,3.44032,-0.955085,0.708698,0.591398,2.24686,0.882514,1069.72,83.3288,12979.3,0.091329,0.880033,0.0116883,11712.8 
139,1.5,139,11686,-0.00379337,26.349,10.9152,92.9829,-0.00573087,-9.5652,9.63689e-12,1.25493,-4.17078,2.39896,-2.36988,0.782197,-335.352,154.715,58.2364,13345.3,9364.25,3.36655,-2.05915,6.6222,-0.258262,2.89382,0.373203,625.079,93.0782,13815.7,0.0522907,0.793282,0.0122584,11953.9 
140,1.4,140,12268.3,-0.0464191,26.8586,11.1613,92.87,-0.0046842,27.1953,483.407,0.346898,2.0872,-8.79563,-2.63785,-0.366639,-333.003,7.53034,71.0836,13957.2,9762.85,2.44373,4.18404,-4.60197,-0.541018,1.73019,2.43142,474.6,105.681,14424.3,0.0385776,0.71959,0.0133167,12302.5 
141,1.65,141,11857.2,-0.0169269,26.6004,11.2019,92.8556,-0.0159193,16.108,1.40215e-08,-0.024178,-0.220952,-3.12582,-0.982285,-3.66942,-380.8,392.168,13.763,13552.8,9708.38,2.37362,2.17684,1.66978,1.41551,-1.27163,0.737627,926.277,53.3267,14086.9,0.0742354,0.908472,0.00692507,12477.6 
142,1.3,142,11309.3,-0.0328254,24.4276,11.2811,92.5949,0.172526,-77.0488,500,-0.409929,0.529827,2.52895,-2.11342,0.746212,-423.366,89.5758,68.4009,12599.5,9403.47,2.2559,3.19565,7.8606,0.552406,3.41204,0.545014,683.388,112.387,13193.3,0.0594152,0.77652,0.0154495,11501.9 
143,1.2,143,11971.1,-0.369989,26.6259,11.3418,92.7051,0.00770332,383.272,489.369,-3.49436,1.8491,-4.35774,1.19511,-0.679627,-322.954,138.014,94.093,13611.6,9926.79,-1.4608,3.88266,-0.29063,3.22866,1.35393,1.04329,590.989,127.647,14064.5,0.0487457,0.7257,0.0164436,12123.9 
144,1.75,144,11047.2,-0.421892,25.4846,11.2933,92.9197,0.0401018,1223.38,56.7596,-1.68259,-1.11137,6.16897,0.450984,1.07857,-336.939,499.603,60.6763,12518,10966.1,0.439023,1.01025,10.4122,2.5726,3.20018,0.409547,972.193,95.6829,12990.6,0.0836331,0.853072,0.0133865,11624.5 
145,1.35,145,12055.1,-0.374502,26.4056,-11.525,92.5391,-0.407911,-28.8087,499.38,5.71579,0.129142,3.15435,-2.92204,0.271719,-254.722,160.509,56.3441,13660.6,10289.3,7.31971,1.73306,6.36218,-1.31813,1.87563,0.601678,517.781,82.8087,14017.9,0.0431037,0.781325,0.0107649,12012.4 
