cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,47.3027,0,11248.4,-0.0790538,22.0527,12.6335,91.8017,0.0146873,-1.2385,500,1.04588,-4.52261,-1.466,-3.29725,-3.16454,-312.069,1142.13,149.951,11938.9,9070.05,3.01089,-2.5576,2.46403,-1.33224,-1.19953,-5.39093,1579.83,182.374,12376.6,0.134698,0.831935,0.0264267,11728.7 
1,47.2577,1,7859.41,-0.31606,16.611,12.4352,92.6405,-0.13014,155.417,291.989,-7.19576,-5.65154,-4.69229,-5.04492,-2.37164,-189.802,5129.75,114.132,4673.37,7382.63,-6.00062,-4.45641,-2.30202,-3.84979,-1.17651,0.870566,5395.96,133.852,4939.59,0.571217,0.958396,0.0475436,9446.42 
2,47.2977,2,10498.3,-0.390693,21.2765,12.8002,92.0059,5.14435,-10364.3,5.2635,-3.47729,-3.74646,-1.01222,0.975437,0.457875,-205.3,1309.19,179.215,11161.9,1.74452e+06,-2.18457,-2.45374,1.57322,2.26815,1.75059,-0.649678,1597.14,200.545,11449.9,0.145379,0.819848,0.031256,10986.1 
3,47.2827,3,6746.55,-0.2788,14.6348,12.1739,91.974,-0.112681,157.892,384.552,1.58917,-2.14388,-2.33147,-2.07455,0.279988,-133.435,1403.25,109.238,6947.36,6378.93,2.42937,-1.30367,-0.651061,-1.23434,1.12019,2.80609,1590.4,123.102,7134.52,0.213743,0.880704,0.0308052,7440.71 
4,47.1777,4,9034.43,-0.0716897,19.2136,11.7414,92.1244,0.724175,-32.9863,500,2.11921,-1.59666,-4.48327,-4.75931,-3.99728,-195.491,2196.55,124.852,8595.19,8121.43,3.35017,-0.365707,-2.02136,-3.52836,-2.76632,0.62087,2470.74,145.163,8869.38,0.253575,0.906769,0.0292669,9743.64 
5,47.2127,5,8787.19,-0.365351,19.1857,12.1081,93.1111,0.144168,105.674,468.564,-4.19968,1.79582,0.453373,0.89063,0.586896,-223.384,7884.94,71.9798,3018.86,8058.16,-2.79309,3.20241,3.26655,2.29722,1.99348,0.589968,8198.25,95.1885,3332.18,0.750025,0.980086,0.0499917,10930.6 
6,47.2877,6,11773.5,-0.0121946,22.7824,12.592,92.2891,-0.054633,68.255,500,-0.209112,-4.87183,2.01689,-0.514383,-3.78374,-210.329,1925.85,175.984,11650.2,9460.17,1.11527,-3.54745,4.66566,0.81,-2.45935,-6.98743,2220.85,197.837,11945.2,0.184825,0.865132,0.0296057,12016 
7,47.1877,7,7101.28,-0.0781608,15.5961,11.7799,92.2223,-0.174373,10.2858,2.96405e-07,-1.84801,-1.31839,1.92719,-6.03891,-2.89294,-137.358,3141.8,98.723,5700.49,6039.1,-0.983103,-0.45349,3.657,-5.17401,-2.02803,1.7341,3334.46,112.994,5893.15,0.408292,0.944018,0.0341152,8166.84 
8,47.2027,8,10050.4,-0.163237,20.616,11.8522,92.3393,0.245188,72.184,0.00379779,1.57606,-2.0007,-0.423568,0.660823,-2.09711,-238.316,6541.95,97.8826,4976.33,8530.36,3.07668,-0.500092,2.57766,2.16144,-0.596501,0.616373,6876.21,122.643,5310.59,0.612259,0.969732,0.0408056,11230.9 
9,47.2377,9,5757.35,-0.273888,13.1705,11.8536,92.6522,0.035517,-33.5023,418.559,-0.946523,-5.31154,4.57152,0.933961,-1.46436,-209.757,5724.38,37.7637,1679.1,5120.86,0.374258,-3.99076,7.21308,2.25474,-0.143576,-0.263735,6018.59,59.5566,1973.3,0.788114,0.982978,0.0526687,7636.7 
10,47.3077,10,9607.35,-0.0454094,19.3786,12.422,92.2184,0.000403324,13.6987,500,-0.899711,-4.16204,-1.59203,-1.62963,2.31308,-199.465,786.617,166.761,10562.6,7836.47,0.356268,-2.90606,0.919924,-0.373653,3.56906,0.412394,1066.39,187.485,10842.4,0.107098,0.764717,0.03087,9957.15 
11,47.2477,11,7209.79,-0.0187773,15.4404,12.0305,92.9029,0.0690745,-10.7654,500,0.445324,-2.99743,-3.25612,-2.24748,-3.09493,-165.373,6233.76,60.331,2975.9,6071.16,1.48664,-1.95611,-1.1735,-1.20617,-2.05362,0.760646,6465.71,77.5127,3207.86,0.710818,0.979452,0.0426147,9096.15 
12,47.3177,12,10735.4,-0.402439,21.5278,12.952,92.0278,0.461856,89.527,0.00679351,-0.90693,-2.47067,-5.81323,-0.829372,-0.610568,-193.895,795.88,175.379,12051.9,10422.8,0.313976,-1.24977,-3.37142,0.391533,0.610337,-0.0199921,1067.84,195.524,12323.9,0.0955695,0.757329,0.0283959,11173.4 
13,47.2177,13,7480.08,-0.332717,16.3684,12.2315,92.5346,-0.196078,403.513,220.148,-0.785786,-1.75551,2.96185,4.49166,-1.40566,-167.491,7323.34,49.8681,2273.68,9093.09,0.268863,-0.700862,5.07114,5.54631,-0.351015,0.484349,7558.26,67.2698,2508.61,0.786065,0.984664,0.0470719,9615.32 
14,47.2777,14,10004,-0.382836,20.6941,12.5986,92.3814,-0.658001,-606.229,395.549,-1.90567,-3.12192,-5.50843,1.12712,-1.01214,-210.251,2565.65,152.298,9522.15,21472.7,-0.581775,-1.79803,-2.86063,2.45101,0.311758,-0.154568,2860.55,174.142,9817.05,0.262182,0.903722,0.0316426,10910.5 
15,47.2527,15,9015.58,-0.215526,18.984,12.2621,92.456,-1.37769,-104.619,5.88584e-07,1.05218,-2.05538,0.0724759,1.52596,-0.01016,-202.291,6610.57,104.135,4393.96,12269.9,2.32595,-0.781601,2.62003,2.79973,1.26362,0.681561,6894.3,125.152,4677.7,0.642525,0.96921,0.0469706,10730 
16,47.2227,16,8977.42,-0.358007,19.2769,12.222,92.7426,0.0540317,280.874,499.995,-1.3209,-1.27535,9.44594,4.76063,3.65529,-266.312,8590.59,51.6106,2466.62,8163.65,0.356002,0.40155,12.7997,6.43753,5.33219,0.494621,8964.12,79.2794,2840.15,0.793774,0.984759,0.0489054,11293 
17,47.2077,17,7337.97,-0.290146,16.2249,11.8985,92.8496,0.460843,179.427,0.889171,0.274697,-1.58996,1.0861,2.95706,-2.6519,-229.87,6151.45,60.9555,2835.07,8976.26,1.72213,-0.142536,3.98095,4.40449,-1.20447,0.545582,6473.87,84.8381,3157.49,0.714318,0.977581,0.0471611,9063 
18,47.1727,18,9176.15,-0.351773,19.8701,12.0388,92.0351,0.0685556,9.4019,456.552,-1.02357,2.03172,-2.45334,1.89316,-1.3298,-239.07,1734,147.734,9407.77,7808.11,0.481789,3.53708,0.557377,3.39852,0.175556,0.931613,2069.32,172.573,9743.09,0.205726,0.872644,0.031597,10058.7 
19,47.1977,19,10190.4,-0.107015,21.1587,11.9911,92.5207,0.523009,-923.36,500,-0.582811,2.65961,3.03592,0.0586199,2.67939,-244.758,5851.6,120.055,6318.94,23980.1,0.958364,4.20079,6.11827,1.5998,4.22056,0.64216,6194.89,145.485,6662.24,0.531389,0.960524,0.0386709,11657.9 
20,47.2927,20,11458.6,-0.00742074,22.8027,12.4584,92.2111,-0.00790398,0.586788,1.18076e-11,-6.0417,-1.31557,-0.680008,-2.85038,-0.580065,-233.452,1615.02,219.687,11927.1,9248.02,-4.57171,0.154412,2.25997,-1.38039,0.889922,1.85352,1942.46,243.942,12254.5,0.161991,0.819825,0.0353724,11991.2 
21,47.2427,21,8198.2,-0.00909939,16.9218,11.8636,92.7958,-0.00233765,0.931747,2.25869,-2.46944,0.209117,4.48464,0.917857,-3.64878,-243.415,7158.42,65.9324,2661.55,6535.26,-0.936724,1.74184,7.55008,2.45058,-2.11606,0.131147,7499.83,91.2222,3002.97,0.752824,0.979158,0.0529929,9962.27 
22,47.2327,22,7583.67,-0.281978,16.1803,12.1571,92.6951,-1.26927,-30.8315,52.3766,-1.95912,-1.00974,0.748539,2.43848,-0.207695,-192.731,7567.5,66.9011,1809.81,7677.35,-0.745543,0.203831,3.17568,3.65205,1.00588,0.564492,7837.82,86.9251,2080.13,0.821271,0.980961,0.0714763,9543.53 
23,47.2627,23,9935.55,-0.0741965,20.075,12.2828,92.5086,0.0342805,-6.21235,500,1.10087,4.4187,2.09448,2.01383,3.28728,-193.632,4785.37,82.5218,7020.29,8033.83,2.32012,5.63795,4.53298,3.23308,4.50653,0.775935,5056.96,102.639,7291.87,0.458212,0.965699,0.0252739,11036.3 
24,47.2727,24,8879.1,-0.321764,18.4732,12.4156,92.1892,-0.206354,1008.28,497.697,-1.63329,-3.3211,-7.20889,-0.627854,-7.94318,-191.256,3089.68,120.714,7645.7,14239.4,-0.429004,-2.11681,-4.80032,0.576431,-6.73889,0.644647,3357.94,140.585,7913.95,0.340998,0.931735,0.0316865,9847.38 
25,47.1927,25,7139.72,-0.0101043,16.0612,11.358,92.4871,-0.0152611,16.1387,500,2.99506,-1.93369,4.73228,2.70769,1.56935,-264.629,4072.26,71.452,4903.7,5946.46,4.66136,-0.267388,8.06488,4.37399,3.23565,0.598132,4443.43,98.9459,5274.87,0.506731,0.962493,0.0334001,8768.83 
26,47.2677,26,11203.1,-0.236189,22.2508,12.7682,92.3381,0.0876741,-310.866,500,0.320584,1.23166,3.25837,2.8876,-1.18406,-276.344,4781.67,144.74,8487.03,10135.7,2.06065,2.97172,6.7385,4.62766,0.556002,0.602555,5169.27,173.451,8874.63,0.41532,0.944537,0.034752,12446.5 
27,47.3127,27,8901.58,-0.161886,18.9235,12.1419,92.09,-0.523613,994.651,500,0.346366,-0.151054,2.17247,-1.40895,2.59727,-266.798,644.419,125.66,10248.7,24433.8,2.02632,1.5289,5.53239,0.271008,4.27723,0.594277,1018.63,153.379,10623,0.104695,0.79145,0.025908,9729.46 
28,47.2277,28,7474.24,-0.153417,15.7726,11.9748,92.8659,0.111051,201.935,0.00225236,-1.08937,-2.45553,8.26916,-3.61987,0.941478,-229.692,7411.18,69.1689,1674.99,6878.49,0.356934,-1.00922,11.1618,-2.17356,2.38779,-0.0408497,7733.34,93.0329,1997.15,0.825241,0.979381,0.0790288,9371.01 
29,47.1827,29,8264.37,-0.294703,18.3144,11.8962,92.7145,0.247893,92.0345,7.83446,-1.15014,-1.51169,2.05604,1.69669,1.2493,-239.327,2854.57,78.7468,7346.79,7835.16,0.35684,-0.00471117,5.07,3.20367,2.75628,0.554563,3190.25,103.612,7682.47,0.336174,0.946221,0.0242418,9489.88 
30,47.3227,30,9877.66,-0.365593,20.5702,12.446,92.1167,-0.502888,2242.84,109.332,3.96034,-0.532734,6.63105,-1.79642,-1.36652,-268.235,826.601,139.27,10962.3,45051,5.64935,1.15627,10.0091,-0.107413,0.322489,0.41226,1202.83,167.138,11338.5,0.11455,0.804395,0.0264362,10500.4 
31,47.3027,31,8393.92,-0.0138873,17.6315,12.1272,92.2155,-0.0460303,-4.36263,479.163,-2.93876,-2.58386,1.68173,-1.88397,-2.37267,-218.153,726.154,135.76,9534.57,6967.1,-1.56511,-1.2102,4.42903,-0.510318,-0.999017,-29.6754,1032.14,158.426,9840.55,0.113404,0.788263,0.0288024,9101.39 
32,47.2577,32,8527.53,-0.358184,18.2924,12.3466,92.5476,0.478453,112.164,217.364,1.0904,2.30493,0.143373,0.275587,2.02584,-222.597,5777.7,103.275,4816.44,9099.13,2.49204,3.70656,2.94664,1.67722,3.42748,0.793217,6089.91,126.402,5128.65,0.591517,0.96495,0.0434292,10295.4 
33,47.2977,33,10799.4,-0.00679693,21.4376,12.3877,91.8419,0.00602379,-11.78,1.75428e-10,-0.825232,0.968733,-2.41229,1.8413,-1.65161,-266.786,1227.46,200.576,11388.6,8647.28,0.854649,2.64861,0.947475,3.52118,0.0282748,0.881568,1601.66,228.294,11762.8,0.142406,0.800359,0.0345178,11247.2 
34,47.2827,34,11023.1,-0.0450771,22.0499,12.4139,92.1487,0.0102506,27.9864,499.346,2.34148,0.469809,-1.32414,-0.231563,4.5651,-282.878,2612.22,169.518,10361.9,8920.04,4.12269,2.25102,2.23828,1.54965,6.34631,0.864412,3008.98,198.908,10758.6,0.254329,0.896312,0.0329355,11831.1 
35,47.1777,35,9541.24,-0.305096,20.1414,12.0075,92.3696,0.0397665,80.5524,0.320945,0.917368,-2.5667,0.966262,1.05561,-1.66914,-243.345,2335.6,111.835,8928.7,7977.25,2.44965,-1.03442,4.03082,2.58789,-0.136859,0.48958,2676.92,137.118,9270.01,0.260443,0.917735,0.0265249,10278.3 
36,47.2127,36,9101.28,-0.320375,19.1346,12.2661,92.6801,-0.19216,266.097,275.423,-1.68993,-0.162302,3.94818,2.65194,0.537505,-172.53,8026.23,81.1326,3048.03,9305.04,-0.603551,0.924073,6.12093,3.73831,1.62388,0.481437,8268.22,99.0578,3290.02,0.753984,0.979465,0.0525486,10966 
37,47.2877,37,11227.9,-0.303082,21.9479,12.801,91.8527,1.14534,422.091,155.969,-2.86723,-3.0011,-0.456718,3.17164,1.93221,-246.781,1861.97,166.831,11098,24883.5,-1.31332,-1.44718,2.65111,4.72556,3.48613,0.672795,2208.1,192.471,11444.1,0.19048,0.867649,0.0300501,11592.3 
38,47.1877,38,8217.72,-0.3141,17.8604,11.9886,92.7391,-0.425891,178.776,39.5079,-2.65209,-1.48116,-2.0371,1.63204,-1.72227,-222.804,3592.71,110.144,6564.55,9448.92,-1.24915,-0.0782266,0.768774,3.03497,-0.319336,0.643597,3905.22,133.293,6877.06,0.409163,0.943636,0.0344733,9544.41 
39,47.2027,39,6916.06,-0.286163,15.5874,11.7197,92.5176,0.200397,-280.561,225.293,2.81546,-2.86951,1.58551,-0.113229,-2.26822,-206.711,5345.63,59.2906,3447.75,7777.06,4.11706,-1.5679,4.18872,1.18838,-0.966616,0.398142,5635.56,80.7671,3737.68,0.647731,0.975533,0.038282,8700.46 
40,47.2377,40,9740.74,0.00411186,20.2473,-11.9907,92.8354,-0.00591845,0.214048,1.40854e-12,-0.469513,-1.39674,-2.72033,2.07841,0.265802,-239.781,9284.37,78.0735,2582.46,7903.36,1.04032,0.113093,0.299334,3.58824,1.77564,0.956088,9620.69,102.986,2918.77,0.800784,0.981611,0.06103,12014.1 
41,47.3077,41,10334.8,-0.380165,21.3817,12.5153,92.281,2.08844,-237.201,185.155,1.03094,3.40253,-3.18776,-2.27303,0.304826,-268.121,906.65,158.621,11421.6,24837.5,2.71923,5.09082,0.188815,-0.584744,1.99312,0.979929,1282.72,186.478,11797.6,0.117071,0.797188,0.0282931,10956.8 
42,47.2477,42,8214.19,-0.273785,17.142,12.2199,92.7166,-0.124044,262.809,499.103,-2.13983,-0.584088,-3.40675,2.4466,1.15384,-213.422,6510.42,45.5183,3347.29,7880.25,-0.795965,0.759775,-0.719026,3.79047,2.49771,1.12995,6809.77,67.6921,3646.64,0.694873,0.982902,0.0330641,9800.01 
43,47.3177,43,9769.38,-0.0807462,20.4033,12.0906,92.0236,0.112259,-210.4,500,-3.08455,-0.790584,-0.0421652,-0.107551,-1.71203,-242.067,754.271,96.3326,11016.4,8799.43,-1.56032,0.73365,3.0063,1.41668,-0.187798,0.118004,1093.79,121.482,11355.9,0.105116,0.837266,0.0193256,10405.6 
44,47.2177,44,7162.54,-0.0658248,16.2817,-11.4342,92.869,0.191701,-115.788,500,-0.683043,-1.32946,6.70931,-1.04582,-0.920885,-181.579,7154.51,41.3719,1922.76,6782.95,0.46031,-0.186105,8.99602,0.0975329,0.222468,0.0619595,7409.19,60.2372,2177.44,0.805812,0.985972,0.0484894,9194.69 
45,47.2777,45,8367.3,-0.368022,17.9301,12.4643,92.1967,0.127863,120.363,499.469,0.520537,-6.1875,-0.604571,-2.34165,1.40253,-260.658,2382.18,117.14,7999.16,7776.16,2.16183,-4.5462,2.67802,-0.700353,3.04383,-0.0155068,2747.77,144.221,8364.76,0.286021,0.915876,0.0307829,9606.88 
46,47.2527,46,6532.05,-0.305545,14.4241,12.2389,92.3931,-0.156773,257.814,284.705,-1.24257,-2.80012,-6.64127,0.207582,0.45973,-193.032,4829.88,61.3247,3582.59,7062.56,-0.0271034,-1.58465,-4.21033,1.42305,1.6752,-0.545737,5100.63,81.38,3853.34,0.617482,0.972837,0.0374472,8260.37 
47,47.2227,47,7168.46,-0.252627,15.4229,12.4647,92.7046,-0.11661,111.254,453.09,3.00741,0.122078,5.84552,2.03456,0.708007,-238.993,7275.45,49.5655,1754.91,6680.41,4.51228,1.62695,8.85527,3.53944,2.21288,0.573175,7610.66,74.3959,2090.12,0.816195,0.983181,0.0615334,9324.56 
48,47.2077,48,6556,-0.304063,14.5791,12.1329,92.7049,-0.262922,341.516,318.101,-1.17026,5.00319,-3.6212,-1.30289,-0.388188,-217.546,5689.27,62.3328,2613.16,8681.31,0.199569,6.37302,-0.88154,0.0669372,0.981641,1.1308,5994.4,84.935,2918.29,0.714691,0.975804,0.0508852,8387.39 
49,47.1727,49,9761.67,-0.278569,20.4247,12.4261,92.353,1.47257,-3073.08,0.406553,-1.39395,-3.08544,2.80945,2.537,-1.8051,-223.846,1927.24,202.881,9819.24,155576,0.0155452,-1.67594,5.62845,3.9465,-0.395604,0.251432,2241.2,226.137,10133.2,0.212427,0.849925,0.039486,10550.4 
50,47.1977,50,8366.6,-0.27031,18.3494,11.7373,92.6215,0.0435514,229.257,5.58766e-06,-2.00609,2.56833,-2.43522,2.55288,0.144801,-257.386,5040.06,72.3606,5098.1,7336.12,-0.385395,4.18902,0.806168,4.17357,1.76549,0.923578,5401.07,99.102,5459.11,0.546803,0.968889,0.0323586,9877.55 
51,47.2927,51,11819.9,-0.00419572,23.2757,12.57,91.8374,0.00653163,-9.96053,5.89687e-12,-0.317899,-1.17329,-1.0896,-0.866861,-1.51085,-294.565,1690.89,154.871,12248.7,9526.47,1.5369,0.681507,2.62,0.987939,0.34395,0.575385,2104.04,185.475,12661.9,0.168501,0.866352,0.0262748,12486.8 
53,47.2327,53,7684.87,-0.315057,17.06,11.879,92.7522,-0.390433,776.33,499.823,0.799444,2.13397,-0.539582,0.36657,1.77539,-223.466,7664.36,40.9533,1889.97,16464.1,2.20655,3.54107,2.27463,1.77367,3.18249,0.824738,7977.79,64.1705,2203.4,0.815343,0.986119,0.0509168,9784.58 
54,47.2627,54,6682.58,-0.0282849,14.6398,11.7873,92.5202,-0.097444,105.087,500,-1.49451,2.42702,-0.27583,-1.77365,-6.88506,-152.416,3766.44,74.1811,4720.08,5950.85,-0.534786,3.38674,1.64361,-0.813929,-5.92534,1.73255,3980.22,90.0164,4933.85,0.495917,0.961929,0.0325158,8025.98 
55,47.2727,55,7134.5,-0.0145888,15.2322,12.053,92.138,-0.0120432,10.4982,500,0.461107,0.494234,1.22746,0.775737,1.04626,-226.864,2439.05,73.7492,6577.26,5980.68,1.88961,1.92274,4.08446,2.20424,2.47476,0.675213,2757.25,97.3194,6895.46,0.327794,0.941826,0.0253399,8411.52 
56,47.1927,56,9506.95,-0.363785,20.522,12.0729,92.4206,0.0852804,140.143,118.741,1.13772,0.461956,4.37287,-3.07133,0.0669888,-223.94,4947.41,117.641,6554.91,8454.45,2.54781,1.87204,7.19305,-1.66124,1.47708,0.370617,5261.5,140.908,6869.01,0.482969,0.955232,0.0364121,10894.1 
57,47.2677,57,5894.23,-0.00811187,12.7366,12.0682,92.2614,-0.00568182,26.306,1.92505e-12,1.46367,0.219167,0.972689,-0.427458,-0.098949,-222.179,2814.6,51.0094,4777.63,5008.57,2.86267,1.61817,3.77069,0.971545,1.30005,0.641676,3126.23,74.093,5089.26,0.428285,0.960176,0.0261182,7299.43 
58,47.3127,58,11093.5,-0.0330574,22.0359,12.3251,91.8458,-0.053781,73.4905,500,0.560521,2.98252,-1.85224,0.960197,-0.602148,-235.442,1015.16,188.996,11750.3,8969.93,2.04304,4.46503,1.11279,2.44271,0.880366,0.898319,1345.4,213.457,12080.6,0.119575,0.782687,0.0315229,11251.5 
