cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
16,47.2222,1.15,16,9468.67,-0.407898,19.7946,12.7272,80.4667,0.316936,-1124.47,356.748,-2.26883,-4.49678,-0.269205,-2.81238,-3.61942,-78.4584,574.278,79.2149,10712.5,19802.7,-1.77479,-4.00275,0.718858,-2.31835,-3.12538,1.06845,684.324,87.3664,10822.5,0.071591,0.817381,0.0146527,9558.81 
17,47.2217,1.15,17,8620.12,-0.418274,18.4675,12.7075,80.3247,0.320262,209.784,2.74168,-1.98858,-2.34837,0.784554,-3.35442,-3.0748,-148.749,540.193,57.1309,10080.2,9826.58,-1.05195,-1.41174,2.65782,-2.41779,-2.13817,1.60934,748.828,72.5854,10288.9,0.081521,0.854971,0.0128289,9185.7 
18,47.2242,1.15,18,8969.01,-0.0373089,18.8713,12.6025,80.4191,0.127453,823.01,499.75,0.22607,-3.08577,-0.334514,-3.70736,-4.02975,-120.904,432.41,72.1884,10572.3,11156.7,0.987367,-2.32448,1.18808,-2.94607,-3.26846,1.1867,601.989,84.7498,10741.9,0.063971,0.80233,0.0143254,9410.34 
19,47.2227,0,19,8940.18,-0.453965,18.8364,13.0426,80.7645,0.171805,276.82,0.41493,0.0967171,-2.47542,-8.9957,-0.705959,-7.45134,-196.226,387.374,36.0585,10680.6,9545.73,1.3323,-1.23984,-6.52454,0.529622,-6.21576,0.461593,662.599,56.4455,10955.9,0.0686887,0.870262,0.00940145,9646.41 
20,47.2207,1.15,20,9128.45,-0.497049,19.5502,13.0255,80.5349,-0.00876264,1083.03,472.408,1.3403,-4.54399,-10.676,-2.98511,-6.40678,-187.309,609.564,57.1651,10681.7,8598.64,2.51974,-3.36455,-8.3171,-1.80568,-5.22734,0.486438,872.283,76.6258,10944.4,0.0885862,0.866755,0.012733,9846.71 
21,47.2227,1.15,21,9655.5,-0.445835,20.463,12.7072,80.6191,0.499054,4980.7,497.833,0.279788,-1.64639,4.26688,-4.76083,-4.60368,-147.875,820.837,64.2324,10978.9,89380.4,1.21092,-0.715265,6.12913,-3.8297,-3.67255,7.985,1028.25,79.596,11186.3,0.100798,0.880695,0.0129379,10201 
22,47.2212,1.15,22,9144.42,-0.452419,19.5066,12.74,80.7162,0.216707,539.446,29.6163,-1.09461,0.913077,0.978298,-2.30961,-5.7754,-71.4885,474.474,92.5644,10898,11895.5,-0.644464,1.36322,1.87859,-1.85946,-5.32525,1.40951,574.743,99.9917,10998.3,0.0599108,0.766602,0.0164718,9593.33 
23,47.2197,1.15,23,9182.64,-0.269815,19.6007,12.643,80.2374,0.387451,-289.213,1.31871e-06,1.63385,0.389141,-2.63351,-2.25225,-3.8585,-153.323,535.68,70.0312,10731.6,11714.9,2.59929,1.35458,-0.702639,-1.28682,-2.89306,0.24338,750.731,85.9609,10946.6,0.0771806,0.833069,0.0142593,9726.95 
24,47.2247,1.15,24,8759.25,-0.103997,17.902,12.8764,80.415,0.142528,-363.726,7.03616e-13,0.276098,0.459464,-3.78965,-7.37141,-3.95724,-117.815,555.755,69.8447,10131.8,9191.59,1.01794,1.20131,-2.30596,-6.62957,-3.21539,0.767818,721.002,82.0852,10297,0.0786727,0.833865,0.0144722,9164.57 
25,47.2232,1.15,25,8630.35,-0.433392,19.2538,12.2891,80.7563,0.16573,74.887,351.696,3.57704,-2.74291,1.06245,0.691285,-5.71271,-115.476,365.31,66.7913,10377.1,8106.51,4.30416,-2.01579,2.51669,1.41841,-4.98559,-1.03307,527.276,78.7888,10539.1,0.0575042,0.79271,0.0135842,9169.34 
26,47.2202,1.15,26,10143.7,-0.476666,20.9648,13.0882,80.5249,-1.20586,-5825.67,353.03,-2.21056,-1.35081,-4.54234,-1.33158,-5.15979,-126.119,1037.82,78.2555,11155.2,237618,-1.41643,-0.556668,-2.95407,-0.537446,-4.36565,0.699492,1214.71,91.3588,11332,0.11561,0.883691,0.0146337,10507 
27,47.2237,1.15,27,9713.88,-0.262306,20.136,12.822,80.4528,-0.218154,301.208,5.91465e-06,-1.77314,-3.37017,-3.30927,-1.6585,-6.0512,-175.69,566.706,76.8818,11163.2,10543.8,-0.666862,-2.2639,-1.09672,-0.552224,-4.94492,0.884854,813.128,95.1353,11409.6,0.0799616,0.830049,0.0151275,10169 
28,47.2222,1.15,28,8243.15,-0.134199,17.0371,12.8791,80.7563,0.0920426,-169.679,5.47811e-10,-0.208275,3.16511,2.34171,4.09932,-4.22632,-184.376,1096.39,70.8054,9028.84,7651.33,0.952689,4.32607,4.66363,5.26028,-3.06535,0.615761,1354.99,89.9613,9287.44,0.151046,0.895907,0.0175305,8970.69 
29,47.2217,1.15,29,8684.37,-0.14868,18.1901,12.6584,80.5855,-0.0205956,5.74952,500,0.23921,2.15485,-1.98858,1.63612,0.488625,-177.527,783.12,72.5653,9793.83,7499.54,1.35705,3.27268,0.247099,2.75396,1.60646,0.97325,1032.12,91.0096,10042.8,0.111373,0.866318,0.0164193,9267.24 
30,47.2242,1.15,30,9566.52,-0.00941656,19.5314,12.6101,80.437,0.0160743,-17.7218,500,-0.143491,-5.77527,-2.36674,-1.20306,-2.52815,-127.422,491.639,72.7865,11129.6,8026.89,0.658852,-4.97293,-0.762054,-0.400712,-1.7258,0.894198,670.361,86.0252,11308.4,0.0674189,0.816612,0.0138196,9943.22 
31,47.2227,0,31,9494.05,-0.462936,20.3844,12.6922,80.3171,0.721759,-566.388,419.441,-5.30925,-5.53097,-3.59954,-2.04669,-3.53989,-224.166,390.996,70.8187,11277.2,21729.9,-3.89774,-4.11946,-0.776518,-0.635174,-2.12838,0.932811,705.411,94.1087,11591.6,0.0690868,0.810723,0.0147352,10210.5 
32,47.2207,1.15,32,9093.94,-0.027822,19.1164,12.2928,80.84,-0.0886617,96.4118,499.238,5.67232,2.14408,4.20172,-6.27437,-5.81912,-137.934,525.384,51.2006,10562.2,7928.1,6.54085,3.01262,5.93879,-5.40584,-4.95058,-0.156341,718.85,65.5314,10755.7,0.0753629,0.862417,0.0110989,9538.52 
33,47.2227,1.15,33,8813.6,-0.335028,18.8275,12.7892,80.4754,0.988273,1467.31,1.19725e-05,-3.90104,6.36552,1.12937,0.684435,-0.961588,-165.571,718.016,39.8189,10249.8,55044.1,-2.85848,7.40807,3.21448,1.72699,0.0809675,0.66418,950.245,57.0211,10482,0.0995492,0.904968,0.00992146,9545.48 
34,47.2212,1.15,34,9607.68,-0.47981,19.8444,13.2584,80.2731,-0.386508,588.845,389.177,-0.648056,-3.2457,-1.40928,1.91819,-4.21222,-175.158,438.197,74.8565,11183.9,15973.8,0.454871,-2.14278,0.79657,3.02111,-3.10929,1.81323,683.874,93.0548,11429.6,0.0680056,0.807674,0.014776,10056.1 
35,47.2197,1.15,35,9512.54,-0.476414,20.3765,12.7918,80.5998,0.312347,17.6615,72.6352,-2.07572,-2.35555,5.45595,-4.34697,-2.3353,-224.633,563.989,72.8183,11071.5,8664.7,-0.661266,-0.94109,8.28486,-2.93251,-0.920842,-1.9284,879.059,96.1568,11386.5,0.086047,0.839331,0.0153179,10216 
36,47.2247,1.15,36,8914.73,-0.278177,19.0869,12.5847,80.6269,0.0097273,-273.112,500,-0.774069,2.06273,-5.05348,-0.784587,-2.73456,-206.631,336.492,48.1631,10617,7905.89,0.527033,3.36383,-2.45128,0.516515,-1.43346,5.69021,626.313,69.6312,10906.8,0.0654462,0.837129,0.0116237,9569.89 
37,47.2232,1.15,37,8149.89,-0.485694,18.3429,12.6518,80.6724,-0.735889,856.671,452.442,0.429019,2.42685,-3.06389,-2.54335,-3.75844,-166.846,347.175,49.209,10054.6,28076.7,1.47961,3.47744,-0.962717,-1.49277,-2.70785,-3.66684,581.193,66.5436,10288.6,0.0644489,0.833079,0.0117739,9017.89 
38,47.2202,1.15,38,9558.03,0.00432333,20.1684,12.382,80.6855,-0.000499462,-4.57304,1.45658e-12,2.80018,5.76071,8.1085,4.14856,-5.03356,-160.534,876.079,83.4794,10822.4,8129.41,3.81102,6.77155,10.1302,5.1594,-4.02272,0.536364,1101.24,100.158,11047.5,0.108388,0.862692,0.0164264,10160.2 
39,47.2237,1.15,39,9182.82,-0.0236562,19.3074,12.5882,80.3141,-0.0701521,-109.168,500,2.9739,-1.42023,-1.76126,1.56706,-0.693861,-146.336,685.777,76.3785,10701.5,8161.25,3.89534,-0.498787,0.0816162,2.4885,0.22758,0.986824,891.027,91.5823,10906.8,0.0906013,0.847551,0.0152322,9834.6 
40,47.2222,1.15,40,9912.67,-0.0664297,20.3847,12.5416,80.6418,0.865202,-958.255,500,0.739959,2.19463,5.10858,2.43097,-8.95774,-146.271,1023,81.6976,10872.3,35311.9,1.66099,3.11566,6.95064,3.35201,-8.03671,0.0130555,1228.16,96.8946,11077.5,0.119103,0.878684,0.0158574,10311.7 
41,47.2217,1.15,41,9973.07,-0.00934209,20.547,12.6297,80.4677,-0.0158278,-7.38215,500,-2.21146,-0.41694,8.34522,3.78051,0.828156,-191.655,950.066,93.5944,11173.2,8451.5,-1.00466,0.789858,10.7588,4.98731,2.03495,0.38753,1218.88,113.507,11442,0.114974,0.85987,0.017946,10601.3 
42,47.2242,1.15,42,8400.83,-0.448261,17.8326,13.0858,80.5482,0.66507,-589.465,499.875,-2.23078,0.877381,5.96251,1.42609,-3.72534,-106.466,407.187,79.7429,10042.2,20358.5,-1.56039,1.54777,7.30329,2.09648,-3.05495,-0.153358,556.516,90.8043,10191.6,0.0624345,0.777883,0.0161477,8913.6 
43,47.2227,0,43,10722.4,-0.0345085,21.6939,12.9132,80.4091,-0.106899,9.68809,500,0.145693,-1.68286,-3.99377,-0.123895,-1.0579,-167.086,326.15,65.0666,12706.1,9153.14,1.19779,-0.630763,-1.88958,0.928201,-0.00580083,-3.72214,560.504,82.4261,12940.5,0.0501719,0.795324,0.0115975,11171.7 
44,47.2207,1.15,44,8499.15,-0.0907742,18.59,12.2855,80.3458,-0.0181632,-304.311,2.11762,1.35859,-0.448592,1.47255,1.85235,0.0893449,-232.313,951.958,74.4812,9499.44,7614.72,2.8214,1.01422,4.39818,3.31517,1.55216,0.66429,1277.8,98.6176,9825.29,0.136889,0.88101,0.0181538,9334.53 
45,47.2227,1.15,45,9305.7,-0.244697,20.0239,12.3077,80.6679,0.0387469,545.37,2.26443e-06,0.167792,-0.264809,-3.25562,-0.164441,3.46143,-198.218,514.587,78.4679,10876,8710.56,1.41592,0.983318,-0.759363,1.08369,4.70955,1.10216,792.608,99.062,11154.1,0.0797477,0.820534,0.0160968,9938.93 
46,47.2212,1.15,46,7200.21,-0.423767,15.6167,13.0921,80.1797,0.382514,11.1948,499.605,-0.387362,2.17389,-1.38494,0.74925,1.16246,-125.248,798.07,60.0213,8231.59,6795.1,0.401288,2.96254,0.192357,1.5379,1.95111,0.972697,973.742,73.034,8407.27,0.123765,0.883973,0.0157503,7867.7 
47,47.2197,1.15,47,7969.65,-0.437556,17.3819,12.8141,80.2293,-0.0575665,472.89,56.4971,2.88083,-0.726536,3.86778,-0.694732,3.46959,-181.779,325.184,48.7112,9604.19,8136.88,4.02544,0.418079,6.15701,0.449883,4.6142,0.606948,580.147,67.5973,9859.15,0.0669557,0.83063,0.0124725,8664.65 
48,47.2247,1.15,48,10257.3,-0.481204,21.4088,12.956,80.4683,0.173937,595.381,271.947,1.3567,-0.925527,1.13905,0.0975818,0.371389,-198.63,481.006,79.6126,11935.2,12400.6,2.60742,0.325193,3.64048,1.3483,1.62211,0.618538,759.604,100.249,12213.8,0.0704973,0.812375,0.0148946,10774.9 
49,47.2232,1.15,49,10500.8,-0.478662,21.732,12.9935,80.5008,0.150753,296.682,352.941,4.50697,-2.99385,0.978862,1.66107,2.84794,-165.23,548.873,63.9229,12093.2,10648.2,5.54738,-1.95344,3.05968,2.70148,3.88835,0.768967,780.624,81.0896,12325,0.0717016,0.846177,0.0119746,10887.1 
50,47.2202,1.15,50,7812.15,-0.46482,16.881,13.1748,80.592,0.188991,-160.427,411.807,8.167,-1.3511,-0.340812,-2.58972,-5.28797,-153.179,510.296,81.9554,9378.29,8226.95,9.13153,-0.386566,1.58825,-1.62519,-4.32344,0.637765,725.145,97.8701,9593.14,0.0844024,0.808936,0.0184467,8591.52 
51,47.2237,1.15,51,10300,-0.00751755,20.9958,12.7961,80.6461,0.0052251,-24.4346,500,-0.586027,-1.28466,-2.04733,4.07899,0.157917,-171.718,589.985,90.2218,11987,8750.09,0.495233,-0.203403,0.115194,5.16025,1.23918,0.983076,830.836,108.063,12227.8,0.0765207,0.814589,0.0160187,10857.7 
52,47.2222,1.15,52,9629.64,-0.470668,20.5889,12.7518,80.4522,0.204904,209.94,499.237,1.58066,-4.99384,-2.91389,-4.94664,-2.05682,-208.123,1066.67,88.2245,10644.5,9947.07,2.89116,-3.68334,-0.292901,-3.63615,-0.746321,0.946429,1358.58,109.848,10936.4,0.131564,0.876043,0.0181664,10326.4 
53,47.2217,1.15,53,9059.17,0.000170782,18.6887,12.7664,80.2654,0.00216705,-6.53122,2.55211e-12,-2.65358,1.86825,-4.16969,3.18481,-2.03089,-238.823,604.781,65.2304,10470.5,7767.25,-1.14977,3.37206,-1.16207,4.68861,-0.527086,1.22255,939.754,90.0432,10805.5,0.0958906,0.856401,0.0151184,9800.27 
54,47.2242,1.15,54,8548.78,-0.141221,18.1116,12.8067,80.102,0.110396,-1.2644,7.23611e-13,3.17519,-4.64212,5.67199,-2.12003,-7.42804,-67.1881,491.782,71.2747,10189.2,7555.29,3.59826,-4.21906,6.51812,-1.69696,-7.00498,3.32407,586.02,78.2553,10283.4,0.0649805,0.810577,0.0138244,9018.4 
55,47.2227,0,55,11030.4,-0.449579,22.6784,12.813,80.2213,-1.49069,923.376,243.045,-2.00373,0.505191,-1.72941,-0.0502311,-0.336075,-171.22,402.92,86.6262,12642.7,54267.8,-0.925604,1.58332,0.426845,1.0279,0.742054,0.850467,643.073,104.415,12882.9,0.0573813,0.778727,0.0147106,11207 
56,47.2207,1.15,56,9064.59,-0.415763,19.1013,12.7763,80.6522,0.841999,-443.469,380.702,2.11067,-4.88113,4.14322,-7.06325,-2.02815,-207.003,1025.05,73.0102,10030.8,20099.9,3.41411,-3.57768,6.75011,-5.7598,-0.724706,-65.1605,1315.39,94.5171,10321.1,0.134516,0.8883,0.0165895,9778.7 
57,47.2227,1.15,57,8253.56,-0.0404724,17.3591,12.8046,80.2754,0.0108626,33.3631,1.40357e-06,2.64532,3.5934,3.53816,0.108708,-3.23269,-129.737,1023.31,96.4237,9289.72,7247.64,3.46224,4.41032,5.172,0.925628,-2.41577,0.552379,1205.28,109.903,9471.69,0.134337,0.862387,0.0209272,8972.07 
58,47.2212,1.15,58,8416.01,-0.47855,18.1487,13.0631,80.7416,0.410035,-443.758,316.226,-0.0751561,-6.36727,-7.63093,-6.37728,-1.27861,-242.155,788.496,67.7953,9754.33,13640.9,1.44963,-4.84248,-4.58136,-4.85249,0.246171,0.635837,1128.14,92.9542,10094,0.119949,0.873979,0.0166808,9405.2 
59,47.2197,1.15,59,10207.5,-0.0446081,20.4216,13.0297,80.4464,0.0336912,-16.228,500,0.00707649,-3.96733,3.91479,-0.0749529,-3.83872,-278.74,583.431,76.0772,11655.3,8679.81,1.76223,-2.21218,7.42509,1.6802,-2.08357,-0.129848,974.391,105.037,12046.3,0.0897862,0.841293,0.0158083,10852.3 
60,47.2247,1.15,60,8380.32,-0.477995,18.1589,13.0095,80.3593,0.299058,245.674,16.8574,-0.0843938,-6.72734,-7.78601,-3.7487,-4.83848,-149.805,494.008,85.0443,9993.96,10082.1,0.858887,-5.78406,-5.89944,-2.80542,-3.8952,0.663374,704.124,100.608,10204.1,0.0776197,0.799969,0.0178385,9071.46 
61,47.2232,1.15,61,9681.72,-0.00548911,19.9942,12.6243,80.5044,-0.0446189,19.4333,496.562,0.597522,1.53153,-1.83803,3.53956,3.89864,-206.927,677.357,107.236,11128.2,8245.1,1.90049,2.8345,0.767903,4.84253,5.20161,0.950608,967.592,128.735,11418.4,0.0936618,0.811141,0.0203459,10330.7 
62,47.2202,1.15,62,8859.01,-0.364762,18.9937,12.7556,80.6959,0.359475,421.371,500,0.639133,2.18413,-3.4574,-2.90808,-3.46412,-107.16,843.96,94.3208,10071.5,12817.8,1.31389,2.85889,-2.10789,-2.23332,-2.78936,0.287344,994.262,105.454,10221.8,0.106042,0.843448,0.0186498,9376.15 
63,47.2237,1.15,63,8476.62,-0.00499527,17.711,12.3908,80.6813,-0.00684112,10.9252,1.00966e-12,3.33753,4.49722,-1.66024,5.19083,-0.320822,-187.838,518.487,90.2749,9891.6,7146.34,4.5203,5.67999,0.705298,6.3736,0.861945,0.961122,781.948,109.791,10155.1,0.0858425,0.802754,0.0195269,9109.1 
64,47.2222,1.15,64,9381.26,-0.351771,19.8864,12.7402,80.5393,-0.536212,389.598,8.37084e-06,-2.35469,1.40403,0.895313,0.297352,2.85101,-202.931,1073.67,78.8779,10382.6,15048.2,-1.07688,2.68183,3.45092,1.57516,4.12882,0.679278,1358.3,99.9617,10667.2,0.134413,0.885906,0.0169693,10105.4 
65,47.2217,1.15,65,9881.76,-0.454522,20.8912,12.7418,80.2993,-0.349207,430.654,18.7592,0.761925,-1.88627,3.21016,1.49018,-3.64383,-232.194,1036.73,60.7481,10915.7,13561,2.22399,-0.424206,6.13429,2.95224,-2.18177,0.295277,1362.4,84.8721,11241.4,0.128768,0.901699,0.0137171,10580.3 
66,47.2242,1.15,66,9886.71,-0.450026,20.1405,13.1967,80.4385,-1.44316,1161.15,494.192,-0.0654747,1.34944,-0.222007,-0.0484919,0.553783,-160.399,716.654,86.9319,11126.5,63202.8,0.944514,2.35943,1.79797,0.961497,1.56377,0.764268,941.628,103.597,11351.4,0.091868,0.838551,0.0165337,10249.8 
67,47.2227,0,67,8957.64,-0.450341,19.5727,12.5503,80.675,-1.97273,3920.07,355.772,4.65189,0.959108,1.05765,3.01638,-2.5533,-132.425,239.587,80.5675,10807.5,259739,5.48574,1.79295,2.72534,3.85022,-1.71946,0.775411,425.326,94.3259,10993.3,0.0450567,0.720407,0.01556,9439.79 
68,47.2207,1.15,68,9726.32,-0.0634763,19.8082,12.943,80.5829,0.253332,-457.304,500,-1.60827,1.52919,-4.6455,-6.1713,-6.862,-143.704,460.638,98.7441,11418.8,12117.2,-0.703409,2.43405,-2.83577,-5.26644,-5.95714,0.769986,662.197,113.674,11620.4,0.0649791,0.768989,0.0177011,10190.9 
69,47.2227,1.15,69,9138.92,-0.472176,19.2694,13.0807,80.3163,0.579653,40.3676,498.477,-4.07424,-2.19252,2.30777,2.48235,-3.14773,-218.437,780.433,71.3161,10284.6,8967,-2.6988,-0.817078,5.05865,3.85779,-1.77229,-0.39423,1086.81,94.0108,10591,0.111224,0.868525,0.0160884,9771.4 
70,47.2212,1.15,70,10175.9,-0.464456,20.9763,13.0483,80.8122,1.02186,-3227.01,176.101,1.03972,0.291543,3.94299,-4.35236,-2.90727,-111.815,1151.29,79.7666,11204.1,116257,1.74379,0.995615,5.35113,-3.64829,-2.20319,-1.38991,1308.12,91.3838,11360.9,0.123128,0.891065,0.014601,10624.1 
