cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
35,1.75,35,11210,-0.395925,24.7883,11.6344,91.2403,-0.48573,775.89,194.583,1.17085,2.24598,-2.43088,-0.764139,-4.05105,-306.326,598.25,26.1379,12473,21656.8,3.09971,4.17484,1.42683,1.16472,-2.1222,0.815748,1027.9,57.964,12902.6,0.0885509,0.91018,0.00820759,11608 
36,1.6,36,12660.3,-0.435266,28.3676,11.494,91.4884,-0.25054,6.76037,7.68395e-05,-3.67704,-0.953658,1.0588,-0.891355,-0.650377,-344.418,265.898,17.8468,14548.4,10669.3,-1.50833,1.21505,5.39621,1.27735,1.51833,0.316815,748.978,53.6305,15031.5,0.057284,0.888645,0.00652948,13074.8 
37,4,37,7940.38,-0.0732215,19.4935,11.3286,92.1388,-0.0101938,7.94762,0.117622,-0.505249,0.572527,5.39438,0.677853,4.21638,-333.496,8626.24,194.612,1861.12,7191.49,1.59469,2.67246,9.59425,2.77779,6.31632,0.58205,9094,229.261,2328.89,0.82645,0.957746,0.153505,11003.7 
38,6,38,6873.68,-0.438737,17.2168,11.562,92.4311,-0.531203,1261.81,308.256,-0.542805,-4.16952,3.95157,-0.330826,-0.82524,-284.227,7434.46,178.353,1536.2,28299.7,1.2469,-2.37981,7.53097,1.45888,0.964464,0.146284,7833.12,207.884,1934.86,0.831568,0.955618,0.165218,9419.7 
39,10,39,12145.1,-0.493011,26.9626,11.8579,91.38,-0.214264,-221.959,479.749,-1.45683,-5.21845,-13.2039,-3.90879,-2.19197,-316.008,94.2174,38.0744,14409.5,11956.1,0.532991,-3.22863,-9.2243,-1.91897,-0.202154,0.343048,537.45,70.9064,14852.7,0.0422635,0.812427,0.00871751,12716.7 
40,0,40,12122.6,-0.470485,27.2065,11.6397,91.1675,1.31584,120.963,399.012,2.53235,0.89155,-6.72914,-2.51363,0.725799,-299.285,39.8223,24.3067,14337,15490.3,4.41686,2.77607,-2.96011,-0.629111,2.61032,1.47636,459.599,55.4012,14756.8,0.0365918,0.825798,0.0068683,12560.2 
41,3.5,41,8355.7,-0.280645,20.2399,11.375,92.2663,1.42927,2048.67,1.54853e-08,-0.00597688,-0.714712,4.23439,-1.59342,-3.25562,-324.103,6863.7,113.757,3674.92,102814,2.03481,1.32608,8.31597,0.447365,-1.21483,0.237724,7318.29,147.43,4129.5,0.683666,0.965946,0.0617078,10704.5 
42,7,42,8483.24,-0.504652,20.6323,11.7049,92.3417,1.92742,-1820.65,484.038,-0.0820017,-4.07091,1.2005,-3.25649,-0.225204,-364.587,6214.84,110.182,4642.14,122096,2.2137,-1.77521,5.79191,-0.960788,2.0705,0.210924,6726.21,148.061,5153.51,0.614149,0.962907,0.0502637,10952.1 
43,1.55,43,11443.4,-0.286961,25.8059,11.4393,91.4713,1.11456,-1772.94,499.101,-1.61479,-1.0025,-0.0516325,-3.70272,-6.67545,-285.585,228.033,23.7818,13454.4,73937,0.183463,0.79576,3.54488,-1.90447,-4.8772,2.57022,628.595,53.453,13855,0.052428,0.870464,0.00705676,11989.7 
44,5,44,7698.31,-0.459236,18.34,11.9574,92.5906,-0.0715765,-48.217,12.2773,-1.33208,1.28056,5.78673,-3.35423,-1.25544,-319.394,9264.47,242.85,525.703,7251.24,0.67906,3.2917,9.80902,-1.34308,0.7557,0.256464,9712.45,276.034,973.685,0.924038,0.95262,0.343068,10510.9 
45,2.4,45,9814.98,-0.433537,22.8175,11.4982,91.9141,-2.25654,3823.89,409.296,2.67849,-3.30929,0.278045,0.311826,-4.62629,-262.579,2492.67,77.4222,9495.82,289435,4.33188,-1.6559,3.58483,1.96522,-2.9729,0.317583,2860.96,104.703,9864.12,0.261286,0.93981,0.0191781,10949.5 
46,3,46,9233.69,0.0311408,21.0595,11.2614,92.1854,-0.0259402,-6.58904,1.02416e-12,-2.52684,-0.597269,-7.68754,1.09372,-4.63084,-308.366,5259.7,142.553,6037.68,7725.87,-0.585138,1.34443,-3.80414,3.03542,-2.68914,-0.409688,5692.21,174.591,6470.2,0.517579,0.949058,0.0473534,10997.8 
47,1.65,47,11233.7,-0.47892,25.3276,11.7786,91.3702,-2.30264,4365.95,141.261,0.353387,4.36224,0.0568793,-1.1215,0.495819,-337.305,342.518,4.72088,13020.6,336977,2.4773,6.48616,4.30471,1.00242,2.61974,0.745137,815.621,39.7655,13493.7,0.0686522,0.921386,0.00539931,11880.5 
48,2.6,48,9027.98,-0.435264,21.4414,11.4539,92.0565,0.0734471,67.974,483.759,-6.38858,-1.74573,-3.32921,4.71504,-3.32722,-283.353,3292.61,71.1764,7933.51,8157.19,-4.60438,0.0384745,0.239193,6.49923,-1.54302,0.620026,3690.04,100.616,8330.94,0.350717,0.954456,0.0217635,10521.4 
49,2.1,49,10588.1,-0.388577,23.7798,11.6862,91.5075,-0.259333,698.277,400.337,-1.43121,-8.12091,-4.05901,-2.69215,-3.23592,-291.796,1352.91,34.0344,11505.3,14941.4,0.406148,-6.28356,-0.384287,-0.854789,-1.39856,0.95487,1762.19,64.3509,11914.5,0.152807,0.939933,0.00985127,11532.1 
50,2.2,50,10581.7,-0.103154,23.2182,11.8307,91.5491,0.563589,-264.583,500,-3.20844,-0.669033,-2.17743,-0.162556,-1.37552,-333.319,1843.72,61.2228,10916.2,13796.2,-1.10962,1.42979,2.02021,1.93627,0.723306,0.595954,2311.23,95.8534,11383.7,0.19846,0.932334,0.0152741,11645.9 
51,1.8,51,11419.4,-0.126235,25.5566,11.2142,91.5337,0.260189,-84.8357,482.133,3.16302,-0.513741,-2.88225,-4.40313,0.834538,-300.78,499.484,11.897,13209.8,10048.2,5.05695,1.38019,0.905611,-2.5092,2.72847,0.880242,921.357,43.1468,13631.7,0.0761494,0.924255,0.00579681,12099.3 
52,9,52,10448.2,-0.44196,23.6677,11.7066,91.4104,0.409237,-7.55424,235.021,-1.64365,-2.57823,-8.1025,2.13673,-2.04616,-278.616,1057.36,36.2689,11598.1,9120.16,0.110724,-0.823855,-4.59375,3.8911,-0.291786,-1.69023,1448.15,65.216,11988.9,0.128393,0.926948,0.0099211,11279 
53,2.8,53,9372.73,-0.0412316,20.9442,11.5449,92.0575,-0.0827854,131.253,500,0.869385,4.15358,0.52789,6.36315,0.882337,-286.887,4249.21,116.693,7119.71,8225.05,2.67583,5.96003,4.14079,8.1696,2.68879,0.824803,4651.6,146.5,7522.09,0.429919,0.947764,0.0346342,10819.7 
54,1.35,54,12365.6,-0.481004,27.8495,11.6033,91.257,0.442423,537.994,488.415,-0.07539,1.43784,1.37352,3.675,-3.52362,-292.722,67.8008,17.9188,14641,18267.8,1.76781,3.28104,5.05991,5.5182,-1.68043,0.637192,478.373,48.3315,15051.6,0.0373127,0.849756,0.00588033,12820.6 
55,1.2,55,12270.3,-0.0370839,27.5787,11.3651,91.129,0.0108879,-16.2612,500,-1.24653,-0.64571,-1.24989,0.906178,0.686538,-261.942,8.02618,8.23874,14777,10209.1,0.402843,1.00367,2.04886,2.55556,2.33591,0.754534,375.425,35.4535,15144.4,0.0293442,0.858176,0.0042939,12793.9 
56,1.4,56,10879.2,-0.0103648,24.9185,11.2213,91.2707,-0.0136351,19.1743,500,-1.57392,-3.48598,1.70186,0.285391,-2.03836,-268.096,25.6882,36.6525,13048.8,9111.02,0.11421,-1.79785,5.07812,1.97352,-0.350234,-0.0120272,401.719,64.5066,13424.8,0.0352074,0.780635,0.00877371,11410.1 
57,1.45,57,11435.9,-0.192246,25.718,11.2892,91.358,-0.495988,744.363,500,-1.20911,-2.35639,-6.4778,-2.50604,-3.80679,-291.766,7.38427,28.4285,13550.8,21469.9,0.628056,-0.519215,-2.80346,-0.668874,-1.96962,0.47433,416.614,58.7418,13960,0.0351163,0.802087,0.00769169,11863.8 
58,8,58,9858.79,-0.0162608,22.4635,11.1968,91.8372,-0.0184688,25.5382,500,-1.31033,-2.82711,-0.898622,-2.87956,2.31166,-346.355,3506.04,81.5505,8441.66,8203.13,0.870578,-0.646201,3.46319,-0.698652,4.49257,0.537098,3991.84,117.536,8927.46,0.352874,0.950998,0.0236782,11312.4 
59,2,59,11302,-0.0420562,25.5514,11.3981,91.7176,0.00629744,14.2989,500,-10.1339,-4.4276,-4.78821,-4.83731,-1.1558,-303.328,1297.52,46.0278,12424.2,9483.7,-8.22391,-2.51762,-0.968252,-2.92734,0.754177,0.930256,1722.96,77.5425,12849.6,0.140539,0.926991,0.0109942,12259.7 
60,1.3,60,12326.5,-0.489983,28.2328,11.4518,91.088,-0.0535529,-1630.53,92.7636,-8.41129,-0.323265,-6.55334,-0.970227,-6.47044,-364.613,-17.5856,15.5482,14701.3,13367.5,-6.11542,1.9726,-1.9616,1.32564,-4.17457,0.780909,493.819,53.4301,15212.7,0.038079,0.840798,0.00642824,12968.3 
61,1.75,61,11983.6,-0.453777,26.5771,11.7304,91.2751,0.121019,-1100.61,174.457,-7.25521,-3.17994,-5.61166,-0.982268,-3.29033,-316.87,594.124,36.4809,13624.8,14484.8,-5.25996,-1.1847,-1.62117,1.01298,-1.29509,0.8058,1038.56,69.4024,14069.3,0.0825871,0.8953,0.0090051,12575.4 
62,1.6,62,10691.3,-0.442911,24.8339,11.3739,91.2747,-0.905961,-126.452,409.116,-1.78723,-5.60252,-0.9166,0.92695,-2.83586,-284.876,239.252,11.6981,12730.1,12924.3,0.00655871,-3.80873,2.67097,2.72074,-1.04207,-3.87881,638.818,41.2956,13129.6,0.0560115,0.89837,0.00576044,11405.1 
63,4,63,6911.52,-0.00209028,17.3756,11.0445,92.5992,-0.0261723,6.10805,500,-1.61911,-2.45206,-2.85681,-1.46162,-1.56012,-355.794,7544.99,134.754,1689.53,6252.36,0.621232,-0.211719,1.62387,0.778716,0.680221,0.535017,8044.03,171.72,2188.56,0.817595,0.963987,0.126283,9838.65 
64,6,64,6104.02,-0.322673,15.9183,11.803,92.3512,-2.21948,311.698,500,3.22479,1.35025,-5.42868,-0.866622,-0.259939,-346.428,7341.62,126.7,1309.76,28636.8,5.40615,3.53161,-1.06595,1.31474,1.92142,1.09596,7827.51,162.692,1795.66,0.841672,0.964903,0.143029,9299.95 
65,10,65,11640.3,-0.232702,25.6507,11.7022,91.0768,-1.66294,-806.403,500,-1.95869,-0.246685,-1.62484,-4.30865,-4.76268,-337.936,-2.11612,4.14465,13880.6,53425.5,0.169195,1.88121,2.63094,-2.18076,-2.63479,20.6034,471.871,39.2548,14354.6,0.0385432,0.872919,0.00501226,12242.6 
66,0,66,10661.3,-0.430613,25.4473,11.0193,91.3261,-0.687218,636.564,489.386,-9.58204,0.10989,2.404,-0.588796,1.04111,-272.048,-92.2752,10.7845,13048,23369,-7.86903,1.82291,5.83003,1.12422,2.75413,-0.591924,289.299,39.0492,13429.6,0.0255981,0.808922,0.00532774,11301.6 
67,3.5,67,8494.33,-0.0715622,19.415,11.5157,92.2848,-0.274951,-25.7109,500,-9.22812,-0.201999,6.85372,1.37154,-0.374691,-327.246,6828.09,134.13,3699.88,7508.34,-7.16754,1.85858,10.9749,3.43213,1.68589,-0.0177059,7287.08,168.13,4158.87,0.681204,0.96119,0.0693089,10697.4 
68,7,68,8229.88,-0.540711,20.4182,11.7583,92.28,-0.071563,824.304,4.9776,-2.56592,-3.21051,-2.57846,-4.60916,-7.51715,-383.596,6480.89,171.931,4623.42,9735.81,-0.150522,-0.795111,2.25235,-2.19376,-5.10175,1.37609,7018.92,211.785,5161.45,0.623832,0.949845,0.0702737,11251.3 
69,1.55,69,12477.5,-0.068655,28.4956,11.1328,91.2989,1.09131,-1203.38,499.996,-1.61514,-5.25036,-8.23009,-7.62681,-5.53598,-315.513,279.416,42.2095,14565.7,53078,0.371565,-3.26366,-4.25669,-5.64011,-3.54928,0.739464,721.954,74.9901,15008.2,0.0554125,0.846185,0.00912031,13028.7 
70,5,70,7234.73,-0.138285,17.8791,11.4318,92.723,-0.0389345,54.5682,500,0.586934,1.59744,-7.49198,-1.68359,0.520612,-348.277,9154.83,162.538,275.382,6722.75,2.77994,3.79045,-3.10596,0.509415,2.71362,1.46445,9643.32,198.723,763.875,0.939007,0.965193,0.32397,10269.7 
71,2.4,71,9414.7,-0.0900258,22.1035,11.1946,91.9547,0.00331314,31.4279,500,-3.96932,-5.43043,-7.22979,-1.04785,-1.0992,-372.805,2868.61,98.0614,8811.32,8058.42,-1.62187,-3.08297,-2.53488,1.29961,1.24825,0.459729,3391.51,136.794,9334.21,0.307047,0.934069,0.0262867,11045.6 
72,3,72,8406.19,-0.412556,20.5333,11.1717,92.3261,0.32107,441.809,437.733,-3.36357,2.24872,-6.2622,-3.09939,0.570599,-269.726,4625.04,111.598,5906.86,12085.2,-1.66517,3.94711,-2.86542,-1.401,2.26899,11.071,5003.35,139.621,6285.18,0.492592,0.953439,0.0393124,10157.2 
73,1.65,73,10189.1,-0.270119,23.1424,11.322,91.4436,-5.46384,-3667.48,499.99,-1.62264,-2.70244,-8.85703,-6.01728,-3.57576,-275.106,364.468,13.3297,11794.3,660849,0.109627,-0.970171,-5.39249,-4.28501,-1.84348,0.564473,750.331,41.9121,12180.2,0.0698756,0.910953,0.00629877,10738.1 
74,2.6,74,9962.52,-0.0374597,22.336,11.5319,91.9801,0.00366338,61.4422,495.957,-2.29079,-0.700572,-2.82558,1.44976,-3.29431,-324.041,3461.53,95.092,8643.5,8392.29,-0.250384,1.33983,1.25522,3.49016,-1.25391,0.725989,3916.03,128.759,9098,0.344224,0.945591,0.0254078,11376.4 
75,2.1,75,10347.1,-0.421782,23.9196,11.3959,91.4448,0.394476,-113.092,307.44,-0.703584,-1.11222,-8.96991,-4.74296,1.83123,-275.826,1430.99,36.8221,11135.6,10325.9,1.03322,0.624584,-5.4963,-3.00616,3.56804,-0.677434,1817.87,65.4794,11522.5,0.161355,0.940703,0.0103598,11266.3 
76,2.2,76,9291.94,-0.0875454,21.8072,11.1917,91.8345,-0.107726,656.228,500,-2.38789,-1.15359,-1.53494,-1.15873,-2.50534,-241.235,1704.64,42.4413,9761.48,10246.2,-0.868899,0.365406,1.50305,0.360267,-0.986347,-3.0245,2043,67.5047,10099.8,0.197871,0.945337,0.0121624,10324.9 
77,1.8,77,11452.8,-0.458285,27.1295,11.0854,91.4537,0.0938958,-508.977,244.413,3.64891,-3.14147,-7.72128,-1.28465,3.29158,-366.908,602.963,33.2339,13005.5,11345.9,5.95923,-0.831147,-3.10063,1.02568,5.6019,1.35825,1117.59,71.3542,13520.1,0.091575,0.899498,0.00962835,12204.1 
78,9,78,9915.58,-0.0291217,22.8774,11.1068,91.6527,0.138945,-162.775,420.46,-1.50057,-0.325865,-3.89172,-1.14358,-4.95689,-298.162,1010.92,19.6821,11212.9,9007.91,0.376878,1.55158,-0.13683,0.733868,-3.07944,0.752992,1429.12,50.66,11631.1,0.130315,0.941589,0.00795951,10966.7 
79,2.8,79,8903.41,-0.477613,21.3457,11.5975,92.0218,0.539115,184.11,385.254,-2.71908,6.52036,1.6622,-3.8319,0.561865,-330.531,3956.51,95.5378,7286.62,11290,-0.63781,8.60162,5.82474,-1.75063,2.64313,0.603248,4420.11,129.879,7750.22,0.410208,0.951094,0.0299457,10775.3 
80,1.35,80,10289.1,-0.0242341,23.4166,11.1333,91.1267,-0.0436418,-13.55,500,-0.263258,0.107497,4.5132,-2.94584,0.519616,-344.247,-72.8932,29.4314,12366.1,8506.06,1.90438,2.27513,8.84847,-0.778202,2.68725,0.407615,409.947,65.1973,12848.9,0.0374515,0.782279,0.00926055,10946.1 
