cyc,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
11,3,11,11796.3,-0.00303195,39.6068,11.1358,93.2399,-0.0101451,10.7698,500,5.95499,6.34886,13.0779,5.14171,3.50809,-1346.43,11349,-37.3913,9003.34,14361.3,14.4331,14.827,30.0341,13.6198,11.9862,0.646242,13237.5,102.498,10891.8,0.597123,0.986631,0.0170397,22168.8 
12,10,12,22548.1,-0.328151,44.1287,12.163,92.4737,-0.0963202,281.117,3.76427e-06,-2.4427,1.61984,-4.3384,1.23632,0.154265,-375.651,135.976,-4.29945,24049.2,18354,-0.0773283,3.98521,0.392355,3.60169,2.51964,0.962352,662.864,34.7292,24576.1,0.0318451,0.916013,0.00259638,20815.2 
13,5,13,9766.91,-0.451992,41.3631,11.7857,93.9694,-0.996906,919.551,0.415195,9.41509,17.1711,21.7914,5.38026,5.52059,-1873.81,21942.5,7.16277,-464.985,45711.4,21.214,28.97,45.3892,17.1791,17.3195,0.651045,24570.7,201.844,2163.22,0.932668,0.985828,0.146672,26344.5 
14,0,14,23728.8,-0.180584,45.1144,-12.2941,92.6126,-0.136175,493.102,500,-5.13143,-4.45111,-8.32609,-1.80438,-1.4403,-278.389,-79.9632,26.9531,25353.8,20241.2,-3.37849,-2.69816,-4.82021,-0.0514365,0.312643,0.546788,310.505,55.8767,25744.3,0.0144955,0.760502,0.00398228,21420.8 
15,2,15,19934.5,-0.855305,43.5902,12.1587,92.6542,0.0522771,189.691,218.018,-0.773333,2.50136,10.8447,2.09445,-0.334299,-636.235,2406.41,-22.117,20964.8,17576.1,3.23287,6.50756,18.8571,6.10065,3.6719,0.508547,3298.79,43.9853,21857.2,0.155444,0.977198,0.00369336,21221.7 
16,4,16,8451.17,-2.51067,38.8323,12.0592,93.5291,2.23324,-7427.23,336.397,8.36453,12.8366,21.3148,7.68835,2.55478,-1624,17028.3,-51.8903,1613.65,555200,18.5904,23.0625,41.7666,17.9142,12.7807,0.633993,19306.2,116.837,3891.47,0.85816,0.98952,0.0524085,22497.2 
17,1.4,17,22435.4,-0.382906,43.4538,12.2142,92.5308,0.86888,323.789,415.414,-3.02599,-2.09207,4.03003,1.68906,0.0357456,-303.021,156.186,18.1588,23647,26436.1,-1.11794,-0.184029,7.84612,3.59711,1.94379,0.350758,581.203,49.6416,24072,0.0286021,0.869966,0.00378443,20320.3 
18,1.6,18,22590.2,-0.432833,44.8681,12.1538,92.6756,0.363944,1.80207,500,-2.60196,5.80122,-2.77584,2.72153,-1.51273,-382.278,393.522,19.6851,24167.7,17773.3,-0.194856,8.20832,2.03837,5.12864,0.894373,0.873195,929.705,59.4023,24703.9,0.0438812,0.899431,0.00440995,21186.9 
19,2.4,19,15768.1,-1.27689,41.4741,11.7498,93.0698,-0.417348,1754.26,460.152,7.34842,8.50678,10.1381,1.64462,-2.10048,-877.69,5108.9,-3.47392,16050.1,39697,12.875,14.0334,21.1912,7.1712,3.4261,0.638972,6339.95,87.7146,17281.1,0.309108,0.976361,0.00926344,20510.5 
20,6,20,9386.75,-0.126909,40.2142,11.2165,93.4847,0.312117,-309.463,2.31838e-05,12.2631,13.646,24.5359,11.3288,1.92544,-1741.14,19009.1,-41.6376,1341.87,17827.8,23.2266,24.6094,46.4629,22.2923,12.8889,0.641158,21451.2,139.26,3783.99,0.873631,0.988767,0.0634897,24554.1 
21,8,21,14325.4,-0.125017,39.3945,11.2785,93.0211,-0.0370864,211.727,500,4.41607,4.09674,10.4312,0.25216,-0.314911,-997.778,6648.55,0.610665,13845.3,14719.4,10.6988,10.3795,22.9967,6.5349,5.96783,0.593538,8048.03,104.276,15244.7,0.391656,0.977828,0.0124434,20548.7 
22,2.8,22,11388.7,-0.221714,37.2744,11.0855,93.0294,-0.00992994,-91.5697,479.759,7.90152,12.9711,13.0818,7.17888,0.244642,-1180.73,8653.81,-29.5003,10110,13480.8,15.3363,20.4058,27.9513,14.6136,7.67939,0.674933,10309.9,93.1731,11766.1,0.516577,0.984431,0.0143774,19958.1 
23,7,23,11570.8,-2.24293,42.5894,11.8736,93.2239,-0.73015,-1740.55,498.468,13.2445,9.01994,13.0468,4.09852,-0.754333,-1503.72,14063.3,-20.6191,6578.37,57832.5,22.7131,18.4885,31.9839,13.5671,8.71421,0.664973,16172.4,135.612,8687.49,0.69421,0.985538,0.0279515,23296.2 
24,3.5,24,10036.4,-2.30809,40.3635,11.8857,93.168,-1.06087,1528.08,438.437,13.3614,11.3464,19.5272,7.72365,1.50668,-1550.59,14916.4,-40.6952,4444.37,68389.5,23.125,21.11,39.0544,17.4873,11.2703,0.651446,17091.3,120.405,6619.22,0.75897,0.987822,0.0324218,22519 
25,2.6,25,15553.9,-0.176073,42.1639,11.2464,93.1923,0.090363,910.519,3.74168e-06,6.95547,8.36305,16.285,4.09127,3.36537,-1013.73,7355.02,-14.076,14367.6,18114.9,13.3386,14.7462,29.0513,10.4744,9.74855,0.624462,8776.87,91.2464,15789.5,0.404013,0.982132,0.0105333,21724.3 
26,2.2,26,19211,0.0601227,44.1533,11.4566,92.8025,-0.0223953,-75.3484,500,2.26758,6.9524,5.41649,2.5282,2.78599,-712.65,3853.75,-5.12268,19622.8,16522,6.75495,11.4398,14.3912,7.01557,7.27335,0.692986,4853.31,68.9189,20622.4,0.223001,0.975752,0.00611856,21763.6 
27,1.8,27,20891.6,-0.0573772,43.0667,11.7781,92.7216,0.018282,23.5225,9.24582e-12,-2.89937,4.80688,0.693662,0.356039,2.89007,-405.172,1090.55,9.2711,22184.7,16526.4,-0.348116,7.35814,5.79618,2.9073,5.44133,0.726012,1658.84,51.3668,22753,0.0816509,0.948596,0.00414149,20316.3 
28,9,28,18894.3,-0.721314,41.4184,11.8839,92.6398,0.646749,1162.28,425.759,0.548541,4.89745,-1.39562,-2.06033,2.06377,-568.327,1964.75,-4.46083,19968.2,40493.6,4.12714,8.47605,5.76158,1.51827,5.64237,0.774281,2761.89,54.5861,20765.3,0.139564,0.966569,0.00481903,19789.4 
29,2.1,29,18817.3,-0.0520442,42.3421,11.5957,92.7126,-0.0207279,52.8224,499.998,-0.254154,2.81537,0.215941,1.35362,0.533768,-610.795,2945.31,-7.75017,19558.2,16018.8,3.59186,6.66138,7.90796,5.19963,4.37978,0.714932,3802,55.709,20414.9,0.185082,0.974999,0.00500166,20542.2 
30,3,30,11359.3,-0.203855,38.5186,11.0645,93.0646,-0.148397,-102.511,1.24272e-09,5.73414,5.41267,17.9278,8.65474,2.28385,-1305.98,10842.5,-40.7768,8570.17,14369,13.9575,13.6361,34.3745,16.8781,10.5072,0.615297,12674.2,94.9092,10401.9,0.597734,0.987065,0.0165299,21203.8 
31,10,31,23519.9,-0.405805,45.3969,12.2602,92.5062,1.10431,144.002,498.296,-2.34096,-1.02559,2.30074,-0.848397,-0.488368,-334.126,90.2979,20.2475,25053.1,23295.1,-0.237062,1.07832,6.50854,1.2555,1.61553,0.363208,558.942,54.9619,25521.7,0.0260133,0.853183,0.00395136,21486.7 
32,5,32,8484.5,-0.119696,37.6628,11.2246,93.8048,0.055491,4222.51,3.40604e-09,8.74742,14.8108,23.8998,7.05511,5.94662,-1717.61,19506.1,-35.1114,-518.07,21389.6,19.5627,25.6261,45.5304,17.8704,16.7619,0.636779,21915.2,143.341,1891.04,0.933919,0.988683,0.122524,23465.8 
33,0,33,23575.1,-0.00329467,45.0712,-12.2045,92.4596,-0.00494209,1.58569,3.55021e-12,3.46174,-0.569024,-1.42031,0.554414,-3.83165,-363.443,3.76528,27.5567,25228.2,17906.8,5.75024,1.71948,3.15669,2.84292,-1.54314,0.735314,513.529,65.317,25738,0.023754,0.817938,0.00465309,21618.6 
34,2,34,19611.1,-0.021215,43.099,11.6211,92.702,-0.00617304,-45.0872,499.91,0.0203239,8.99841,8.81611,-0.705028,0.61074,-609.863,2316.71,1.90785,20666.6,16313.7,3.86047,12.8386,16.4964,3.13512,4.45088,0.595492,3172.11,65.2702,21522,0.152358,0.965243,0.00555555,20820.2 
35,4,35,8847.7,-2.39918,38.6275,12.0188,93.5468,6.65093,4840.11,474.314,10.0358,8.10998,13.594,9.66062,5.22076,-1556.88,17026.2,-22.4304,1469.68,1.06304e+06,19.839,17.9132,33.2005,19.4639,15.024,0.685126,19209.9,139.323,3653.35,0.865091,0.987467,0.0656388,22205.6 
36,1.4,36,23155.4,-0.153879,44.5766,12.2174,92.4544,-0.121002,316.58,43.9936,0.912454,-3.37148,-6.59352,-0.0756884,-0.0864868,-343.558,41.8427,12.0628,24638.1,18975.9,3.07574,-1.20818,-2.26694,2.0876,2.0768,1.6021,523.716,47.7571,25120,0.0247947,0.862381,0.00348992,21122.1 
37,1.6,37,22968.5,-0.426356,44.8996,12.3601,92.5733,-0.408086,830.089,2.50546,0.976278,5.58149,-3.70677,1.32969,-0.195611,-412.776,471.942,9.65396,24486.5,29093.3,3.57542,8.18063,1.49151,3.92883,2.40353,0.923824,1050.9,52.5398,25065.5,0.0486425,0.919548,0.00384639,21604.6 
38,2.4,38,16621,-0.526557,41.9026,11.4319,93.0122,0.348571,-947.182,9.03063e-14,5.1853,9.89338,12.1164,7.16292,1.61047,-834.828,5308.99,6.50479,16236.7,26341.7,10.442,15.1501,22.6297,12.4196,6.86716,0.664787,6479.92,93.2402,17407.7,0.312222,0.975438,0.00977041,20754.2 
39,6,39,8921.19,-0.0341843,37.5345,11.112,93.6261,0.062573,15.0787,500,6.98108,10.9469,20.1519,8.49307,5.14023,-1644.76,17826.3,-11.4014,1095.83,13608.2,17.3377,21.3036,40.8652,18.8497,15.4969,0.641071,20133.2,159.483,3402.77,0.878279,0.986327,0.0794752,22923.5 
40,8,40,11588,-0.245844,34.2871,10.9113,93.016,0.0143182,307.431,9.50801e-05,1.54723,7.69438,9.69296,2.79725,-0.37831,-898.724,5527.82,-10.8911,11492.2,12322.1,7.20626,13.3534,21.011,8.45628,5.28072,0.620107,6788.37,82.4829,12752.8,0.393628,0.979179,0.0117742,17245.6 
41,2.8,41,14224.4,-1.58667,41.5739,11.7599,93.1389,1.0627,1104.14,412.988,4.35592,8.60903,8.20778,6.95111,4.5036,-1157.95,9161.09,8.26855,11613.3,54112.6,11.6472,15.9003,22.7904,14.2424,11.7949,0.7016,10785.2,128.575,13237.4,0.498395,0.979564,0.0175779,21639.9 
42,7,42,10749.9,-0.358091,39.7515,11.4937,93.2478,0.067513,186.651,464.975,4.28038,9.8768,16.5029,2.82735,5.14609,-1399.6,13187.9,-21.9504,6244.32,15283.6,13.0933,18.6897,34.1287,11.6403,13.959,0.627054,15151,123.463,8207.4,0.692425,0.98594,0.0269634,21881 
43,3.5,43,9098.12,-0.19521,36.5148,10.8893,93.3933,1.95771,1253.67,1.12387e-10,9.6789,11.8584,16.278,5.44963,0.712771,-1433.27,13990.9,-28.392,4126.99,92840.3,18.7038,20.8832,34.3278,14.4745,9.73767,0.65017,16001.2,120.519,6137.29,0.760738,0.986991,0.0349108,21033.8 
44,2.6,44,16292.4,-0.816758,43.973,11.7147,92.94,2.79351,-4441.95,2.13355e-10,4.15408,7.05732,9.92925,1.24017,5.13998,-1135.23,7778.24,-9.72087,14974.3,420711,11.3023,14.2055,24.2257,8.3884,12.2882,0.655935,9370.51,108.225,16566.6,0.408211,0.980189,0.0118909,22955.1 
45,2.2,45,18436.3,-0.0130123,42.6555,11.604,92.5972,0.00884094,-5.06684,6.38079e-11,4.16133,5.26992,5.95773,6.40791,3.28377,-754.986,4101.84,1.16639,18524.9,16114.5,8.91528,10.0239,15.4656,11.1619,8.03771,0.711486,5160.79,79.6065,19583.8,0.243209,0.973715,0.00743235,21219.5 
46,1.8,46,19244,-0.569218,40.1434,12.0209,92.497,2.35461,1271.91,208.342,-2.31231,-1.43526,2.50644,-0.679854,-0.467907,-503.969,1163.11,1.65059,20292.6,113201,0.86105,1.7381,8.85316,2.49351,2.70545,0.468319,1869.98,54.011,20999.5,0.0979583,0.951886,0.00471558,19089.5 
47,9,47,20005.6,-0.0405699,42.6058,11.6767,92.8627,-0.0208178,163.181,500,5.30108,8.54847,5.60186,2.52111,1.09363,-578.099,1987.69,-3.06315,20891.8,16305.8,8.94122,12.1886,12.8821,6.16125,4.73377,0.713137,2798.53,56.9991,21702.6,0.135886,0.965584,0.00481475,20594.7 
48,2.1,48,20006,0.00215303,43.4793,11.6795,92.716,-0.0369195,54.416,500,-0.478017,0.793353,3.60435,2.07364,3.5966,-651.852,2738,21.7671,20599.8,16596.6,3.62652,4.89789,11.8134,6.17818,7.70114,0.654751,3652.29,89.492,21514.1,0.171519,0.958883,0.00760433,21293.8 
49,3,49,11938.5,0.0486895,38.735,10.8501,93.0166,-0.09978,-14.2637,500,4.17883,9.92309,16.6178,3.55263,-1.87799,-1271.4,10489.6,-17.773,8833.09,13727.8,12.1845,17.9288,32.6292,11.5583,6.12769,0.594308,12272.9,114.321,10616.4,0.585027,0.98396,0.0194506,20978.3 
50,10,50,23938.9,-0.156666,45.8306,-12.2399,92.276,0.00877785,48.9613,500,-0.981031,-3.76619,-2.77327,1.78377,-0.642519,-353.23,222.219,6.86366,25159,18275.2,1.24316,-1.542,1.67512,4.00796,1.58167,0.759527,717.658,43.5628,25654.5,0.0329892,0.903973,0.00311825,21754.3 
51,5,51,8141.83,-0.153335,39.6054,11.1857,93.8056,0.144773,205.238,6.30799e-11,11.2092,14.1618,19.8761,0.897471,4.26641,-1822.46,20288.4,-81.5718,-426.933,15388.8,22.6848,25.6373,42.8271,12.373,15.7419,0.640905,22844.6,107.774,2129.24,0.928998,0.991812,0.0852883,24590.6 
52,0,52,22762,-0.362778,44.2106,12.1139,92.4814,0.225687,109.598,408,2.35879,1.13047,0.136298,-1.16249,-2.54015,-319.815,-129.969,-8.19194,24332.3,18239.6,4.37258,3.14425,4.16388,0.851296,-0.526358,0.653174,318.602,25.0356,24780.8,0.015437,0.87911,0.00185759,20638.9 
53,2,53,19625.3,-0.146858,41.9106,11.8348,92.5418,-0.0619322,43.5197,7.76709e-08,2.38801,2.31317,11.2254,-0.0797444,3.65672,-571.637,2276.48,-3.05944,20242.4,16234.3,5.98746,5.91261,18.4243,3.5197,7.25616,0.551722,3078.25,56.3314,21044.2,0.151381,0.968969,0.00490678,20334.5 
54,4,54,8452.39,-0.00910977,35.9334,10.916,93.5325,0.0571987,-44.677,500,6.70708,16.1473,17.2965,6.93654,2.96922,-1548.44,16518.4,-7.12625,1300.49,12852.2,16.4572,25.8974,36.7968,16.6867,12.7193,0.661039,18690.2,153.751,3472.33,0.867798,0.985808,0.075415,21537.5 
55,1.4,55,22734.9,-0.424373,43.9077,12.3432,92.4005,0.498239,-16.421,371.856,-3.96221,0.338141,-2.47214,-5.75137,-5.50645,-308.743,94.5191,3.66986,24282.5,17909,-2.01814,2.28221,1.416,-3.8073,-3.56238,1.24887,527.561,35.747,24715.6,0.0253704,0.893992,0.00265722,20794.3 
56,1.6,56,24294.6,-0.133238,46.4861,12.1522,92.6042,0.252171,53.4978,37.5884,0.685012,-1.0373,4.00214,-0.540754,0.133397,-397.17,411.566,24.6945,25530.8,18828.8,3.18588,1.46357,9.00388,1.96012,2.63427,0.506575,968.635,65.9589,26087.9,0.0433186,0.893523,0.00463586,22360.7 
57,2.4,57,17712.9,-0.0898102,43.5379,11.5122,92.8731,-0.0337384,227.358,1.21855e-12,5.31114,7.86056,13.0767,4.57118,0.725522,-919.276,5875.73,12.0454,16984.2,16565.9,11.0996,13.649,24.6536,10.3596,6.51396,0.628015,7165.11,107.555,18273.6,0.323489,0.974403,0.0107259,22149.5 
58,6,58,10682.4,-2.55785,42.6014,12.2555,93.5242,0.270914,-535.564,7.16691,5.23711,11.2125,27.3797,10.5304,4.64372,-1668.07,19450.5,42.8174,1384.43,21719.4,15.7405,21.7159,48.3865,21.0338,15.1471,0.603467,21790.2,216.124,3724.06,0.877083,0.982939,0.0965805,24843.9 
59,8,59,14935.4,-0.0585111,40.832,11.2883,92.7832,-0.0302755,-25.0921,500,4.75309,7.53347,4.99075,1.63946,-2.97318,-1088.9,7520.03,-21.5514,13561.9,15029.3,11.6096,14.39,18.7038,8.49596,3.88332,0.672339,9047.32,91.5809,15089.2,0.422368,0.982594,0.0110567,21420.4 
60,2.8,60,11749.5,-1.51627,37.5534,11.3763,92.9918,0.177184,-830.812,352.741,7.59046,7.59303,14.0864,9.71332,4.00927,-1070.57,8124.81,-15.4697,9952.73,18699.4,14.3315,14.3341,27.5686,16.4544,10.7504,0.669596,9626.39,95.7582,11454.3,0.506148,0.98289,0.0151665,19018.9 
61,7,61,10130.9,-0.174502,36.8756,10.974,93.2922,0.15825,-108.042,500,11.3214,4.07781,19.462,9.97755,2.83591,-1342.83,12446.7,9.73239,5906.83,13730,19.7768,12.5333,36.3729,18.433,11.2914,0.630384,14330.2,149.247,7790.29,0.691671,0.9821,0.0340883,20718.2 
62,3.5,62,10947,-0.113836,40.1663,11.133,93.279,0.0112609,31.0323,499.999,7.44936,6.41575,20.5696,6.47044,2.0387,-1549.57,15807,1.80325,4525.68,14568.3,17.2066,16.173,40.0841,16.2277,11.7959,0.605034,17980.4,162.798,6699.1,0.765982,0.984402,0.0428477,23473.7 
63,2.6,63,14064.1,-0.193609,39.1333,11.135,92.8705,1.26573,-623.823,0.0218303,4.85978,7.05236,12.9724,5.22377,3.74899,-979.151,6821.51,-16.1264,12999,39889,11.0252,13.2178,25.3033,11.3892,9.91444,0.642861,8194.86,85.6036,14372.3,0.410149,0.982048,0.0108527,19980.2 
64,2.2,64,18336.8,-0.0103017,41.9247,11.4306,92.603,-0.11819,75.5639,8.14642e-08,2.38997,3.94759,9.55841,2.14515,5.14244,-677.902,3747.38,-1.37092,18275.6,15891.1,6.65854,8.21616,18.0956,6.41372,9.41101,0.629151,4698.2,69.0605,19226.5,0.229585,0.974921,0.00657326,20463.9 
65,1.8,65,19680.7,-0.527264,41.2148,11.8231,92.545,2.89222,-1494.17,363.419,1.03909,0.783229,6.75551,5.91343,0.0648492,-491.946,938.862,-2.76147,20961.7,156541,4.13674,3.88088,12.9508,9.01108,3.1625,0.609233,1628.86,48.3498,21651.7,0.0840346,0.95062,0.0040967,19383.3 
66,9,66,22786.5,-0.693918,46.9545,12.3463,92.6357,-0.742789,1774.21,500,1.06064,1.53837,6.20538,0.305125,0.0954521,-620.446,2181.42,8.21765,23608.7,61772.4,4.96742,5.44515,14.019,4.21191,4.00224,0.570572,3051.65,72.6796,24478.9,0.131967,0.959989,0.00543958,23124.4 
67,2.1,67,20272,-0.730028,44.6985,12.0178,92.816,-0.473714,920.189,4.52957e-07,-0.604492,2.73276,4.56496,-1.709,-1.62822,-667.341,2988.19,-0.0121867,20823.6,31677.1,3.59758,6.93483,12.9691,2.49307,2.57385,0.546034,3924.21,69.3219,21759.6,0.180281,0.970013,0.00583435,21767.1 
68,3,68,13712,-1.82472,42.3651,11.9148,93.0514,3.58808,-1491.42,252.654,2.18916,5.55214,18.6773,10.1616,4.47401,-1273.47,11698.9,57.7488,9447.35,190636,10.2079,13.5709,34.7147,18.1803,12.4927,0.610675,13485.1,190.058,11233.5,0.594146,0.975929,0.0302242,22696.5 
69,10,69,22769.6,-0.242332,44.4308,12.1504,92.5877,0.0864939,120.765,500,1.2921,-2.2143,-2.62496,2.34414,-2.12169,-328.02,136.039,1.29455,24408.6,17914,3.35755,-0.148842,1.50595,4.4096,-0.0562336,0.833927,596.119,35.3746,24868.6,0.0284023,0.905922,0.00261347,20988.4 
70,5,70,8635.08,-0.126604,37.2532,11.0979,93.7685,0.188804,53.4198,2.7622e-08,6.44535,14.7219,19.8548,6.61592,7.6484,-1653.95,19060.2,-11.6224,-523.748,13786.9,16.8598,25.1364,40.6837,17.0304,18.0629,0.654558,21380,160.216,1796.07,0.935554,0.987056,0.141131,22852.8 
71,0,71,22746.9,-0.444847,44.4305,12.2561,92.4737,0.528525,11.331,482.358,-3.98153,0.296948,0.228387,0.393393,0.598061,-362.538,51.8891,16.2313,24346.3,17921.7,-1.69872,2.57975,4.794,2.6762,2.88087,0.573188,560.384,53.8976,24854.8,0.0267597,0.855934,0.00397871,20941.3 
72,2,72,20491.9,-0.00597944,43.6411,11.6078,92.7095,-0.0102306,12.8435,499.999,2.54799,4.24351,14.3995,3.02654,5.60096,-666.51,2422.1,-6.35074,20862.9,16495,6.74483,8.44035,22.7932,7.22338,9.7978,0.585575,3356.95,62.897,21797.8,0.158114,0.968252,0.00528725,21231.1 
73,4,73,7963.46,-0.315129,34.6823,10.9958,93.596,0.105611,231.66,500,8.47821,14.8078,24.4509,7.09397,11.3427,-1464.36,15828.9,-20.5995,1107.49,13211,17.6989,24.0285,42.8922,16.3146,20.5634,0.64697,17882.8,131.541,3161.39,0.873391,0.987291,0.071191,20475.2 
74,1.4,74,21730.4,-0.0234842,42.9894,11.8487,92.4905,-0.036254,49.9217,1.84285e-11,2.65783,3.92302,-4.64332,1.32055,4.92801,-347.417,18.6294,7.03446,23279.7,16640.6,4.84543,6.11061,-0.268129,3.50815,7.1156,1.01258,505.916,43.1298,23767,0.0253024,0.870179,0.00333172,19994.8 
75,1.6,75,18523.8,-0.0190941,38.0496,11.4375,92.5008,-0.0268953,-6.35373,500,4.42759,1.18083,-3.97391,-1.54758,-3.80579,-364.372,242.479,-3.62219,20056.4,14172.5,6.72194,3.47519,0.614802,0.746772,-1.51143,0.938809,753.547,34.2347,20567.5,0.0427693,0.926351,0.00305682,17618.9 
76,2.4,76,12876.6,-0.0443779,33.7696,10.7271,92.7481,0.144311,59.3188,500,7.74719,3.16194,4.83112,4.61934,3.94526,-673.782,3801.79,30.6657,13012.2,12071.1,11.9898,7.40457,13.3164,8.86197,8.18789,0.732391,4746.83,100.669,13957.2,0.293164,0.964215,0.0131123,16191.7 
77,6,77,9502.5,-1.58569,39.7014,11.7952,93.6348,1.50575,1377.93,2.0549e-05,9.09843,12.5907,18.7245,7.7584,2.11036,-1632.78,18381.6,-5.13577,1223.47,82786.2,19.3796,22.8719,39.2869,18.0396,12.3915,0.649129,20671.8,164.504,3513.6,0.877673,0.986265,0.079398,23552.9 
78,8,78,15581,-0.13217,40.5246,11.2845,93.0062,0.197599,206.338,3.24836e-05,8.57058,9.60776,14.5698,4.46939,4.28402,-1009.51,6967.34,27.5309,13934.1,16213.9,14.9272,15.9643,27.283,10.826,10.6406,0.657426,8383.27,132.415,15350,0.399769,0.973102,0.0156421,20970.3 
79,2.8,79,12592,-0.864336,38.9685,11.3133,93.1792,-0.0752517,249.93,1.48282e-05,8.11752,6.73869,10.119,3.96265,2.33869,-1124.34,8739.35,-28.6371,10672.6,14963.8,15.1972,13.8184,24.2784,11.0424,9.41839,0.670823,10316.4,88.178,12249.6,0.506672,0.985262,0.0130868,20361 
80,7,80,11134.5,-0.206995,39.3842,10.9867,93.1603,1.05938,-258.998,9.70937e-05,4.64646,6.01532,15.5488,8.21514,4.37273,-1471.26,13047.5,-16.0347,6581.46,23017.7,13.9106,15.2794,34.077,17.4793,13.6368,0.63895,15111.1,136.823,8645.04,0.680679,0.984402,0.0283287,22200 
81,3.5,81,8360.88,-1.68427,34.641,11.3178,93.3669,9.0094,-10912.7,1.8417e-10,4.99158,9.40638,16.2121,9.77319,5.8587,-1329.42,12560.8,-20.7303,3667.35,3.21329e+06,13.3626,17.7774,32.9541,18.1442,14.2297,0.658393,14425.4,117.392,5532,0.760768,0.985959,0.0376198,18961.7 
