cyc,pulse time (ms),wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
76,0.08,0.73,76,16620.8,-0.212368,40.9087,11.7589,93.9986,0.0365555,171.656,0.0476651,-14.5367,-17.6507,-27.3331,-10.696,-16.0089,-480.59,-55.0476,-11.8141,23146.1,15863.7,-11.5105,-14.6245,-21.2808,-7.66982,-12.9828,0.687362,619.027,38.1174,23820.2,0.0307185,0.902724,0.0029391,20151.6 
77,0.24,0.57,77,15077.4,0.00379868,38.6025,11.1914,94.1764,-0.0281662,-31.6819,0.00500666,-22.2905,-16.291,-10.1931,-17.6846,-13.4975,-468.031,1183.09,10.1823,19929.9,14092.6,-19.3435,-13.3439,-4.29901,-14.7376,-10.5504,0.930967,1839.55,58.8089,20586.4,0.0982643,0.947018,0.00523478,18720.4 
78,0.01,0.8,78,16087.7,-1.07418,40.108,11.7498,94.1809,0.155835,1410.21,183.431,-21.1509,-15.1919,-11.2226,-9.37937,-15.3459,-412.408,2659.23,11.7261,18758.8,22495.1,-18.5541,-12.5951,-6.02901,-6.78255,-12.749,0.893687,3237.67,54.5736,19337.2,0.169563,0.971347,0.00517192,19094.2 
79,0.2,0.61,79,12990,-1.09423,35.7512,11.6624,94.6945,-0.685709,597.121,500,-23.5764,-14.9206,-31.0938,-6.93532,-7.60664,-440.285,18242.1,42.1291,1197.76,26902,-20.8041,-12.1483,-25.5491,-4.16297,-4.83428,0.621487,18859.6,87.8729,1815.3,0.926846,0.991912,0.0818701,20348.2 
80,0.21,0.6,80,15739.4,-0.262253,37.9674,11.7669,94.8678,-0.0388411,46.1564,1.73748e-05,-11.3888,-23.0361,-39.8354,-8.45761,-11.2662,-454.89,20094.9,66.1637,1225.89,14601.8,-8.52444,-20.1718,-34.1068,-5.59329,-8.40187,0.555891,20733,113.425,1863.92,0.931342,0.990517,0.100798,22261.4 
81,0.11,0.7,81,12310.3,-1.10949,34.8867,11.3717,94.5752,0.729066,-1352.3,402.771,-21.3307,-14.1467,-40.4131,-17.8822,-17.1561,-403.453,13185.5,53.3456,5156.24,45009.5,-18.7902,-11.6063,-35.3322,-15.3418,-14.6156,0.630749,13751.4,95.2629,5722.12,0.745594,0.988022,0.0297552,18443.5 
82,0.07,0.74,82,13497.6,-0.127425,36.5714,10.9362,94.0008,-0.159815,431.903,500,-24.6569,-9.34686,-15.1779,-12.0534,-12.2895,-402.56,3699.38,23.9143,15863.1,15266.8,-22.1221,-6.81205,-10.1083,-9.5186,-9.75465,0.826662,4264.01,65.7387,16427.8,0.240432,0.973729,0.00731757,17734.8 
83,0.09,0.72,83,15102.3,-1.22007,39.1335,11.9182,94.0416,-0.700888,798.749,441.932,-14.3538,-14.3048,-30.9084,-12.0886,-13.9792,-450.361,1460.51,14.0347,19839.4,33407.4,-11.518,-11.469,-25.2368,-9.25276,-11.1434,0.632224,2092.18,60.8254,20471.1,0.110824,0.951586,0.00544363,18878.4 
84,0.06,0.75,84,13232.5,-0.999334,35.8038,11.1931,94.4369,-0.0829609,520.951,111.215,-19.3212,-22.2924,-6.42149,-14.767,-4.44567,-381.473,10299.6,53.5368,8322.62,14452.9,-16.9192,-19.8903,-1.61742,-12.3649,-2.04364,0.969388,10834.6,93.1703,8857.67,0.598667,0.985174,0.0190081,18097.9 
85,0.14,0.67,85,14233.1,-1.18257,38.4187,11.5379,94.5084,3.63662,1749.26,389.464,-26.4925,-25.672,-40.354,-20.7046,-14.464,-530.103,14611.7,65.0396,5853.52,221514,-23.1546,-22.3341,-33.6782,-17.3667,-11.1261,0.687179,15355.3,120.115,6597.04,0.739484,0.986496,0.0324516,20764.8 
86,0.27,0.54,86,15211,-0.135988,39.3208,11.1685,94.2023,0.230926,25.4993,0.507073,-22.9769,-18.2835,-33.0139,-22.3456,-18.16,-498.971,12756.3,51.5736,8716.36,14487.7,-19.835,-15.1416,-26.7301,-19.2037,-15.0181,0.721354,13456.2,103.415,9416.22,0.635401,0.986729,0.01983,21177.5 
87,0.18,0.63,87,11595.4,-0.0715119,32.9633,10.7255,94.1682,-0.0696208,43.1878,0.194759,-22.2957,-22.9566,-27.2043,-16.5606,-15.3051,-466.869,6639.69,45.1816,10764.2,11607,-19.356,-20.0168,-21.3248,-13.6209,-12.3653,0.753993,7294.52,93.6875,11419,0.437896,0.978018,0.0148885,16658.1 
88,0.22,0.59,88,13446,-0.166066,36.0177,10.9428,94.2722,-0.146369,344.945,93.8739,-25.0602,-21.9519,-37.6355,-14.3978,-12.2653,-449.42,14800,65.3541,4506.17,14474,-22.2303,-19.122,-31.9758,-11.5679,-9.43542,0.661028,15430.3,112.047,5136.53,0.785567,0.987452,0.0386309,19642.3 
89,0.23,0.58,89,13568,-1.0098,37.1699,11.1136,94.2235,0.628712,-643.13,0.00361636,-24.9262,-31.9965,-33.2433,-17.7995,-5.82963,-494.933,8380.93,39.2971,10715.4,26610.2,-21.8097,-28.88,-27.0104,-14.683,-2.71317,0.715968,9075.12,90.7187,11409.6,0.492383,0.982807,0.0144353,18431 
90,0.29,0.52,90,15046.8,-0.144112,37.3819,11.3907,94.4915,0.101199,-72.4788,1.15276e-07,-20.6985,-23.9155,-27.0039,-14.0602,-10.2974,-489.695,17939,86.2869,2726.74,14100.2,-17.615,-20.832,-20.837,-10.9768,-7.21389,0.731048,18625.9,137.164,3413.59,0.869352,0.987277,0.068918,21425 
91,0.26,0.55,91,12788.2,-0.305514,35.3073,11.0615,94.1851,2.10486,-1143.78,12.927,-15.0632,-17.7641,-35.8295,-9.14539,-15.3085,-435.248,3064.9,31.6733,15623.9,91085.5,-12.3225,-15.0235,-30.3483,-6.40475,-12.5678,0.604154,3675.38,76.8938,16234.4,0.216357,0.964681,0.00864963,16987.6 
92,0.02,0.79,92,13378,-1.04791,36.2293,11.3009,94.3116,-3.84762,7801.08,4.60519,-17.2524,-21.0548,-39.1178,-15.8442,-7.68966,-396.189,8302.41,63.0509,10765.3,990435,-14.7577,-18.5602,-34.1284,-13.3495,-5.19496,0.603115,8858.1,104.213,11321,0.488284,0.979827,0.0166745,18141.3 
93,0.28,0.53,93,15172.7,-0.185706,38.1749,11.3224,94.6151,-0.265606,358.128,500,-23.6234,-27.4659,-29.0678,-22.1623,-18.2482,-473.053,17895.2,87.8942,3069.73,17167.1,-20.6447,-24.4872,-23.1105,-19.1836,-15.2695,0.774961,18558.7,137.043,3733.23,0.858406,0.987242,0.0633385,21620 
94,0.13,0.68,94,14575.3,-0.113687,36.2538,11.5993,94.6973,0.374238,-776.327,0.00108389,-25.1801,-20.9336,-34.2798,-16.0842,-8.32383,-464.008,18459.2,90.602,1788.92,23147,-22.2583,-18.0118,-28.4363,-13.1624,-5.4021,0.674161,19110,138.811,2439.73,0.905233,0.987448,0.0948654,21110.6 
95,0.17,0.64,95,13915,0.0141266,35.5916,11.2695,93.7284,0.0202233,-45.1634,1.03962e-11,-21.9116,-18.3919,-29.5366,-18.0997,-3.68328,-431.015,406.945,11.4277,19112.5,13086.9,-19.1976,-15.678,-24.1086,-15.3857,-0.969295,0.679999,1011.49,56.2085,19717,0.0588778,0.911371,0.00522397,17179.4 
96,0.19,0.62,96,14691.8,-0.100437,37.9123,11.1807,94.4877,-0.427294,297.45,0.0294564,-24.3121,-12.6518,-38.737,-22.2223,-12.3171,-439.337,13570.4,100.501,7044.21,17936.4,-21.5457,-9.88545,-33.2042,-19.4559,-9.55073,0.645414,14186.6,146.147,7660.43,0.693106,0.982291,0.0339508,20468.2 
97,0.3,0.51,97,13038.8,-1.15597,36.0278,11.4998,94.5832,0.278853,-107.164,452.924,-23.8214,-22.2208,-30.3416,-23.2101,-15.4231,-469.887,15595.2,76.8204,3521.53,14460,-20.8627,-19.2621,-24.4241,-20.2513,-12.4644,0.74889,16254.3,125.64,4180.6,0.825829,0.986654,0.0524569,19682.3 
98,0.16,0.65,98,14220.4,-0.779958,37.9182,11.5567,93.792,-0.873063,1446.06,4.99402e-08,-24.3591,-13.3933,-21.0292,-15.9589,-12.807,-362.558,901.33,1.04885,19292,55363.7,-22.0761,-11.1104,-16.4633,-13.676,-10.524,0.77707,1409.85,38.7172,19800.6,0.0798951,0.954145,0.00358905,17646.3 
99,0.1,0.71,99,15020.4,-0.0734003,38.8143,11.1214,94.0752,0.0154072,-97.53,500,-30.6185,-13.2775,-50.2438,-13.7672,-14.0623,-479.14,8574.4,45.3929,12423.3,14101.2,-27.6015,-10.2605,-44.2098,-10.7502,-11.0452,0.574363,9246.44,95.1736,13095.3,0.462678,0.982306,0.0132111,19984.6 
100,0.05,0.76,100,14199.1,-1.18063,37.717,11.7271,94.4279,2.73961,-1094.41,461.688,-21.4131,-27.8375,-25.4663,-18.1561,-21.0136,-479.518,18061.9,118.638,2223.78,112002,-18.3937,-24.8181,-19.4275,-15.1367,-17.9942,0.797144,18734.4,168.458,2896.35,0.887491,0.984508,0.0967728,21109.4 
101,0.04,0.77,101,13556.6,-0.0185072,34.161,11.4158,94.6227,-0.0467876,37.1068,500,-25.292,-20.3186,-26.4239,-8.55328,-18.4503,-475.152,18576.8,62.2114,498.467,12751.4,-22.3001,-17.3267,-20.4401,-5.56138,-15.4584,0.747923,19243.3,111.578,1164.91,0.952708,0.989955,0.149978,20198.5 
102,0.12,0.69,102,13730,-1.16602,36.6134,11.7571,94.4476,0.00991892,-182.896,499.861,-19.2597,-15.4903,-33.1632,-8.48757,-16.5381,-497.606,19022.1,75.6508,935.107,14072.2,-16.1264,-12.357,-26.8966,-5.35427,-13.4048,0.637215,19720,127.35,1633.05,0.936412,0.988825,0.125609,21059.1 
103,0.03,0.78,103,14789,-1.03751,38.1237,11.5124,94.4112,5.08331,-9894.76,376.095,-21.4672,-20.4687,-38.2105,-14.3516,-11.1642,-357.665,16146.5,97.7839,4167.63,1.65166e+06,-19.2151,-18.2166,-33.7063,-12.0994,-8.91212,0.634222,16648.1,134.944,4669.29,0.813018,0.986014,0.0505465,20476.9 
104,0.25,0.56,104,15103.5,-0.307809,37.9263,11.6059,93.5594,2.20617,-831.651,0.00587999,-10.8594,-14.3121,-19.2908,-18.6889,-17.7573,-440.019,365.184,22.2607,20688.5,74056.7,-8.08875,-11.5414,-13.7494,-15.9182,-14.9866,0.786116,982.353,67.977,21305.7,0.0532354,0.891984,0.00584301,18453 
105,0.15,0.66,105,13118.7,-1.16906,36.751,11.3611,93.996,-0.322043,2393.88,466.42,-23.5945,-23.0892,-28.7112,-15.6616,-21.5861,-483.276,5610.9,45.0926,13711.6,38688.4,-20.5514,-20.0461,-22.6251,-12.6185,-18.5431,0.760288,6288.74,95.3031,14389.5,0.347672,0.974165,0.0120534,18088.1 
106,0.08,0.73,106,16604.1,-1.1798,40.6383,12.1673,93.6361,-0.125983,-2619.44,499.331,-20.3818,-12.5475,-43.5854,-9.39966,-13.0139,-523.687,55.1891,8.96079,22444.1,26838.9,-17.0843,-9.25001,-36.9904,-6.10214,-9.71642,0.532615,789.712,63.3699,23178.6,0.0398921,0.876864,0.00501104,19796.2 
107,0.24,0.57,107,13785,-0.0713617,36.1355,11.1062,93.8505,-0.0856079,101.535,6.82134e-08,-7.48106,-18.2224,-36.2447,-20.4908,-18.5204,-393.061,1090.91,31.6923,18519.5,13347.5,-5.00606,-15.7474,-31.2947,-18.0158,-16.0454,0.63657,1642.21,72.5298,19070.8,0.0950341,0.928255,0.00695713,17280.3 
108,0.01,0.8,108,14800.3,-1.11535,38.7315,11.5474,93.7055,-0.329755,1189.84,441.144,-13.7575,-23.9966,-29.4577,-17.5537,-9.26871,-491.967,2275.07,36.2335,18520.6,27331.9,-10.6597,-20.8988,-23.2622,-14.4559,-6.17092,0.691677,2965.1,87.347,19210.7,0.15841,0.950975,0.00830611,18717.8 
109,0.2,0.61,109,15775,0.0418244,38.1127,11.6029,94.6457,0.0275086,48.5111,499.944,-18.0232,-18.635,-18.4622,-14.6737,-15.1039,-446.961,20064.7,100.414,1582.76,14439.1,-15.2088,-15.8206,-12.8334,-11.8593,-12.2895,0.811306,20691.6,146.852,2209.67,0.919482,0.987732,0.109071,22503.5 
110,0.21,0.6,110,13590.9,-1.16186,36.8884,11.5747,94.3677,-2.26467,1378.48,123.012,-21.5603,-26.2254,-35.8625,-21.8715,-17.3001,-502.058,18905.8,91.8603,808.621,115525,-18.399,-23.064,-29.5398,-18.7102,-14.1387,0.715558,19610,144.022,1512.81,0.940505,0.987311,0.149206,20850.5 
111,0.11,0.7,111,13801.5,-0.121391,35.7168,11.1659,94.2814,0.0745854,-70.6681,500,-19.829,-8.95512,-27.5342,-9.27844,-10.393,-413.239,14627.3,101.085,4914.08,13154.2,-17.2269,-6.35306,-22.3301,-6.67639,-7.79092,0.630158,15206.9,144.019,5493.69,0.771465,0.983697,0.0460667,19711.7 
112,0.07,0.74,112,16350.7,-0.0155591,40.7812,11.2693,93.8407,-0.0184901,-14.0461,500,-29.1363,-19.5843,-33.985,-22.4564,-8.49791,-355.369,4341.31,50.4652,18071.3,14969.1,-26.8987,-17.3466,-29.5097,-20.2187,-6.26025,0.705592,4839.75,87.3867,18569.7,0.241181,0.96937,0.0085942,20066.9 
113,0.09,0.72,113,15462.3,-0.179617,38.3286,11.352,93.622,0.0618221,-9.53508,500,-21.2573,-17.4449,-13.338,-7.44574,-20.989,-518.009,1455.85,4.30081,19513,14183.3,-17.9955,-14.1831,-6.81448,-4.18397,-17.7272,0.888112,2182.41,58.1199,20239.5,0.116217,0.955471,0.00526196,18778.8 
114,0.06,0.75,114,13014,-0.123278,34.9953,10.917,94.407,-0.106418,81.508,500,-10.626,-23.6116,-15.8742,-16.2211,-15.3732,-376.478,9924.65,61.6637,8716.55,12719.2,-8.2554,-21.2411,-11.133,-13.8506,-13.0026,0.835024,10452.7,100.778,9244.6,0.579634,0.983408,0.0196861,18033.3 
115,0.14,0.67,115,15176.1,0.067463,38.0158,11.1326,93.9435,-0.0975411,65.0315,1.43131e-12,-19.9622,-22.9072,-21.4022,-11.6221,-9.05686,-568.73,10809,75.4634,9685.53,13983.5,-16.381,-19.326,-14.2399,-8.04095,-5.47572,0.775621,11606.7,134.552,10483.2,0.574506,0.980116,0.0230973,20203 
116,0.27,0.54,116,14816.3,-1.00508,38.1987,11.4086,93.9304,9.43851,-4282.57,331.454,-29.68,-18.5817,-18.8006,-8.76572,-8.52755,-448.533,11409.5,71.0779,8869.7,1.33003e+06,-26.8557,-15.7574,-13.152,-5.94142,-5.70325,0.804895,12038.6,117.679,9498.81,0.607164,0.983181,0.0223123,19827.7 
117,0.18,0.63,117,14425.7,-0.154336,36.7639,11.0732,93.7692,0.0850766,-74.4532,499.993,-22.9039,-12.3969,-28.315,-9.02267,-5.45506,-438.199,4429.19,28.7589,15070.5,13458.4,-20.1447,-9.63769,-22.7966,-6.26345,-2.69584,0.629555,5043.81,74.2861,15685.1,0.281689,0.974873,0.00864892,17905.6 
118,0.22,0.59,118,15317.1,-0.124815,38.2601,11.4782,94.2789,0.751934,-119.074,500,-21.8232,-13.8056,-31.9197,-18.4015,-18.7746,-489.279,16779.8,122.785,4339.2,17210.7,-18.7423,-10.7247,-25.7579,-15.3207,-15.6937,0.70132,17466.1,173.619,5025.46,0.809103,0.982902,0.0598332,21587 
119,0.23,0.58,119,13579.3,-0.00146291,36.4822,10.8746,93.7277,0.0105076,-14.7379,3.03076e-11,-9.5933,-13.1862,-38.0045,-22.7862,-1.67059,-380.111,5812.54,55.2525,13659.8,12919.9,-7.19984,-10.7927,-33.2176,-20.3927,0.722861,0.531355,6345.68,94.7445,14193,0.352853,0.974537,0.0121475,17983.9 
120,0.23,0.58,120,12968,-0.816383,35.6657,11.4824,93.7147,0.651665,155.55,500,-25.8429,-16.563,-35.123,-18.2168,-7.75579,-414.66,6215.68,62.7457,13057.8,16631.3,-23.2319,-13.952,-29.901,-15.6058,-5.14479,0.659579,6797.28,105.827,13639.4,0.378014,0.973477,0.0140914,17981.6 
121,0.23,0.58,121,13566.9,-1.17369,37.1982,11.5001,93.7325,-1.32939,1793.74,398.981,-16.9648,-22.8089,-31.9166,-21.944,-21.275,-393.434,6726.18,50.6142,12968.6,91551.5,-14.4875,-20.3315,-26.9619,-19.4667,-18.7977,0.730503,7278.01,91.4904,13520.4,0.396303,0.978475,0.0123118,18364.7 
122,0.23,0.58,122,13725.9,-1.16603,37.4542,11.4908,93.8871,-0.794518,664.14,89.6653,-20.2837,-21.673,-21.2089,-19.8917,-11.7385,-395.787,6191.07,80.1008,13663.1,31187.7,-17.7915,-19.1808,-16.2246,-17.3996,-9.24636,0.796793,6746.2,121.222,14218.3,0.366538,0.969513,0.0154625,18405.2 
123,0.23,0.58,123,15923.7,-1.08382,40.4634,11.5857,93.8358,-0.0275847,-80.7399,419.458,-15.9542,-23.73,-35.162,-15.2751,-8.9047,-451.485,7493.31,93.3069,14129.7,15333.3,-13.1113,-20.8871,-29.4762,-12.4322,-6.06182,0.640397,8126.57,140.214,14763,0.401665,0.970691,0.0171949,20232.2 
124,0.23,0.58,124,15007.2,-1.21885,39.9518,11.619,93.5654,-0.469306,-882.728,105.735,-13.6892,-12.7785,-44.6996,-15.2239,-11.5326,-473.364,4324.88,31.765,16950.9,28597.1,-10.7085,-9.79788,-38.7383,-12.2432,-8.552,0.516013,4988.82,80.9457,17614.9,0.256718,0.972389,0.00839397,19433 
125,0.23,0.58,125,15168.7,-0.11037,39.4582,11.1221,93.5811,-0.0703595,6.16458,0.0303458,-26.4793,-13.5842,-29.5466,-16.4395,-17.0221,-420.321,5729.36,41.5009,15528,14300.4,-23.8327,-10.9376,-24.2533,-13.7928,-14.3755,0.72184,6318.9,85.1706,16117.6,0.323461,0.976956,0.00964046,19535.3 
126,0.23,0.58,126,14902.5,-0.507157,39.1182,11.1868,93.7685,-0.57082,501.764,2.94031e-07,-12.1627,-18.9056,-31.2431,-17.8179,-18.3094,-470.699,7117.65,67.3993,13835.3,23569.3,-9.19883,-15.9417,-25.3154,-14.8541,-15.3455,0.686129,7777.86,116.303,14495.5,0.395534,0.974499,0.0145647,19664.2 
127,0.23,0.58,127,14967.1,-1.14676,39.8012,11.4356,93.5988,-0.112262,1197.12,496.765,-18.4925,-15.6659,-17.8992,-8.33797,-28.5732,-469.436,6482.25,42.107,14500.6,19191.6,-15.5366,-12.71,-11.9873,-5.38205,-25.6172,0.831717,7140.68,90.8796,15159,0.364858,0.978213,0.0109229,19571.1 
128,0.23,0.58,128,13110,-0.177883,35.5333,10.8907,93.4634,0.0869713,83.5171,4.38487e-11,-15.3512,-25.1225,-26.6996,-14.8032,-16.665,-463.076,6080.98,53.9429,12816.8,12834.1,-12.4353,-22.2066,-20.8678,-11.8873,-13.7492,0.742837,6730.48,102.055,13466.3,0.378695,0.974151,0.0137683,17772.8 
129,0.23,0.58,129,15363.6,-1.14267,40.13,11.545,93.6224,0.272143,-372.588,235.399,-14.8235,-16.7336,-23.4171,-9.99771,-19.798,-426.506,7265.66,61.3285,14185.4,18382.8,-12.1379,-14.048,-18.046,-7.31212,-17.1124,0.737155,7863.88,105.641,14783.7,0.39346,0.977031,0.0129923,19986.5 
130,0.23,0.58,130,13857,-0.179574,37.2294,10.9317,93.6879,-0.209458,178.462,500,-24.9617,-24.2103,-36.887,-19.698,-10.0958,-433.804,6316.26,64.6136,13647.3,14465.4,-22.2302,-21.4787,-31.4239,-16.9664,-7.36424,0.684066,6924.71,109.684,14255.7,0.372009,0.973028,0.0139752,18614.4 
131,0.23,0.58,131,15423.6,-0.0874458,39.6794,11.1544,93.7912,0.013258,-54.1734,500,-20.0236,-18.681,-40.8467,-9.99579,-27.5299,-374.091,7827.55,82.326,13749.3,14431.5,-17.6681,-16.3255,-36.1356,-7.64024,-25.1743,0.648977,8352.25,121.193,14274,0.416428,0.975236,0.0153995,20056.9 
132,0.23,0.58,132,15735.7,-1.06372,39.8213,11.6127,93.5769,-1.4003,-201.926,495.817,-20.4346,-12.2974,-26.9941,-13.847,-6.37186,-489.671,4241.09,24.733,16973.4,24258.3,-17.3512,-9.21406,-20.8274,-10.7636,-3.28853,0.661039,4927.91,75.6079,17660.2,0.253894,0.973852,0.00782482,19409.3 
133,0.23,0.58,133,13378.8,-0.0145399,35.7264,10.9255,93.8283,-0.000894079,9.88527,1.20009e-12,-17.4825,-16.525,-35.6173,-15.9995,-10.9115,-457.731,6409.01,87.1183,12856.6,12706.7,-14.6003,-13.6428,-29.8529,-13.1173,-8.02934,0.623273,7051.03,134.675,13498.7,0.389131,0.967656,0.0180468,18119.9 
134,0.23,0.58,134,16273.5,-0.388753,40.5741,11.5103,93.7345,2.19629,-667.287,0.00223743,-8.71775,-14.0217,-12.3409,-18.851,-15.5947,-462.135,4395.42,49.8784,17755.9,62911.7,-5.80781,-11.1118,-6.52102,-15.9411,-12.6848,0.874756,5043.61,97.8923,18404.1,0.25049,0.96715,0.0097032,20134.9 
135,0.23,0.58,135,14483.8,-1.13826,38.6276,11.4864,93.7773,-0.509056,898.789,306.423,-9.84865,-15.3191,-20.2377,-23.3231,-15.3456,-416.651,6734.09,83.4067,13749.3,29337.9,-7.22511,-12.6955,-14.9906,-20.6996,-12.722,0.780624,7318.48,126.695,14333.7,0.383727,0.970595,0.0160215,19072.1 
136,0.23,0.58,136,13453.1,-0.0787351,36.0156,10.9486,93.8421,-1.22003,1435.38,500,-15.2497,-24.0494,-26.4008,-6.69981,-10.5696,-376.659,6300.94,87.166,12990.5,69844,-12.878,-21.6776,-21.6574,-4.32809,-8.19792,0.684933,6829.24,126.299,13518.8,0.38121,0.96865,0.0169187,17914.6 
137,0.23,0.58,137,14635.1,-0.360805,38.8302,11.1524,93.7284,-0.0260167,-54.3858,3.69345,-15.8781,-10.3685,-40.6149,-24.1802,-8.48881,-459.228,7371.59,84.3926,13358,14143.3,-12.9864,-7.4769,-34.8316,-21.2886,-5.59717,0.576158,8015.7,132.105,14002.1,0.411116,0.971967,0.0170827,19497.4 
138,0.23,0.58,138,13775.2,-0.0703027,36.9219,10.9808,93.8137,-0.107228,24.3531,5.56154e-06,-16.8801,-21.0243,-36.0835,-15.0966,-17.2977,-547.803,8023.5,82.9459,11981.2,13283.1,-13.4308,-17.5749,-29.1847,-11.6472,-13.8483,0.659399,8791.85,139.86,12749.5,0.456803,0.972915,0.0198073,19246.5 
139,0.23,0.58,139,16159,-0.0656052,40.8746,11.2356,93.6665,-0.00113864,-115.306,500,-16.427,-22.3621,-40.9156,-11.9894,-13.6895,-470.493,6159.09,57.0801,16191.8,14954.4,-13.4645,-19.3995,-34.9904,-9.02685,-10.7269,0.600603,6819,105.962,16851.8,0.330419,0.973526,0.0114504,20637.4 
140,0.23,0.58,140,13842.4,-0.282142,37.5812,10.9336,93.634,-0.269753,112.088,500,-23.5539,-27.2111,-49.1732,-20.4606,-23.4735,-401.741,5371.01,62.3074,14546,14360.4,-21.0242,-24.6814,-44.1139,-17.9309,-20.9439,0.65722,5934.49,104.047,15109.4,0.32386,0.970231,0.0125262,18324.2 
141,0.23,0.58,141,14662,-1.14328,39.1172,11.4561,93.7376,-1.67878,1436.67,33.9322,-20.7584,-19.5669,-41.3155,-24.6006,-21.1555,-420.173,6592.31,65.2381,14031.8,93102.1,-18.1127,-16.9212,-36.0241,-21.9548,-18.5098,0.67698,7181.65,108.892,14621.1,0.374611,0.974151,0.0135336,19171 
142,0.23,0.58,142,14341,-0.613049,38.3575,11.1451,93.8075,0.377762,186.635,500,-13.8451,-22.7785,-30.803,-25.5484,-8.03253,-396.075,5758.32,86.4812,14584.1,16211.6,-11.3512,-20.2846,-25.8151,-23.0544,-5.53856,0.699977,6313.85,127.632,15139.6,0.337128,0.965833,0.015292,18728.4 
143,0.23,0.58,143,16201.8,-0.307386,40.3446,11.3047,93.732,0.636037,3989.45,1.03028e-08,-19.0566,-14.3288,-34.5834,-11.7984,-5.75896,-487.168,8995.71,64.3622,12825.1,97449,-15.989,-11.2612,-28.4483,-8.73079,-2.6914,0.576162,9679.01,114.977,13508.4,0.466325,0.979635,0.015437,20755.9 
144,0.23,0.58,144,13429.3,-1.11414,37.0096,11.2957,93.7134,2.34807,-2599.02,225.275,-23.6736,-26.651,-35.6459,-19.5499,-12.4042,-387.028,7126.53,56.4643,12188.3,212271,-21.2366,-24.214,-30.7719,-17.1129,-9.96716,0.702119,7669.37,96.675,12731.1,0.423514,0.978417,0.0137952,18108.9 
145,0.23,0.58,145,16322.6,-0.00162554,40.4993,11.3099,93.7574,0.0061206,26.4769,500,-19.0252,-19.5748,-37.9526,-12.1957,-20.5386,-499.387,7781.66,79.6563,14433.2,14916.1,-15.8807,-16.4303,-31.6636,-9.05121,-17.3941,0.649816,8482.1,131.541,15133.7,0.406003,0.973578,0.0157591,20891.7 
146,0.23,0.58,146,16712.4,-1.05167,41.2714,11.7421,93.8131,-51.1496,97013.5,0.00325209,-11.337,-21.0633,-43.5924,-15.3938,-17.8369,-434.772,9122.79,93.5451,13224.3,1.61552e+08,-8.59932,-18.3257,-38.1171,-12.6562,-15.0993,0.589244,9732.6,138.716,13834.1,0.461773,0.975665,0.018136,21076.6 
