cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
34,16.63,16,44.643,34,28847.5,-0.266614,58.0812,11.3166,115.278,-0.060749,265.67,500,1.94551,-2.19889,-0.789301,-1.35322,-0.443614,84.3516,1205.53,40.6583,28660.5,21922.1,1.41437,-2.73003,-1.85158,-1.88436,-0.974753,0.692753,1087.21,36.2764,28542.2,0.0366938,0.94483,0.0023358,29629.4 
35,16.63,16,44.813,35,30316.5,-0.264991,61.017,11.2849,115.805,-0.50842,1119.96,167.626,0.074441,-0.861185,-1.63934,-0.617583,-5.16314,71.2577,2773.83,37.3807,28460.1,40951.4,-0.374249,-1.30988,-2.53672,-1.06627,-5.61183,0.767251,2673.89,33.679,28360.2,0.0861597,0.978433,0.00218281,31034.1 
36,16.63,16,45.003,36,30952.3,-0.0713119,60.8377,11.4463,115.506,-0.0744855,45.4616,7.61124e-12,0.178884,1.47313,-0.263702,-1.90832,-3.46737,121.98,1379.25,47.2423,30452.2,22779.2,-0.58919,0.70506,-1.79985,-2.67639,-4.23544,0.790613,1208.16,40.9057,30281.1,0.0383673,0.944063,0.00248225,31489.3 
37,16.63,16,44.853,37,28795.9,-0.288466,59.3226,11.0953,115.32,0.00991443,158.488,393.365,-0.776529,-0.00846244,-4.62475,-0.829961,-1.74004,81.2099,2572.04,30.8123,27305.2,21477.8,-1.28789,-0.51982,-5.64746,-1.34132,-2.2514,0.488819,2458.14,26.5936,27191.3,0.0829067,0.981419,0.00179837,29649.5 
38,16.63,16,44.883,38,30872.5,-0.0840809,61.9763,11.2781,115.706,-0.145634,191.431,1.26187e-11,0.178122,0.771868,-3.48172,1.39469,-3.35784,97.4686,2673.81,46.0444,29175.9,23661.4,-0.435612,0.158135,-4.70919,0.780958,-3.97157,0.424113,2537.1,40.981,29039.2,0.0803482,0.97251,0.0025929,31576.3 
39,16.63,16,44.763,39,30273.1,0.0788515,61.2233,11.1117,115.578,0.892017,-1541.06,1.89729e-12,1.52625,1.032,0.903651,-0.610027,2.21146,97.1219,2561.61,43.9615,28605.2,66895.4,0.914698,0.420446,-0.31945,-1.22158,1.5999,1.22916,2425.39,38.9162,28469,0.078506,0.972688,0.00251178,30894.4 
40,16.63,16,44.793,40,29693.2,-0.0547034,60.3724,11.1087,115.523,0.0484146,-95.2324,500,0.839215,-0.864984,-2.14027,-0.0392622,0.958059,119.326,2814.11,41.7942,27876.6,21982.2,0.0878526,-1.61635,-3.643,-0.790625,0.206697,0.367032,2646.74,35.5955,27709.2,0.0871902,0.977006,0.0023608,30356 
41,16.63,16,44.973,41,30553.4,-0.0433296,61.1786,11.2982,115.619,-0.0036804,-52.1226,500,2.86249,0.429265,1.99322,1.63339,0.214443,116.864,1549.64,39.9813,29985.4,22507.4,2.12663,-0.306595,0.521501,0.89753,-0.521416,0.808106,1385.73,33.9105,29821.5,0.0444041,0.958934,0.00209031,31207.2 
42,16.63,16,44.823,42,31337.1,-0.269383,62.2668,11.4224,115.479,0.152534,-307.923,0.753983,0.976099,-1.19179,-0.670709,-2.8248,-2.27623,101.214,3113.98,60.7141,29119.5,24682.1,0.338781,-1.82911,-1.94535,-3.46212,-2.91355,0.801725,2972.02,55.4562,28977.5,0.0930222,0.968379,0.00351297,31949.6 
43,16.63,16,44.833,43,31850.9,-0.105085,63.486,11.3339,115.922,-0.0333181,-117.689,500,2.17936,2.78448,2.41748,0.668258,0.39524,72.2526,2895.64,53.9433,29900.4,23551.2,1.72441,2.32952,1.50757,0.213303,-0.0597149,0.736212,2794.3,50.19,29799.1,0.0857321,0.969525,0.00309302,32593.4 
44,16.63,16,44.703,44,31016.2,-0.210569,61.4134,11.359,115.741,0.608146,-2255.02,477.562,0.0923665,-1.83884,0.981767,1.38757,-2.18908,81.4007,1948.01,42.2661,29839.3,67352,-0.420192,-2.3514,-0.04335,0.875007,-2.70164,0.99066,1833.84,38.0375,29725.1,0.0581083,0.964973,0.00235169,31558.9 
45,16.63,16,44.673,45,31308.7,-0.277174,61.9752,11.4796,115.493,0.173991,-367.673,14.6193,1.27872,1.06717,1.13686,-0.310199,-3.95775,75.9145,1589.65,48.4185,30639.8,25242.5,0.80071,0.589161,0.18083,-0.788212,-4.43576,1.0495,1483.18,44.4749,30533.4,0.0463253,0.95014,0.00267603,32016.5 
46,16.63,16,44.913,46,29857.3,-0.238461,60.5123,11.1644,115.68,-0.112646,307.833,447.306,1.60936,2.54023,0.130773,1.82021,-1.43998,68.5557,2166.72,32.6968,28584.7,23121.4,1.17769,2.10855,-0.732582,1.38853,-1.87166,1.35381,2070.57,29.1354,28488.6,0.067756,0.975967,0.00188039,30559.1 
47,16.63,16,44.943,47,30576.2,-0.0661799,61.7193,11.2258,115.509,-0.14176,116.474,500,4.17472,2.51323,-0.398786,0.206414,-1.11887,93.7314,1909.38,48.7016,29681,23091.9,3.58452,1.92302,-1.57919,-0.383787,-1.70907,1.86036,1777.91,43.8324,29549.6,0.0567526,0.95864,0.00272505,31327.5 
