cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,60.63,60,44.643,85,29144.9,-0.269077,58.1193,11.4176,115.418,-0.0684778,414.084,77.833,1.44626,-2.03618,-0.718488,0.766967,0.270322,74.7138,1156.75,48.2276,28978.3,22525,0.975805,-2.50663,-1.65939,0.296514,-0.200131,0.463646,1051.96,44.3464,28873.5,0.0351525,0.931295,0.00282128,29925.5 
86,60.63,60,44.813,86,32148.3,-0.0369175,63.5565,11.437,115.072,-0.0199292,21.8536,500,1.22492,1.61501,-2.10287,-0.971318,-3.93688,91.8891,2956.73,58.3769,30271.4,23677,0.646321,1.03641,-3.26007,-1.54992,-4.51548,0.573442,2827.85,53.6035,30142.5,0.0857694,0.967893,0.00326518,32970.4 
87,60.63,60,45.003,87,28780.8,-0.280178,57.955,11.3352,115.14,0.00138307,232.112,117.331,4.61639,-1.18271,-2.02796,1.51069,-0.371817,61.8532,1256.63,33.4659,28513.3,21395.8,4.22692,-1.57219,-2.8069,1.12121,-0.76129,14.5109,1169.87,30.2528,28426.5,0.0395276,0.956705,0.00195661,29596.4 
88,60.63,60,44.853,88,28270.1,-0.268433,58.1117,11.0909,115.337,-0.110245,88.0548,408.493,-0.660037,1.17586,-2.67607,2.05363,-0.958809,80.4554,2632.05,44.0613,26690.7,21296.9,-1.16664,0.669253,-3.68929,1.54702,-1.46542,0.101286,2519.21,39.8818,26577.9,0.0865794,0.973042,0.00275658,29097.1 
89,60.63,60,44.883,89,30787.7,-0.0395906,61.3064,11.2977,115.489,-0.0427357,57.5504,500,1.72477,-1.67224,-2.34167,0.293718,-3.59674,50.2431,2672.81,46.4137,29015,22627.2,1.4084,-1.9886,-2.97441,-0.0226498,-3.91311,0.602902,2602.34,43.8036,28944.5,0.0824912,0.971386,0.00278003,31546.9 
90,60.63,60,44.763,90,31954.1,0.00467522,62.7895,11.4279,115.49,-0.0310321,10.4326,499.999,1.98968,-1.05332,-2.47613,-0.161768,0.00879695,54.4702,2805.6,55.9688,30067.8,23369.3,1.6467,-1.39631,-3.1621,-0.504753,-0.334187,0.15692,2729.2,53.1392,29991.4,0.0834092,0.967049,0.00325325,32720.6 
91,60.63,60,44.793,91,31734.7,-0.0538883,62.0616,11.4846,115.744,0.201794,-329.39,500,0.958241,-1.18305,-6.2544,0.159411,-1.98672,47.0732,2841.94,67.88,29652.8,25366.3,0.661833,-1.47945,-6.84722,-0.136997,-2.28312,0.321047,2775.92,65.4347,29586.8,0.0857751,0.960383,0.0040575,32362.7 
92,60.63,60,44.973,92,30839,-0.0176598,61.3935,11.346,115.495,-0.029247,162.58,500,2.09488,-1.44126,-1.81078,-0.819603,-3.11967,63.1128,1619.45,38.6125,30290.9,22830.5,1.69747,-1.83866,-2.60559,-1.21701,-3.51708,0.6517,1530.92,35.3339,30202.4,0.0482434,0.961178,0.00215045,31733.3 
93,60.63,60,44.823,93,31367.9,-0.00154031,62.4986,11.3534,115.376,-0.0523782,50.3873,500,1.10373,0.370372,-2.20284,-1.14876,0.980641,70.0428,2777.73,53.5482,29684.4,23184.9,0.662686,-0.0706691,-3.08492,-1.58981,0.5396,0.129318,2679.49,49.9096,29586.2,0.0830446,0.968433,0.00309786,32265.6 
94,60.63,60,44.833,94,28204.6,-0.212016,57.1043,11.2629,115.339,0.0569306,108.382,482.738,2.25062,2.08865,0.478786,-0.357139,-2.65827,74.7289,2716.44,41.5402,26567.1,21137.9,1.78008,1.6181,-0.462311,-0.827688,-3.12881,0.547036,2611.63,37.6582,26462.3,0.0898271,0.975387,0.00261462,29073.9 
95,60.63,60,44.703,95,29576.2,-0.0912585,59.1618,11.2673,115.532,0.0221429,133.145,500,2.03629,-2.59104,1.51921,2.2072,0.948894,60.3115,1898.35,47.0193,28625.2,21795.8,1.65653,-2.97081,0.759676,1.82743,0.569128,0.58757,1813.76,43.8863,28540.6,0.0597528,0.959377,0.00282456,30354.4 
96,60.63,60,44.673,96,30641.3,-0.0510084,61.2939,11.3207,115.635,-0.152993,82.7041,500,3.73835,0.122955,-4.70856,-0.489365,-3.47879,110.951,1352.56,36.0224,30312.4,23000.4,3.03972,-0.575676,-6.10582,-1.188,-4.17742,0.322117,1196.94,30.2587,30156.7,0.0381756,0.957634,0.00184492,31353.7 
97,60.63,60,44.913,97,28663.5,-0.25711,57.9037,11.2564,115.686,-0.110111,297.537,162.754,-0.838912,3.22472,0.0702805,-1.13973,0.490364,43.7438,2151.39,38.3431,27537.2,22284.4,-1.11435,2.94927,-0.480606,-1.41517,0.214921,4.11951,2090.03,36.0706,27475.8,0.0706907,0.970683,0.00241251,29565.9 
98,60.63,60,44.943,98,28440.3,-0.00774823,57.5616,11.1631,115.196,0.0042173,58.7966,500,0.695894,-0.860146,3.71528,0.154259,-0.157334,60.7531,2013.47,37.2177,27437.7,20925.7,0.313348,-1.24269,2.95019,-0.228287,-0.53988,-1.35511,1928.26,34.0617,27352.4,0.0658542,0.970014,0.0022887,29280.7 
99,60.63,60,44.843,99,29576.4,-0.292841,60.303,11.2043,115.71,0.131554,182.527,194.863,3.66573,1.80441,-1.02384,-0.723364,-2.87073,68.8669,2718.83,48.5771,27943.1,22776.4,3.23209,1.37077,-1.89111,-1.157,-3.30436,-0.0808739,2622.24,44.9996,27846.5,0.0860632,0.970844,0.00296799,30468.7 
100,60.63,60,44.803,100,30842.6,-0.0141711,61.6906,11.2931,115.705,-0.0945069,182.414,500,4.54687,1.35388,-0.140623,-1.58807,0.54314,48.7566,2737.03,46.8103,29141.2,23240.4,4.23986,1.04687,-0.754638,-1.89508,0.236133,1.26265,2668.64,44.2775,29072.8,0.0840743,0.971784,0.00279765,31741.4 
101,60.63,60,44.733,101,31873.4,0.00847915,62.7717,11.4491,115.515,-0.126832,152.341,500,0.381608,-0.0490331,-3.11413,1.38268,-1.15115,40.722,2282.29,44.5262,30617.3,24024.4,0.125192,-0.305449,-3.62696,1.12626,-1.40756,0.112891,2225.17,42.4108,30560.2,0.067871,0.967722,0.00254992,32785.3 
