cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,4.63,4,44.643,0,29405.4,-0.295449,59.3246,11.3314,115.473,0.284834,165.955,496.309,2.48301,2.19468,0.888035,1.16682,-1.28593,124.85,1305.57,25.0637,29157.7,23422.2,1.69686,1.40853,-0.684265,0.380672,-2.07208,1.93772,1130.45,18.578,28982.5,0.0375404,0.972044,0.00117941,30113 
1,4.63,4,44.813,1,30867.3,-0.264695,61.4603,11.3974,115.555,0.0462332,2413.45,474.174,1.17569,1.43494,-0.405803,1.00886,0.135463,139.193,2946.21,53.0433,28836.2,26435.5,0.29923,0.558483,-2.15872,0.132402,-0.740996,-0.130456,2750.98,45.8125,28641,0.0876333,0.971682,0.00293787,31392 
2,4.63,4,45.003,2,31138.2,-0.189076,61.7937,11.4921,115.632,-0.347582,2110.75,0.000106642,1.80936,1.58347,4.06413,0.910597,2.61821,57.9069,1142.07,33.5139,31040,47000.5,1.44474,1.21885,3.33488,0.545973,2.25358,0.620951,1060.85,30.5057,30958.7,0.0331314,0.952088,0.00181186,32019.6 
3,4.63,4,44.853,3,29056.6,-0.268964,59.3407,11.1501,115.623,-0.069269,222.485,492.542,1.42749,-0.110986,-3.40484,-4.12688,-3.42615,77.5827,2686.23,46.4569,27350.1,22040.7,0.938975,-0.599503,-4.38187,-4.61539,-3.91467,0.651471,2577.41,42.4266,27241.3,0.0864361,0.972,0.00286076,29818.7 
4,4.63,4,44.883,4,31534.5,-0.0263648,62.1043,11.3885,115.474,-0.000731667,-26.0841,500,2.33311,-0.853884,-4.04255,-1.90649,0.00968398,81.4641,2645.18,56.8208,29761.6,23024.7,1.82016,-1.36684,-5.06846,-2.41945,-0.503274,0.3276,2530.92,52.5889,29647.3,0.0786532,0.964913,0.00325692,32178.2 
5,4.63,4,44.763,5,31589.8,-0.0217682,61.8636,11.4523,115.258,-0.0128997,3.33376,500,0.629237,-1.47667,-2.31005,-2.3942,0.507297,96.1619,3039.24,53.0335,29424.1,23064.8,0.0237311,-2.08217,-3.52106,-2.9997,-0.0982081,0.594227,2904.37,48.038,29289.2,0.0902156,0.971869,0.00301218,32193.6 
6,4.63,4,44.793,6,30201.4,-0.122777,60.9867,11.1925,115.722,-0.105739,184.672,500,3.66907,2.12948,1.10146,1.19603,-3.55759,122.868,2842.23,51.748,28339.5,22856.4,2.8954,1.35581,-0.445875,0.422362,-4.33126,-3.3054,2669.9,45.3653,28167.2,0.0865807,0.971124,0.00295807,30837.1 
7,4.63,4,44.973,7,29932.4,-0.0568079,59.6253,11.2966,115.451,-0.0330052,36.0612,500,5.26319,-0.588842,0.47655,-1.64732,1.75263,90.0058,1498.66,43.0228,29393,21965.5,4.69644,-1.15558,-0.656934,-2.21406,1.18589,1.354,1372.42,38.3472,29266.8,0.0447928,0.953382,0.00240783,30639.2 
8,4.63,4,44.823,8,31457.3,-0.0148878,63.0983,11.2542,115.564,-0.0445216,72.0049,500,-0.558627,-1.04191,2.85412,1.34209,-0.0250792,102.417,2895.82,48.9294,29548.7,23221.1,-1.20352,-1.6868,1.56433,0.697201,-0.66997,2.20449,2752.18,43.609,29405.1,0.0855849,0.973019,0.00272448,32157.2 
9,4.63,4,44.833,9,30744.6,-0.0187785,61.7759,11.2319,115.339,-0.0802335,175.502,500,3.32191,2.72356,0.56427,-1.12191,1.65667,117.197,2721.33,45.7438,29012.7,23045.8,2.58395,1.98561,-0.911644,-1.85987,0.918716,1.33556,2556.95,39.6557,28848.3,0.081418,0.973576,0.00252581,31405.2 
10,4.63,4,44.703,10,29445.8,-0.215403,58.709,11.3107,115.282,-0.158418,-450.708,45.2504,2.70385,1.23193,-1.03327,0.819082,0.0775759,76.8915,2216.73,48.5062,28056,23940.9,2.21968,0.747769,-2.0016,0.334917,-0.40659,3.23847,2108.88,44.5119,27948.1,0.0701626,0.964379,0.00292527,30057 
11,4.63,4,44.673,11,31271.9,-0.0306319,61.1859,11.481,115.656,-0.0162068,97.2412,500,4.27269,0.262124,1.51553,-0.873203,-1.18747,89.518,1776.47,45.4173,30289.4,22919.3,3.70901,-0.301547,0.388188,-1.43687,-1.75114,0.36116,1650.91,40.767,30163.9,0.0518914,0.958576,0.00248346,31814.8 
12,4.63,4,44.913,12,30883.5,-0.279097,61.369,11.4469,115.577,-0.779431,758.929,255.861,0.628088,0.710299,-2.26063,-2.59878,-1.86569,87.6469,2348.57,56.9195,29565.3,42124.6,0.0761994,0.15841,-3.36441,-3.15067,-2.41758,0.6132,2225.64,52.3664,29442.3,0.0702804,0.960453,0.00326568,31668 
13,4.63,4,44.943,13,30152.8,-0.070658,60.1618,11.3174,115.699,-0.0542242,70.4472,500,0.0525237,-0.780904,-0.974849,-2.28776,1.32335,45.6455,1884,37.0494,29155.2,22289.1,-0.234894,-1.06832,-1.54968,-2.57518,1.03594,0.647169,1819.98,34.6782,29091.1,0.0588779,0.967731,0.00219108,30911.1 
