cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
153,84.63,84,44.643,153,29589.2,-0.310816,59.1773,11.4566,115.557,0.187372,82.7648,255.429,3.17262,3.70246,2.40907,2.54446,3.02694,48.8236,1105.58,39.4858,29518.9,22575,2.86519,3.39503,1.79421,2.23703,2.71952,0.8621,1037.1,36.9495,29450.4,0.0340171,0.94131,0.00230584,30487.5 
154,84.63,84,44.813,154,30083.1,-0.293517,60.721,11.3097,115.701,-0.231974,472.18,298.025,-0.120941,1.54727,-0.457569,-2.07457,-0.922722,89.298,2763.69,47.8129,28290.4,25921.2,-0.683227,0.984985,-1.58214,-2.63686,-1.48501,0.707133,2638.45,43.1741,28165.1,0.0856539,0.972161,0.0028158,30803.6 
155,84.63,84,45.003,155,30868.6,-0.0688852,60.7797,11.5124,115.779,-0.0951817,108.657,1.38017e-10,3.42845,1.01102,1.56374,1.20424,-0.0206893,67.0893,1140.78,34.2082,30702.6,23114.9,3.00601,0.588572,0.718858,0.781793,-0.443133,0.845477,1046.68,30.723,30608.5,0.0330649,0.951142,0.00184558,31655.2 
156,84.63,84,44.853,156,30874.7,-0.189384,62.6579,11.1888,115.392,-1.30825,1562.48,480.497,0.568304,-1.11259,3.33614,1.32036,-2.37284,104.554,2547.52,34.6529,29334.6,89364.7,-0.0900446,-1.77093,2.01945,0.662009,-3.03119,1.91348,2400.88,29.2215,29188,0.0760039,0.979145,0.00184082,31588.9 
157,84.63,84,44.883,157,30401.4,-0.305464,61.3614,11.3264,115.683,-0.133881,416.417,420.054,3.73648,1.40022,1.74713,-0.387938,-2.77059,72.6278,2647.84,39.5651,28814.9,24439.6,3.27916,0.942903,0.832489,-0.845256,-3.22791,0.151723,2545.98,35.7923,28713.1,0.0814477,0.975989,0.00229102,31259 
158,84.63,84,44.763,158,31131.4,-0.0815881,62.7576,11.2592,115.469,0.18516,315.473,500,-0.270876,0.220533,-4.5302,-1.59653,-0.335074,79.7959,2590.2,35.4145,29659.9,24903.7,-0.773329,-0.28192,-5.53511,-2.09898,-0.837528,0.419,2478.28,31.2693,29547.9,0.0773828,0.978397,0.00194562,32026.2 
159,84.63,84,44.793,159,30350,-0.00032846,60.4884,11.3217,115.853,0.000624704,-120.625,500,1.54035,1.19122,1.34953,0.465638,0.490468,75.6359,2657.33,38.9258,28674.1,22296,1.06409,0.714965,0.397015,-0.0106212,0.0142091,0.817854,2551.24,34.9966,28568.1,0.0819826,0.976557,0.00225155,31119.3 
160,84.63,84,44.973,160,30236.4,0.0357462,60.0444,11.3208,115.676,-0.0459253,-14.5006,1.77761e-11,-1.66593,-1.08249,-2.32012,-0.0901994,-0.999487,44.0925,1685.99,50.3765,29552.4,22149.7,-1.94357,-1.36012,-2.8754,-0.367838,-1.27713,0.632493,1624.14,48.086,29490.5,0.0521986,0.95074,0.00299466,31114.7 
161,84.63,84,44.823,161,31372.9,-0.0243184,62.437,11.35,115.695,-0.0084362,-38.161,500,-0.0923375,0.877386,1.10401,0.411692,-3.09656,84.0786,2874.81,56.0915,29470,23079.7,-0.621758,0.347965,0.0451703,-0.117729,-3.62598,1.01137,2756.88,51.7238,29352.1,0.08586,0.968211,0.00323562,32109 
162,84.63,84,44.833,162,32062.8,-0.0369637,63.2423,11.4803,115.69,-0.0199985,23.2634,500,1.33112,-0.169877,-0.679891,0.0596957,0.884865,47.7758,2905.75,52.9621,30131.7,23650.2,1.03028,-0.470709,-1.28155,-0.241135,0.584034,-2.38071,2838.74,50.4803,30064.7,0.0862749,0.96982,0.00308346,32903.4 
163,84.63,84,44.703,163,31500.8,-0.0224714,61.9871,11.4511,115.531,-0.0128754,-1.90078,500,-0.243734,1.37029,-0.0348176,1.41821,-1.71962,34.5091,1914.02,46.1165,30436.7,23107.8,-0.461028,1.153,-0.469407,1.20091,-1.93692,0.0857632,1865.62,44.3238,30388.3,0.0578415,0.960083,0.00267966,32254 
