cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
17,10.63,10,44.643,17,31201.9,-0.291166,61.932,11.4766,115.564,0.0281859,370.794,184.247,1.05814,-0.861295,-0.0834743,2.25051,-0.655777,129.406,1365.33,40.0804,30795.9,23478.1,0.243302,-1.67613,-1.71315,1.43568,-1.47061,0.461429,1183.82,33.358,30614.4,0.0372293,0.953005,0.00200318,31798.2 
18,10.63,10,44.813,18,30969,-0.0280935,61.406,11.3115,115.761,-0.015023,48.9529,500,0.0504685,-1.98785,0.733018,-2.45888,-0.829263,123.324,3126.13,52.3581,28679.7,22635.3,-0.726073,-2.76439,-0.820064,-3.23542,-1.6058,0.910393,2953.15,45.9516,28506.7,0.0938704,0.973492,0.0029606,31459.9 
19,10.63,10,45.003,19,30992.2,-0.0176747,61.6186,11.3722,115.272,-0.0214537,159.69,500,3.95101,1.15661,-3.12271,0.579966,-1.30193,95.5908,1056.04,38.7616,30889.9,22922.9,3.3491,0.554701,-4.32653,-0.0219442,-1.90384,-0.842242,921.968,33.7958,30755.8,0.0291046,0.939719,0.0020201,31677.8 
20,10.63,10,44.853,20,30376.7,-0.237838,60.6074,11.3319,115.163,-0.0213608,356.59,22.5943,0.198983,-1.7338,0.14512,-0.421902,0.517443,101.741,2541.93,49.603,28752.3,22605.6,-0.441654,-2.37444,-1.13615,-1.06254,-0.123194,0.778871,2399.23,44.3177,28609.6,0.0773725,0.968687,0.0028454,31008.8 
21,10.63,10,44.883,21,30174.2,-0.0613151,60.0184,11.384,115.632,-0.0570885,7.32774,499.961,0.181599,-0.997897,-2.33661,-4.28574,-2.78976,115.739,2556.12,47.1582,28681,22255.6,-0.547177,-1.72667,-3.79416,-5.01451,-3.51853,0.740145,2393.79,41.1458,28518.7,0.0774377,0.970798,0.00265068,30912.4 
22,10.63,10,44.763,22,29654.4,0.0190172,59.7978,11.1546,115.308,-0.00708255,-30.5474,499.942,-0.902128,0.11284,1.92436,-1.14025,-2.85737,104.277,2632.78,49.6568,28054.5,21720.8,-1.55873,-0.543762,0.611159,-1.79685,-3.51397,1.08985,2486.52,44.2399,27908.2,0.0818076,0.969804,0.00291159,30394.8 
23,10.63,10,44.793,23,30539.2,-0.203768,60.5787,11.3318,115.773,0.177416,-138.275,359.578,0.415167,-1.19871,-4.51808,-2.01517,-1.23242,55.8237,2883.62,56.1485,28455.6,23145.3,0.06366,-1.55022,-5.22109,-2.36667,-1.58393,0.510136,2805.32,53.2486,28377.3,0.0899642,0.967851,0.00344471,31182.6 
24,10.63,10,44.973,24,31678.6,-0.223901,62.4023,11.4339,115.772,-1.16443,1718.7,144.356,0.194848,-1.7774,-1.12761,-1.69916,-2.47137,60.7074,1524.67,48.0316,30904.7,88375.5,-0.18741,-2.15966,-1.89212,-2.08141,-2.85363,0.793757,1439.52,44.8779,30819.6,0.0446238,0.948265,0.00267521,32259.1 
25,10.63,10,44.823,25,28809.8,-0.184469,58.1444,11.1256,115.545,-0.0232948,215.104,498.352,0.782124,-0.0647171,3.87507,-1.58984,-3.17009,72.636,2802.69,60.9071,26788.1,21221.6,0.324755,-0.522087,2.96033,-2.04721,-3.62746,2.01671,2700.81,57.1338,26686.3,0.0919046,0.964301,0.00392835,29387.1 
26,10.63,10,44.833,26,32970.3,-0.121733,64.8793,11.446,115.486,-0.220603,635.437,0.000726558,-0.317194,-1.72204,-6.21622,1.49341,1.2295,125.909,2988.53,50.621,30839.8,28737.7,-1.11001,-2.51486,-7.80185,0.700597,0.436683,0.241761,2811.93,44.0803,30663.2,0.0840005,0.973299,0.00264114,33475.2 
