cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.3013,0,8869.66,-0.201833,21.8196,9.99664,118.709,0.0927004,180.03,0.098777,-6.39273,-2.28043,-0.767496,-1.60206,-3.193,-32.0718,6077.66,-2.70172,4004.04,7643.9,-6.19078,-2.07848,-0.363601,-1.40012,-2.99105,0.972082,6112.29,-1.28809,4038.67,0.624501,1.00037,-0.000587866,9787.48 
1,44.3613,1,8555.26,-0.1811,20.7161,10.0927,118.555,0.0994686,534.966,3.59945e-07,-4.34778,-2.44502,-6.16244,-2.18764,2.13025,-8.31424,5835,2.5847,3910.97,8538.5,-4.29542,-2.39267,-6.05773,-2.13528,2.1826,0.522957,5843.97,2.95116,3919.95,0.620964,0.999117,0.00138492,9411.12 
2,44.3913,2,9135.23,-0.0506256,20.874,10.2609,118.942,0.108821,-152.005,488.505,-3.27491,-3.83958,-4.29264,-0.254584,0.824703,10.7182,6149.22,12.2303,3976.05,7510.94,-3.3424,-3.90707,-4.42762,-0.322074,0.757214,0.606152,6137.65,11.7578,3964.48,0.629804,0.996659,0.00543363,9745.32 
3,44.3113,3,8183.86,-0.181837,19.6925,10.0742,118.581,0.108589,124.722,337.573,-3.93242,-0.216068,-5.198,0.140468,0.0200907,-23.8224,5266.92,2.31331,3938.99,6899.02,-3.78241,-0.0660645,-4.898,0.290471,0.170094,0.408876,5292.65,3.36333,3964.71,0.594643,0.998889,0.00156025,8900.54 
4,44.4013,4,7974.26,-0.0257071,20.0031,9.74664,118.489,0.00749048,3.20531,500,-3.20294,-0.0210906,-4.18086,-2.37364,-1.11036,-44.5238,5575.35,-2.51123,3625.18,6347.48,-2.92259,0.259264,-3.62015,-2.09328,-0.830002,0.606794,5623.43,-0.54875,3673.26,0.627188,1.00017,-0.000275269,8966.1 
5,44.3513,5,7752.37,-0.164161,18.7755,10.151,118.715,0.299187,1429.59,2.54004e-06,-7.39379,-2.90704,-6.19198,-0.0285468,-0.842216,-26.8397,5391.24,5.82849,3450.15,20127.9,-7.22478,-2.73804,-5.85398,0.140455,-0.673214,0.641949,5420.23,7.0115,3479.13,0.631269,0.997741,0.00369867,8586.24 
6,44.3713,6,8125.19,-0.024229,19.8897,9.921,118.68,0.0505365,-29.8517,500,0.794545,-3.49144,-5.60816,-1.98398,-0.978542,-20.2933,5601.37,7.17277,3743.16,6472.72,0.922327,-3.36366,-5.35259,-1.8562,-0.850761,0.490272,5623.29,8.06724,3765.08,0.621392,0.997496,0.00393147,9049.51 
7,44.3213,7,7753.88,-0.247533,19.372,10.1433,118.839,0.708126,1771.63,473.765,-4.7771,-0.763677,-5.47885,-0.445256,-2.30588,-35.7511,5608.87,13.3956,3419.14,47236,-4.55198,-0.538562,-5.02862,-0.220141,-2.08077,0.595121,5647.48,14.9714,3457.74,0.642195,0.995382,0.00791286,8794.02 
8,44.3813,8,7939.02,-0.0299699,20.1595,9.72694,118.879,0.0127772,19.2433,500,-3.06038,-3.36785,-2.39734,-2.67316,-2.38237,-6.44518,5446.78,-5.8204,3765.14,6391.4,-3.0198,-3.32727,-2.31617,-2.63258,-2.34179,0.830163,5453.74,-5.53632,3772.1,0.613721,1.00178,-0.00271099,8886.34 
9,44.3413,9,7903.6,-0.0353556,19.9868,10.0831,118.729,-0.0192844,-4.01391,0.206304,-2.34136,-2.00638,-2.57728,-0.284416,-0.0296738,29.8825,5814.67,-8.82669,3605.8,6562.92,-2.52952,-2.19454,-2.95361,-0.472578,-0.217836,0.647039,5782.4,-10.1438,3573.53,0.640048,1.00308,-0.00525649,9034.31 
10,44.3313,10,7724.15,-0.020226,18.646,10.0239,118.788,-0.00439118,-1.79521,499.998,-5.34575,-1.06375,-7.9088,-0.477288,-1.73055,6.70579,5213.85,6.71038,3549.86,6084.66,-5.38797,-1.10597,-7.99324,-0.519512,-1.77278,0.52363,5206.61,6.4148,3542.62,0.6176,0.997849,0.0033245,8430.39 
11,44.4113,11,9030.48,-0.162559,21.3099,10.2716,118.758,0.179353,384.212,500,-4.42397,-2.7262,-0.637898,-2.87611,0.0254375,23.1645,6226.24,5.52594,3972.24,9368.7,-4.56984,-2.87206,-0.92962,-3.02197,-0.120423,0.919261,6201.23,4.50491,3947.22,0.633218,0.99873,0.00209796,9793.2 
12,44.3013,12,7306.84,-0.228075,18.2176,10.1319,118.799,0.0115966,217.915,445.139,-4.18853,-1.07649,-2.30392,-2.14901,-0.404755,18.8889,5394.89,-0.839222,3189.91,6090.95,-4.30747,-1.19543,-2.54179,-2.26795,-0.523693,0.765438,5374.49,-1.67179,3169.51,0.650763,1.00054,-0.000972581,8258.74 
13,44.3613,13,7612.88,-0.27157,19.5417,10.038,118.853,0.208401,743.692,481.089,1.01825,-1.59465,-3.73788,-2.2433,0.592754,-17.0815,5475.71,6.09043,3538.1,11431,1.12581,-1.48709,-3.52277,-2.13575,0.700311,0.337761,5494.16,6.84334,3556.55,0.629298,0.997825,0.00353197,8730.61 
14,44.3913,14,8065.25,-0.0172519,19.9886,9.94374,118.785,0.0319764,-17.0975,500,-4.77504,-5.82099,-3.74655,-2.1879,-1.81419,34.042,5765.19,8.37697,3640.44,6488.14,-4.98939,-6.03534,-4.17526,-2.40225,-2.02854,0.787311,5728.43,6.8765,3603.68,0.635942,0.997904,0.00350277,9007.78 
15,44.3113,15,8359.42,-0.0554347,20.2975,10.0706,118.973,0.16001,-9.07347,0.00830265,-2.4588,-1.84288,-3.91122,-2.12955,-0.984738,18.398,5898.18,9.47119,3739.4,6701.42,-2.57464,-1.95872,-4.14292,-2.2454,-1.10059,0.655396,5878.32,8.66026,3719.54,0.634595,0.997428,0.00427069,9263.09 
16,44.4013,16,7774.14,-0.197477,19.5919,10.1268,118.67,0.00171532,363.031,499.995,-4.75186,-7.07606,-3.77586,-1.28877,1.04269,20.6152,5502.65,-0.939958,3663.82,6478.96,-4.88167,-7.20586,-4.03548,-1.41858,0.91288,0.757319,5480.39,-1.84862,3641.56,0.623182,1.00059,-0.000936009,8794.2 
17,44.3513,17,6734.86,-0.0508517,17.5628,9.68298,119.035,-0.0363972,-82.079,500,-5.81888,0.930079,1.63579,-1.14452,-1.07796,-9.58722,5029.42,0.182788,3018.36,5633.27,-5.75851,0.990447,1.75653,-1.08415,-1.0176,1.34352,5039.77,0.605366,3028.71,0.646465,0.99979,0.000368057,7795.9 
18,44.3713,18,7470.78,-0.135116,18.9484,9.88525,118.868,-0.263413,33.0741,2.44236e-06,-1.52966,-1.16901,-2.99914,-3.63244,-1.16556,35.634,5326.06,2.53121,3385.53,6381.16,-1.75404,-1.39339,-3.4479,-3.85682,-1.38993,0.708843,5287.58,0.960562,3347.05,0.634505,0.999682,0.000528382,8333.39 
