cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,44.29,0,28413.7,-0.0180418,44.0549,14.056,122.915,-0.0522727,25.3174,168.859,1.48172,3.234,8.86148,4.01949,-0.964829,18.6753,9603.05,68.726,17915.3,20201.2,1.36413,3.11641,8.62629,3.90189,-1.08242,0.458362,9582.88,67.9029,17895.1,0.329438,0.987752,0.00694135,29088.5,0.00042354,0.736247,13.4128,11.8247,123.432,83.5341,1.09409,14.7733,13.9551,122.02,133.783,1.41202,-50.2487 
1,44.365,1,23055.2,-0.02777,35.29,14.28,122.832,0.158642,7.86536,486.337,-0.433902,2.26149,-1.88942,8.90583,2.02115,-47.1662,9114.24,65.8181,13317.4,16445.6,-0.136909,2.55849,-1.29544,9.20283,2.31815,1.10243,9165.17,67.897,13368.4,0.386118,0.987202,0.00926919,23736.7,0.000362838,0.676526,13.8008,11.8915,123.07,83.917,0.802419,14.7157,14.0986,121.975,134.58,1.09486,-50.6626 
2,44.33,2,25410.3,-0.0367839,39.6034,14.0028,123.042,0.0048421,22.2719,4.64281e-11,4.40515,-0.635579,5.29445,-1.25252,-1.69624,-40.4752,8877.05,54.4241,15726.7,18056.2,4.66001,-0.380718,5.80417,-0.997663,-1.44138,0.240731,8920.76,56.2081,15770.4,0.341654,0.989094,0.00652271,26110.5,0.000462365,0.677729,13.6017,11.7096,123.483,83.9799,0.975817,14.4813,13.944,122.176,134.39,1.30738,-50.4101 
3,44.305,3,25642,-0.0371111,39.6433,14.156,122.973,0.0104124,-62.9709,489.921,1.71246,2.24651,3.41078,1.02856,-2.05114,-0.278039,8515.08,75.3995,16293.5,18290,1.71421,2.24826,3.41429,1.03031,-2.04939,0.462966,8515.38,75.4118,16293.8,0.324078,0.984739,0.00845362,26275.7,0.000436751,0.65422,13.5678,11.5873,123.252,84.18,0.968482,14.8163,14.3093,122.142,134.547,1.10997,-50.3666 
4,44.38,4,23206.6,-0.0391894,35.7575,14.1673,122.928,0.0327958,-26.9432,1.5153e-10,2.20711,0.420157,4.74248,5.96273,1.68628,-22.1651,9193.43,62.3724,13279.2,16519.8,2.34668,0.559725,5.02162,6.1023,1.82585,0.683302,9217.36,63.3494,13303.2,0.388626,0.988115,0.00869578,23717.8,0.000433081,0.693699,13.8094,11.7681,123.339,83.9341,0.826633,14.5197,13.8014,122.037,134.032,1.30219,-50.0974 
5,44.315,5,25260.1,-0.0731861,39.5415,14.0025,122.849,-0.0272994,33.2425,3.02047,-0.410547,1.58754,0.994444,-1.41838,3.12455,8.07514,8695.68,57.6023,15821.6,18053.7,-0.461394,1.5367,0.89275,-1.46922,3.0737,0.750107,8686.96,57.2464,15812.9,0.335106,0.988599,0.00662468,25923,0.000471962,0.68552,13.4001,11.5701,123.449,83.2516,1.0043,14.5548,13.4584,121.929,133.183,1.51976,-49.9319 
6,44.355,6,23897.6,-0.0912832,36.8135,14.3818,123.01,0.111036,-1.40684,168.129,0.0312298,-2.16483,5.64793,3.19804,-2.00775,-59.4283,8737.17,50.2693,14671,17240.2,0.405434,-1.79062,6.39634,3.57224,-1.63355,0.0796425,8801.34,52.8887,14735.1,0.353999,0.989593,0.00656843,24862.6,0.00016294,0.651035,13.7423,11.9018,123.48,83.487,0.87762,14.9132,14.0678,122.204,133.573,1.27568,-50.0856 
7,44.34,7,27010.1,-0.0460743,42.0649,14.0717,122.948,0.0709366,-36.7576,38.8597,2.94622,2.73009,6.87274,2.62689,2.55474,6.14954,9524.79,70.4908,16726.9,19354,2.9075,2.69136,6.7953,2.58816,2.51601,0.611661,9518.15,70.2197,16720.3,0.34308,0.987254,0.00767686,27743.2,0.000439975,0.714329,13.3903,12.1247,123.322,84.1024,1.0287,14.6386,13.8741,122.101,134.578,1.22129,-50.4758 
8,44.28,8,24829.3,0.0212224,38.0821,14.1001,122.9,-0.0641397,4.6138,444.543,2.10868,-4.05815,6.40484,-0.00681815,-0.807911,10.3656,7600.05,62.4354,16358.9,17489.5,2.04341,-4.12342,6.2743,-0.0720878,-0.87318,-0.931134,7588.86,61.9785,16347.7,0.298681,0.985909,0.00693548,25407.9,0.000519403,0.576955,13.6585,11.7714,123.446,84.1063,1.03221,14.6221,13.5367,122.148,134.171,1.29835,-50.0644 
9,44.37,9,25488.8,-0.0531317,39.5326,14.1574,123.012,0.00457467,25.6569,70.9406,1.65089,-3.90632,-3.58418,-2.26437,-3.0786,-31.4647,10228.9,67.9603,14592.8,18223.3,1.84901,-3.70819,-3.18793,-2.06624,-2.88048,0.68101,10262.9,69.3472,14626.8,0.391622,0.988313,0.00865802,26206,0.000377777,0.766367,13.7936,11.8302,123.368,83.6439,0.897621,14.6916,13.8059,122.139,133.788,1.22832,-50.1442 
10,44.345,10,24848.5,-0.0217923,38.0148,14.2633,123.195,-0.032866,-11.6056,190.996,-2.03689,0.908194,3.23286,0.15936,1.91061,4.06254,8222.29,64.7747,15726.2,17663.4,-2.06247,0.882613,3.1817,0.13378,1.88503,0.208661,8217.9,64.5957,15721.8,0.324118,0.986431,0.00751175,25354.7,0.000415461,0.60283,14.0595,11.9336,123.748,84.035,0.94388,14.7909,14.1545,122.357,134.352,1.39091,-50.3174 
11,44.35,11,25235.1,-0.0302423,39.6793,13.8275,122.776,-0.0715619,-12.6549,500,2.95456,-2.13956,2.2809,-0.285957,-0.0199185,-24.9866,9259.02,48.4866,15151,17890.3,3.11189,-1.98222,2.59557,-0.128623,0.137416,0.304889,9286.01,49.5879,15178,0.359504,0.990741,0.00598232,25830.1,0.000433106,0.732046,13.2922,11.6738,123.205,84.056,0.970567,14.2893,13.6749,121.825,134.156,1.37977,-50.1 
12,44.32,12,27238.9,-0.348233,43.0089,14.1131,123.094,0.0361124,50.5769,2.07719e-13,-1.78368,-0.93771,-1.13892,-2.68442,-2.5137,-18.6286,9695.95,78.0341,16958.4,19818.9,-1.66638,-0.82041,-0.904317,-2.56712,-2.3964,0.891759,9716.06,78.8552,16978.5,0.344264,0.985996,0.0084829,28222.7,0.000236065,0.760822,13.3102,11.6768,123.506,83.7353,1.05015,14.6114,13.8351,122.353,133.919,1.15306,-50.1836 
13,44.31,13,25342.3,-0.0408481,38.9335,14.2578,123.384,-0.020669,15.3442,152.285,0.554984,-0.7336,2.55148,1.40994,-0.838019,11.9038,8552.21,60.566,16069.1,18080.8,0.480029,-0.808555,2.40157,1.33499,-0.912975,0.0374694,8539.35,60.0414,16056.2,0.327924,0.987845,0.00684133,26040.6,0.000334477,0.653085,13.5448,11.8017,123.946,83.7862,0.972808,14.8899,13.913,122.527,134.281,1.41928,-50.4951 
14,44.36,14,22026.4,-0.0991865,33.9565,14.4212,123.247,0.0870006,46.9096,481.023,-1.9372,-1.39313,4.05687,2.15546,-0.30568,-27.234,8568.37,62.7941,12957,16074,-1.76571,-1.22164,4.39984,2.32694,-0.134195,-0.220403,8597.77,63.9945,12986.4,0.377876,0.987142,0.00899591,22752.9,0.000167694,0.640123,13.7911,11.9089,123.661,83.7354,0.771459,14.9858,14.0538,122.267,133.963,1.39438,-50.2276 
15,44.295,15,25545.9,-0.0176036,40.4156,13.8117,123.249,-0.00920522,-2.64465,2.73155e-10,-1.59577,-0.400746,1.53716,-0.702567,1.28484,-4.50691,8939.46,60.7246,15950.3,18172.3,-1.56739,-0.372367,1.59392,-0.674188,1.31322,-4.43635,8944.33,60.9233,15955.1,0.339631,0.98822,0.00698478,26335.4,0.000367911,0.709945,13.1653,11.6711,123.665,83.9492,1.00956,14.3798,13.6989,122.433,134.083,1.23175,-50.1336 
16,44.3,16,23822.5,-0.0402177,37.525,13.9113,123.015,0.0737357,-37.725,117.282,-0.356837,-0.119173,2.39111,2.90758,1.97319,13.1641,8184.82,43.3657,15061,17084.1,-0.439728,-0.202064,2.22533,2.82469,1.8903,0.646691,8170.61,42.7854,15046.8,0.332522,0.990919,0.00521072,24571.6,0.000266753,0.633597,13.3901,11.7514,123.531,83.3394,0.950934,14.5195,13.6556,122.216,133.323,1.31519,-49.9831 
17,44.285,17,25998.2,0.0479084,40.0125,14.1103,123.498,-0.0993166,-4.30615,1.8469e-12,0.0600603,-0.143153,1.16059,2.82269,2.80364,-9.92961,8828.18,61.1273,16335.3,18393.1,0.122584,-0.0806291,1.28563,2.88522,2.86617,0.818387,8838.9,61.565,16346,0.331591,0.987958,0.00689023,26656.1,0.000458488,0.667891,13.5051,11.9263,124.065,83.0564,0.996853,14.7521,13.9176,122.607,133.064,1.45768,-50.0075 
18,44.335,18,23589.5,-0.0495208,37.5163,13.8077,122.931,-0.0142324,-13.0424,351.421,0.598663,-2.14473,1.00215,3.67768,3.94882,-12.3006,8948.31,61.8336,14107,16869.2,0.676117,-2.06728,1.15706,3.75513,4.02627,0.846692,8961.6,62.3758,14120.3,0.367991,0.987966,0.00807172,24352.7,0.000278725,0.73632,13.0144,11.385,123.381,83.77,0.925255,14.2819,13.3279,121.858,133.923,1.52341,-50.1526 
19,44.325,19,26252.8,0.0616292,40.7246,14.0542,123.048,-0.0827892,-11.2949,0.000116317,1.77814,-3.07201,8.8407,-1.4624,5.28995,-36.4046,9160.83,61.9215,16349.8,18662.3,2.00737,-2.84278,9.29916,-1.23317,5.51918,0.27064,9200.14,63.5261,16389.1,0.339937,0.988061,0.00708959,27064.3,0.000357912,0.7048,13.3471,11.8953,123.506,84.2926,0.992398,14.7785,13.9682,122.158,134.485,1.34806,-50.1922 
20,44.375,20,21322.2,-0.0283088,32.283,-14.446,123.128,0.029194,26.4718,1.42629,-0.713061,2.47994,5.53219,6.92799,1.38379,12.8762,8399.68,62.1684,12149.9,15206.8,-0.794139,2.39886,5.37004,6.84691,1.30271,0.644942,8385.78,61.6008,12136,0.387978,0.987308,0.00926366,21614,0.000355228,0.608593,14.0873,12.0364,123.593,83.3477,0.724583,15.012,14.0823,122.131,133.861,1.46263,-50.5134 
21,44.29,21,24725.3,-0.0180596,37.8168,14.3568,122.838,0.00245194,-2.39141,3.00528e-10,7.48412,-2.72536,2.23465,1.5019,-2.56466,30.5611,7978.04,55.2148,16046.3,17674.3,7.29169,-2.91779,1.84978,1.30946,-2.7571,0.612696,7945.04,53.8678,16013.3,0.312803,0.988274,0.00615858,25399.5,0.000365649,0.604267,13.7074,11.7559,123.416,83.0736,0.9923,14.8385,13.6211,121.997,133.215,1.4186,-50.1413 
22,44.365,22,26453.3,-0.0460933,41.1436,14.0929,122.999,-0.0421656,10.0932,57.1542,3.72908,-1.04171,5.36895,-2.70817,-0.482305,-43.2302,9892.68,81.2279,15791.3,18889.3,4.00129,-0.769505,5.91337,-2.43596,-0.210096,0.0901237,9939.36,83.1334,15838,0.36538,0.985574,0.00957657,27202.8,0.0004152,0.745172,13.6114,11.8318,123.388,84.0482,0.950086,14.629,14.2756,122.144,134.476,1.24433,-50.4278 
23,44.33,23,25198.8,-0.0279892,38.0379,14.4732,122.888,-0.034527,12.1634,19.9241,4.03038,-2.53066,13.6537,1.75364,3.79887,14.7466,8518.33,71.1143,15729.3,17935.2,3.93753,-2.62351,13.468,1.66079,3.70602,0.331574,8502.41,70.4643,15713.3,0.331737,0.985704,0.00819298,25630,0.000559983,0.627616,13.8064,11.9805,123.396,83.8609,0.947303,14.9771,13.901,121.996,133.954,1.39967,-50.0929 
24,44.305,24,26060.5,-0.0132369,41.0893,13.8132,122.668,-0.00943555,24.2563,222.643,1.5741,1.27693,5.67881,1.36837,0.489742,-8.99188,8960.82,71.0369,16338.2,18483.8,1.63072,1.33355,5.79205,1.42499,0.546361,0.460083,8970.53,71.4332,16347.9,0.33485,0.986256,0.00798493,26789.7,0.000486062,0.712415,13.1588,11.5799,123.332,83.4926,1.05,14.3785,13.5167,121.791,133.682,1.54071,-50.1896 
