cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.33,0,27356.2,0.00216325,44.2905,13.4347,122.835,-0.0955236,101.866,500,2.58336,-0.354435,-0.0273977,4.05779,0.229259,-11.7446,11242.2,75.3075,15261.5,19686.9,2.65731,-0.280482,0.120508,4.13175,0.303212,0.982616,11254.9,75.8252,15274.2,0.403347,0.988347,0.00906185,27903.7 
1,44.39,1,21937.9,-0.027348,33.5315,14.3037,122.14,0.0131563,3.69146,175.8,1.40487,2.12452,1.91351,3.48337,4.49903,-3.23317,9869.69,73.035,11042.2,15615,1.42523,2.14488,1.95423,3.50373,4.51939,0.855749,9873.18,73.1775,11045.7,0.450563,0.987196,0.0120568,21913 
2,44.41,2,22008.5,-0.00606748,32.4815,-14.739,122.345,0.00619136,-11.234,235.249,10.2821,1.96476,0.556664,-0.503759,2.38543,-65.8006,10839.6,67.4724,10044,15587,10.6964,2.37909,1.38532,-0.0894306,2.79976,0.919323,10910.7,70.3727,10115,0.497387,0.988839,0.0126538,21936.1 
3,44.42,3,21941.5,0.043238,32.309,14.5996,122.353,-0.0755467,59.7332,104.809,1.30683,-1.28973,0.721968,2.41391,-1.38863,-30.2344,10824.8,63.0055,9842.22,15502.3,1.4972,-1.09936,1.10272,2.60429,-1.19825,0.620616,10857.5,64.3382,9874.87,0.502171,0.989736,0.0118596,21621.1 
4,44.43,4,22625.2,0.0194343,32.9502,-14.8481,122.616,0.0321123,5.79953,74.9915,-1.55999,0.13097,-4.82857,6.68171,1.65439,-23.7778,11789.1,72.0952,9569.23,15932.7,-1.41027,0.280692,-4.52913,6.83143,1.80411,2.52145,11814.8,73.1432,9594.91,0.530448,0.989282,0.0138481,22273.3 
5,44.32,5,22396.4,-0.0103279,35.0276,13.9468,122.248,-0.0229276,3.26193,500,-4.97887,2.08093,3.11392,0.764292,3.0791,3.9694,8370.89,58.3449,13090,15905.5,-5.00387,2.05594,3.06394,0.739298,3.05411,0.216267,8366.6,58.1699,13085.7,0.369712,0.987979,0.00812219,22630 
6,44.35,6,24364.9,-0.00640123,39.129,13.5245,122.375,0.0295883,-48.9863,9.66255e-11,1.72749,-0.483357,0.942922,3.29012,1.35524,-1.85534,9138.41,56.5659,14421.2,17274.5,1.73917,-0.471674,0.966287,3.30181,1.36692,0.860009,9140.41,56.6477,14423.2,0.367651,0.989271,0.00718298,24861.7 
7,44.3,7,22182.9,0.0364351,34.1309,-13.9965,122.098,-0.187431,244.362,459.523,3.19075,1.82533,-0.859902,7.89502,-0.295676,-2.30156,7520.47,37.7876,13638.6,17042.1,3.20524,1.83982,-0.830917,7.90951,-0.281184,1.07016,7522.96,37.8891,13641.1,0.33597,0.991263,0.00509054,22391.7 
8,44.4,8,25143.9,-0.013012,38.1072,14.2756,122.33,-0.0387152,3.11834,467.094,-4.44986,-0.855864,1.16953,2.61344,-2.20493,-13.8837,11470.3,82.1598,12331.3,17713,-4.36244,-0.768442,1.34438,2.70086,-2.11751,1.4197,11485.3,82.7718,12346.3,0.460468,0.987545,0.0121992,24942.8 
9,44.38,9,27017.4,0.0130615,43.1585,13.6287,122.604,-0.0672622,43.2199,1.53273e-11,-5.229,-0.639392,1.00267,1.80089,0.0865025,-1.54882,11873.9,67.1881,14206.5,19242.3,-5.21924,-0.629639,1.02218,1.81064,0.096255,1.35008,11875.6,67.2564,14208.1,0.434011,0.990186,0.00864452,27362.5 
