cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.48,0,6251.93,-0.0267932,10.1063,15.9613,117.292,0.00914016,-34.7895,500,-0.0265072,-1.82441,-6.10367,-3.20656,-1.50402,7.47568,3892.08,31.4117,3259.85,5261.51,-0.0735796,-1.87148,-6.19781,-3.25363,-1.55109,0.521316,3884.01,31.0822,3251.77,0.665632,0.986189,0.0173032,5835.07 
1,44.4,1,5921.68,-0.33256,10.832,15.4597,118.028,1.35958,-968.273,500,-1.75709,1.19384,-1.22921,1.12639,-1.03722,-0.300191,2588.28,11.8549,4537.16,48306,-1.7552,1.19573,-1.22543,1.12828,-1.03533,0.275728,2588.61,11.8682,4537.48,0.487396,0.992041,0.00479508,5311.09 
2,44.24,2,7762.73,-0.161808,13.1118,15.1218,118.124,0.171377,280.362,4.24831e-13,-0.251014,0.169744,-4.35033,2.93578,-0.444098,16.5152,3006.41,24.5436,5582,8018.57,-0.355007,0.0657519,-4.55832,2.83179,-0.54809,-0.777903,2988.58,23.8156,5564.17,0.472347,0.986246,0.00782285,6327.08 
3,44.3,3,7393.6,-0.0206548,12.1321,15.4904,119.371,0.00381345,13.6644,500,-0.794598,-0.569897,-5.24225,0.530669,1.02471,15.8674,2765.83,25.4438,5552.02,6119.46,-0.89451,-0.66981,-5.44207,0.430756,0.9248,0.036944,2748.7,24.7444,5534.89,0.452861,0.98449,0.00816809,6069.63 
4,44.54,4,5815.37,-0.0731655,9.18256,16.4321,119.161,0.0927408,2.35378,481.529,0.354335,-0.866425,-7.34345,-1.61691,-1.77243,-30.029,4184.41,37.2116,2589.9,4919.03,0.54342,-0.67734,-6.96528,-1.42783,-1.58335,0.311076,4216.84,38.5352,2622.32,0.728267,0.984259,0.0263564,5790.23 
5,44.26,5,8286.11,-0.0174032,13.6004,15.1591,118.422,-0.00803108,4.35919,500,-2.66295,-1.43605,-3.33524,-1.57647,2.51223,-92.9022,3291.21,20.0099,5848.7,6712.65,-2.07796,-0.851071,-2.16527,-0.99149,3.09721,0.275485,3391.54,24.1047,5949.03,0.487223,0.987715,0.00740868,6960.95 
6,44.32,6,7484.28,-0.354711,12.2363,16.5732,118.932,-0.116136,666.806,197.029,-0.570192,-1.37762,-1.30757,-2.12986,0.663545,-23.2001,2922.1,29.447,5516.95,9122.57,-0.424107,-1.23154,-1.0154,-1.98378,0.80963,0.73593,2947.16,30.4696,5542.01,0.469864,0.982229,0.0100262,6272.36 
7,44.52,7,6141.08,-0.298898,9.79412,17.0806,119.101,0.0647349,-321.084,340.116,-0.0659481,1.12065,-3.95706,0.416858,-0.51188,-10.1418,3961.58,26.429,2937.21,6122.44,-0.00208814,1.18451,-3.82934,0.480718,-0.44802,-0.464812,3972.53,26.8761,2948.16,0.691907,0.988299,0.0165157,5741.43 
8,44.46,8,5366.51,-0.000935847,9.48112,15.1756,118.449,0.00762135,-22.587,500,-0.654182,-0.453367,-3.01918,-0.677692,-0.26239,-0.199231,2913.51,22.2243,3531.12,4689.42,-0.652928,-0.452112,-3.01667,-0.676437,-0.261135,0.403736,2913.73,22.2331,3531.34,0.578978,0.986823,0.0114648,5032.53 
9,44.44,9,6947.6,-0.0298012,11.6461,15.393,118.896,0.0289754,47.8581,500,-3.55199,-0.871935,-3.49834,-1.34162,-0.0462598,-3.62559,3290.55,19.5347,4637.28,5880.92,-3.52916,-0.849106,-3.45269,-1.31879,-0.0234305,0.62361,3294.47,19.6945,4641.19,0.541926,0.989647,0.00775617,6079.18 
