cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
25,44.398,25,3106.72,-0.00869256,-8.66599,11.2174,119.812,0.0015717,6.45532,1.077e-11,-0.336759,-0.439252,0.0503385,-1.07233,-1.7127,-25.5019,1969.52,-11.4223,2670.11,3164.85,-0.17618,-0.278673,0.371496,-0.911751,-1.55212,1.14584,1995.93,-10.2982,2696.53,0.448547,1.00911,-0.00708497,4449.77 
26,44.39,26,3324.47,-0.0575939,-9.30233,11.3916,119.136,0.0435915,4.36503,500,-2.40771,-0.335596,-3.25134,-0.619668,0.641829,30.1312,2277.95,-5.48766,2666.13,3455.82,-2.59743,-0.525324,-3.63079,-0.809396,0.452101,0.489401,2246.74,-6.81575,2634.92,0.483741,1.00534,-0.0047878,4644.51 
27,44.41,27,2993.92,-0.316396,-8.56195,11.7862,119.078,0.366505,-335.768,483.84,-1.9982,1.17132,4.61225,0.119696,-3.34018,-7.57353,1785.78,-14.7507,2716.04,7291.07,-1.95051,1.21901,4.70763,0.167385,-3.29249,-4.53173,1793.63,-14.4169,2723.89,0.419821,1.01427,-0.00984582,4272.37 
28,44.374,28,4874.95,-0.341871,12.1919,11.8653,119.225,0.0300129,-130.36,6.35947,1.18632,-0.8184,-0.146928,0.534887,-3.96584,2.80921,2968.82,-15.4464,3431.79,4836.53,1.16863,-0.836089,-0.182306,0.517199,-3.98353,0.945024,2965.91,-15.5703,3428.88,0.487318,1.00927,-0.0084354,6086.2 
29,44.7,29,5852.07,-0.355685,13.5579,12.3508,119.216,0.0573767,497.15,41.5077,-0.794543,0.129959,-3.86342,-0.744174,-1.91876,-13.6553,4078.38,-8.55652,3272.16,6379.67,-0.708559,0.215943,-3.69145,-0.65819,-1.83278,0.446977,4092.52,-7.95463,3286.31,0.57779,1.00341,-0.00447886,7083.06 
30,44.309,30,4848.52,-0.360123,12.1554,12.024,119.633,0.238054,106.206,11.2677,-2.36624,-2.64101,-5.11675,-3.67718,-3.81561,-6.05685,3327.51,-1.98543,3120.19,5580.9,-2.32811,-2.60287,-5.04047,-3.63904,-3.77748,0.710117,3333.78,-1.71847,3126.46,0.539546,1.0009,-0.00101354,6178.86 
31,44.318,31,4399.76,-0.0102782,10.7005,-11.7952,119.414,0.0316778,-4.48218,499.998,-3.43675,0.660276,-1.43684,-2.06725,0.579863,-49.2204,2966.28,-6.4555,2951.8,4113.32,-3.12683,0.970204,-0.816982,-1.75732,0.889791,0.787307,3017.26,-4.286,3002.78,0.52476,1.00249,-0.00263625,5749.79 
32,44.5,32,3773.88,-0.0170896,9.21905,12.0149,119.699,0.211658,-74.1789,499.998,-1.81065,-3.32416,-3.4689,-1.18291,-1.85661,-56.8469,3468.57,4.67668,1696.32,4116.91,-1.4527,-2.96621,-2.753,-0.824963,-1.49866,0.710074,3527.45,7.18233,1755.21,0.688325,0.996449,0.00748153,5124.69 
33,44.303,33,3826.36,-0.0367208,10.2309,11.5014,119.503,0.196646,-84.5873,500,-2.60872,-1.04916,-3.83053,-1.29937,1.47408,-53.6458,2980.89,3.00705,2494.25,4372.01,-2.27093,-0.711371,-3.15494,-0.961577,1.81188,0.403258,3036.46,5.3716,2549.81,0.566843,0.996914,0.00386569,5356.79 
34,44.312,34,5516.74,-0.323978,13.2665,11.8194,119.524,1.20102,-501.909,257.481,-1.12133,-0.427866,-4.07435,-0.647037,-2.19938,-30.3081,3476.8,-7.8801,3497.15,24727.6,-0.930486,-0.237024,-3.69267,-0.456195,-2.00854,0.495876,3508.19,-6.5442,3528.54,0.522117,1.00328,-0.00342817,6719.16 
35,44.38,35,4017.67,-0.0210836,10.4969,11.4795,119.444,0.0350392,-4.67852,500,0.60725,-2.80279,-1.75474,-1.7763,-2.72321,-44.2592,2763.67,-1.54121,2872.07,3927.99,0.885938,-2.5241,-1.19736,-1.49761,-2.44452,0.823337,2809.51,0.409611,2917.92,0.514109,0.999745,0.000258524,5464.82 
36,44.368,36,4598.58,-0.0806016,11.2784,11.5417,119.542,0.0669276,1.24215,500,-4.95755,-2.90455,-3.08078,-1.97656,-1.33013,1.40468,2679.78,3.62135,3298.9,4240.24,-4.96639,-2.91339,-3.09847,-1.98541,-1.33897,0.783364,2678.32,3.55944,3297.45,0.471619,0.99768,0.00198452,5679 
37,44.384,37,4062.23,-0.125821,9.91686,11.4451,119.397,0.0994065,-5.36634,245.809,-3.83215,-0.472469,-3.86829,-1.04515,-3.4049,-16.1161,2546.42,2.15371,3036.83,3712.16,-3.73067,-0.37099,-3.66533,-0.943672,-3.30342,0.694914,2563.11,2.86406,3053.52,0.47982,0.998048,0.00172483,5341.81 
38,44.372,38,4208.61,-0.337713,10.6755,-12.1507,119.447,0.341235,251.154,453.004,-2.49499,-1.4352,-3.40111,0.456086,0.608083,-73.5968,2512.51,-4.65954,3181.34,7012.55,-2.03157,-0.971779,-2.47427,0.919506,1.0715,0.290351,2588.74,-1.41561,3257.58,0.466176,1.00096,-0.000801144,5553.14 
39,44.8,39,5791.1,0.00429546,13.6075,11.5323,119.516,-0.00869468,5.80743,3.98997e-11,-1.93016,-1.86658,-3.30084,-2.702,1.41617,-48.1462,3741.44,6.09457,3588.34,5110.09,-1.627,-1.56341,-2.69451,-2.39883,1.71934,0.589528,3791.31,8.21672,3638.21,0.533831,0.996222,0.00414307,7102.08 
40,44.75,40,6025.44,-0.307711,14.2167,11.9643,119.284,0.0147263,429.991,3.51409,-2.19303,-0.231665,-1.76718,-0.806072,-3.66809,-27.77,4168.22,-7.57656,3414.98,5743.24,-2.01817,-0.0568048,-1.41746,-0.631212,-3.49323,0.813906,4196.99,-6.35253,3443.75,0.572514,1.00266,-0.00340964,7330.8 
41,44.412,41,2856.2,-0.0141121,-8.44531,10.7822,119.087,0.0267098,10.3389,2.91023e-11,-2.80542,-2.81433,0.73499,-1.23968,-3.01425,-20.942,1901.02,-5.5475,2459.08,2973.27,-2.67355,-2.68246,0.998723,-1.10781,-2.88239,1.11964,1922.71,-4.62443,2480.78,0.459955,1.00423,-0.00344571,4180.22 
42,44.45,42,3607.91,-0.092029,-9.8917,11.5177,119.728,0.233694,-18.2983,53.5759,-2.67346,-3.05482,-5.07303,-3.80264,-4.38673,-26.7288,3747.74,3.52255,1403.43,3848,-2.50515,-2.88652,-4.73642,-3.63434,-4.21842,0.736585,3775.42,4.70068,1431.11,0.743525,0.997826,0.00601424,5077.74 
43,44.438,43,3090.64,-0.0686046,-8.95791,-11.4477,118.272,0.118135,-23.4382,5.94734e-13,-0.620205,-0.797074,-2.22261,-2.95981,-2.65021,9.844,1848.08,-16.261,2876.65,3428.38,-0.68219,-0.859059,-2.34658,-3.02179,-2.7122,0.756119,1837.89,-16.6949,2866.45,0.413346,1.01615,-0.0108452,4446.36 
44,44.3,44,4574.04,-0.345318,11.4777,-12.0682,119.432,-0.484936,587.014,65.8037,-1.90078,-3.43784,0.362735,-0.764917,-2.76808,-66.8313,3075.39,1.61295,3026.24,13775.9,-1.47996,-3.01702,1.20437,-0.344099,-2.34726,1.20127,3144.62,4.55868,3095.47,0.527488,0.997469,0.00270552,5961.49 
45,44.05,45,4710.64,-0.0160359,11.6922,11.4027,119.802,0.000956269,8.77412,4.09147,-1.80308,-2.31339,-4.95792,-2.13128,-0.68669,-18.2031,3454.08,-4.6194,2751.21,4340.35,-1.68846,-2.19877,-4.72868,-2.01666,-0.57207,0.577971,3472.93,-3.81706,2770.07,0.579431,1.00193,-0.00254482,5993.69 
46,44.408,46,2772.45,-0.322005,-8.45632,-11.4397,119.163,0.132053,-307.085,51.4682,-4.54663,-2.91425,-3.18485,-1.25397,-0.145225,-0.976949,1879.22,-2.18431,2388,4469.22,-4.54048,-2.9081,-3.17255,-1.24782,-0.139074,0.735798,1880.23,-2.14125,2389.01,0.46377,1.002,-0.0016538,4054.23 
47,44.44,47,4488.63,-0.0103226,11.3665,11.612,119.252,0.0360348,-9.49717,9.08073e-13,-2.78789,-1.55805,-7.52806,-2.76891,-1.85915,-57.1411,2450.7,-8.46816,3721.26,4307.76,-2.42809,-1.19825,-6.80846,-2.40911,-1.49935,0.52532,2509.89,-5.94955,3780.45,0.421823,1.00417,-0.00290748,5950.1 
48,44.65,48,4499.37,-0.380105,11.7937,11.9418,119.773,2.71906,22.6987,257.903,-6.77732,-1.04013,-4.22521,2.40172,1.79403,-33.1105,3325.63,-3.78197,2878.37,6593.9,-6.56883,-0.831641,-3.80823,2.61021,2.00251,0.422644,3359.93,-2.32256,2912.67,0.559014,1.00121,-0.00147105,6010.46 
49,44.85,49,5066.47,-0.0173916,12.1434,11.6917,119.195,0.126759,-44.6992,458.125,-3.51249,-6.39199,-4.09836,-0.832979,-0.656413,12.1597,3621.22,-2.038,2952.76,4806.26,-3.58905,-6.46855,-4.25149,-0.909545,-0.73298,0.733476,3608.62,-2.57396,2940.16,0.57424,1.00125,-0.00161528,6284.17 
50,44.376,50,5217.06,-0.0122151,12.2258,11.4988,119.037,-0.010132,8.78896,51.8851,-0.760019,2.51748,0.468782,0.893472,0.0026014,-15.6815,2837.71,1.33677,3622.22,4579.32,-0.661277,2.61623,0.666266,0.992214,0.101343,0.820644,2853.95,2.02796,3638.46,0.462932,0.998758,0.00102568,6164.95 
51,44.327,51,5604.38,-0.387951,13.8389,11.9757,119.375,0.740239,-658.147,5.45184,-1.2571,-1.52582,-5.5148,2.74743,-0.526075,1.30572,3565.3,-15.0991,3741.47,21254.6,-1.26532,-1.53404,-5.53124,2.73921,-0.534297,0.0970427,3563.94,-15.1566,3740.11,0.511514,1.0075,-0.00752119,6967.45 
52,44.378,52,4101.95,-0.0671103,10.372,-11.8136,119.062,0.12346,91.9341,500,-1.90466,-0.691182,-0.215855,0.403932,0.836821,-29.5558,2560.11,-0.133096,3117.46,4358.24,-1.71855,-0.505077,0.156355,0.590037,1.02293,1.34416,2590.72,1.16964,3148.08,0.474885,0.999211,0.000683947,5455.47 
53,44.36,53,4778.69,-1.56355e-05,11.7751,11.3805,119.482,-0.00158717,3.18404,5.84964e-05,-5.37794,-3.38486,-5.83386,-1.36798,-0.917416,10.1663,2950.8,-9.79744,3326.37,4362.5,-5.44196,-3.44888,-5.96189,-1.43199,-0.98143,0.654706,2940.26,-10.2455,3315.84,0.493525,1.00614,-0.00572446,5957.68 
54,44.1,54,4857.39,-0.345596,12.3202,11.7451,119.103,-0.119567,-594.514,286.409,-1.00181,-0.809405,-5.26204,-1.75123,-1.37159,54.1513,3424.32,-4.82806,2879.18,7024.53,-1.34278,-1.15038,-5.944,-2.09221,-1.71257,0.514456,3368.23,-7.21489,2823.09,0.567306,1.00376,-0.00473008,5937.25 
55,44.33,55,4982.98,-0.313957,12.0633,12.0056,119.28,-0.232806,396.57,405.462,0.986958,-2.23096,-5.35156,-2.3595,-2.58472,-15.8767,3151.59,-7.64473,3193.36,7720.02,1.08693,-2.13099,-5.15162,-2.25953,-2.48475,0.529101,3168.03,-6.94493,3209.8,0.520292,1.00385,-0.00400164,6088.95 
56,44.366,56,3847.8,0.0144089,9.83634,-11.4978,119.379,-0.0108145,-1.87178,3.24903e-12,-4.2377,-0.403727,-3.05396,-0.165445,-1.21623,-10.9862,2575.69,2.71456,2796.04,3682.33,-4.16852,-0.33455,-2.91561,-0.096268,-1.14705,0.663402,2587.07,3.1988,2807.42,0.503142,0.997841,0.00209452,5141.81 
57,44.444,57,3184.19,-0.342133,-9.11466,-11.8451,119.836,0.122194,188.52,1.43724,-2.803,-1.75315,-6.68811,-2.22938,-1.36151,-10.0337,3495.02,-5.99431,1190.72,4264.48,-2.73982,-1.68997,-6.56175,-2.1662,-1.29833,0.54609,3505.42,-5.55205,1201.11,0.762308,1.00278,-0.00858813,4598.43 
58,44.382,58,4605.67,-0.324935,11.4382,-12.4295,119.47,0.975392,-571.765,357.862,-2.32485,-2.43612,-1.00981,0.174396,-3.80784,-32.5377,2669.32,-4.43673,3408.45,22782.9,-2.11996,-2.23124,-0.600051,0.379278,-3.60296,0.926599,2703.02,-3.00256,3442.15,0.463212,1.00195,-0.00160944,5835.38 
59,44.36,59,3463.92,-0.312846,-9.44405,11.7236,119.686,0.0218238,-36.6887,29.7596,-2.8017,-0.245677,-3.70413,-0.672417,-2.96477,-14.8815,2606.61,-5.16689,2267.26,3630.32,-2.70799,-0.151973,-3.51672,-0.578712,-2.87106,0.642117,2622.02,-4.51095,2282.67,0.557966,1.00302,-0.00365362,4699.26 
60,44.396,60,3339.56,-0.230034,-8.92865,11.5288,119.136,0.305158,-351.215,500,-1.13507,-1.97447,2.62975,1.08512,-0.611672,21.712,1995.8,-12.3237,2736.2,6839.86,-1.27178,-2.11118,2.35632,0.948404,-0.748386,3.85054,1973.31,-13.2807,2713.71,0.44416,1.01192,-0.00909716,4442.79 
61,44.35,61,4607.21,-0.10696,11.2636,11.5375,119.164,0.327158,-220.389,500,-3.98742,0.743761,-1.53134,2.99024,-1.04782,-66.1676,2907.01,-8.18345,3091.64,6577.6,-3.57078,1.1604,-0.698058,3.40688,-0.631183,-1.0979,2975.54,-5.26697,3160.18,0.508526,1.00311,-0.00307964,5851.3 
62,44.29,62,5010.82,-0.00771163,11.6674,11.817,119.374,0.022857,37.1761,497.573,-2.01347,-1.55161,-0.208034,-1.26019,-5.22445,-19.6849,3463.41,-0.467565,2978.58,4515.9,-1.88952,-1.42766,0.039867,-1.13624,-5.1005,1.00419,3483.8,0.400088,2998.97,0.56074,0.999799,0.000245692,6212.87 
63,44.28,63,4200.36,-0.017543,10.5854,11.4601,119.534,-0.0566158,-9.58553,500,-7.97521,-2.68088,-2.32363,-1.88901,-4.23775,-57.3288,3104.49,5.93603,2519.54,3966.7,-7.61423,-2.31989,-1.60166,-1.52802,-3.87676,0.905454,3163.87,8.46292,2578.92,0.574134,0.995341,0.00600869,5510.68 
64,44.34,64,5739.35,-0.00272846,12.9996,-11.6527,119.111,-0.0345349,45.0294,2.49568e-12,-2.45123,-2.36779,-2.51978,1.17168,0.355356,-2.57287,3665.72,-8.08116,3400.94,4981.79,-2.43503,-2.35159,-2.48737,1.18789,0.371556,0.564729,3668.39,-7.96776,3403.61,0.542206,1.00382,-0.004331,6765.67 
65,44.36,65,3558.18,-0.120436,-9.91882,11.6654,119.246,-0.372207,394.747,498.598,-3.45683,-2.46332,-1.8652,-3.28409,-2.26202,-5.36851,2608.53,-4.48222,2514.17,8549.62,-3.42302,-2.42952,-1.79759,-3.25029,-2.22821,0.863079,2614.09,-4.24559,2519.73,0.532722,1.00285,-0.0031135,4907.04 
66,44,66,5153.16,-0.00630379,11.9867,11.7483,119.245,-0.00553358,-7.3574,1.39631e-12,-3.00319,-0.570125,-3.09258,-2.61674,-1.40226,-4.03948,3524.52,-7.85202,3047.29,4585.56,-2.97776,-0.54469,-3.04171,-2.59131,-1.37682,0.711202,3528.7,-7.67398,3051.47,0.55962,1.00382,-0.00465417,6305.54 
67,44.9,67,5183.77,-0.053738,12.5808,11.4445,119.324,-0.062189,-47.2491,499.995,-2.36873,-1.63691,-4.35951,-2.56407,-3.59922,-18.1116,3707.11,-5.1112,2930.22,4782.71,-2.25469,-1.52287,-4.13142,-2.45002,-3.48517,0.701577,3725.87,-4.3129,2948.98,0.58131,1.00203,-0.00270137,6409.44 
68,44.321,68,4588.7,-0.014133,11.5662,11.211,118.993,-0.000653009,-24.558,500,-2.08095,-2.84712,-2.31108,2.2794,0.379677,-8.46731,2945.48,1.43297,3078.1,4221.68,-2.02764,-2.7938,-2.20445,2.33272,0.432994,0.482545,2954.25,1.80619,3086.87,0.512597,0.998931,0.00107669,5763.3 
69,44.386,69,3917.62,-0.0228169,10.0475,11.4129,119.202,0.108902,-76.0592,500,-3.80819,-1.36238,-0.724676,-2.10954,-0.570857,9.38402,2312.03,-8.22145,3174.86,4002.56,-3.86728,-1.42147,-0.842853,-2.16863,-0.629946,0.905617,2302.31,-8.63507,3165.14,0.44424,1.00661,-0.00505098,5182.59 
70,44.442,70,3103.06,0.000536947,-8.21908,-11.6933,119.515,-0.000182373,22.4734,1.4616e-11,-3.0382,-0.25921,0.176175,-1.78018,0.160003,4.74223,3337.78,-3.26942,1179.55,3128.78,-3.06806,-0.28907,0.116454,-1.81004,0.130143,1.02367,3332.86,-3.47845,1174.64,0.757161,1.00183,-0.00548491,4401.79 
71,44.324,71,4427.81,-0.0436276,11.361,11.3534,119.076,-0.0334322,55.0239,500,-2.83427,-3.87531,-3.80194,-2.02018,1.55061,-55.4157,3072.29,-2.47341,2975.45,4258.8,-2.48533,-3.52637,-3.10406,-1.67125,1.89955,0.650737,3129.69,-0.0308404,3032.85,0.531394,1.00002,-1.87323e-05,5889.58 
72,44.37,72,4697.49,-0.013143,11.6599,11.509,119.264,-0.0162374,5.69027,500,-4.89927,-4.42428,-7.66112,-2.67571,-4.91136,-12.1532,2951.1,-4.03985,3268.93,4371.45,-4.82274,-4.34775,-7.50807,-2.59918,-4.83483,0.688624,2963.69,-3.50417,3281.52,0.49811,1.00207,-0.00197097,5949.87 
73,44.2,73,5210.33,-0.260092,12.2856,12.1944,118.909,0.0203808,-102.183,500,3.34229,-1.75217,-2.54702,-0.571135,0.518016,36.596,3707.83,-1.99954,3033.97,4944.79,3.11186,-1.9826,-3.00789,-0.80157,0.28758,-0.25715,3669.93,-3.61258,2996.06,0.573754,1.00173,-0.00222611,6396.34 
74,44.392,74,3170.71,-0.158557,-8.9563,11.3626,119.053,0.071005,165.149,500,-2.12874,-2.38889,-7.67714,-3.02329,-2.49611,-41.7789,2102.34,-2.3112,2557.49,3694.57,-1.86567,-2.12582,-7.15099,-2.76022,-2.23304,0.556823,2145.62,-0.469705,2600.77,0.475502,1.00038,-0.000332799,4512.32 
75,44.364,75,4990.5,-0.259692,11.4233,12.1324,119.044,-0.625119,747.398,461.991,-2.49262,-4.79713,-1.06348,-0.353459,-0.353719,-20.0884,2861.8,3.57619,3339.1,19721,-2.36613,-4.67064,-0.810494,-0.226968,-0.227227,0.902367,2882.61,4.46163,3359.91,0.485277,0.997299,0.00244017,5940.13 
76,44.306,76,4769.58,-0.0347809,11.5156,11.2176,119.407,-0.172659,118.744,500,-2.90462,-1.33055,-6.90562,-0.85231,-0.31502,11.6893,3270.1,0.593935,2757.24,4872.59,-2.97823,-1.40415,-7.05283,-0.925914,-0.388624,0.446826,3257.99,0.0787059,2745.13,0.566011,0.999958,5.28124e-05,5756.06 
