cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.045,0,17800.1,0.211062,32.8433,11.0437,123.503,-0.0888605,-64.9151,114.358,0.523142,-0.585139,0.606678,-0.187306,-0.032882,36.1544,8500.09,75.6389,6974.64,11995.2,0.295488,-0.812793,0.151369,-0.414961,-0.260536,1.14535,8461.05,74.0453,6935.6,0.487989,0.984916,0.0192872,17338.6 
1,44.075,1,16627.3,0.281082,29.827,11.0401,123.501,-0.236846,-1060.49,251.044,-2.73497,-0.0592998,3.56813,-3.08389,3.76986,-60.2829,7810.76,66.9519,6514.86,18896.1,-2.35538,0.320285,4.3273,-2.7043,4.14945,-0.157852,7875.86,69.609,6579.96,0.483235,0.984769,0.019115,16298.2 
2,44.035,2,16731.5,0.0205304,31.0798,10.9823,123.517,-0.0305216,12.0444,500,-0.110019,5.77135,-7.2574,-1.79988,-6.12747,-44.1667,8061.26,79.37,6533.84,11123.3,0.168087,6.04946,-6.70119,-1.52177,-5.84936,0.146865,8108.95,81.3168,6581.54,0.490461,0.982754,0.0222533,16533.3 
3,44,3,15992.1,-0.00080038,27.6874,11.5802,123.368,0.00821182,9.42725,1.60601e-11,-1.22497,3.21389,-3.5065,-2.84952,3.50875,44.7716,7431.67,65.1518,5967.91,10439.9,-1.50689,2.93198,-4.07033,-3.13144,3.22683,-0.596305,7383.32,63.1784,5919.56,0.493526,0.985246,0.0192814,14960.4 
4,44.015,4,16401.6,0.230675,29.5272,11.1798,123.241,0.303351,-66.5416,6.26145,7.96207,1.45738,-1.85201,-1.57018,3.13875,-27.5896,7452.44,69.6564,6443.67,11403.2,8.13579,1.63111,-1.50456,-1.39646,3.31247,1.14782,7482.23,70.8725,6473.46,0.474512,0.983694,0.019769,15768.3 
5,44.01,5,14148.4,0.0120673,25.0526,11.5706,123.408,-0.079086,6.09471,500,2.0953,1.18595,-1.46375,-1.27735,3.21704,-5.52066,6857.43,54.066,5191.92,9452.03,2.13006,1.22072,-1.39423,-1.24258,3.2518,1.35157,6863.4,54.3093,5197.88,0.507772,0.986342,0.0188835,13516.7 
6,44.04,6,18408.8,0.169383,34.8156,10.9336,123.133,0.00835524,-169.197,477.47,-1.54553,-0.880755,-10.2215,-0.937184,-2.22478,-50.8882,8752.41,73.2165,7490.93,12437.7,-1.2251,-0.560326,-9.58063,-0.616755,-1.90435,0.310109,8807.36,75.4595,7545.89,0.476948,0.985228,0.018088,18466.1 
7,44.07,7,18051.3,-0.0383718,32.9588,11.2701,123.459,0.00544208,74.0492,3.41682,-0.655707,0.0287755,3.0342,4.96367,-0.0577576,-31.0323,8401.6,67.5304,7352.75,12105,-0.460305,0.224177,3.42501,5.15907,0.137644,0.596374,8435.11,68.8982,7386.26,0.471511,0.985907,0.0168927,17889.5 
8,44.05,8,17086.7,-0.0224398,32.1153,11.0279,123.365,-0.00191216,0.374479,1.78346e-11,5.29574,0.741521,-1.77092,-1.23208,-0.135996,-33.3622,7984.06,75.885,6906.23,11529.2,5.50582,0.951594,-1.35078,-1.02201,0.074077,1.32481,8020.09,77.3555,6942.26,0.474388,0.983401,0.0201132,16906.2 
9,44.03,9,16681.3,-0.0045202,31.3154,-11.1264,123.433,-0.0147499,-35.0506,500,-0.593299,-2.69129,-0.0169077,1.27505,3.35721,-15.5783,8031.28,53.4176,6621.44,11359.3,-0.495207,-2.5932,0.179277,1.37314,3.4553,0.906594,8048.1,54.1042,6638.26,0.486435,0.988372,0.0147918,16545.1 
10,44.085,10,16021,-0.246755,28.2155,11.9434,123.133,0.100914,35.7044,0.348587,4.27307,-3.23219,-1.60462,-2.70122,0.627879,-38.8806,7780.38,53.9931,6161.8,11087.5,4.51789,-2.98737,-1.11498,-2.4564,0.8727,0.0455309,7822.37,55.7069,6203.78,0.496242,0.987691,0.016272,15763.2 
11,44.06,11,19361.5,0.211585,36.292,10.9271,123.17,-0.260043,-93.0791,306.8,4.81655,-3.95611,-1.27374,0.781488,0.469472,-33.8777,9110.74,69.9687,7897.59,13697.5,5.02987,-3.7428,-0.847098,0.994807,0.682791,1.40003,9147.33,71.4619,7934.17,0.473879,0.986513,0.0163208,19303.1 
12,44.1,12,12219.6,0.104924,19.7604,12.1456,122.964,0.0243856,-70.2688,500,0.504891,0.0372504,-6.6538,2.36765,-2.05863,5.09254,5428.08,37.3042,4520.44,7868.65,0.472825,0.00518399,-6.71793,2.33558,-2.09069,-0.120582,5422.58,37.0797,4514.94,0.484085,0.988175,0.0149031,11201.7 
13,44.02,13,15413.5,0.161395,29.279,-10.8098,123.222,0.0401452,-97.9265,376.044,0.840913,4.55111,2.12617,-1.6388,6.48094,28.9014,7472.71,68.1757,6020.33,10431.1,0.658929,4.36912,1.76221,-1.82079,6.29895,0.843616,7441.5,66.9018,5989.12,0.492568,0.984511,0.0201625,15107.6 
14,44.065,14,17456.3,-0.396737,32.5167,-11.2489,123.549,0.262031,-77.557,4.04527e-06,6.16871,6.63931,-3.13208,-6.15588,-0.166797,-72.6953,8210.71,64.2429,7003.3,12568.8,6.62645,7.09705,-2.21659,-5.69813,0.290946,1.36339,8289.21,67.4471,7081.8,0.477656,0.985961,0.0172417,17353.9 
15,44.055,15,18382.6,0.244142,34.2288,10.8567,123.353,-0.00648286,-182.364,102.414,1.21721,-3.24076,6.59257,3.04076,4.13469,15.2098,8726.81,68.883,7336.8,12135.7,1.12144,-3.33653,6.40103,2.94499,4.03892,0.426937,8710.38,68.2126,7320.37,0.481757,0.986481,0.0168754,18080.5 
16,44.005,16,13556.6,0.0130625,24.0996,11.2955,123.449,-0.00206012,-12.1406,500,1.64605,-4.07763,-7.43892,-3.21981,2.36495,-19.0294,6318.85,46.8405,5153.93,8862.36,1.76587,-3.95781,-7.19927,-3.09998,2.48477,0.280535,6339.4,47.6793,5174.48,0.489048,0.987009,0.0166904,12962.7 
17,44.095,17,13143.1,0.0388124,22.8741,11.5964,123.724,-0.0155274,-12.5548,0.000367913,-1.72365,-1.5644,-5.22908,-0.124237,3.23807,-28.4741,6368.4,45.996,4786.05,8641.36,-1.54435,-1.3851,-4.87049,0.0550569,3.41736,-0.125467,6399.15,47.2511,4816.8,0.509298,0.987243,0.0177497,12564.6 
18,44.025,18,17770.1,0.157579,33.3066,11.0526,123.33,-0.203258,-125.88,405.219,0.648757,-1.42547,-3.80844,3.79988,1.20129,0.620604,8698.33,59.4918,7011.06,12816.6,0.64485,-1.42937,-3.81626,3.79597,1.19739,10.7212,8697.66,59.4644,7010.39,0.492201,0.988177,0.0153849,17671 
