cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.3,0,12988.8,-0.285013,21.1639,14.9018,115.721,0.0933296,37.6454,379.872,-2.38075,-3.18756,-8.75781,-2.22764,-4.79619,-66.4069,5831.94,45.8403,7663.64,10381.1,-1.9626,-2.76941,-7.92152,-1.80949,-4.37804,0.579561,5903.66,48.7673,7735.35,0.456134,0.98575,0.0114802,12942.8 
1,44.395,1,11288.6,-0.173468,18.8855,-14.7201,117.375,-0.18552,475.394,500,-5.23356,-3.41711,-7.16788,-2.92933,-4.35015,-36.0667,4990.08,42.7537,6988.77,11920.7,-5.00645,-3.19001,-6.71367,-2.70223,-4.12304,0.691118,5029.03,44.3434,7027.72,0.440206,0.984804,0.0114897,11424.2 
2,44.405,2,10649.8,-0.31721,17.4977,15.2764,117.724,0.103029,-93.8988,445.286,-1.96672,-4.95678,-0.918076,-2.00391,2.12859,50.2242,4428.93,40.8005,6789.54,9016.47,-2.28297,-5.27303,-1.55057,-2.32016,1.81235,0.838724,4374.69,38.5867,6735.31,0.416486,0.984799,0.0104433,10503.8 
3,44.37,3,12746.9,-0.045047,21.2267,14.5358,117.988,0.0477105,-10.7015,499.843,-1.95076,-7.31446,-6.50659,-2.63014,0.589494,45.4151,5824.7,41.0432,7705.86,10060.8,-2.23673,-7.60043,-7.07852,-2.9161,0.303527,0.637524,5775.66,39.0414,7656.82,0.453229,0.988309,0.00930532,12743.4 
4,44.6,4,11424.3,-0.0329344,19.214,14.7946,118.033,0.00346571,-6.04418,500,-2.51648,-5.73893,-7.63883,0.159696,0.0595368,97.0864,5212.7,39.1171,7124.4,9254.39,-3.1278,-6.35026,-8.86148,-0.451632,-0.55179,0.541876,5107.86,34.8379,7019.56,0.444329,0.988205,0.00905949,11495.7 
5,44.415,5,12169.7,-0.104395,20.0883,14.8141,117.115,0.0917933,-26.2076,500,-2.12868,-1.4178,-2.22013,-1.00206,0.0685553,59.8781,5379.18,46.8404,7515.42,9765.88,-2.50572,-1.79484,-2.9742,-1.3791,-0.308481,0.668144,5314.52,44.2011,7450.76,0.439408,0.985654,0.01081,12094.7 
6,44.4275,6,9140.13,-0.407007,15.8328,15.4548,117.586,0.107856,818.171,493.72,-2.0154,-2.40071,-2.20566,-0.842829,1.38128,85.7013,4287.27,34.8738,5823.69,10838.2,-2.55504,-2.94035,-3.28494,-1.38247,0.841638,0.647583,4194.73,31.0964,5731.15,0.44577,0.987193,0.00989609,9410.07 
7,44.4375,7,11306.8,-0.00252691,18.0881,-15.4508,117.349,0.0131831,-7.22248,6.5537e-12,-2.01063,-0.797687,-4.26238,0.987944,1.49383,62.0642,4886.89,51.2278,7165.16,9100.94,-2.40143,-1.18849,-5.04398,0.597142,1.10303,0.272544,4819.87,48.4921,7098.14,0.427324,0.982698,0.0124283,11279.2 
8,44.5,8,12939.9,-0.320855,20.6652,15.3621,117.217,0.0797738,402.577,161.312,-2.95632,-2.59856,-3.27233,-1.74857,-1.31005,106.387,7084.97,58.1362,6387.86,11379.8,-3.62621,-3.26845,-4.61211,-2.41846,-1.97994,0.710025,6970.08,53.4469,6272.97,0.549757,0.986759,0.0154526,12678.5 
9,44.36,9,12810,-0.359755,20.9263,15.2464,116.699,0.881421,-1469.99,485.72,-0.144317,-1.98409,-1.39926,-0.0130966,-0.507654,46.5492,5554.2,54.7792,7902.76,52564.7,-0.437425,-2.27719,-1.98548,-0.306204,-0.800762,0.658092,5503.93,52.7274,7852.49,0.435104,0.983511,0.0122181,12649.7 
10,44.425,10,9821.63,-0.0705278,16.7723,14.4862,117.331,0.0740287,28.419,0.0890692,-0.0308123,-1.0242,-4.78454,-3.12766,-1.03743,72.5652,4483.73,35.7022,6097,7977.83,-0.487736,-1.48113,-5.69839,-3.58458,-1.49435,0.552934,4405.37,32.5037,6018.64,0.445783,0.987253,0.00985031,9882.33 
11,44.49,11,11111.3,-0.382737,18.3006,15.5456,117.075,0.176587,-384.623,218.747,-3.09884,-3.15865,-2.48214,0.466998,1.83684,106.803,6370.68,43.6968,5660.49,11472.2,-3.77134,-3.83116,-3.82716,-0.205509,1.16433,0.634494,6255.34,38.9892,5545.15,0.5535,0.98921,0.0127866,11301.4 
12,44.48,12,13083.7,-0.429985,21.9785,15.1493,116.475,0.313416,36.12,300.037,-0.543149,-4.05533,-6.51992,-3.192,0.660659,96.3228,5266.29,47.2266,8529.17,11207.5,-1.14967,-4.66185,-7.73296,-3.79852,0.0541395,0.55272,5162.27,42.981,8425.15,0.402386,0.985639,0.00931002,12829.2 
13,44.4025,13,12913.9,-0.0115248,21.0778,14.7764,116.292,0.00359868,2.61573,2.76696e-11,-5.45259,-3.26844,-1.92711,0.217106,-1.24026,93.061,5745.01,50.3702,7876.71,10139.2,-6.03857,-3.85442,-3.09907,-0.368874,-1.82624,0.795941,5644.51,46.2683,7776.21,0.443721,0.985858,0.0108417,12720.9 
14,44.54,14,12019,-0.339219,19.7334,15.1793,116.535,-0.36507,554.053,33.2975,-3.00995,-4.07931,-6.78362,1.28816,4.10953,91.7008,5605.04,54.4922,7130.6,16335.5,-3.58737,-4.65673,-7.93845,0.710743,3.53212,0.335121,5506.01,50.4503,7031.58,0.462506,0.984218,0.0130444,11904.8 
15,44.39,15,11086,-0.383693,18.6175,15.2715,116.657,0.0835566,13.1052,60.5479,-0.0782642,-2.69984,-0.252969,-2.13745,1.49673,60.3517,5016.5,38.8117,7055.8,9291.08,-0.458283,-3.07986,-1.01301,-2.51747,1.11671,0.829801,4951.32,36.1516,6990.62,0.437675,0.987384,0.00943644,11312.8 
16,44.4125,16,11775.7,-0.0760829,19.6344,14.8847,117.25,0.00297041,4.36786,500,-1.85254,-5.11442,-1.69478,-0.324419,1.45767,103.569,5016.48,42.9338,7599.57,9514.2,-2.50468,-5.76656,-2.99908,-0.976565,0.805526,0.737874,4904.64,38.3687,7487.73,0.418539,0.986495,0.00935108,11718.5 
17,44.47,17,12491.5,-0.299911,20.1444,15.4548,115.872,-5.33927,5673.34,0.127554,-1.81323,-1.05561,-5.37624,-0.183366,0.0640702,115.662,5344.4,46.5579,7720.73,996224,-2.54152,-1.7839,-6.83283,-0.911659,-0.664223,0.463424,5219.5,41.4599,7595.82,0.430237,0.98629,0.00995458,12131.7 
18,44.31,18,12274.8,-0.115911,20.8172,14.7868,117.092,0.0543266,-120.566,499.816,-1.51901,-1.83061,1.99665,0.00414286,0.334987,134.296,5696.09,47.0638,7646.21,10233.8,-2.36463,-2.67623,0.305395,-0.841483,-0.510639,1.05017,5551.07,41.1444,7501.18,0.448493,0.987195,0.010003,12377.1 
19,44.32,19,14130.3,-0.0472899,23.0164,14.9243,116.57,0.0590045,17.1218,500,-2.79361,-1.64927,-2.40851,0.637769,2.58375,149.824,6085.75,56.3266,8897.79,11215,-3.73702,-2.59267,-4.29532,-0.305636,1.64035,0.537655,5923.95,49.7228,8736,0.426991,0.985524,0.0103759,13873.7 
20,44.38,20,12390.7,-0.153011,20.962,-14.5063,116.332,-0.180896,14.8709,500,-4.06096,-1.372,-3.93015,0.22794,-0.101944,90.3444,5529.37,49.5359,7681.42,9986.45,-4.62983,-1.94087,-5.0679,-0.340935,-0.670819,0.599387,5431.81,45.5538,7583.86,0.440424,0.985536,0.0109438,12333.1 
21,44.3925,21,11694.5,-0.137714,19.9314,14.8816,117.029,-0.10325,-75.1337,7.24421,0.979459,-2.25003,-3.63153,-2.99987,-0.633128,61.8043,5384.5,43.877,7300.14,9908.2,0.590294,-2.6392,-4.40986,-3.38903,-1.02229,0.594312,5317.76,41.1529,7233.4,0.446865,0.986638,0.0103716,11900.2 
22,44.57,22,10968.5,-0.189308,19.0553,14.7839,117.203,0.0369564,-4.04188,500,0.750758,-4.4795,-2.84546,-0.838529,2.25984,91.8075,5023.07,26.5443,7025.66,9175.47,0.17267,-5.05759,-4.00164,-1.41662,1.68175,0.535849,4923.93,22.4977,6926.52,0.438577,0.992068,0.00594767,11227.1 
23,44.34,23,11897.1,-0.144551,19.6527,15.0737,115.288,0.0152782,144.121,2.93703e-09,-2.68733,-2.99654,-1.27661,-1.84166,-0.128969,76.385,5340.08,48.6167,7464.81,9715.24,-3.1683,-3.47751,-2.23856,-2.32263,-0.609945,0.810564,5257.6,45.2498,7382.32,0.439029,0.985162,0.0111651,11975.5 
24,44.4325,24,11329.2,-0.143622,17.8845,16.3197,115.509,-0.0209634,143.929,0.000130508,-1.65972,-4.13378,-2.56573,-1.70951,-2.38777,114.201,5256.79,45.9787,7197.14,9599.57,-2.37882,-4.85288,-4.00392,-2.4286,-3.10687,0.761261,5133.47,40.9451,7073.81,0.443663,0.986234,0.0105501,11570.6 
