cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,44.32,0,24883.6,-0.0560785,37.4421,14.6057,122.934,-0.054576,80.5109,112.329,-3.53595,0.805805,1.82216,2.55463,1.39252,-27.3284,9843.15,69.3844,13899.8,17945.4,-3.36387,0.977884,2.16632,2.72671,1.5646,0.467948,9872.66,70.589,13929.3,0.39403,0.987642,0.00924881,25055.6 
1,44.28,1,28989.4,-0.0310126,44.0962,14.3048,122.979,-0.051242,-2.62318,8.87048e-11,-5.42966,-2.1956,6.70881,5.46144,0.447813,-14.7343,11110.6,86.4066,16527,20538.7,-5.33688,-2.10282,6.89436,5.55421,0.540591,-0.242347,11126.5,87.0561,16543,0.381589,0.986493,0.00960087,29158.3 
2,44.2,2,27427,-0.0506695,42.5866,14.064,122.798,0.0357014,40.2945,1.69966e-11,-0.195977,5.54786,6.55326,5.49107,-0.822699,33.1789,10690.5,75.5158,15681.4,19544.2,-0.404895,5.33894,6.13543,5.28215,-1.03162,0.599516,10654.7,74.0533,15645.6,0.38453,0.987983,0.00864366,27708.3 
3,44.23,3,29356,0.00179086,45.514,13.98,122.466,0.00567425,-4.5313,2.12749e-10,-1.24148,1.54814,8.76207,-2.36526,-1.96495,-38.9802,11533.3,107.217,16589.4,20714,-0.996036,1.79359,9.25297,-2.11981,-1.7195,-0.489721,11575.4,108.936,16631.5,0.389694,0.983798,0.0119219,29703.7 
4,44.35,4,27131.6,0.0308052,41.9586,13.9979,122.42,-0.0997099,33.4791,28.8356,2.84389,-0.0379037,-0.88621,0.0491562,1.74319,-11.5757,10900.4,88.6078,14966.9,19228.2,2.91678,0.0349851,-0.740432,0.122045,1.81608,1.17844,10912.9,89.118,14979.4,0.400613,0.98591,0.0108405,27240.4 
5,44.21,5,30247.1,0.0108467,46.3731,14.1702,122.519,0.0143129,46.4671,500,-4.03108,-0.326007,-1.29834,2.29097,2.35101,-41.6968,11408.2,101.798,17584.5,21413,-3.76853,-0.0634526,-0.77323,2.55352,2.61357,2.37615,11453.2,103.636,17629.5,0.373442,0.984412,0.0107129,30669.4 
6,44.24,6,26764.4,-0.0036994,40.65,14.441,122.702,-0.0050104,-11.1609,500,-1.20509,2.65658,-0.115012,-2.47687,2.12883,-45.7413,10307.3,84.621,15449.6,19111.5,-0.917067,2.9446,0.46103,-2.18885,2.41685,0.830289,10356.7,86.6372,15499,0.380053,0.985572,0.0101921,27250.6 
7,44.34,7,23941,-0.0343198,35.4761,14.8007,122.689,-0.0990584,46.1497,500,0.232443,2.79129,2.59429,2.78288,0.101121,-33.9078,9309.86,79.2223,13701.6,17241.6,0.445951,3.0048,3.0213,2.99639,0.31463,0.69117,9346.47,80.7169,13738.3,0.384294,0.985112,0.0107071,24321.2 
8,44.31,8,29645,-0.0341129,48.0409,13.4844,122.538,0.0136515,-1.99991,14.3125,-4.07667,3.75665,-2.19155,2.15301,-1.1292,11.8335,11850.3,81.3225,16901.8,21089,-4.15118,3.68213,-2.34058,2.0785,-1.20371,-0.209701,11837.5,80.8009,16889.1,0.391367,0.988196,0.00873604,30246.6 
9,44.4,9,22149.4,0.0134524,32.4738,14.7686,123.07,-0.0311508,38.6125,144.689,-6.80113,-1.6378,1.91496,0.612437,-3.73844,-7.81944,11577.5,89.292,9492.58,15651.5,-6.75189,-1.58856,2.01343,0.661674,-3.68921,1.21524,11586,89.6366,9501.03,0.528025,0.986642,0.0170823,21942.1 
10,44.38,10,26634.5,-0.0790701,40.3419,14.5632,122.717,0.110016,-75.0826,373.922,1.85147,1.3461,2.32852,1.82983,-2.77801,-31.8554,12206.9,89.1295,13490.4,19394.2,2.05206,1.54669,2.72969,2.03042,-2.57743,0.527852,12241.3,90.5336,13524.8,0.453662,0.987223,0.0121807,26983.3 
11,44.3,11,28318.4,0.0161356,44.2687,13.8452,122.889,-0.0618036,-6.68863,9.67823e-10,-1.36553,3.66261,-1.4936,3.30911,-0.816667,1.48371,11464.3,84.1246,15617.9,19965.6,-1.37487,3.65327,-1.51228,3.29977,-0.82601,1.46677,11462.7,84.0592,15616.3,0.402419,0.987329,0.00981829,28484.5 
12,44.26,12,27333.7,0.001104,41.1473,14.4263,122.963,0.155119,-43.9928,229.447,1.69752,3.16868,1.78482,-2.31853,-0.376392,-36.1061,10674.7,87.5122,15296.9,19545.9,1.92487,3.39603,2.23952,-2.09118,-0.149042,0.579053,10713.7,89.1036,15335.9,0.390586,0.985654,0.0105896,27429.8 
13,44.22,13,30600.5,-0.0845031,47.4424,14.2124,122.488,-0.0139133,23.2706,29.2128,3.03083,5.11609,7.72824,2.17672,4.24549,-32.238,11538.3,75.737,18043.4,21960.3,3.23382,5.31909,8.13423,2.37971,4.44848,0.654088,11573.1,77.1579,18078.2,0.370003,0.988467,0.00780078,31278.3 
14,44.36,14,22612.6,-0.0720831,33.2026,-14.8102,122.812,0.0339104,-51.3725,6.26485e-13,-0.472389,0.758432,0.86147,-1.49574,-0.707485,11.0151,9725.85,71.3633,11771.3,16064.4,-0.541748,0.689073,0.722752,-1.5651,-0.776844,1.49104,9713.95,70.8778,11759.4,0.431124,0.987392,0.010981,22531.7 
15,44.39,15,27708.8,0.0286485,44.597,13.4231,122.853,0.083375,-178.736,44.8102,-0.454573,-1.04835,2.62354,1.43222,2.82273,-12.2054,14029.3,83.5289,12771.1,19972.5,-0.377719,-0.971498,2.77724,1.50907,2.89958,0.524174,14042.5,84.0668,12784.3,0.501925,0.989632,0.0119684,27977.4 
16,44.29,16,26934.1,0.0827829,42.6947,13.6461,122.915,-0.107796,-17.9747,3.4842e-12,-2.21058,2.15596,5.55766,1.10964,-0.945462,-7.94964,11011.4,71.4528,14962.3,19029.2,-2.16052,2.20601,5.65777,1.1597,-0.895405,0.0519117,11020,71.8032,14970.9,0.403098,0.988726,0.00875772,27338.2 
17,44.27,17,26323.2,-0.0141988,40.3692,14.2036,123.171,-0.0277238,17.2399,32.2432,-0.716173,3.35209,2.46172,0.59103,3.17336,2.42828,10146.1,78.4616,14975.8,18681.3,-0.731463,3.3368,2.43114,0.57574,3.15807,0.722798,10143.5,78.3546,14973.2,0.38329,0.986662,0.00954768,26464.3 
18,44.25,18,25423.9,0.0029972,37.9402,14.4818,122.697,-0.0233553,-13.423,500,2.1345,-1.46035,12.0699,-1.21924,3.08673,0.4274,9733.48,82.7268,14387.2,17896.3,2.13181,-1.46304,12.0645,-1.22193,3.08404,0.173404,9733.02,82.7079,14386.7,0.38297,0.985347,0.0104791,25414.5 
19,44.37,19,27424,-0.0487492,43.9533,13.6786,122.889,-0.0188828,64.5201,19.3199,-0.0219579,-5.51452,-0.784853,1.82015,2.0235,4.71767,12934.7,84.2292,13701.4,19611.3,-0.0516638,-5.54423,-0.844265,1.79044,1.99379,0.68212,12929.6,84.0212,13696.3,0.464116,0.988756,0.0111743,27858.6 
20,44.33,20,24090.4,-0.0162386,36.1924,14.5092,122.813,0.00503468,-11.9894,298.193,1.04433,0.00222769,4.53021,2.83963,3.67899,1.27103,9175.27,79.5153,13842.8,17096.4,1.03633,-0.00577566,4.51421,2.83163,3.67098,0.625295,9173.89,79.4593,13841.4,0.378132,0.985069,0.0104643,24261.1 
21,44.32,21,21976.4,-0.0194113,33.3424,-14.3829,122.829,0.0117805,-4.95677,256.081,1.66631,-5.04995,-4.12458,1.89585,-1.0204,-8.19423,8357.03,59.3094,12704.8,15613.2,1.71791,-4.99835,-4.02139,1.94744,-0.968801,0.364025,8365.88,59.6706,12713.7,0.376438,0.987672,0.00857165,22223.8 
22,44.28,22,24560.2,0.000380054,37.7654,14.1252,122.546,-0.00188646,-2.11896,241.685,-6.08636,0.253866,-2.77861,-1.45493,-4.71391,-66.3827,9790.61,75.5188,13692.3,17365.4,-5.66837,0.67186,-1.94262,-1.03693,-4.29592,0.841703,9862.29,78.4448,13764,0.396633,0.986272,0.0103896,24865 
