,TTF,C,e_C
0,0.21915,2.09802027295,0.05864934520239741
1,0.2254469191919192,2.071614601993788,0.05864934520239741
2,0.23174383838383839,2.0452089310375756,0.05864934520239741
3,0.2380407575757576,2.0205360300034423,0.05864934520239741
4,0.2443376767676768,1.9988203414872565,0.05864934520239741
5,0.250634595959596,1.9771046529710707,0.05864934520239741
6,0.25693151515151513,1.955388964454885,0.05864934520239741
7,0.26322843434343435,1.9336732759386992,0.05892481874378077
8,0.26952535353535356,1.9119575874225132,0.05946348923182398
9,0.2758222727272727,1.8909650822805637,0.06000393206353451
10,0.28211919191919194,1.870285838201293,0.060546099778379416
11,0.2884161111111111,1.8496065941220223,0.06108994645183344
12,0.2947130303030303,1.8289273500427516,0.0616354276405094
13,0.3010099494949495,1.808248105963481,0.062182500329234544
14,0.3073068686868687,1.7875808089967922,0.06273112288002047
15,0.3136037878787879,1.7673602521578486,0.06328125498287306
16,0.31990070707070706,1.7471396953189051,0.06383285760838811
17,0.3261976262626263,1.7269191384799616,0.06438589296207906
18,0.3324945454545455,1.706698581641018,0.06494032444038174
19,0.33879146464646465,1.6864780248020748,0.0654961165882831
20,0.3450883838383838,1.666389626419192,0.06605323505852
21,0.351385303030303,1.6465420418971515,0.06661164657229551
22,0.35768222222222223,1.626694457375111,0.06717131888146095
23,0.36397914141414145,1.6068468728530705,0.0676730896452465
24,0.3702760606060606,1.5869992883310302,0.06814132090118459
25,0.37657297979797977,1.56715170380899,0.06861037004107524
26,0.382869898989899,1.5476173042941899,0.0690802204048217
27,0.3891668181818182,1.5282285110375817,0.06955085575443788
28,0.39546373737373736,1.5088397177809736,0.07002226026172616
29,0.40176065656565657,1.4894509245243654,0.0704944184963435
30,0.40805757575757573,1.4700621312677575,0.07096731541424353
31,0.41435449494949494,1.4506801075388887,0.07144093634648309
32,0.42065141414141416,1.431911069411111,0.07191526698838141
33,0.4269483333333333,1.4131420312833334,0.07239029338902091
34,0.4332452525252525,1.3943729931555557,0.07286600194107865
35,0.4395421717171717,1.3756039550277779,0.07334237937097789
36,0.4458390909090909,1.3568349169,0.0738194127293493
37,0.4521360101010101,1.338294442105879,0.07429708938179211
38,0.4584329292929293,1.3201992045568487,0.07477539699992504
39,0.46472984848484844,1.3021039670078183,0.07525432355271826
40,0.47102676767676765,1.284008729458788,0.07573385729809635
41,0.47732368686868687,1.2659134919097577,0.07621398677480434
42,0.48362060606060603,1.2478182543607272,0.07669470079452745
43,0.48991752525252524,1.2303433351059898,0.07717598843425678
44,0.4962144444444444,1.2131774031882223,0.07765783902889262
45,0.5025113636363636,1.1960114712704544,0.07814024216407744
46,0.5088082828282828,1.1788455393526867,0.07862318766925154
47,0.515105202020202,1.161679607434919,0.07910666561092333
