cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
90,355,0.62,0.25,44.75,90,47692.7,0.254558,74.8776,13.4498,115.372,0.447556,-840.247,163.07,9.19456,6.29238,6.52698,4.33101,1.41482,862.66,3015.19,223.814,44391.5,45026,3.76262,0.860439,-4.3369,-1.10093,-4.01712,0.102443,1805.23,179.001,43181.5,0.040128,0.852134,0.00757824,44986.7 
91,355,0.62,0.25,44.89,91,46212.1,0.00669233,75.3022,13.0554,115.813,0.013887,-55.6558,500,7.9506,4.65834,11.3862,5.87836,0.237253,809.603,3481.6,193.025,42440.2,32028.3,2.85274,-0.439511,1.19052,0.780503,-4.8606,3.49929,2346.06,150.968,41304.6,0.0537462,0.898786,0.00668784,43650.7 
92,355,0.62,0.25,44.84,92,45469.9,0.349425,72.8275,13.0177,115.986,-1.32519,785.339,355.686,8.12354,4.75813,7.12606,-0.580153,2.35124,851.42,9260.98,267.163,35838.8,64741.2,2.76238,-0.603036,-3.59627,-5.94131,-3.00992,0.653811,8066.78,222.934,34644.6,0.188867,0.953868,0.0117148,42711.4 
93,355,0.62,0.25,44.81,93,47452.2,0.0172614,77.1547,13.0441,116.139,-0.0163999,-105.79,500,7.56828,5.49471,8.69081,3.658,-3.04981,942.073,10315.2,302.851,37066.3,32818.5,1.63629,-0.437274,-3.17316,-2.27398,-8.9818,0.760153,8993.86,253.912,35744.9,0.20103,0.95292,0.0129163,44738.8 
94,355,0.62,0.25,44.76,94,43583.6,0.37178,68.6045,13.1847,115.572,1.33903,-359.943,359.768,8.68569,3.17461,10.2202,3.5296,-0.181684,899.55,4095.44,247.025,39307.1,45135.4,3.02147,-2.48962,-1.10826,-2.13463,-5.84591,0.870484,2833.74,200.295,38045.4,0.0693198,0.889922,0.00960484,40879.2 
95,355,0.62,0.25,44.77,95,49810.5,0.236958,79.0729,13.3432,115.332,-0.43925,357.156,209.56,12.1492,1.49749,4.15903,4.23328,1.99362,846.306,4866.76,240.234,44899.3,39453.6,6.82028,-3.83147,-6.4989,-1.09568,-3.33534,0.181613,3679.74,196.27,43712.3,0.0776446,0.914627,0.00820328,47392.1 
96,355,0.62,0.25,44.87,96,46456.3,0.0567102,74.1701,13.1383,115.657,0.419404,-337.679,500,9.79464,7.02558,1.88171,5.01971,-1.00269,897.499,6387.71,278.488,39719.2,36332.4,4.14332,1.37427,-9.42092,-0.631606,-6.654,0.158015,5128.88,231.864,38460.4,0.117664,0.926687,0.0109834,43589.2 
97,355,0.62,0.25,44.8,97,49087.8,-0.0353418,77.9167,13.3527,115.83,-0.0263244,71.4216,0.393412,9.74644,2.7328,8.65659,5.84427,1.14534,907.826,9714.39,314.743,39061.8,33929.6,4.0301,-2.98354,-2.77608,0.127929,-4.571,0.550256,8441.08,267.583,37788.5,0.18259,0.947441,0.0128761,46229.6 
98,355,0.62,0.25,44.79,98,42729.9,-0.0535714,69.2365,12.9825,116.05,-0.0661734,49.5857,500,8.66911,6.37382,4.27957,5.05186,-2.15497,844.313,6673.53,235.256,35638.5,29367.8,3.35269,1.0574,-6.35326,-0.264554,-7.47139,0.343611,5489.29,191.395,34454.2,0.137426,0.942492,0.0101293,39943.5 
99,355,0.62,0.25,44.88,99,47041.3,0.0014423,76.4502,13.0281,115.788,-0.0235723,4.92752,500,7.03246,2.82836,7.81035,6.92763,1.80173,875.129,5019.04,211.971,42058.8,32426.8,1.52201,-2.6821,-3.21057,1.41718,-3.70873,0.518093,3791.58,166.509,40831.3,0.0849695,0.928633,0.00745606,44622.9 
100,355,0.62,0.25,44.83,100,45709.5,0.387579,73.8984,12.841,115.788,-0.38765,97.5848,1.48745,8.93254,5.59588,5.29543,0.651927,2.57624,891.588,10327.6,277.795,35248.5,32122.2,3.31844,-0.0182127,-5.93276,-4.96217,-3.03786,0.442019,9077.01,231.479,33997.9,0.210726,0.957279,0.0123868,43074.9 
101,355,0.62,0.25,44.82,101,45534.9,-0.039509,75.5615,12.6218,115.867,-0.0782186,43.2068,6.19541e-11,5.40732,7.48818,2.0333,3.27443,1.21273,894.457,9985.87,250.053,35438.5,31156.8,-0.224839,1.85603,-9.23101,-2.35772,-4.41942,0.357931,8731.31,203.588,34184,0.203455,0.960795,0.0108519,42915.3 
102,355,0.62,0.25,44.78,102,43946.4,0.35048,70.8328,12.9154,115.761,-0.260426,385.529,158.627,3.32478,6.25075,8.64074,4.21956,1.01294,952.628,6319.23,258.779,37690.1,33049.4,-2.67366,0.252304,-3.35614,-1.77888,-4.9855,0.732405,4983.07,209.292,36354,0.120547,0.931532,0.0104938,41337 
103,355,0.62,0.25,44.86,103,43143.2,0.344546,70.2592,12.8614,115.914,-1.89397,1283.53,21.8936,11.1333,3.26763,4.01978,9.14188,1.79762,906.223,7201.69,237.607,35681.1,108552,5.42705,-2.43861,-7.39271,3.43564,-3.90862,-0.515752,5930.63,190.53,34410.1,0.147013,0.946771,0.0100968,40340.7 
104,355,0.62,0.25,44.85,104,46075,0.372189,73.979,12.9579,115.841,-1.05029,647.621,53.2157,10.0888,5.85244,6.65739,2.51444,0.622123,910.493,9325.93,284.887,36685.9,53348.3,4.3557,0.11931,-4.80888,-3.2187,-5.11101,0.444931,8048.87,237.588,35408.8,0.185212,0.950881,0.0122094,43457.7 
