cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
30,175,0.8,0.07,44.75,30,46667.9,-0.0201328,73.3032,13.4676,116.112,-0.0813059,44.9777,4.58244e-11,8.67283,3.7846,2.07541,4.95677,0.110965,904.668,3284.69,242.117,43124,32256.2,2.97638,-1.91186,-9.31749,-0.739683,-5.58549,0.360859,2015.8,195.121,41855.1,0.0459485,0.855145,0.00851444,43870.9 
31,175,0.8,0.07,44.89,31,48488.6,-0.048935,76.4111,-13.4514,115.938,-0.0397303,47.1236,1.7084e-11,10.5853,4.94588,6.36769,8.58852,-0.513596,863.147,4552.64,262.821,43709.9,33520.3,5.15026,-0.489132,-4.50233,3.15351,-5.9486,-0.707824,3341.99,217.982,42499.2,0.0729036,0.89755,0.00935988,45841.2 
32,175,0.8,0.07,44.84,32,49125.4,0.344113,78.3506,13.1212,115.793,-0.0212319,-235.841,395.674,8.71981,4.36691,4.61515,4.88322,1.96349,898.611,9738.58,284.248,38993.2,33629.6,3.06149,-1.2914,-6.70147,-0.775092,-3.69483,0.287176,8478.19,237.567,37732.8,0.183467,0.953256,0.011465,46211 
33,175,0.8,0.07,44.81,33,47654.2,-0.0567855,76.8974,13.1019,115.797,0.000497951,4.46586,8.17952e-12,8.44272,5.04545,10.5347,4.42586,0.746145,971.014,10480.4,309.596,37075.3,32797.7,2.3285,-1.06877,-1.69371,-1.68836,-5.36807,0.773883,9118.51,259.154,35713.4,0.203393,0.95262,0.0131909,44831.9 
34,175,0.8,0.07,44.76,34,43815.5,-0.0657952,70.606,13.0457,115.706,-0.0569641,29.8371,8.43164e-11,10.8312,3.25863,8.16002,1.9295,3.68333,840.293,3536.65,220.038,39836,30040.2,5.54013,-2.03247,-2.42218,-3.3616,-1.60777,0.37635,2358.05,176.387,38657.4,0.0574918,0.884249,0.00833513,41015.4 
35,175,0.8,0.07,44.77,35,48195.5,-0.0569338,77.2424,13.3585,115.606,-0.0508981,35.9806,7.00915e-12,10.6422,8.12226,5.58326,5.0762,-2.20221,891.612,5103.04,227.508,42890.6,33649.5,5.02797,2.50802,-5.64522,-0.538041,-7.81645,0.126629,3852.47,181.19,41640.1,0.0846835,0.923953,0.0079519,45492.5 
36,175,0.8,0.07,44.87,36,45878,-0.044605,72.2485,13.3729,116.114,0.0668855,-78.0403,500,11.5456,3.81957,6.49298,3.06622,-1.29175,961.77,6617.89,290.42,38727.7,31622.1,5.4896,-2.23644,-5.61904,-2.98979,-7.34776,0.557675,5268.91,240.457,37378.7,0.123545,0.926042,0.0117115,42647.6 
37,175,0.8,0.07,44.8,37,48193.8,0.212152,77.9873,12.9618,115.676,0.234579,-488.544,163.385,5.52613,4.69652,2.87072,3.88171,-0.594611,893.205,9025.47,274.369,39172.6,36637.3,-0.0981447,-0.927755,-8.37782,-1.74256,-6.21888,0.51755,7772.66,227.969,37919.7,0.170108,0.951179,0.0109532,45692.4 
38,175,0.8,0.07,44.79,38,45441,-0.0503832,73.0623,13.0597,115.884,-0.0324821,23.1524,4.40479e-11,13.8441,4.25466,4.21074,3.25935,0.614175,940.944,8124.8,294.144,37098.8,31085.9,7.91922,-1.67021,-7.63901,-2.66553,-5.3107,0.184409,6805.03,245.263,35779,0.159802,0.94067,0.0124701,42584 
39,175,0.8,0.07,44.88,39,46429.2,0.371493,75.0675,12.8735,115.643,-0.689605,207.397,53.9251,10.3753,8.84294,5.83413,5.24772,3.23919,891.968,5006.44,221.263,41416.6,36114.8,4.75883,3.22646,-5.39883,-0.368763,-2.37729,-32.8284,3755.37,174.927,40165.6,0.085503,0.924628,0.00795877,43920.9 
40,175,0.8,0.07,44.83,40,46129.5,-0.00607242,74.6503,12.9483,115.934,0.000977744,36.3825,2.43933e-12,4.80857,9.00653,5.84045,5.90034,0.127073,956.148,10530.9,287.344,35520.8,31466.9,-1.21205,2.98591,-6.20077,-0.120272,-5.89354,0.406097,9189.84,237.674,34179.8,0.211896,0.9567,0.0126473,43369.6 
41,175,0.8,0.07,44.82,41,45740.8,0.328635,75.4231,12.6782,115.992,0.125541,-131.002,290.376,6.89195,5.0498,10.3397,6.44882,0.252368,891.928,10035.5,265.89,35613.3,31663.9,1.27572,-0.566428,-0.892792,0.832586,-5.36386,0.81064,8784.5,219.556,34362.3,0.203595,0.958094,0.0116331,43146.8 
42,175,0.8,0.07,44.78,42,46481.7,-0.017083,74.4287,13.1484,115.748,0.16673,-127.242,0.103028,10.95,2.36888,8.54936,6.60757,-0.788562,837.882,6126.46,222.904,39990.2,32548,5.67405,-2.90705,-2.00248,1.33165,-6.06448,0.495383,4951.25,179.378,38815,0.113129,0.94038,0.00844116,43766.3 
43,175,0.8,0.07,44.86,43,47958.9,0.355532,77.3841,12.9409,116.057,1.4817,-1549.23,20.0585,6.39936,2.78352,12.5387,2.41069,0.959132,856.349,7608.68,239.734,40042.2,107325,1.00716,-2.60869,1.75426,-2.98152,-4.43307,1.24157,6407.57,195.248,38841.1,0.141608,0.949374,0.00917502,45248.7 
44,175,0.8,0.07,44.85,44,49903.3,-0.0425613,79.7905,13.2943,116.277,0.0309246,-53.7476,9.10891e-11,11.9434,6.40607,8.47532,6.53651,1.10497,883.28,9224.49,252.963,40026.7,34585.2,6.3816,0.844297,-2.64823,0.974731,-4.45681,3.41718,7985.6,207.078,38787.8,0.17073,0.95659,0.00973877,46773.4 
