cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,115,0.86,0.01,44.75,0,48718.8,-0.0932504,78.4875,13.3279,115.923,-0.0116238,3.07539,1.29917e-05,14.8019,5.91047,6.65806,5.98079,0.712242,902.503,3438.25,199.608,45213.7,34054.4,9.11905,0.227648,-4.70759,0.297971,-4.97058,-139.522,2172.4,152.725,43947.8,0.047103,0.890449,0.00636084,46120.2 
1,115,0.86,0.01,44.89,1,45712.1,-0.016313,74.4334,13.0273,115.489,-0.0146965,15.6739,9.46261e-11,12.2761,4.84955,6.38957,2.87247,-0.0819304,864.07,3103.15,203.864,42798.1,31573.3,6.83529,-0.591266,-4.49207,-2.56835,-5.52275,0.291376,1891.21,158.977,41586.1,0.0434987,0.871759,0.00699282,43477.3 
2,115,0.86,0.01,44.84,2,47713.2,0.0202449,79.0297,12.8256,116.151,-0.0889207,26.2807,500,9.27418,6.66524,8.79043,2.606,2.34813,890.116,9372.38,250.308,38392.8,33072.2,3.66936,1.06041,-2.41922,-2.99882,-3.25669,0.386758,8123.9,204.068,37144.4,0.179461,0.957892,0.010019,45268.3 
3,115,0.86,0.01,44.81,3,45713.3,0.421293,74.4152,12.7015,115.85,-1.2553,906.345,217.504,13.4132,5.48918,8.65974,5.80226,4.05196,972.044,10305.5,291.595,35391.1,67805.9,7.2925,-0.63152,-3.58167,-0.318442,-2.06874,6.17482,8942.11,241.099,34027.7,0.208102,0.954942,0.0128838,42969.8 
4,115,0.86,0.01,44.76,4,46271.2,0.066538,76.1301,12.8741,115.918,-0.138296,93.2525,13.1094,12.536,6.18117,2.59722,8.65111,1.38015,886.821,4206.83,201.836,42158.4,32325.4,6.95192,0.597094,-8.57093,3.06704,-4.20392,-2.97024,2962.98,155.767,40914.6,0.0675284,0.915751,0.00696431,43877.6 
5,115,0.86,0.01,44.77,5,48650.1,0.00319767,78.1533,13.2922,116.068,-0.0821397,6.49368,7.1887e-10,11.5429,7.05834,7.29571,4.49228,-0.887478,859.122,5469.5,214.609,42882.1,33834.6,6.13319,1.64868,-3.52362,-0.917382,-6.29714,-0.19191,4264.5,169.979,41677.1,0.0928242,0.934795,0.00745697,45941.6 
6,115,0.86,0.01,44.87,6,43103.5,0.157478,71.4794,12.6532,115.795,0.164851,91.1659,500,7.67787,8.45645,3.76847,3.21303,2.12529,921.858,5217.85,224.454,38182.2,29931.8,1.87317,2.65175,-7.84093,-2.59166,-3.67941,0.182136,3924.86,176.565,36889.2,0.0961643,0.927019,0.00873992,40814.1 
7,115,0.86,0.01,44.8,7,45680.2,0.379491,74.7712,12.6771,116.14,-0.35746,347.892,159.185,12.0306,7.34273,6.91727,3.4216,-3.45533,924.741,9042.33,265.436,36655.2,34904.9,6.20772,1.51988,-4.72843,-2.40124,-9.27818,0.455266,7745.29,217.397,35358.2,0.179691,0.95318,0.0111992,43103.5 
8,115,0.86,0.01,44.79,8,45690.8,-0.0432654,75.3775,12.7781,115.634,-0.0347538,27.272,5.85114e-11,7.96656,4.69587,8.15278,6.34376,3.48951,890.403,8218.91,258.933,37416.3,31385.6,2.35992,-0.910765,-3.06049,0.737124,-2.11712,-0.0231215,6970.03,212.678,36167.4,0.161577,0.949309,0.0107162,43137.4 
9,115,0.86,0.01,44.88,9,48352.9,0.0460372,77.8388,13.2244,115.656,-0.137584,74.6786,500,5.31134,11.362,5.89838,3.17701,0.353148,905.467,4203.73,228.224,44031.6,33844,-0.390143,5.66054,-5.50459,-2.52448,-5.34834,0.321008,2933.72,181.187,42761.6,0.0642018,0.902462,0.00774482,45695.3 
10,115,0.86,0.01,44.83,10,47087,-0.044371,78.3239,12.7499,115.981,-0.0295653,-4.31804,500,8.51116,5.14647,6.5904,5.36231,1.30985,866.181,9769.78,265.222,37253.3,32512.5,3.05705,-0.307643,-4.31782,-0.0918004,-4.14426,0.256122,8554.88,220.226,36038.4,0.191842,0.956892,0.0111316,44593.3 
11,115,0.86,0.01,44.82,11,48772.8,0.286346,79.7985,12.8693,115.824,-0.169767,-91.8568,69.1257,12.1892,8.45808,5.23733,4.47872,2.92601,950.196,10925.3,265.482,37732.7,33938.2,6.20604,2.47494,-6.72893,-1.50441,-3.05712,-1.57865,9592.52,216.121,36399.9,0.208567,0.962068,0.010819,45992.4 
12,115,0.86,0.01,44.78,12,48267,0.275027,80.3158,12.6655,115.718,0.0966536,-305.52,32.8505,5.88828,7.15156,8.65434,4.83186,1.24989,881.137,6669.53,233.313,41482.7,34075.9,0.339999,1.60328,-2.44223,-0.716426,-4.29839,0.557067,5433.64,187.54,40246.9,0.118949,0.94304,0.00851067,45680.5 
13,115,0.86,0.01,44.86,13,48407.7,0.28116,79.2347,12.8682,115.947,0.191135,-592.636,41.1519,6.04943,8.97827,10.789,7.55134,-0.143794,824.373,6724.76,245.863,41327.2,36878.9,0.858574,3.78741,0.407281,2.36048,-5.33465,0.804107,5568.5,203.039,40170.9,0.121744,0.940019,0.00922479,45739.4 
14,115,0.86,0.01,44.85,14,45517.3,-0.0230044,73.9707,12.9358,115.904,0.0968558,-120.214,499.814,7.63991,5.59141,10.0828,5.70702,0.940533,895.706,7816.31,252.699,37515.8,31528.4,1.99989,-0.0486089,-1.19727,0.066994,-4.69949,0.691304,6560,206.168,36259.5,0.153201,0.947868,0.0103655,42819.5 
