cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
105,385,0.59,0.28,44.75,105,45137.9,-0.0229009,73.4351,13.0445,115.758,-0.0773561,58.3827,2.77345e-11,5.2587,6.55552,5.64765,1.444,-0.704114,805.628,2965.26,206.225,42214,31330.5,0.185873,1.4827,-4.498,-3.62883,-5.77694,0.632372,1835.29,164.374,41084,0.0427614,0.864502,0.0073162,42919.3 
106,385,0.59,0.28,44.89,106,42328.1,0.354197,68.5806,12.8209,115.751,0.667638,-240.567,193.439,7.96096,7.78555,6.04276,2.93755,0.0716664,916.45,3607.59,214.976,38903,33851.4,2.19032,2.01491,-5.49853,-2.83309,-5.69897,0.440374,2322.18,167.368,37617.6,0.058142,0.887998,0.00812926,39939.8 
107,385,0.59,0.28,44.84,107,45718.5,0.400763,73.4667,12.8987,116.003,-1.58815,1296.21,114.78,9.02248,8.49614,12.7375,8.36418,1.83176,881.298,9392.6,259.552,36017.4,97862,3.47319,2.94684,1.63891,2.81488,-3.71754,0.770983,8156.5,213.771,34781.2,0.189961,0.956146,0.0111951,42937.7 
109,385,0.59,0.28,44.76,109,44150.4,0.172483,71.7599,12.9943,115.683,-0.110053,-58.6441,479.345,10.5842,1.02239,8.31133,4.18385,-0.638997,858.504,3688.04,201.296,40232.6,30565,5.17838,-4.38338,-2.50021,-1.22192,-6.04477,0.721328,2483.9,156.698,39028.5,0.0598352,0.900576,0.00734172,41512.4 
111,385,0.59,0.28,44.87,111,43602.6,-0.0390747,71.0893,12.912,115.621,-0.0365158,16.6322,0.758093,5.51115,5.82528,11.3354,6.59119,-2.23885,876.692,5453.58,232.251,38031,29900.5,-0.00915059,0.304986,0.294793,1.07089,-7.75914,1.04835,4223.94,186.708,36801.4,0.102959,0.9282,0.00925921,41025.3 
112,385,0.59,0.28,44.8,112,47884.6,0.211774,75.3181,13.3201,115.757,-0.0935529,-142.396,0.000677885,7.22803,5.90924,3.64792,3.75828,-0.241762,985.713,8941.57,289.099,38522.9,33092.7,1.02126,-0.297534,-8.76562,-2.44849,-6.44853,0.482516,7559.01,237.893,37140.4,0.169108,0.9478,0.0116615,44699.4 
113,385,0.59,0.28,44.79,113,45429.3,-0.0317858,73.7351,-12.966,116.084,-0.0177193,34.1187,500,9.50231,5.12837,12.3284,1.64255,0.278489,909.865,7469.27,260.592,37933.6,31142.2,3.77313,-0.600807,0.870004,-4.08663,-5.45069,1.15833,6193.1,213.326,36657.4,0.144528,0.943147,0.0106063,42850.5 
115,385,0.59,0.28,44.83,115,46581.8,-0.0253943,74.5884,13.1476,115.699,-0.000225774,-1.13431,500,7.44194,5.47841,9.42644,5.81457,-0.492741,906.078,9831.97,287.048,36675.3,31923.8,1.73661,-0.22692,-1.98422,0.109245,-6.19807,0.697682,8561.11,239.979,35404.4,0.194723,0.953239,0.0123322,43965.5 
116,385,0.59,0.28,44.82,116,49173.8,-0.0334034,77.9241,13.3244,115.947,0.00428887,-6.03278,2.6282e-10,6.17513,8.55644,4.34466,4.52503,-3.61796,891.545,10473.1,278.02,38328.2,33800.7,0.56131,2.94262,-6.88298,-1.08879,-9.23178,0.497579,9222.66,231.706,37077.7,0.199192,0.957885,0.0113807,46300.4 
117,385,0.59,0.28,44.78,117,45946.1,-0.00272376,73.8863,13.1142,115.789,0.00735911,-46.8148,0.0508979,12.0351,5.77036,9.02402,2.41715,0.282812,905.231,6631.49,257.048,39244,31554.1,6.33513,0.0703589,-2.37598,-3.28285,-5.41719,0.491283,5361.82,210.023,37974.3,0.123726,0.93585,0.0100853,43336.1 
118,385,0.59,0.28,44.86,118,45910.1,-0.047148,73.3618,13.1592,115.935,0.0120977,-19.1499,1.47839e-10,8.57509,2.89658,7.85644,4.27399,0.629681,887.477,7194.96,256.406,38477,31434,2.98688,-2.69163,-3.31997,-1.31421,-4.95853,0.642916,5950.18,210.303,37232.2,0.137792,0.941751,0.0102978,43182.4 
119,385,0.59,0.28,44.85,119,44078,0.400197,70.1604,13.0008,115.838,-0.31737,107.722,481.049,6.12069,7.44594,7.49952,6.03615,0.513974,855.287,8442.45,249.31,35483.1,30806.1,0.735174,2.06043,-3.2715,0.650634,-4.87154,0.303462,7242.83,204.88,34283.5,0.174415,0.952832,0.0108886,41526.3 
