cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
60,295,0.68,0.19,44.75,60,46972,0.298722,75.4693,13.0722,115.953,-0.00677032,0.964669,6.48944,11.3303,2.00709,2.90112,9.91935,3.32485,830.979,3225.73,192.187,43407.8,32115.7,6.09787,-3.22536,-7.56378,4.6869,-1.9076,-2.95599,2060.2,149.02,42242.3,0.0465031,0.887641,0.00645651,44302.5 
61,295,0.68,0.19,44.89,61,44524.9,-0.0523756,71.8025,13.1796,115.886,-0.0961274,70.2766,2.42371e-12,10.1011,5.37144,3.29025,8.53274,3.87503,879.872,3315.29,195.4,40853.4,31026,4.56075,-0.168877,-7.79038,2.99242,-1.66529,-2.76096,2081.18,149.692,39619.3,0.0499079,0.888201,0.00691186,41700.5 
62,295,0.68,0.19,44.84,62,45174.3,-0.029344,75.3058,12.6268,115.7,0.0100803,1.26092,0.039287,5.08566,7.4577,5.71813,4.58929,3.66342,877.151,8720.74,251.449,36419.5,30954.5,-0.437524,1.93452,-5.32824,-0.933891,-1.85976,0.195726,7490.45,205.882,35189.2,0.175504,0.954107,0.0106627,42679.7 
63,295,0.68,0.19,44.81,63,44328.7,-0.0359537,72.3359,12.7745,116.025,-0.0889677,42.8022,499.918,6.20899,5.2489,10.3354,4.57192,1.16409,866.78,9455.33,260.832,34744.4,30204.9,0.751106,-0.20898,-0.580409,-0.88596,-4.2938,0.888769,8239.59,215.804,33528.7,0.197269,0.956174,0.0117176,41768.3 
64,295,0.68,0.19,44.76,64,47124.1,0.282277,75.3626,13.1591,115.861,-40.3453,23952.3,11.8622,5.34789,6.47156,6.60534,8.07037,-2.47757,829.915,4118.2,220.178,42714.2,3.14906e+07,0.122136,1.24581,-3.84616,2.84462,-7.70332,0.47578,2954.17,177.065,41550.2,0.0663793,0.905067,0.00778894,44504.3 
65,295,0.68,0.19,44.77,65,44902,0.221985,72.568,12.9814,115.969,-0.659403,584.47,500,10.0817,8.03118,9.47461,5.71481,2.41593,871.884,5011.6,200.257,39767.3,43212.4,4.59167,2.54116,-1.50543,0.224789,-3.07409,1.54189,3788.7,154.964,38544.4,0.0894973,0.933203,0.00735158,42333.1 
66,295,0.68,0.19,44.87,66,46140.4,0.365764,74.5866,12.8811,115.945,-0.373703,-59.8207,390.862,10.4055,6.48764,5.13727,4.17876,-4.19932,866.089,6130.79,248.388,39958.3,32003.7,4.95192,1.03411,-5.76979,-1.27477,-9.65285,0.46134,4916.02,203.397,38743.5,0.112599,0.932484,0.00957811,43659.5 
67,295,0.68,0.19,44.8,67,47132.4,0.316174,76.8631,12.8531,116.099,-0.15118,8.72851,394.361,6.99713,8.26255,7.05224,3.2848,-0.42957,870.764,9164.04,257.292,37819.8,32203.4,1.51416,2.77958,-3.91369,-2.19817,-5.91254,0.493744,7942.71,212.057,36598.5,0.178323,0.955363,0.0105607,44541.2 
68,295,0.68,0.19,44.79,68,43558.7,0.0907153,70.3793,12.8463,116.254,-0.192577,144.355,499.359,10.4719,6.25655,9.01157,3.35725,-1.23976,862.699,7806.28,272.887,35556.8,30336.9,5.03975,0.824368,-1.8528,-2.07493,-6.67195,0.608748,6596.26,228.071,34346.7,0.161108,0.942945,0.0120842,40943 
69,295,0.68,0.19,44.88,69,45900.2,-0.041298,74.7042,13.0224,115.957,0.0105725,-11.3794,5.49554e-11,14.4815,5.18178,8.75161,8.18928,2.41952,834.685,4112.95,191.917,41672,31672.6,9.22567,-0.0740034,-1.75996,2.93349,-2.83626,1.23501,2942.22,148.557,40501.3,0.0677252,0.918814,0.00671142,43443.5 
70,295,0.68,0.19,44.83,70,43095.6,0.409704,68.193,13.0459,116.072,-1.9754,1354.43,242.64,14.9922,3.51125,9.23299,5.31882,3.97856,888.95,9015.17,268.108,33617,116058,9.39468,-2.08623,-1.96197,-0.278657,-1.61892,1.56887,7768.33,221.929,32370.2,0.193538,0.952386,0.0124719,40138.5 
71,295,0.68,0.19,44.82,71,48394.9,0.0101772,76.8102,13.3426,115.886,0.0108118,-46.6697,4.63464e-12,9.72871,5.65322,5.04281,5.64921,-2.79648,907.367,9995.81,295.599,38091,33378.6,4.01526,-0.06023,-6.38409,-0.0642437,-8.50993,0.419799,8723.13,248.463,36818.4,0.191542,0.952521,0.0122785,45541.5 
72,295,0.68,0.19,44.78,72,45061.4,0.325714,73.5214,-12.8108,115.816,-0.829595,41.5978,472.69,9.76041,3.96638,10.8064,4.60011,1.66667,871.414,6498.67,238.719,38326,31784.2,4.27335,-1.52068,-0.167712,-0.886948,-3.82039,0.920979,5276.43,193.451,37103.7,0.124502,0.939708,0.00951299,42380.1 
73,295,0.68,0.19,44.86,73,44581,-0.0690142,71.3345,13.2158,115.9,-0.0558714,20.9548,500,10.0789,5.50349,7.03827,4.86245,-2.93841,913.424,6584.82,254.388,37849.1,30727.6,4.32728,-0.2481,-4.46491,-0.88914,-8.69,0.551935,5303.66,206.937,36567.9,0.126665,0.936083,0.0103169,41871.6 
74,295,0.68,0.19,44.85,74,50665.6,0.0094723,82.7629,13.1328,115.889,0.00993132,-57.2626,500,10.263,9.8868,5.5755,7.14952,2.19046,901.688,8289.76,238.306,42251.5,35401,4.58535,4.20911,-5.77988,1.47183,-3.48723,6.78463,7025.05,191.465,40986.8,0.146319,0.954476,0.00853177,48011.8 
