cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
15,145,0.83,0.04,44.75,15,46145.5,0.353425,74.3037,12.9505,115.462,0.0933771,-258.937,491.756,6.97867,7.44334,8.0944,5.83913,2.57189,880.269,3114.92,205.62,43014,32112.2,1.43585,1.90052,-2.99125,0.296313,-2.97094,-0.28407,1880.25,159.892,41779.3,0.0430663,0.870462,0.00700051,43659.5 
16,145,0.83,0.04,44.89,16,45482,-0.0415794,73.2278,13.2746,115.85,-0.00934362,5.47318,1.05663e-10,12.4528,2.55012,7.44486,5.05277,-0.0545487,836.746,3542.59,206.968,41674.7,31645.7,7.18407,-2.71864,-3.09267,-0.215998,-5.32331,0.257739,2368.97,163.5,40501.1,0.0552593,0.892235,0.00738158,42870 
17,145,0.83,0.04,44.84,17,47702.9,-0.0984091,78.3941,12.9432,115.736,-0.0119718,27.187,2.71097e-13,7.91302,7.53591,1.79996,6.39162,1.38456,894.685,9212.29,253.193,38162.9,33041.4,2.27943,1.90232,-9.46722,0.75803,-4.24903,-0.0787047,7957.4,206.716,36908.1,0.177361,0.956516,0.010212,44865.5 
18,145,0.83,0.04,44.81,18,45510.8,0.405476,74.6964,12.6226,115.79,0.411285,-520.924,141.013,8.28111,1.98994,2.77208,3.51697,2.05222,909.993,9333.96,253.938,36141.7,37667.7,2.55112,-3.74004,-8.68789,-2.21301,-3.67777,0.449003,8057.6,206.665,34865.3,0.187723,0.957043,0.0108012,42922.9 
19,145,0.83,0.04,44.76,19,42348.7,0.080661,70.1336,12.6194,115.724,-0.45437,260.159,500,10.9049,4.18658,-0.0732185,7.3136,3.01048,822.469,3487.33,187.511,38782,32659.3,5.72606,-0.99229,-10.431,2.13473,-2.16839,-0.820144,2333.74,144.785,37628.4,0.0583987,0.902063,0.00703812,39962.1 
20,145,0.83,0.04,44.77,20,47705.2,0.330236,76.4898,13.0577,115.788,1.04742,-1140.39,497.629,11.8088,5.3933,3.03724,3.86112,0.183686,895.678,5374.14,257.054,42169.5,71397.3,6.16891,-0.246543,-8.24244,-1.77872,-5.45616,0.137365,4117.86,210.526,40913.2,0.0914449,0.917879,0.00938984,45031.1 
21,145,0.83,0.04,44.87,21,44446.5,0.057543,70.8555,13.1845,116.086,-0.341164,250.69,500,5.46436,3.7132,3.54262,6.35126,0.32172,875.805,6181.74,271.263,38119.6,33195.3,-0.050355,-1.80152,-7.48681,0.836544,-5.19299,0.453323,4953.34,225.767,36891.2,0.118375,0.926129,0.0111476,41844.6 
22,145,0.83,0.04,44.8,22,44306.9,-0.0507929,73.0441,12.7631,115.965,-0.0816667,37.5962,500,6.96128,3.58179,7.37028,1.70513,-0.908,870.791,8267.9,225.89,35996.5,30448.5,1.47814,-1.90135,-3.596,-3.77801,-6.39114,0.746553,7046.53,180.655,34775.2,0.16849,0.957061,0.0094789,41821.7 
23,145,0.83,0.04,44.79,23,46026.1,-0.0491693,76.9445,12.6421,115.775,-0.0371969,69.3566,1.42664e-12,9.85436,-0.342445,3.93076,1.12035,-0.782261,873.979,7350.53,221.525,38586.1,31749.9,4.35114,-5.84566,-7.07567,-4.38287,-6.28547,0.632213,6124.69,176.123,37360.2,0.140846,0.952088,0.00860927,43484.9 
24,145,0.83,0.04,44.88,24,44878.7,0.297695,73.0414,12.8837,115.841,-0.72226,202.853,0.00140767,11.8054,8.03585,6.18512,1.3317,4.2742,853.003,4444.33,208.049,40115.5,35403.5,6.43427,2.66471,-4.55715,-4.03943,-1.09693,-6.66516,3247.91,163.737,38919.1,0.0770249,0.918929,0.00769035,42167 
25,145,0.83,0.04,44.83,25,46759.3,-0.0264799,77.1008,12.9134,115.778,-0.0117367,-8.58445,4.67766e-12,7.64223,3.25121,6.05503,6.38296,-2.41828,941.522,10509.5,289.421,36403.8,32414.5,1.71372,-2.6773,-5.80199,0.454445,-8.3468,0.604174,9188.92,240.511,35083.3,0.207555,0.956202,0.0124709,44272.2 
26,145,0.83,0.04,44.82,26,44527.3,-0.0382985,73.0689,12.7934,115.792,-0.0393244,21.2845,0.464409,7.05542,4.01109,3.75998,4.77465,5.32931,947.137,10239.2,283.7,34271.1,30458.1,1.09155,-1.95278,-8.16776,-1.18921,-0.634555,0.247403,8910.7,234.498,32942.7,0.212903,0.955974,0.0129431,41853.4 
27,145,0.83,0.04,44.78,27,45635.4,-0.000246541,73.7895,13.0704,115.955,0.0376208,86.5607,500,12.2991,5.81394,7.0317,1.10433,-2.17605,898.175,6100.99,230.674,39245.3,31502.4,6.64353,0.158373,-4.27945,-4.55124,-7.83162,0.565997,4841.21,184.016,37985.5,0.113042,0.937631,0.0088449,42826.7 
28,145,0.83,0.04,44.86,28,48880.9,0.229128,76.1034,13.5318,115.829,0.383653,-378.88,499.997,10.1634,7.84534,1.60483,7.11677,4.61304,907.061,8061.3,306.883,40303.4,38255.7,4.45186,2.13382,-9.81821,1.40525,-1.09848,-2.35578,6789.06,259.763,39031.1,0.148168,0.937244,0.0121112,45820.2 
29,145,0.83,0.04,44.85,29,44676,-0.0458324,72.401,12.944,115.895,0.00269711,-13.8299,4.66938,12.6402,6.47574,2.36066,6.04766,3.9488,877.9,8085.85,249.062,36372.6,30508.9,7.1123,0.947839,-8.69515,0.519756,-1.57911,-4.13181,6854.51,203.457,35141.3,0.163219,0.950621,0.0105527,41995.8 
