cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,15488.6,-0.024893,33.9423,11.6712,122.405,-0.0178105,-16.1379,499.976,-5.66175,-5.99613,-11.9521,-5.78707,-5.45982,134.965,10045.4,20.2543,7665.98,12905.3,-6.51159,-6.84597,-13.6518,-6.63691,-6.30966,0.658329,9856.09,13.2431,7476.68,0.605186,0.997654,0.00325222,16286,-0.00230054,0.993807,11.8708,10.4213,122.293,89.505,0.699906,11.9771,11.7872,121.406,139.549,0.886546,-50.0444 
1,43.36,1,20671,0.0596995,43.5409,11.6334,121.941,0.0506842,-126.463,2.74626e-12,-4.29324,-3.12536,-13.9131,-2.22927,-1.56518,105.804,13008.9,38.1435,9734.05,16697.9,-4.95946,-3.79158,-15.2455,-2.89549,-2.2314,0.476521,12860.5,32.6472,9585.65,0.609383,0.995577,0.0062348,21104.2,-0.00220655,1.31495,11.8576,10.2009,121.821,89.2103,0.908372,11.7825,11.6702,121.003,139.013,0.818445,-49.803 
2,43.18,2,17304.1,-0.092553,37.1813,-11.863,122.629,-0.0477568,-6.49318,267.588,-3.96805,-7.47684,-14.2515,-3.88234,-4.58529,115.496,10936.8,34.8111,8564.04,14368.7,-4.6953,-8.20408,-15.706,-4.60958,-5.31254,0.592344,10774.8,28.8113,8402.05,0.59858,0.995342,0.00627708,18000.5,-0.00233561,1.05568,11.8962,10.6967,122.508,89.3962,0.745219,11.9636,12.3554,121.716,139.355,0.792588,-49.9583 
3,43.08,3,18738.6,-0.689892,41.2633,11.7602,122.057,0.467482,-328.235,10.2926,-2.62074,-3.21873,-8.72777,-3.68531,-6.80339,139.975,11713.8,28.5164,9121.83,20792.1,-3.50212,-4.10012,-10.4905,-4.5667,-7.68478,0.654282,11517.5,21.2449,8925.5,0.600074,0.996782,0.00436553,19193.4,-0.00231761,1.1848,11.683,10.3969,121.976,89.2634,0.828111,11.7411,12.1266,121.077,139.253,0.898709,-49.9893 
4,43.235,4,14945.1,-0.20511,32.1106,12.017,122.034,0.0587983,-34.0355,500,-7.34482,-8.87216,-9.69504,-1.31128,-5.7917,107.716,9163.71,40.0066,7889.82,12626.6,-8.02308,-9.55042,-11.0516,-1.98954,-6.46996,0.70199,9012.63,34.4109,7738.74,0.575227,0.993363,0.00812452,15667.9,-0.00218318,0.883158,12.034,10.521,121.878,89.4601,0.692457,12.1646,12.067,120.981,139.671,0.896379,-50.2109 
5,43.215,5,14275,-0.68258,31.9014,12.1462,122.551,0.204894,92.2846,495.803,-8.79074,-1.83478,-4.30637,-2.74211,-0.0879889,155.36,9565.38,25.8502,6992.36,13229.3,-9.769,-2.81304,-6.2629,-3.72037,-1.06625,0.734977,9347.47,17.7796,6774.45,0.616039,0.996682,0.00481135,15173.5,-0.00240905,0.921857,12.0012,10.6344,122.424,89.1012,0.609577,12.1378,12.2633,121.519,139.277,0.904606,-50.1754 
6,43.25,6,15361.9,-0.689702,34.169,12.0547,122.576,0.107156,117.861,415.25,-8.43055,-6.00557,-4.9849,-4.7633,-7.13645,98.0439,10154.4,22.4071,7537.97,13819.8,-9.0479,-6.62292,-6.21961,-5.38066,-7.75381,0.822423,10016.9,17.3139,7400.46,0.611483,0.996984,0.00429124,16381.2,-0.00246408,0.99858,11.9276,10.4847,122.382,88.9395,0.665147,12.1698,12.0563,121.582,138.829,0.800845,-49.8893 
7,43.28,7,17699,-0.658083,38.6017,11.8926,122.225,1.27154,-675.027,473.586,-5.80221,-3.82004,-11.4621,-1.57664,-10.1607,99.8334,11497.3,39.7446,8397.24,42885.8,-6.43083,-4.44866,-12.7193,-2.20527,-10.7893,0.652415,11357.3,34.5585,8257.21,0.615287,0.994703,0.00765068,18458.5,-0.00232896,1.16617,11.6685,10.3171,122.109,89.0785,0.775901,11.9103,11.7786,121.312,138.861,0.796196,-49.7824 
8,43.2,8,14752.4,-0.0505287,33.2657,11.4914,122.411,-0.0469069,-364.875,500,-6.57896,-6.14515,-12.1108,-9.65728,-4.53489,160.854,9952.23,22.4744,7163.24,13001.2,-7.59181,-7.15801,-14.1365,-10.6701,-5.54774,0.686581,9726.62,14.1183,6937.62,0.619807,0.997466,0.00373476,15693,-0.00235416,0.976826,11.7971,10.5434,122.133,89.5155,0.63971,11.7302,12.2571,121.579,139.921,0.554097,-50.4051 
9,43.14,9,17453.3,-0.013924,37.6964,11.6835,122.257,-0.0871721,32.6517,500,-2.99425,-4.20541,-10.278,-2.17012,-5.73398,150.194,11266.3,19.8822,8400.13,14430,-3.93999,-5.15115,-12.1695,-3.11586,-6.67971,0.608146,11055.6,12.0799,8189.47,0.610856,0.998092,0.00270984,18098.5,-0.00239866,1.13542,11.7996,10.2902,122.1,89.5884,0.775833,11.8957,11.8462,121.198,139.557,0.902236,-49.9683 
10,43.17,10,12391,-0.00889268,28.9417,-11.222,122.401,0.014295,-8.17247,500,-9.25441,-5.66915,-4.20533,-7.07324,-2.60504,168.077,8055.86,20.721,6575.79,10576.6,-10.3127,-6.72748,-6.322,-8.13157,-3.66337,0.820179,7820.11,11.9898,6340.05,0.589194,0.997324,0.00347154,13272.6,-0.00229326,0.842602,11.491,10.1854,122.33,89.1959,0.620827,11.5542,11.8599,121.462,139.159,0.867918,-49.9627 
11,43.205,11,14217.9,-0.332679,31.8143,12.0296,122.482,0.00759959,-558.419,5.87375e-10,-9.43979,-5.33248,-9.36523,-9.00609,-10.5505,161.358,9063.97,29.4233,7475.24,12596.7,-10.4558,-6.34851,-11.3973,-10.0221,-11.5666,0.771094,8837.65,21.0411,7248.92,0.586373,0.995851,0.00531856,15071.7,-0.00245378,0.865188,12.1237,10.6322,122.237,89.9702,0.660396,12.0381,12.1744,121.556,140.354,0.681071,-50.3836 
12,43.1,12,20154.3,-0.029442,43.0588,11.5856,122.671,-0.0297479,31.9884,500,-9.12719,-9.3757,-8.12532,-2.77309,-3.19276,194.498,12837.2,43.1956,9393.41,16270.6,-10.3519,-10.6004,-10.5747,-3.99779,-4.41746,0.73525,12564.4,33.0917,9120.61,0.615657,0.995412,0.00663922,20408.1,-0.00235446,1.27367,11.777,10.5289,122.428,89.2499,0.851995,11.8629,12.0456,121.645,139.159,0.783005,-49.9089 
13,43.16,13,16780.2,0.00250552,36.7406,11.5944,122.536,-0.0305054,3.40543,500,-2.96389,-6.03234,-6.54818,-6.35395,-4.25258,129.634,10895.8,20.211,8139.28,13870.6,-3.78017,-6.84861,-8.18072,-7.17022,-5.06885,0.736519,10714,13.4768,7957.45,0.610226,0.997804,0.00311009,17557.4,-0.00243468,1.0798,11.9441,10.3706,122.391,88.9627,0.76742,11.6791,11.7924,121.493,139.042,0.898239,-50.0792 
14,43.06,14,22192.4,-0.282394,47.4978,11.8142,122.105,0.292203,-8.56924,499.99,-5.43238,-9.73508,-9.56468,-3.07535,-8.95248,181.2,14352.6,34.4285,10205.1,18348.8,-6.57334,-10.876,-11.8466,-4.21631,-10.0934,0.728325,14098.4,25.0155,9950.92,0.622276,0.996905,0.0046095,22656.2,-0.00259328,1.43672,11.8815,10.3276,121.958,88.8135,0.933742,11.9434,11.8074,120.947,138.615,1.01186,-49.8013 
15,43.185,15,13656,-0.0503691,31.1222,11.5879,122.486,0.0168555,-39.8261,500,-2.72307,-9.95621,-6.99933,-2.59852,-1.78925,157.444,9144.87,15.0354,6909.21,11761.9,-3.71445,-10.9476,-8.98209,-3.5899,-2.78063,0.700743,8924.04,6.85654,6688.38,0.608069,0.998657,0.00188486,14676,-0.00255647,0.89588,11.7956,10.6409,122.226,89.4127,0.630461,11.8821,12.0676,121.485,139.407,0.741059,-49.9942 
