cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,19541.6,-0.176422,41.2777,11.7123,121.741,-0.133682,56.5236,9.29662,-6.29896,-8.9639,-15.1437,-7.45501,-12.3448,78.2597,12788.9,37.517,8654.82,15984.1,-6.79174,-9.45668,-16.1293,-7.94779,-12.8376,0.696607,12679.1,33.4516,8545.05,0.633075,0.995404,0.00715971,20027.9,-0.0018988,1.23622,11.8452,10.6311,121.585,89.0344,0.755877,11.6834,12.4753,120.629,139.006,0.956095,-49.9721 
1,43.36,1,17748.8,-0.107181,37.218,11.6183,121.698,0.0305792,42.3589,441.257,-14.1102,-10.2573,-16.9126,-9.57182,-9.49742,62.9545,11148.5,45.6741,8380.96,14118.5,-14.5066,-10.6537,-17.7054,-9.96823,-9.89383,0.717742,11060.2,42.4037,8292.66,0.607973,0.993335,0.00933154,18191.8,-0.00185692,1.09107,11.8796,10.4184,121.459,89.011,0.750169,11.9264,12.0998,120.501,138.701,0.957344,-49.6898 
2,43.18,2,19377,-0.607026,40.7457,12.0193,121.879,-0.242736,192.996,17.7232,-8.71317,-8.8123,-15.0817,-6.9169,-5.43286,63.5292,12351.8,41.1252,8768.06,17467.6,-9.11319,-9.21233,-15.8818,-7.31693,-5.83288,0.664638,12262.7,37.825,8678.95,0.621634,0.994631,0.00796441,19726.6,-0.00179111,1.19763,11.8569,10.6105,121.689,89.3859,0.757348,12.0613,12.2243,120.732,139.391,0.956095,-50.0052 
3,43.08,3,20443.3,-0.606479,43.3516,11.8297,121.856,-0.825298,5399.69,76.4225,-7.05603,-8.87416,-14.0733,-9.19643,-11.929,133.512,13003.5,42.3978,9239.19,161763,-7.89672,-9.71484,-15.7547,-10.0371,-12.7697,0.719533,12816.3,35.4621,9051.92,0.622121,0.995181,0.00716499,20600.9,-0.00192594,1.28608,11.6829,10.5155,121.651,89.4025,0.833608,11.8567,12.0679,120.763,139.107,0.888162,-49.7048 
4,43.235,4,15499.8,-0.565427,32.9893,12.1494,121.929,0.310897,-150.48,434.733,-8.50415,-8.94275,-12.2901,-7.42802,-4.67588,113.341,10209.2,29.347,7160.16,14570.3,-9.21782,-9.65642,-13.7175,-8.1417,-5.38956,0.702589,10050.3,23.4591,7001.19,0.625355,0.995932,0.00613454,16071.3,-0.00190704,0.977826,11.9247,10.6554,121.743,88.6788,0.598236,12.3328,12.4944,120.873,138.586,0.869942,-49.9068 
5,43.215,5,12896.2,-0.00134812,28.0888,11.7342,121.632,-0.00240534,-11.899,499.983,-9.69723,-7.51483,-15.3099,-5.71197,-9.30678,79.295,8213.24,23.2933,6461.17,10730.5,-10.1965,-8.01413,-16.3085,-6.21127,-9.80608,0.677293,8102.02,19.1741,6349.95,0.597363,0.995876,0.00553158,13563,-0.00187091,0.780631,11.9178,10.8203,121.497,89.0616,0.573344,11.9511,12.1647,120.399,138.927,1.09821,-49.8655 
6,43.25,6,14845.9,-0.233447,32.364,11.7827,121.984,0.042767,31.3953,500,-3.49314,-10.1133,-10.4166,-5.53375,-4.20277,84.9511,9703.09,33.738,7074.72,12457.5,-4.02805,-10.6482,-11.4865,-6.06866,-4.73769,0.689295,9583.94,29.3249,6955.57,0.615708,0.994674,0.00770653,15565.7,-0.00200557,0.950586,11.6898,10.7032,121.931,89.0307,0.601659,12.0971,12.4816,120.921,138.869,1.00988,-49.8379 
7,43.28,7,17662.8,-0.594704,38.1661,11.8195,122.026,0.341358,-252.84,36.0761,-7.6068,-7.6568,-18.2378,-6.78576,-3.85524,158.191,11503.2,31.5148,8035.15,17494.6,-8.60288,-8.65289,-20.2299,-7.78185,-4.85133,0.596361,11281.3,23.2971,7813.27,0.626714,0.996399,0.00546267,18000.7,-0.00197382,1.15978,11.6779,10.4087,121.957,88.3737,0.724896,11.8096,12.0187,120.931,138.148,1.02542,-49.7747 
8,43.2,8,15903.3,-0.0780852,33.8058,11.8703,122.009,-0.0167692,18.8067,10.6269,-2.18577,-4.60063,-17.3328,-6.24103,-6.25109,131.893,10436.4,31.6957,7401.57,13073.5,-3.01627,-5.43113,-18.9938,-7.07153,-7.08159,0.543355,10251.4,24.8441,7216.57,0.622897,0.995777,0.00630175,16457.7,-0.0019787,0.993367,11.9992,10.7281,121.9,89.0054,0.632338,11.9021,12.5552,120.927,138.909,0.973183,-49.9038 
9,43.14,9,17696.2,-0.0602341,37.2007,-11.8006,121.608,0.0168788,16.0128,500,-4.31382,-4.75683,-12.089,-9.09547,-6.98885,111.713,10958.7,43.7422,8494.75,14299.5,-5.01725,-5.46026,-13.4959,-9.7989,-7.69227,0.674521,10802,37.939,8338.06,0.601022,0.993891,0.00831208,17972.8,-0.00184295,1.07531,11.7788,10.5537,121.534,89.3416,0.74868,12.0544,12.0537,120.392,139.17,1.1416,-49.8284 
