cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,19487.5,-0.141971,41.7347,11.7847,122.233,0.681468,-890.129,371.972,-3.91697,-6.98261,-11.9226,-9.20757,-10.4909,52.4547,12526.5,44.2641,9188.77,35757.4,-4.24727,-7.31291,-12.5832,-9.53787,-10.8212,0.717247,12452.9,41.5391,9115.19,0.613687,0.994196,0.00832483,20292,-0.00221869,1.22606,11.9801,10.4189,122.055,88.8469,0.813273,11.9334,12.0131,121.047,138.731,1.00802,-49.8845 
1,43.36,1,19708.8,0.495814,40.5759,11.5778,122.447,-0.273723,-163.087,495.96,-5.60797,-2.731,-7.59705,-5.745,-3.47343,25.2567,11914.4,40.5676,9686.8,16746.1,-5.767,-2.89003,-7.91512,-5.90403,-3.63246,0.696839,11879,39.2556,9651.37,0.588675,0.99425,0.00743678,20179.1,-0.00186894,1.15278,11.827,10.5999,122.293,89.6458,0.848088,11.8983,12.1856,121.346,139.651,0.946646,-50.005 
2,43.18,2,19564.2,-0.0190748,40.8895,11.8689,122.273,-0.000936202,-104.181,6.43213,-6.47568,-7.53491,-11.5728,-3.23355,-6.62229,62.3163,11811.2,42.5602,9868.15,15801.7,-6.86807,-7.9273,-12.3576,-3.62594,-7.01468,0.673024,11723.8,39.323,9780.75,0.582253,0.994165,0.00735164,20135.3,-0.00214048,1.11174,12.0718,10.7101,122.234,89.4308,0.830202,12.0834,12.5344,121.242,139.391,0.992037,-49.9599 
3,43.08,3,19832.1,-0.0442198,41.449,11.791,121.91,-0.0188249,31.0197,500,-3.65997,-7.64352,-9.91143,-6.38671,-6.26304,121.851,12695.3,33.5128,9037.4,15928.6,-4.42724,-8.41078,-11.446,-7.15397,-7.0303,0.702457,12524.4,27.1829,8866.49,0.621571,0.996216,0.00561581,20149.5,-0.0020331,1.23744,11.9748,10.4479,121.847,89.0401,0.794167,11.9942,12.2254,120.776,138.94,1.07151,-49.9001 
4,43.235,4,16944,-0.247206,35.095,12.1946,122.512,0.965878,-241.485,499.987,-4.65726,-8.35132,-9.52833,-2.38646,-4.163,81.1133,10772.7,36.9803,8070.34,21524.7,-5.16801,-8.86207,-10.5498,-2.89721,-4.67375,0.671865,10658.9,32.7666,7956.57,0.609026,0.994649,0.00752902,17501.6,-0.00200253,0.99906,12.2068,10.7812,122.241,89.0627,0.696142,12.2402,12.2019,121.289,138.946,0.952201,-49.883 
5,43.215,5,16297.6,-0.0443576,35.268,11.7121,122.215,0.023916,25.8188,500,-8.05724,-10.7684,-13.8166,-10.407,-8.94371,107.069,10379.5,22.5038,7956.71,13466.7,-8.73142,-11.4426,-15.165,-11.0812,-9.6179,0.729381,10229.3,16.9418,7806.53,0.603751,0.99711,0.00398183,16942.9,-0.00211609,0.994165,11.9302,10.7251,121.999,88.9686,0.682366,11.9794,12.4659,121.197,138.907,0.802779,-49.9386 
6,43.25,6,15191.7,-0.283475,32.7366,12.0445,121.98,0.141382,-64.2388,0.012483,-7.95925,-10.1497,-13.2996,-10.5532,-6.4901,117.3,9726.56,17.1175,7572.46,13131.3,-8.69786,-10.8883,-14.7768,-11.2918,-7.2287,0.720578,9562.04,11.024,7407.94,0.600146,0.997986,0.00273381,15932.9,-0.00221974,0.923202,12.0548,10.6411,121.798,89.1191,0.669636,12.0585,12.207,120.929,139.235,0.869645,-50.1163 
7,43.28,7,16888.3,-0.626642,36.675,11.9401,122.284,-0.406502,687.095,263.605,-3.25127,-6.99372,-9.2227,-8.65642,-9.03258,85.2256,11045.3,14.673,7979.76,23347.5,-3.78791,-7.53036,-10.296,-9.19306,-9.56922,0.745001,10925.8,10.2457,7860.22,0.617779,0.998362,0.0023954,17685.6,-0.00224449,1.1021,11.7779,10.429,122.173,88.7667,0.718754,11.9674,11.9461,121.299,138.647,0.874493,-49.8802 
8,43.2,8,14875.6,-0.112035,33.082,11.506,122.231,-0.0171532,-89.1473,500,-1.60739,-5.15826,-9.4724,-5.60767,-5.71002,81.61,9694.26,25.0082,7198.06,12440.9,-2.12127,-5.67213,-10.5002,-6.12154,-6.22389,0.657294,9579.8,20.7687,7083.6,0.61128,0.99622,0.00537194,15671.7,-0.0021579,0.985076,11.6034,10.3844,122.054,88.8039,0.657626,11.9408,11.9151,121.294,138.77,0.760373,-49.9664 
9,43.14,9,19784.6,-0.0540429,42.8124,11.4759,122.118,-0.229489,-392.093,500,-9.82261,-8.36701,-11.5841,-7.55978,-6.75754,124.471,13011.3,38.7488,8924.86,18923,-10.6064,-9.15077,-13.1516,-8.34354,-7.5413,0.730465,12836.7,32.2828,8750.27,0.630427,0.995618,0.00675029,20362,-0.00222796,1.28662,11.7675,10.4595,122.076,89.059,0.826063,11.5748,12.0309,121.008,138.967,1.06765,-49.9079 
10,43.17,10,19725.7,0.00694714,42.0566,11.649,122.063,-0.0537249,1.5041,4.83241e-11,-5.10877,-8.62405,-8.01441,-8.02773,-10.2615,110.701,12683.8,30.936,9190.25,15951,-5.80583,-9.3211,-9.40852,-8.72478,-10.9586,0.787228,12528.5,25.1853,9034.98,0.617211,0.996494,0.00510869,20298.6,-0.00235632,1.27377,11.841,10.3183,121.842,89.1432,0.839987,11.961,11.827,121.064,138.974,0.778302,-49.8304 
11,43.205,11,15371.5,-0.0175215,33.4161,11.6822,122.091,-0.00633844,1.60057,500,-5.91319,-7.83493,-5.78363,-7.0035,-12.6421,78.3376,10039.2,24.1401,7479.65,12708.3,-6.40647,-8.3282,-6.77017,-7.49677,-13.1354,0.83933,9929.33,20.0707,7369.78,0.610384,0.996475,0.0049917,16267.3,-0.00217773,0.988809,11.909,10.412,122.046,89.2395,0.675627,11.8961,11.9448,121.157,138.944,0.888926,-49.704 
12,43.1,12,19250.8,0.289779,40.6883,-11.5344,122.323,0.252009,300.824,500,-5.14894,-2.76543,-8.02716,-1.76789,-10.3874,77.776,12683,48.3419,8835.06,17745.6,-5.63867,-3.25516,-9.00663,-2.25762,-10.8771,0.709793,12573.9,44.3016,8725.97,0.626245,0.993872,0.00926568,20078.2,-0.00230734,1.24935,11.7675,10.4958,122.264,89.2266,0.803414,11.7596,12.0291,121.309,139.248,0.954527,-50.0216 
