cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,14557.9,-0.0725114,32.9428,11.3304,122.584,-0.0183692,-12.0138,500,-5.44191,-0.79187,-6.03161,-4.18987,-6.6259,86.018,9023.91,33.0256,7629.54,12157.9,-5.98354,-1.3335,-7.11487,-4.7315,-7.16753,0.729791,8903.26,28.5572,7508.89,0.579605,0.994418,0.006957,15360.9,-0.002152,0.935014,11.511,10.1887,122.482,90.4771,0.748877,11.5435,11.4088,121.611,140.853,0.871027,-50.3762 
1,43.36,1,18131.5,-0.0920086,39.1874,-11.6422,122.512,0.040373,-9.48797,490.308,-7.52874,-9.18176,-11.4193,-4.78043,-3.34584,100.927,11027.2,39.6507,9284.9,14864.2,-8.16425,-9.81727,-12.6903,-5.41594,-3.98135,0.68329,10885.7,34.4078,9143.34,0.580602,0.994499,0.0068844,18748.9,-0.0022095,1.07882,11.8715,10.4977,122.19,90.9284,0.846116,11.8303,11.8317,121.309,141.378,0.881535,-50.4499 
2,43.18,2,16534.7,-0.0154422,34.8304,11.8906,122.581,-0.0390559,-4.66865,104.806,-2.80499,-5.43386,-9.21479,-6.16649,-2.4836,109.073,10453.5,33.5103,8200.76,13488,-3.49179,-6.12066,-10.5884,-6.85329,-3.1704,0.649676,10300.6,27.8442,8047.78,0.598117,0.995292,0.00633307,17221.7,-0.00228275,0.99419,12.0881,10.6457,122.332,90.262,0.716068,12.1497,12.2284,121.484,140.422,0.848596,-50.1598 
3,43.08,3,20640,-0.662447,43.9619,11.907,122.738,-0.0468852,850.267,184.178,-3.76354,-0.758802,-5.37831,0.89552,3.13065,143.768,12791.3,34.9426,9963.69,18337.9,-4.66881,-1.66407,-7.18885,-0.00975105,2.22538,0.364162,12589.7,27.4741,9762.04,0.599936,0.996196,0.00515764,20985.1,-0.00235042,1.26939,11.9016,10.3899,122.565,90.6109,0.904384,11.857,11.9934,121.777,140.865,0.787516,-50.2542 
4,43.235,4,14052.2,-0.216339,31.0298,11.7171,122.262,0.0883359,228.711,0.00172779,-2.66893,-0.912355,-9.42294,0.675016,-7.72119,87.5641,9241.84,25.6657,6899.83,12493.4,-3.2203,-1.46372,-10.5257,0.123648,-8.27255,0.549388,9119.02,21.1169,6777.02,0.61008,0.995964,0.00570716,14947.3,-0.00224882,0.937584,11.75,10.2853,122.196,89.5426,0.647171,11.8576,11.744,121.337,139.664,0.859126,-50.121 
5,43.215,5,14035.7,-0.211843,31.4537,11.8261,122.497,0.060169,-72.4985,500,-4.65459,-5.0425,-13.4841,-6.61253,-2.7277,137.704,9237.58,33.0966,7226.68,12251,-5.52168,-5.90959,-15.2183,-7.47961,-3.59479,0.596589,9044.44,25.9431,7033.53,0.599236,0.995005,0.00674874,15093.3,-0.00253588,0.892196,11.9553,10.6057,122.303,90.0939,0.649551,11.9878,12.0836,121.64,140.502,0.662493,-50.4086 
6,43.25,6,15159.5,-0.0430533,33.3354,11.497,122.544,0.000679583,29.0263,500,-5.25399,-2.73389,-8.80221,-7.07706,-4.21799,127.143,9563.65,12.2966,7694.22,12476.9,-6.05457,-3.53447,-10.4034,-7.87765,-5.01858,0.683679,9385.32,5.6918,7515.89,0.592172,0.99894,0.00139309,15849,-0.00224421,0.981329,11.6603,10.2539,122.522,90.4844,0.722483,11.905,11.5806,121.613,140.641,0.90956,-50.1568 
7,43.28,7,18738.1,-0.665178,40.8295,11.8163,122.326,0.239608,7.19185,182.846,-6.18237,-4.91543,-13.4206,-2.85147,-4.24471,110.691,11836.6,26.1346,9017,15761.5,-6.87936,-5.61243,-14.8145,-3.54847,-4.9417,0.586145,11681.4,20.3844,8861.75,0.605175,0.996955,0.00421946,19302.5,-0.00236559,1.21032,11.6273,10.34,122.074,89.9657,0.843119,11.7906,11.7662,121.407,140.199,0.666678,-50.2328 
8,43.2,8,14949.7,-0.697765,34.1134,11.8387,122.462,-0.502707,245.339,364.188,-0.64627,-3.90635,-7.94468,-1.16848,-6.36053,100.559,10022.4,19.3806,7244.27,17161.8,-1.27946,-4.53954,-9.21106,-1.80167,-6.99372,0.613394,9881.39,14.1568,7103.23,0.617967,0.997499,0.0036579,15990.2,-0.00243248,0.989055,11.8324,10.5547,122.336,89.871,0.652885,11.7709,12.1613,121.423,140.159,0.912973,-50.288 
9,43.14,9,16720,-0.137659,36.8819,11.5341,122.352,0.350752,21.8973,500,-7.20613,-4.8317,-4.65054,-6.77351,-4.05125,81.9137,10605.9,26.1911,8382.13,14098.2,-7.72192,-5.34749,-5.68212,-7.2893,-4.56704,0.814358,10491.1,21.9358,8267.24,0.596053,0.996354,0.00486397,17600.9,-0.00238306,1.09928,11.6121,10.1364,122.256,89.6311,0.808316,11.7704,11.4144,121.426,139.649,0.829794,-50.0182 
10,43.17,10,15047.8,-0.632272,34.4669,11.5636,122.673,0.374551,-444.982,476.124,-9.49712,-0.275075,-12.8252,-4.25082,-4.02467,118.5,9646.72,18.224,7530.55,18400.1,-10.2433,-1.02124,-14.3176,-4.99698,-4.77083,0.594976,9480.51,12.0682,7364.34,0.599507,0.997777,0.00300964,15813.8,-0.00234202,1.00674,11.5304,10.2348,122.421,89.8944,0.719827,11.6566,11.6939,121.647,139.989,0.774826,-50.0943 
11,43.205,11,12072.8,-0.185067,28.2948,11.5753,122.378,0.634628,-361.71,500,-5.80121,-2.40292,-12.6587,-5.55414,-2.93066,138.257,7860.32,35.0219,6550.37,18134.6,-6.67178,-3.27349,-14.3998,-6.42471,-3.80123,0.583471,7666.4,27.8397,6356.45,0.583753,0.993685,0.00800341,13132.9,-0.00241284,0.799805,11.5821,10.4372,122.182,89.4102,0.598716,11.8584,11.9395,121.548,139.49,0.634438,-50.0798 
12,43.1,12,16272.2,-0.105023,37.3088,11.218,122.518,-0.0350625,8.94174,499.99,-9.75374,-9.00872,-9.84066,-7.54466,-8.42347,186.226,10477.8,24.3349,8209.6,13634.7,-10.9264,-10.1813,-12.1859,-8.71728,-9.59609,0.763871,10216.6,14.6608,7948.4,0.599136,0.997495,0.00338626,17052.2,-0.00263106,1.13468,11.4061,9.97699,122.348,89.7898,0.797783,11.5324,11.6105,121.647,139.82,0.700751,-50.0303 
13,43.16,13,15566.4,0.0119372,35.2978,11.4546,122.412,0.00150441,-22.2143,1.57852e-11,-6.00084,-5.01325,-15.7681,-1.17722,-5.44732,182.102,10006.1,14.8917,8123.76,13163.1,-7.14749,-6.15989,-18.0614,-2.32387,-6.59397,0.551677,9750.67,5.43183,7868.34,0.590326,0.999026,0.00127006,16517.4,-0.00265213,1.04958,11.5202,10.16,122.336,89.8737,0.744589,11.9373,11.7839,121.461,139.841,0.875421,-49.9671 
14,43.06,14,17245.8,-0.395916,38.6791,11.5752,122.177,0.334051,147.586,0.000115974,-4.35131,-5.63611,-8.94562,1.847,-2.22989,139.041,11142.5,30.4317,8400.75,16179.6,-5.22682,-6.51161,-10.6966,0.971497,-3.10539,0.564628,10947.5,23.2088,8205.73,0.608045,0.996304,0.00518314,18004.4,-0.0024581,1.15131,11.6299,10.2202,121.99,90.0559,0.804856,11.5443,11.6914,121.115,140.119,0.874427,-50.0635 
15,43.185,15,13835,-0.680793,31.6636,11.9291,122.545,-0.00904991,22.9566,26.4064,-6.38763,-5.72221,-11.6745,-5.56307,-0.142242,137.654,9182.9,14.202,7045.92,12302.8,-7.2544,-6.58898,-13.408,-6.42984,-1.00901,0.613493,8989.82,7.0511,6852.84,0.604022,0.998629,0.00189181,14883.3,-0.00258464,0.918437,11.8026,10.4537,122.165,89.617,0.644308,11.9672,11.9466,121.486,139.829,0.679071,-50.2123 
16,43.3,16,19429.4,-0.144072,42.7511,11.5888,122.746,0.247898,140.514,500,-6.21368,-2.5795,-7.2562,-6.05641,-8.83434,108.199,12474.1,22.1269,9346.52,17261.9,-6.89498,-3.2608,-8.6188,-6.73771,-9.51564,0.753945,12322.4,16.5061,9194.76,0.609117,0.997661,0.00329599,20229.8,-0.00268908,1.26996,11.7256,10.3386,122.653,89.9454,0.841475,12.0162,12.0152,121.654,140.254,0.999375,-50.3083 
17,43.19,17,13084.9,-0.0353967,30.1372,11.5606,122.323,0.0165385,56.0414,500,-2.97777,-8.01576,-8.41697,-7.65906,-5.2275,114.429,8484.5,19.8518,7108.79,11371.8,-3.6983,-8.73629,-9.85803,-8.37959,-5.94803,0.730804,8324,13.9074,6948.29,0.582117,0.997085,0.00367353,14299.5,-0.00262371,0.843634,11.7585,10.4798,122.112,89.8345,0.663185,11.8976,11.7642,121.336,140.022,0.776047,-50.1872 
18,43.27,18,17501.3,-0.063369,38.6153,11.5637,122.308,-0.656744,257.836,500,-9.61032,-8.65063,-11.092,-5.30587,-4.70372,173.014,11206.6,23.4593,8695.2,20048.5,-10.6997,-9.74005,-13.2708,-6.39529,-5.79314,0.710869,10963.9,14.4716,8452.54,0.60132,0.997695,0.00314395,18233.1,-0.00260624,1.15152,11.6934,10.2162,122.102,89.4064,0.806636,11.9271,11.7558,121.339,139.353,0.763354,-49.9464 
19,43.225,19,14236.8,0.130165,32.3593,11.5741,122.476,-0.111282,-147.033,500,-5.9164,-6.53713,-8.63876,-2.52657,-4.7857,168.171,9524.23,10.3022,7286.61,12724.8,-6.97532,-7.59606,-10.7566,-3.5855,-5.84462,0.690529,9288.35,1.56607,7050.73,0.605026,0.999705,0.000408992,15352,-0.0028082,0.93376,11.8792,10.6499,122.209,89.8397,0.647591,12.0553,12.2108,121.61,140.075,0.599335,-50.2351 
20,43.32,20,16968.7,-0.281969,38.0748,11.6291,122.216,1.7923,-771.119,6.30257e-05,-2.01572,-6.58233,-6.7472,-4.26583,-5.58769,189.074,10549.7,22.0372,8861.02,59405.1,-3.20626,-7.77288,-9.1283,-5.45638,-6.77824,0.717758,10284.5,12.2152,8595.83,0.581804,0.997926,0.00261092,17676.9,-0.00262683,1.08871,11.7663,10.1223,122.023,89.8192,0.845099,11.7626,11.5442,121.165,139.827,0.858387,-50.0083 
21,43.12,21,18007.7,-0.806315,40.986,11.7746,122.608,0.0584431,438.541,145.45,-4.7264,-9.2551,-5.87982,-8.01766,-5.23615,171.138,11372.6,31.3861,9122.82,16544.3,-5.80401,-10.3327,-8.03503,-9.09527,-6.31376,0.796997,11132.6,22.4958,8882.78,0.593049,0.996476,0.00464351,18771.8,-0.00281869,1.16082,11.6299,10.465,122.534,90.5168,0.860698,11.6754,11.7961,121.662,140.918,0.871727,-50.4009 
22,43.195,22,15395.7,-0.200664,33.6906,12,122.315,0.0690946,-966.537,0.174432,-7.06096,-5.76398,-13.6016,-0.412924,-1.21719,96.2068,10083,22.6261,7612.1,15334.9,-7.66675,-6.36977,-14.8132,-1.01871,-1.82298,0.53258,9948.11,17.6284,7477.16,0.60739,0.996909,0.00432422,16378.5,-0.00261129,0.947321,12.1815,10.8212,122.129,89.7898,0.673528,12.1665,12.21,121.368,140.045,0.761116,-50.2554 
23,43.26,23,16317.3,-0.0328953,36.7837,11.5151,122.42,0.00183594,-3.49315,1.34142e-12,-6.98328,-1.03399,-7.74151,4.4535,-1.84213,218.639,10472.1,33.8862,8388.72,13788.7,-8.35999,-2.41071,-10.4949,3.07679,-3.21884,0.509759,10165.5,22.5283,8082.06,0.593915,0.996137,0.00510854,17116,-0.00271334,1.06033,11.6097,10.4868,122.495,90.0653,0.762246,11.9581,11.9085,121.383,140.221,1.11116,-50.156 
24,43.23,24,16026.2,-0.0374559,35.1474,11.8011,122.399,-0.0380587,21.9124,0.000113194,-9.57118,-5.67452,-8.61934,-2.79175,-3.35027,128.827,10729.3,18.1611,7684.72,13529.6,-10.3824,-6.48571,-10.2417,-3.60294,-4.16146,0.706324,10548.6,11.4689,7504.03,0.62043,0.998101,0.00280749,17002.1,-0.00254229,1.05712,12.0267,10.3901,122.192,88.7522,0.675911,12.1051,12.1734,121.434,138.804,0.757689,-50.0515 
25,43.175,25,16815,-0.00919852,37.2368,11.5941,122.6,0.0141392,-16.6577,3.13818e-11,-4.36477,-4.66669,-4.36452,-4.44505,-2.04634,144.965,11178.9,19.8389,8063.5,14061.8,-5.27758,-5.5795,-6.19013,-5.35785,-2.95915,0.75595,10975.6,12.3083,7860.17,0.618854,0.998041,0.00287626,17735.3,-0.00255177,1.11605,11.8017,10.4505,122.39,89.6971,0.708148,11.9634,12.2583,121.661,139.74,0.728596,-50.0431 
26,43.34,26,18669.5,-0.412184,41.3676,-11.6966,122.538,0.0782841,370.968,1.87125e-12,-9.63629,-6.74673,-10.7464,-4.63094,-1.35296,182.369,11712.7,31.2619,9235.82,16696.6,-10.7846,-7.89506,-13.0431,-5.77927,-2.50129,0.67395,11456.9,21.7881,8980.03,0.597344,0.996683,0.00444959,19179.7,-0.00254148,1.15256,11.8489,10.5773,122.347,89.4321,0.824797,11.7943,12.2979,121.524,139.389,0.822054,-49.9572 
27,43.24,27,16420.7,-0.210125,36.3936,11.6945,122.556,-0.00505381,-13.4972,1.38204e-12,-8.51179,-5.32474,-13.9555,-4.57529,-2.18979,123.773,10764.4,26.3819,7938.73,13857.1,-9.29115,-6.1041,-15.5143,-5.35465,-2.96916,0.604564,10590.8,19.9521,7765.13,0.61329,0.996714,0.0047109,17268.8,-0.00250877,1.06175,11.8624,10.578,122.377,89.6678,0.718932,11.811,12.111,121.631,140.026,0.746441,-50.3586 
28,43.38,28,20280.9,-0.123391,43.4877,11.7794,122.41,-0.0385016,356.794,499.97,-5.29251,-4.02697,-7.02351,-7.59217,-3.94029,107.397,12625.5,39.9687,9982.14,17122.9,-5.96876,-4.70322,-8.37601,-8.26842,-4.61654,0.7377,12474.8,34.3897,9831.5,0.596028,0.995199,0.00640225,20929.9,-0.00254772,1.26044,11.9548,10.2787,122.254,89.3458,0.925567,11.9124,11.7028,121.438,139.347,0.816369,-50.0016 
29,43.21,29,14593.7,-0.579489,32.9285,12.1998,121.811,1.96352,-2013.81,418.846,-5.07398,-3.51785,-7.63806,-6.44645,-4.70156,110.386,9485.65,39.2629,7305.75,141798,-5.76905,-4.21292,-9.0282,-7.14152,-5.39662,0.713829,9330.83,33.5286,7150.92,0.602742,0.993751,0.00856314,15480.6,-0.00243259,0.906607,12.2474,10.5662,121.935,89.0601,0.639756,12.2234,12.1863,121.13,138.846,0.805166,-49.7861 
30,43.22,30,15937.1,-0.0144135,34.5019,-11.9545,122.768,-0.0362609,6.93459,500,-5.70648,-6.83017,-6.44825,-2.08921,-5.54765,122.429,10369.6,42.1216,7982.18,13434.9,-6.47738,-7.60107,-7.99005,-2.86011,-6.31855,0.744295,10197.9,35.7617,7810.46,0.602895,0.993901,0.00836387,16914.9,-0.00261336,0.971398,12.1346,10.8762,122.624,89.6333,0.654154,12.4187,12.7268,121.639,139.992,0.985452,-50.3587 
31,43.03,31,21852.5,0.0565623,45.3624,11.8211,122.105,-0.523666,412.154,1.39095e-11,-5.87187,-6.95154,-13.8389,-8.7601,-2.5051,114.792,13756.4,14.792,10222.6,24482.2,-6.59468,-7.67436,-15.2845,-9.48291,-3.22792,0.63836,13595.4,8.82881,10061.6,0.611075,0.998865,0.0016138,22248.4,-0.00239453,1.35862,11.9229,10.4159,121.968,89.6931,0.920309,12.1965,11.7889,120.983,139.753,0.98508,-50.0596 
32,43,32,19595.2,-0.768589,43.1994,11.8705,122.344,0.496571,107.088,444.367,-1.82457,-9.26917,-6.73534,0.785806,-4.38065,146.213,12628.1,33.7188,9347.31,18424.3,-2.74524,-10.1898,-8.57667,-0.134857,-5.30131,0.681732,12423,26.1234,9142.24,0.612413,0.996334,0.00523614,20285.3,-0.00257881,1.2703,11.6955,10.4196,122.187,89.7548,0.854062,11.8495,11.9702,121.394,139.643,0.793588,-49.888 
33,43.41,33,18490.2,-0.480919,42.0547,-11.4827,122.485,0.37903,-23.201,4.70188,-5.04302,-2.84528,-5.41639,0.701466,1.16073,136.759,12048.1,36.677,8996.35,16006.3,-5.90416,-3.70641,-7.13866,-0.159668,0.299596,0.570201,11856.3,29.5726,8804.53,0.610262,0.995654,0.00614921,19428.2,-0.00267636,1.21413,11.7816,10.2951,122.484,89.3863,0.854584,11.5695,11.7819,121.515,139.35,0.968542,-49.9633 
34,43.44,34,18737,-0.193561,41.0982,11.6127,122.276,0.0268561,68.6395,500,-8.67426,-5.61689,-10.431,0.904482,-4.24754,152.964,12402.6,31.4101,8811.22,15596.5,-9.63744,-6.58006,-12.3574,-0.0586901,-5.21072,0.634876,12188,23.4639,8596.67,0.622437,0.996642,0.00500272,19581.2,-0.00260981,1.25549,11.6637,10.3451,122.096,88.8831,0.822175,11.8488,11.7399,121.332,138.651,0.76425,-49.7682 
35,43.165,35,15900.6,-0.0825389,35.384,11.6568,122.098,0.0110131,22.2781,500,-5.96774,-3.99847,-16.2286,-5.97057,-4.75609,91.4739,9968.27,21.9026,8262.71,13435.1,-6.54373,-4.57446,-17.3806,-6.54655,-5.33208,0.569547,9839.97,17.1507,8134.41,0.584475,0.996959,0.00386889,16835.6,-0.0024647,0.965251,11.9043,10.6199,122.059,89.7748,0.750694,11.7979,12.0873,121.148,140.107,0.911599,-50.3321 
