cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.15,0,18516.6,-0.815728,41.6945,-11.8652,121.898,0.205233,-117.924,41.0009,-5.64921,-6.2684,-5.0707,-4.36574,0.166134,213.779,12186.7,36.4085,9034.7,16892.4,-6.99532,-7.61451,-7.76292,-5.71185,-1.17998,0.734733,11886.9,25.3031,8734.85,0.612762,0.996289,0.00530788,19398.9,-0.00288865,1.24241,11.7333,10.2789,121.841,89.4283,0.839472,11.6608,11.9712,120.891,139.551,0.950343,-50.1225 
1,43.205,1,15035.8,-0.0648706,33.1378,12.0772,121.858,0.0341273,32.3341,0.00273052,-5.76519,-15.5645,-19.6767,-11.9655,-4.46629,250.863,9966.33,22.0322,7818.15,13064.2,-7.34481,-17.1441,-22.8359,-13.5451,-6.04591,0.658737,9614.47,9.00036,7466.28,0.599575,0.998364,0.00221568,16035.5,-0.00284195,0.938393,12.1347,10.7853,121.635,89.3613,0.664441,12.3156,12.3313,120.619,139.497,1.0157,-50.1361 
2,43.28,2,16870.5,-0.0808082,37.6825,11.7046,121.649,0.111606,-49.9432,499.896,-6.77798,-5.5961,-4.44175,-3.13296,1.56212,165.55,10957.8,25.6827,8509.61,14539.4,-7.82041,-6.63852,-6.52659,-4.17538,0.519693,0.735135,10725.6,17.0827,8277.41,0.601071,0.997221,0.0037873,17844.2,-0.0028469,1.08239,11.8784,10.4758,121.533,89.5604,0.788722,11.8569,11.932,120.502,139.463,1.03065,-49.9026 
3,43.36,3,16866.9,-0.398702,38.2686,11.6244,121.8,0.209912,26.9055,0.0780215,-5.20399,-5.98396,-13.6699,-5.8429,0.554179,175.086,10787.4,24.4037,8599.15,14665.2,-6.30646,-7.08642,-15.8748,-6.94537,-0.548288,0.568166,10541.8,15.3083,8353.58,0.594713,0.997465,0.00336439,17725.9,-0.00268939,1.11125,11.6819,10.2279,121.709,89.7363,0.812263,11.6794,11.7288,120.725,139.505,0.984086,-49.7686 
4,43.22,4,15352.7,-0.854109,34.6203,12.4303,121.765,0.494663,737.227,45.2541,-4.51089,-7.88163,-9.44607,-2.39422,-4.85997,178.18,9875.92,26.3677,8270.15,25880.6,-5.63285,-9.00358,-11.69,-3.51617,-5.98192,0.673688,9626.01,17.1116,8020.24,0.582568,0.996899,0.00391483,16523.4,-0.00300989,0.909781,12.1923,11.0103,121.445,89.6122,0.690488,12.5031,12.4874,120.766,139.896,0.679088,-50.284 
5,43.24,5,17257.8,-0.00477451,37.5911,11.7668,121.677,-0.0144432,4.15457,1.18274e-11,-3.14124,-5.13782,-11.3556,-3.84465,-6.71835,133.31,11134.1,14.9555,8639.13,14401.1,-3.98066,-5.97724,-13.0344,-4.68407,-7.55777,0.630063,10947.2,8.03025,8452.15,0.600964,0.998718,0.0017471,18216,-0.00269102,1.08774,11.9733,10.568,121.669,89.631,0.774714,11.9434,12.0202,120.602,139.443,1.06755,-49.812 
6,43.26,6,15638.2,-0.127829,36.462,11.5035,121.765,0.414425,63.4173,32.129,-7.28844,-6.67166,-14.2112,0.0406478,-4.68724,171.071,10346.1,17.7788,8025.22,14509.7,-8.36563,-7.74884,-16.3656,-1.03654,-5.76443,0.583372,10106.2,8.89202,7785.27,0.601504,0.998463,0.00209956,16801.5,-0.00292487,1.0576,11.584,10.3921,121.571,89.8321,0.751207,11.7005,11.9391,120.643,140.083,0.928362,-50.2509 
7,43.24,7,17664,-0.187679,38.9452,11.7536,121.618,-0.00287374,87.3397,499.998,-5.61064,-2.93637,-12.0548,-5.58441,-7.14521,149.424,10989.4,28.2948,9221.68,14909.3,-6.55153,-3.87726,-13.9366,-6.52529,-8.0861,0.642438,10779.8,20.5325,9012.1,0.581743,0.996678,0.00417937,18530.3,-0.00271653,1.08847,11.9465,10.4103,121.535,90.0719,0.816992,12.0114,12.1081,120.593,140.293,0.94218,-50.2213 
8,43.06,8,16745.3,-0.411713,38.8173,-11.4635,121.49,-0.138233,188.237,500,-9.93083,-8.757,-7.50988,-7.79254,-8.10774,188.018,11123.3,15.2402,8303.4,15332.7,-11.1147,-9.9409,-9.87769,-8.97644,-9.29164,0.79924,10859.6,5.473,8039.69,0.610991,0.999119,0.00125244,17773.7,-0.00283881,1.16756,11.4999,10.2149,121.442,89.7407,0.795703,11.5733,11.6706,120.497,139.71,0.945639,-49.9692 
9,43.23,9,16527.5,0.0129992,36.5683,11.7496,121.839,-0.017057,-14.1305,2.81671e-12,-17.1705,-5.54702,-8.6146,-3.01108,-7.27178,133.074,10632.8,1.83739,8558.11,13994.8,-18.0085,-6.38495,-10.2905,-3.84901,-8.10971,0.779376,10446.1,-5.07554,8371.46,0.591996,1.00085,-0.0011181,17645.6,-0.00289695,1.02794,12.039,10.6486,121.789,89.5389,0.754726,11.9604,12.295,120.793,139.816,0.995929,-50.2776 
