cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,17447.4,-0.536291,37.5594,-11.9494,122.266,-3.18889,1059.57,497.993,-7.74207,-4.88485,-10.9332,-1.87363,-1.71397,162.979,11283.6,24.804,8124.77,124603,-8.76831,-5.91109,-12.9856,-2.89987,-2.7402,0.610101,11055,16.3376,7896.17,0.619477,0.99742,0.00379694,17845.7,-0.00213499,1.09087,11.8708,10.6738,121.921,89.6337,0.708401,12.0181,12.3614,121.241,139.617,0.680361,-49.9836 
1,43.36,1,19691.7,-0.646315,41.9383,11.9467,121.928,-0.0173832,63.7195,209.86,-4.93919,-3.83983,-11.4215,-3.30142,-2.02279,83.9466,12604,37.1669,8973.31,16346.1,-5.46778,-4.36842,-12.4787,-3.83001,-2.55138,0.565146,12486.2,32.8061,8855.56,0.621143,0.995423,0.00677796,20102,-0.00209841,1.23234,11.8824,10.56,121.875,88.827,0.798775,11.8904,12.1948,120.801,138.523,1.07394,-49.6964 
2,43.18,2,13483.5,-0.119945,30.565,11.5818,121.609,0.529694,51.3911,500,-3.22921,-3.12176,-12.142,-1.55881,-3.83507,130.341,8864.25,11.6502,6666.47,12409.9,-4.04993,-3.94249,-13.7835,-2.37953,-4.65579,0.521594,8681.43,4.87928,6483.66,0.608908,0.999017,0.00138436,14257.4,-0.00227631,0.894926,11.7066,10.4695,121.475,89.2369,0.610365,11.8679,12.0324,120.489,139.311,0.985897,-50.0741 
3,43.08,3,16386.4,-0.025604,36.9644,11.3154,122.012,-0.0415236,-18.3008,500,-4.1877,-4.57449,-9.94799,-8.27195,-6.10801,133.268,10671.3,32.1925,7821.86,13640.7,-5.02686,-5.41365,-11.6263,-9.11111,-6.94716,0.695048,10484.4,25.2695,7634.94,0.614905,0.9958,0.0060599,17050.5,-0.00228902,1.12064,11.4225,10.2191,121.947,90.0073,0.756166,11.4803,11.7251,120.973,139.977,0.973091,-49.9696 
4,43.235,4,13049,-0.0427243,29.2432,11.7611,121.818,-0.0606376,154.804,441.25,-4.96586,-4.03486,-10.1024,-7.51829,-3.8346,132.573,8515.03,15.441,6642.74,11501.7,-5.80064,-4.86964,-11.772,-8.35307,-4.66938,0.668065,8329.08,8.55411,6456.79,0.599995,0.998206,0.00243452,13881.9,-0.00216755,0.838833,11.734,10.5841,121.562,89.7172,0.589523,11.9105,12.224,120.4,139.712,1.16182,-49.9947 
5,43.215,5,11992.2,-0.182248,27.7093,11.5974,122.146,0.62888,117.6,0.000607715,-2.81885,-0.139054,-11.0432,-8.49037,-5.98409,112.71,7922.72,19.3892,6147.43,12868.7,-3.52855,-0.848757,-12.4626,-9.20007,-6.69379,0.619274,7764.63,13.5341,5989.34,0.601189,0.996959,0.00414536,12915.5,-0.00227486,0.775686,11.7976,10.6681,121.768,89.6981,0.54662,11.9619,12.376,121.028,139.833,0.739733,-50.1345 
6,43.25,6,13768.6,-0.0017129,31.6014,11.4557,122.211,-0.00695772,46.2834,500,1.68234,-0.562059,-6.93487,-9.72315,-7.42946,134.678,9366.25,21.1954,6740.44,11795.3,0.834305,-1.41009,-8.63094,-10.5712,-8.27749,0.692361,9177.35,14.1991,6551.54,0.619603,0.9973,0.0039765,14811.7,-0.00252193,0.945737,11.7006,10.451,121.973,89.6691,0.62353,11.7163,12.0597,121.18,139.714,0.79286,-50.0449 
7,43.28,7,18612.6,-0.0710961,40.2316,11.5801,122.159,-0.0865829,126.584,500,-6.73957,-6.54237,-8.12418,-6.39702,-6.05184,143.227,11872.4,31.4544,8909.46,15522.9,-7.64143,-7.44423,-9.92791,-7.29888,-6.95371,0.747164,11671.5,24.014,8708.57,0.609133,0.996412,0.00505396,19160.9,-0.00235941,1.17603,11.6732,10.6417,122.015,89.8265,0.812468,11.8185,11.9521,121.052,139.984,0.962952,-50.1575 
8,43.2,8,14323.6,-0.0409612,31.6288,-11.8565,122.263,-0.00566346,27.2811,500,-12.0493,-6.00858,-11.4579,-12.9188,-9.51392,134.026,9628.39,22.8762,6993.89,12212.7,-12.8932,-6.85251,-13.1457,-13.7627,-10.3578,0.769422,9440.4,15.9138,6805.9,0.617283,0.997059,0.00428879,15293.5,-0.00251357,0.929666,11.9825,10.7272,122.002,89.0989,0.604158,12.3502,12.1874,121.223,139.041,0.779222,-49.9422 
9,43.14,9,17644,-0.000164709,39.1491,-11.4272,122.109,0.0540746,-42.8099,1.15557e-05,-3.89819,-2.5112,-6.57874,-4.65857,-2.9318,171.87,11906.7,33.3862,8140.35,14638.6,-4.98041,-3.59342,-8.74318,-5.74079,-4.01402,0.677038,11665.6,24.4579,7899.29,0.631975,0.996344,0.00567121,18459,-0.00256665,1.20947,11.6643,10.3416,122.034,89.0555,0.763162,11.7137,11.8538,121.034,138.923,1.00026,-49.8677 
