,filename,time,B,e_B,A,x0,sigma,C,e_A,e_x0,e_sigma,e_C
0,2024-04-26_B_e_time=0.09.dat,95.0,202.12630693487597,0.003833819135536487,0.11053778136788646,44.82084673466417,0.09842089072205921,0.000767884074652849,0.0015675989858805824,0.0005988255969581485,0.0017835466840451515,0.0008359255952637249
1,2024-04-26_B_e_time=0.13.dat,135.0,202.13641171146966,0.003777318809255803,0.1151868026157847,44.82242504123718,0.09652713389825174,0.0007870678316471638,0.0016475026948555755,0.0005899826704683128,0.001751152620807781,0.0008628999216422773
2,2024-04-26_B_e_time=0.17.dat,175.0,202.15816144010043,0.0040002551652378315,0.11359610280429773,44.82582205852673,0.0939244081830622,0.0010138502936611112,0.0017768097415336425,0.0006247623459716253,0.0018360936202414817,0.000906972776347376
3,2024-04-26_B_e_time=0.34.dat,345.0,202.18037294858638,0.003409588628954907,0.11114492907159006,44.82929097108229,0.09791685465608553,0.0009688422792055101,0.001406574077011789,0.0005324766940116883,0.0015670001910458914,0.0007450246490674898
4,2024-04-26_B_e_time=0.38.dat,385.0,202.15700559469093,0.003720124726442009,0.1106899764050416,44.82564153647502,0.09828202973819995,0.0010217061793367556,0.0015253235039449369,0.0005810136561880295,0.0017286417891723784,0.0008122109075877019
5,2024-04-26_B_e_time=0.42.dat,425.0,202.1476948887558,0.0027340403635776056,0.10663884911707384,44.82418735056499,0.09660992066514187,0.0013594559735847858,0.0011026902383811168,0.0004270183372554145,0.0012672969038165125,0.000577991608761782
6,2024-04-26_B_e_time=0.5.dat,505.0,202.12442238105456,0.0038121113564386633,0.11087870326803348,44.820552373167196,0.09735810949222104,0.0005037210983117723,0.0015466877027237541,0.0005954383211319144,0.001697791299571454,0.0007141734098084667
7,2024-04-26_B_e_time=0.75.dat,755.0,202.1901586071601,0.003173499570976901,0.11306799617069851,44.83081918632976,0.09572428592489104,0.00033035337687525575,0.0013642025888066418,0.0004955922174044666,0.0014408302269922422,0.0007075671606871773
8,2024-04-26_B_e_time=0.84.dat,845.0,202.174400727564,0.0028076303460409235,0.1126089939121419,44.82835827404192,0.09710828369777824,0.0013329605128299079,0.0011856123657235564,0.00043847689582758,0.0012919165756791356,0.0006236871316435921
9,2024-04-26_B_e_time=0.88.dat,885.0,202.15856517791644,0.0029362679717053197,0.11297226653021424,44.82588511489054,0.09418209980083188,0.0015773280958298014,0.0012926677133979069,0.0004585883388677799,0.0013485779485870736,0.0006615108552678629
10,2024-04-26_B_e_time=0.92.dat,925.0,202.14033087790688,0.0029242464705419025,0.11089893834686604,44.82303717908019,0.09178346520606838,0.0014684082975955541,0.0013061467079216581,0.0004567357868461556,0.0013379209489474521,0.0006529579820935927
