cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
125,0.42,44.623,125,47333.8,-0.575728,81.3798,13.4364,115.768,0.408919,-1.08761,161.711,3.50856,2.29024,0.639111,-0.234406,2.75008,-50.1356,45.3153,1825.81,42432.3,35609.9,3.82425,2.60593,1.27049,0.0812848,3.06577,0.882879,69.7813,1841.72,42456.8,0.00142716,0.0211922,0.0739952,48895.1,-0.00216641,-0.0349524,10.3639,7.99742,103.067,76.2308,3.03071,13.7163,14.7474,115.329,140.198,-12.262,-63.9674 
126,0.42,44.723,126,42934.7,-0.0910438,78.3518,12.597,115.898,0.151958,1.14,500,5.02703,3.81271,2.40551,1.61432,2.27111,-107.239,114.304,1429.69,40166.4,32135.6,5.70229,4.48796,3.75602,2.28958,2.94636,0.804193,166.637,1463.7,40218.8,0.0035899,0.0610811,0.0628287,46418.2,-0.0023632,-0.0305754,10.1161,7.08949,102.109,77.261,3.1118,13.0513,13.8175,115.556,139.386,-13.4474,-62.1253 
127,0.42,44.643,127,44834.9,-0.19325,76.396,13.4247,116.27,-0.130786,-290.507,487.1,7.68799,2.58532,8.1402,1.17893,-0.0849212,-107.757,-51.8536,1346.23,40385.1,34623.4,8.36651,3.26383,9.49724,1.85745,0.593598,0.59721,0.731631,1380.41,40437.7,1.57326e-05,0.00030277,0.0591633,46504,-0.00248409,-0.00748859,2.45689,-0.284685,102.93,74.6112,2.9081,13.7607,14.5923,115.909,139.804,-12.9782,-65.1927 
128,0.42,44.963,128,44896.3,-0.0941474,80.2247,12.7943,115.72,-0.157697,66.1332,500,3.17802,2.39471,0.871019,0.681391,0.354376,-73.5551,220.621,1501.32,41358.1,33752.8,3.64118,2.85786,1.79733,1.14455,0.817533,0.824795,256.515,1524.65,41394,0.00535974,0.0877079,0.0635385,47859.7,-0.00911797,0.0174434,-291.278,49.2537,106.562,73.2465,3.13092,13.2455,14.1028,115.349,139.342,-8.78648,-66.0958 
129,0.42,44.663,129,44102.1,-0.0618974,79.773,12.7006,116.055,0.256196,-75.8344,3.436e-12,2.69891,2.80609,6.59612,-0.658351,3.28247,-134.502,119.662,1246.04,40830,33614.4,3.54583,3.65301,8.28997,0.188573,4.12939,0.581458,185.299,1288.71,40895.6,0.00392455,0.0759255,0.0548638,47215.2,-0.00243587,-0.0283704,10.4697,5.87043,101,76.5687,3.08508,13.1867,14.1595,115.734,139.697,-14.7337,-63.1278 
130,0.42,44.763,130,44677.8,-0.205378,77.0198,13.136,116.051,-0.063207,-39.078,362.503,4.28226,4.87105,7.29503,2.14627,-2.91194,-67.7051,947.703,1771.99,38983.6,33015.7,4.70858,5.29737,8.14768,2.57259,-2.48562,0.553322,980.743,1793.47,39016.6,0.0213903,0.238084,0.0780653,45849.9,-0.00285137,0.143581,12.947,15.0065,119.791,91.9313,2.85369,13.5938,14.4156,115.678,138.94,4.11332,-47.0089 
131,0.42,45.003,131,45240.7,-0.108988,79.5756,13.0161,116.224,-0.0507504,21.7141,500,5.16435,1.15766,6.56299,0.920132,-1.99861,-100.28,15.4669,1273.61,41519.3,33753.4,5.79579,1.7891,7.82587,1.55157,-1.36717,0.498186,64.4034,1305.42,41568.2,0.00134544,0.0274187,0.0546862,47867.9,-0.00268516,-0.0390289,0.0565752,5.58749,101.771,76.7843,3.06595,13.5184,14.2762,115.857,139.965,-14.0861,-63.1807 
132,0.42,44.703,132,42861.9,-0.104289,78.9109,12.5153,116.096,0.056186,21.7774,500,6.55375,5.92667,5.54863,-1.11803,-1.39758,-101.86,238.044,1321.8,40264.8,32189.4,7.19513,6.56805,6.83139,-0.476648,-0.756192,0.64717,287.751,1354.11,40314.5,0.00616836,0.108281,0.0582684,46649.5,-0.00236746,-0.0263079,9.20184,7.18721,101.129,78.0987,3.15304,12.9766,13.6838,115.729,140.538,-14.5996,-62.439 
133,0.42,44.783,133,46097.7,0.0666199,81.0968,-12.9062,116.491,-0.134319,-3.14408,2.80357e-11,4.1903,2.32314,3.18117,-4.61003,4.27351,-72.6266,2629.02,2325.28,38187.9,34085.7,4.64761,2.78045,4.0958,-4.15272,4.73082,0.661559,2664.46,2348.32,38223.3,0.0571511,0.393335,0.101667,46621.3,-0.0026553,0.329128,12.3484,13.3328,117.8,89.4886,2.79878,13.4865,14.5078,116.047,139.593,1.75227,-50.1041 
134,0.42,44.983,134,44205,-0.0525428,77.109,13.048,116.114,-0.136696,62.2167,499.722,4.59109,4.78889,6.80899,4.71251,3.03538,-131.748,394.453,1700.38,39559.3,33029.2,5.42068,5.61847,8.46815,5.54209,3.86496,0.70713,458.746,1742.17,39623.6,0.00996713,0.130788,0.0749253,46025.8,-0.00293079,0.0873602,12.8081,-16.7209,122.714,96.5318,2.9379,13.4911,14.2224,115.683,139.407,7.03079,-42.8757 
135,0.42,44.833,135,46593.3,-0.576397,84.2178,12.7412,116.349,1.51021,-770.707,494.384,0.617387,5.17063,3.21774,3.3639,0.800995,-65.8021,4827.63,3140.45,36294.7,72820.6,1.03173,5.58497,4.04642,3.77824,1.21533,0.741553,4859.75,3161.33,36326.8,0.104207,0.46764,0.13816,46635.5,-0.00256051,0.618549,11.9651,12.8016,117.558,88.2574,2.76106,13.1491,14.0972,115.857,138.899,1.70072,-50.6411 
136,0.42,44.743,136,45409.3,-0.126868,78.8024,13.2449,116.43,0.0554824,-44.6828,0.0569993,4.24978,-0.321098,10.6709,1.93929,-0.233749,-125.605,115.452,1582.59,40450.9,34057.5,5.04068,0.469804,12.2527,2.73019,0.557153,0.417939,176.747,1622.44,40512.2,0.00377941,0.0586029,0.0687043,46765.8,-0.00204959,-0.0312759,11.0571,6.25621,101.3,75.8148,2.86567,13.7447,14.9059,116.025,139.654,-14.7258,-63.8392 
137,0.42,44.813,137,45752.3,-0.0742531,80.8289,12.8859,116.265,-0.0102098,-34.0003,500,2.72522,4.80578,3.82514,0.874823,1.19886,-79.9192,4827.34,2884.08,35436,33917.2,3.22845,5.30901,4.8316,1.37805,1.70209,0.706271,4866.34,2909.43,35475,0.106572,0.488694,0.131249,45662.6,-0.00251406,0.56612,12.3818,13.0482,117.619,89.3264,2.6583,13.3859,14.1677,115.754,140.414,1.86504,-51.0873 
138,0.42,44.863,138,44120,-0.104623,81.1337,12.4368,116.292,-0.022267,47.6592,3.01229e-11,3.40733,1.1244,4.58187,1.1968,3.182,-113.683,2872.89,2221.66,37573.6,32882.1,4.12316,1.84023,6.01353,1.91263,3.89783,0.661922,2928.36,2257.72,37629.1,0.063382,0.425673,0.0995251,46201.8,-0.0029463,0.39374,11.677,12.4845,117.835,89.2983,2.9302,12.9669,13.7963,115.897,139.406,1.93733,-50.1081 
