cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
225,0.75,44.623,225,44008.2,-0.121211,78.9769,12.7312,115.62,0.054961,-134.619,500,1.39324,-1.35041,4.73789,0.779263,0.598311,-101.612,-89.1188,1360.13,40575.6,32972.2,2.03307,-0.710582,6.01754,1.41909,1.23814,0.39808,-39.5324,1392.36,40625.2,-0.000846892,-0.0164918,0.0593858,46679.4,-0.00822936,0.0139514,10379.3,50.2704,127.352,70.5627,3.04441,13.2243,14.3065,115.272,138.667,12.0802,-68.1043 
226,0.75,44.723,226,43109.9,-0.322185,78.7724,12.6306,115.832,0.0515299,-67.6132,500,4.85662,5.03271,5.42985,4.36577,2.52199,-120.157,27.0213,1399.53,40257.4,32502.2,5.61321,5.78931,6.94304,5.12236,3.27859,0.740413,85.6574,1437.64,40316.1,0.00184411,0.0329258,0.0616391,46449.1,-0.00239388,-0.0299853,11.1197,6.78742,101.926,77.859,3.10277,13.0479,13.9266,115.499,140.049,-13.5725,-62.1902 
227,0.75,44.643,227,42587.8,-0.0174157,75.9547,12.9164,116.066,-0.0219942,14.7371,2.46968e-11,2.55984,1.64718,8.89071,4.80676,-0.149818,-44.7343,-75.4726,1348.27,39374.3,31947.3,2.84152,1.92886,9.45407,5.08844,0.131861,0.513798,-53.6424,1362.46,39396.1,-0.00118542,-0.0230159,0.0598912,45251.9,-0.00250092,-0.0326301,11.0712,-7.726,103.644,77.7124,2.91329,13.3483,14.386,115.734,140.335,-12.09,-62.6227 
228,0.75,44.963,228,43073.3,-0.582677,77.9242,12.8754,115.869,1.16767,202.683,165.087,6.51718,0.750303,3.56695,2.1607,1.31088,-30.7603,255.748,1474.06,39631.6,40365.1,6.71087,0.943992,3.95432,2.35439,1.50457,0.744357,270.759,1483.82,39646.7,0.00590346,0.0944254,0.0644961,45864.4,-0.0022158,-0.0054925,58.3918,-0.0943267,117.031,80.3404,2.9943,13.1232,14.2163,115.506,139.35,1.52536,-59.0094 
229,0.75,44.663,229,43352.7,-0.100341,78.4492,12.6856,115.889,0.209682,-19.4221,500,5.91678,-1.3815,4.71377,1.80857,-0.742514,-108.978,175.995,1298.86,40317.9,32528.8,6.60299,-0.695296,6.08617,2.49477,-0.056312,0.578296,229.175,1333.42,40371.1,0.00491203,0.0894284,0.0573537,46655.9,-0.00235519,-0.0285627,-9.49553,6.8358,101.486,77.3274,3.0963,13.1278,13.9207,115.557,139.82,-14.0718,-62.4931 
230,0.75,44.763,230,43722.2,-0.0387609,78.9155,12.7134,115.984,0.108773,-24.9215,1.17327e-11,2.69907,1.98873,3.90194,3.55266,1.95734,-115.56,642.425,1487.2,39890.5,32748.3,3.42672,2.71638,5.35724,4.28031,2.68499,0.709881,698.817,1523.86,39946.9,0.0149839,0.207637,0.0656572,46637.7,-0.00345644,0.112239,12.8493,-15.0666,120.498,93.5763,3.02259,13.1931,14.0951,115.621,139.922,4.87704,-46.3457 
231,0.75,45.003,231,43279,-0.0763789,77.8385,12.7309,115.876,0.285682,-4.84032,37.1348,5.90423,0.736926,6.02233,2.85452,0.997454,-147.804,34.0094,1273.87,40326.4,32303.9,6.83491,1.66761,7.88369,3.7852,1.92814,0.643264,106.137,1320.75,40398.6,0.00227936,0.0439045,0.0568031,46564.5,-0.00254537,-0.0291145,-10.5077,7.42303,102.756,76.7379,3.0575,13.2047,14.0686,115.583,139.456,-12.8276,-62.718 
232,0.75,44.703,232,43329,-0.189712,76.0624,13.1081,115.993,-0.254666,104.451,0.704894,4.87177,2.29668,0.550231,0.884201,2.29454,-100.937,150.308,1685.65,38722,33322.6,5.50734,2.93225,1.82137,1.51977,2.93011,0.876188,199.565,1717.67,38771.2,0.00445592,0.0622575,0.0754524,44786.5,-0.000837276,-0.0121804,-12.0585,9062.61,101,97.3512,2.7963,13.6386,14.6997,115.486,140.37,-14.4862,-43.0189 
233,0.75,44.783,233,43981,-0.0744473,80.66,12.5006,115.725,-0.0535252,27.3794,498.74,4.31735,-0.954484,5.17385,-0.624279,-0.766728,-51.1559,2192.61,2058.45,38315.5,32871.3,4.63947,-0.632368,5.81808,-0.302164,-0.444613,0.35913,2217.57,2074.68,38340.5,0.0478863,0.379185,0.0906446,46309.1,-0.0030836,0.295742,11.7687,13.4315,117.62,91.7966,3.00534,12.9889,13.7066,115.323,141.277,2.29614,-49.4806 
234,0.75,44.983,234,43983.6,-0.0873777,79.137,12.7198,116.091,-0.132824,60.8379,500,6.38349,4.35711,2.33976,0.828918,2.29792,-117.235,194.473,1365.02,40458.2,33031.5,7.12168,5.0953,3.81615,1.56712,3.03611,0.815076,251.683,1402.2,40515.4,0.00537275,0.093025,0.0599328,46844.4,-0.00232278,0.0822345,0.0294526,-2.67326,101.879,77.9886,3.04069,13.1897,14.2442,115.727,139.471,-13.8476,-61.4822 
