cyc,time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
25,0.09,44.623,25,45568.4,-0.260502,78.5524,13.2198,116.144,0.703931,-323.333,11.0453,0.990629,0.471557,1.01017,-0.234516,-0.816303,-111.945,-59.7192,1342.19,41487.8,41214.2,1.69551,1.17644,2.41994,0.470369,-0.111418,0.571756,-5.09058,1377.7,41542.5,-0.000106567,-0.00211589,0.0575736,47768.7,-0.00231539,-0.0336257,-10.9079,7.47819,101.932,76.9727,3.03874,13.6255,14.3302,115.733,136.928,-13.8018,-59.955 
26,0.09,44.723,26,45803.9,-0.0104414,77.5372,13.4458,116.087,-0.199706,112.527,488.93,3.41594,2.04635,2.67384,2.82556,0.297837,-126.342,-9.75079,1650.8,41151.4,34670,4.21148,2.84189,4.26492,3.6211,1.09338,0.733987,51.9035,1690.88,41213.1,0.00109393,0.0172383,0.0702668,47446.9,-0.00880237,0.0151719,10322.7,51.0706,108.3,71.0536,2.93901,13.8909,14.645,115.657,137.126,-7.35675,-66.0729 
27,0.09,44.643,27,45985.4,-0.173925,80.425,13.0987,116.65,0.218589,-860.213,33.2414,2.98593,1.58974,3.28964,2.10319,1.33457,-100.308,-4.57606,1436.63,41593.1,40414.7,3.61755,2.22136,4.55287,2.73481,1.96619,0.698341,44.374,1468.45,41642.1,0.000925755,0.0169744,0.0609971,47932.8,-0.00230249,-0.0334378,-10.4668,6.99642,101.791,75.9017,3.00621,13.7487,14.4677,116.28,138.676,-14.4892,-62.7747 
28,0.09,44.963,28,45758.4,-0.0661367,76.8027,-13.5005,116.463,-0.00680239,-13.4041,500,4.84093,0.351673,6.93953,0.6171,-3.08584,-133.668,100.278,1517.05,40623.4,33756.7,5.6826,1.19335,8.62287,1.45877,-2.24417,0.413945,165.508,1559.45,40688.6,0.00352464,0.0571792,0.0659455,46957.4,-0.00739921,0.0143432,398.66,46.5466,101.972,73.4089,2.91433,13.9938,14.4757,116.084,137.393,-14.1115,-63.9843 
29,0.09,44.663,29,43973,-0.0556667,77.3908,12.9567,116.425,0.0189111,-37.3806,500,3.41663,1.84275,5.37912,-1.64239,-1.3036,-150.414,116.539,1507.01,40222.2,32665.2,4.36375,2.78987,7.27335,-0.695278,-0.356487,0.456206,189.94,1554.72,40295.6,0.00408211,0.0652558,0.0663575,46529.9,-0.00209518,-0.0289477,-10.0212,-6.89662,101,76.2719,2.99974,13.4119,14.1672,116.058,138.129,-15.0577,-61.8572 
30,0.09,44.763,30,45312,-0.0570002,77.6197,13.1961,116.493,-0.0648439,50.836,500,-0.478422,0.20052,2.61487,-0.913927,1.08915,-135.413,1331.63,1934.77,38928.4,33450.9,0.374235,1.05318,4.32019,-0.0612697,1.94181,0.433651,1397.71,1977.73,38994.5,0.0302265,0.287671,0.0854451,46241.4,-0.00273516,0.1732,13.138,15.276,119.922,89.4754,2.85036,13.6925,14.3104,116.054,137.494,3.86805,-48.0183 
31,0.09,45.003,31,45379.2,-0.0457626,79.2669,13.0522,116.475,-0.00300384,0.942145,6.15419e-13,4.08855,-1.04812,0.491339,3.89098,-2.59105,-105.422,-12.3294,1385.56,41875.2,33680,4.75236,-0.384304,1.81897,4.5548,-1.92724,0.793641,39.1163,1419,41926.7,0.000810621,0.0155078,0.0586868,48254.8,-0.00269891,-0.029482,10.6994,-7.12904,103.505,76.3728,3.10029,13.5364,14.198,116.128,138.102,-12.6232,-61.7296 
32,0.09,44.703,32,45827.9,-0.160211,79.4299,13.1724,116.453,0.0894251,87.5837,0.0235384,3.87068,-0.313835,2.14401,2.86685,-1.24584,-118.933,2.54211,1307.08,41841.5,34315,4.61957,0.435056,3.64179,3.61574,-0.496949,0.691771,60.5812,1344.81,41899.6,0.0012557,0.0250958,0.0558237,48245.1,-0.00244969,-0.0313393,9.87068,7.04102,103.373,75.8948,3.07198,13.6513,14.2552,116.125,138.547,-12.7519,-62.6522 
33,0.09,44.783,33,43830.6,-0.429372,78.458,12.7553,116.25,0.392641,-4.45083,446.164,0.623368,-1.92314,0.0076894,-3.66095,1.93607,-96.2774,2984.49,2289.82,36580,32634.9,1.2296,-1.31691,1.22016,-3.05471,2.5423,-0.9666,3031.47,2320.36,36627,0.0671385,0.427443,0.104504,45152.5,-0.00250805,0.397896,11.6711,12.7578,117.911,88.2225,2.83884,13.1817,13.7015,115.782,138.328,2.12882,-50.1056 
34,0.09,44.983,34,47313.9,-0.32018,79.3758,13.625,116.022,-0.00267622,-45.7055,0.208345,2.91321,-0.196072,4.26412,2.18994,-1.97312,37.7375,168.694,1663.03,42100.1,35210.2,2.67559,-0.433694,3.78888,1.95232,-2.21075,0.343615,150.279,1651.06,42081.7,0.0030957,0.0494397,0.0674028,48544.3,-0.00314126,0.0829591,12.6255,-12.889,123.199,96.5191,3.00567,14.0165,14.4781,115.626,137.411,7.5733,-40.8917 
35,0.09,44.833,35,47557.2,-0.022686,83.1559,12.8539,116.696,-0.128337,70.0403,4.46414e-10,4.22371,2.01431,2.47579,-1.87593,-1.02958,-61.521,5043.98,3213.99,36174,35088.1,4.61109,2.40169,3.25055,-1.48855,-0.642197,0.600305,5074.01,3233.5,36204.1,0.108631,0.472764,0.14128,46708.7,-0.00224808,0.669736,12.1184,12.2246,117.864,87.4489,2.70639,13.4221,14.1722,116.222,137.886,1.64255,-50.437 
36,0.09,44.743,36,45839.8,-0.0395428,77.5269,13.3468,116.506,-0.0164155,10.0109,2.23845e-10,1.81806,1.93301,-2.06879,3.86056,-5.31627,-122.63,344.15,1568.9,40575.4,33689.3,2.59023,2.70518,-0.524452,4.63273,-4.54411,1.10792,403.993,1607.79,40635.3,0.00857105,0.125556,0.0679341,47134.6,-0.00280289,0.0792649,12.8323,-14.7388,122.551,94.502,2.91877,13.8193,14.5205,116.143,138.491,6.40761,-43.9888 
37,0.09,44.813,37,47397.3,-0.0212671,83.3892,12.8503,116.326,-0.124062,90.0604,1.62497e-11,3.19127,1.07615,0.0370969,-3.27531,-2.50599,-158.852,4733.04,3190.39,36740.7,35247.1,4.19152,2.0764,2.03759,-2.27507,-1.50575,0.549673,4810.56,3240.78,36818.2,0.102023,0.458938,0.139522,47151.5,-0.00244863,0.621298,11.8495,12.5736,117.348,87.5482,2.76274,13.4306,14.0757,115.808,137.828,1.54042,-50.2797 
38,0.09,44.863,38,45050.8,-0.320153,81.4677,12.6419,116.437,-0.39642,376.478,499.757,2.98382,0.194129,1.36804,0.777075,-1.1068,-41.612,2878.24,2263.26,37937.4,38385.3,3.24584,0.456148,1.89208,1.03909,-0.844778,0.673124,2898.55,2276.46,37957.7,0.0622675,0.421156,0.0994867,46549.9,-0.00267345,0.395885,11.4326,12.4566,117.637,88.1984,2.92798,13.1731,13.8146,116.015,138.249,1.62232,-50.0508 
39,0.09,44.803,39,45005.7,0.00288278,78.9405,12.7891,116.274,0.0150508,15.0402,499.798,3.89324,3.44276,0.0185341,0.023643,-3.21629,-29.6393,4718.07,3186.61,34316.2,32872.5,4.07987,3.62939,0.391795,0.210274,-3.02966,0.92582,4732.53,3196.01,34330.7,0.10704,0.458332,0.146387,44212.8,-0.00205981,0.613197,11.7874,12.9375,117.583,87.341,2.58276,13.3646,14.0981,115.713,137.637,1.86995,-50.2963 
40,0.09,44.853,40,45101.1,-0.0473113,77.9841,13.0852,116.594,0.0204485,-14.3725,8.77166e-12,1.39797,0.283204,1.20058,0.348222,-0.328063,-98.9914,3334.73,2581.48,36118.1,33228.2,2.02129,0.906527,2.44723,0.971545,0.29526,0.631544,3383.03,2612.88,36166.4,0.0752213,0.42524,0.117454,44974.4,-0.00235008,0.423519,12.2925,13.0667,118.079,87.5819,2.64966,13.602,14.3536,116.152,137.756,1.92726,-50.1736 
41,0.09,44.683,41,44618.3,-0.0366743,76.4105,13.2645,116.14,0.0876925,-57.0944,500,5.99001,1.78196,4.29908,-0.941007,3.27989,-103.851,277.164,1731.63,39989.3,33157.3,6.64393,2.43588,5.60693,-0.287085,3.93381,0.69417,327.843,1764.57,40040,0.00706956,0.0959771,0.0750863,46373.9,-0.00306042,0.0903013,13.1831,14.641,122.437,98.5826,2.94261,13.6776,14.2085,115.714,139.239,6.72215,-40.6567 
42,0.09,44.923,42,45379.8,-0.193263,79.1583,13.0813,116.064,0.272348,-62.4646,499.998,0.470285,-1.22464,5.73752,2.51489,0.151087,-79.2211,128.7,1581.39,41310.5,34262.5,0.969119,-0.725803,6.73519,3.01372,0.649921,0.367121,167.359,1606.52,41349.1,0.00350719,0.056184,0.0667903,47718.9,-0.00200758,-0.029523,-9.92552,7.65341,102.568,75.6892,3.07393,13.4794,14.1487,115.682,138.14,-13.1137,-62.4513 
43,0.09,44.943,43,46478.3,-0.188548,78.0192,13.5562,116.318,-0.445193,569.379,500,0.935215,-1.67435,2.54505,-0.119764,-4.13984,-94.3708,281.247,1733.61,41062.2,42681.5,1.52944,-1.08012,3.7335,0.474464,-3.54561,-2.35843,327.299,1763.54,41108.3,0.00687577,0.0958838,0.0732384,47601.8,-0.00294829,0.0851701,12.3625,-14.6503,122.934,96.2646,2.93248,14.0162,14.4786,115.91,138.368,7.02352,-42.1032 
44,0.09,44.903,44,44528.2,-0.17084,76.9926,13.0914,116.441,0.0307311,-109.986,499.441,3.5285,-1.11874,2.88638,1.51862,-0.399959,-70.6846,291.091,1545.48,39609.3,32921.9,3.97358,-0.673656,3.77655,1.9637,0.0451231,0.584323,325.585,1567.9,39643.8,0.00709088,0.106074,0.0679074,45916,-0.00707247,0.0167631,181.65,-43.3952,117.521,75.7541,2.89327,13.6482,14.4375,116.058,137.795,1.46228,-62.0408 
45,0.09,44.823,45,46008.3,-0.0485053,79.9494,13.0092,116.605,-0.0265546,12.9608,4.00335e-11,3.11618,2.6885,1.05223,1.2401,0.659344,-15.42,5044.72,3111.52,34672.2,33869.3,3.21328,2.78559,1.24642,1.3372,0.75644,0.866535,5052.25,3116.41,34679.8,0.112437,0.480893,0.142026,44934,-0.00202291,0.598886,12.2854,12.853,117.722,87.3537,2.53755,13.5631,14.4508,116.086,138.025,1.63636,-50.6712 
46,0.09,44.843,46,45866.6,-0.0179849,80.9356,12.8385,116.588,-0.0395221,19.5702,1.02689e-10,3.07579,1.21678,-2.1147,-1.8702,-3.70791,-157.378,4212.25,2746.66,36517.7,33851,4.06676,2.20775,-0.132756,-0.879233,-2.71694,1.05215,4289.05,2796.58,36594.5,0.0924908,0.467061,0.123403,46372.7,-0.00266415,0.519655,12.1316,13.034,117.912,87.893,2.77131,13.4062,13.9132,116.133,138.486,1.77883,-50.5929 
47,0.09,44.883,47,46750,-0.144089,79.9475,13.3047,116.131,-0.187903,95.0052,500,4.90333,0.366212,-0.960626,-1.59734,1.42458,-36.4857,1068.95,1870.68,40872.1,35207.3,5.13307,0.595952,-0.501145,-1.3676,1.65432,1.09088,1086.75,1882.26,40889.9,0.0225889,0.248078,0.078168,48110.1,-0.00313191,0.151541,12.6841,15.6116,119.577,91.4713,2.98674,13.7705,14.2576,115.686,138.586,3.89096,-47.115 
48,0.09,44.793,48,44649.2,-0.0468103,78.2683,12.9003,116.507,0.282069,-182.016,1.14077e-10,-0.657385,-0.832901,-0.65488,2.01707,-4.27775,-60.1659,3667.35,2538.03,35760.9,34539.8,-0.278537,-0.454052,0.102818,2.39591,-3.8989,1.04821,3696.71,2557.11,35790.2,0.0824139,0.452382,0.116306,44855.5,-0.00230106,0.474474,11.9669,12.5524,117.783,87.1254,2.67959,13.4149,14.128,116.07,137.641,1.71258,-50.5152 
49,0.09,45.023,49,45971.4,-0.0216072,78.2955,13.2895,116.077,-0.141258,125.149,1.39591e-11,5.99625,3.65343,5.07801,2.13329,-2.92148,-77.024,-27.1604,1413.41,41390.8,34447.4,6.48125,4.13843,6.04801,2.61829,-2.43648,0.641057,10.4271,1437.84,41428.4,0.000218812,0.00412685,0.0600913,47653.1,-0.00213247,-0.0325462,11.7608,6.6761,102.565,76.1551,2.99407,13.7483,14.4678,115.668,137.907,-13.1037,-61.7522 
