cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,16699.1,-0.0030648,35.0909,12.2651,122.266,0.00727842,-3.71615,9.51194e-13,-8.97209,-7.49645,-19.275,-8.95461,-3.30699,125.831,10461.3,45.3956,8540.16,14011.6,-9.76441,-8.28878,-20.8596,-9.74694,-4.09931,0.604625,10284.8,38.8589,8363.67,0.588457,0.993431,0.00848608,17477.5,-0.00245427,0.959225,12.3303,10.788,121.911,90.254,0.714692,12.598,12.3425,121.201,140.555,0.710442,-50.3011 
1,43.36,1,22272.9,0.0097228,46.5112,11.8373,122.404,-0.111664,16.4938,1.83335e-12,-8.86236,-6.52435,-5.78555,-4.72724,-6.84912,148.597,14218.1,53.6037,10347.6,17982.8,-9.79804,-7.46003,-7.6569,-5.66292,-7.7848,0.800408,14009.7,45.8844,10139.2,0.616369,0.994301,0.00826743,22729.4,-0.00242254,1.37393,12.0979,10.4401,122.31,89.3744,0.910573,12.1319,12.0447,121.364,139.543,0.945503,-50.1685 
2,43.18,2,13906.3,-0.758973,31.2763,12.4038,122.627,-0.210869,-1235.51,49.5969,-10.4174,-5.65576,-10.2523,-8.143,-6.71495,124.565,9054.52,23.7727,7306.3,21110,-11.2018,-6.44011,-11.821,-8.92735,-7.4993,0.742404,8879.8,17.3018,7131.59,0.591476,0.996602,0.0044492,15013,-0.00257278,0.846256,12.1099,10.8265,122.313,89.8333,0.614567,12.3952,12.4961,121.461,140.223,0.85195,-50.39 
3,43.08,3,18078.7,-0.793455,40.3402,-11.9853,122.313,0.0276321,60.8046,483.813,-6.84507,-6.39571,-10.8274,-10.3751,-5.90737,134.017,11810.1,36.2551,8847.14,15793.8,-7.68894,-7.23957,-12.5151,-11.219,-6.75124,0.72442,11622.1,29.2932,8659.17,0.609476,0.995609,0.00619309,19069,-0.0027341,1.17566,11.7543,10.4711,122.105,89.8084,0.785645,12.0923,12.0854,121.245,139.98,0.859609,-50.1711 
4,43.235,4,16278.2,-0.764224,35.6587,12.3462,122.311,0.531056,11.2725,383.441,-7.98299,-9.17897,-12.5563,-5.84987,-6.00853,137.974,10572.8,27.9793,8317.61,14526.5,-8.85177,-10.0477,-14.2939,-6.71865,-6.87731,0.694506,10379.3,20.8119,8124.09,0.597679,0.996503,0.00469685,17366,-0.00267009,1.02149,12.1444,10.4377,122.205,89.4371,0.730598,12.2338,11.9799,121.145,139.313,1.06093,-49.8762 
5,43.215,5,13033.3,-0.669539,29.5773,-12.1607,122.065,0.341926,176.645,434.114,-9.60507,-9.57697,-14.8305,-6.41325,-6.98119,103.047,8200.5,22.5563,7172.43,13675.1,-10.2539,-10.2258,-16.1283,-7.06211,-7.63005,0.68561,8055.96,17.2032,7027.9,0.571347,0.996277,0.00448895,14100,-0.00238503,0.779517,12.0679,10.6982,121.92,89.7642,0.632796,12.0199,12.1214,120.964,139.858,0.95535,-50.0937 
6,43.25,6,15991.7,-0.759306,36.2364,11.9623,122.393,0.223179,214.886,335.907,-6.59669,0.252136,-5.01404,-10.3717,-5.8738,121.308,10394.3,25.9968,8144.35,15672.1,-7.36054,-0.51171,-6.54173,-11.1355,-6.63765,0.79676,10224.1,19.6951,7974.21,0.598534,0.99664,0.00452911,17081.9,-0.00277094,1.05798,11.8528,10.2149,122.101,89.8758,0.757672,12.0139,11.6841,121.392,139.869,0.708546,-49.9928 
7,43.28,7,16762.2,-0.743129,37.7059,-11.8913,122.579,-0.94914,618.02,422.401,-8.27936,-7.90905,-10.3658,-5.15214,-4.71951,132.731,10840.8,19.862,8418.57,33691.4,-9.11513,-8.74482,-12.0373,-5.98791,-5.55528,0.709528,10654.6,12.9669,8232.4,0.600786,0.997875,0.00289311,17734.5,-0.00260403,1.10253,11.6871,10.2758,122.443,89.4764,0.781604,11.8656,11.7712,121.506,139.44,0.936952,-49.9635 
8,43.2,8,12458.6,-0.0396728,28.1152,11.8291,122.468,0.0882808,-92.6188,500,-3.23246,-7.68368,-13.2217,-6.19776,-7.83326,102.647,8355.84,16.8454,6607.21,11092.7,-3.8788,-8.33002,-14.5144,-6.8441,-8.4796,0.654805,8211.87,11.5131,6463.24,0.596348,0.997552,0.00327066,13770.3,-0.00260955,0.803096,12.0248,10.6006,122.14,89.1789,0.580614,12.2963,12.1216,121.508,139.134,0.632216,-49.9546 
9,43.14,9,17781.4,-0.701409,38.6634,12.0471,122.361,0.381221,852.904,296.717,-10.1134,-4.72558,-7.59108,-8.69202,-7.12846,90.3644,11050.8,40.0297,9057.32,25747.3,-10.6824,-5.29458,-8.72908,-9.26102,-7.69746,0.790492,10924,35.3354,8930.58,0.587177,0.994371,0.00723588,18604.3,-0.00236459,1.07452,12.0045,10.4429,122.16,89.109,0.798715,12.0395,12.0671,121.348,139.02,0.811055,-49.9113 
