cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.15,0,19863.4,-0.708032,42.2294,12.1184,122.22,0.371495,13.8912,471.897,-15.0262,-4.34111,-15.1704,-1.74207,-3.92566,42.8331,12564,42.0403,9479.01,16827.3,-15.2959,-4.61082,-15.7098,-2.01178,-4.19537,0.624379,12503.9,39.8152,9418.93,0.606863,0.994459,0.00772668,20604.2,-0.00235475,1.17013,12.0755,10.8868,121.943,88.7828,0.792951,12.1781,12.6638,121.133,138.946,0.809971,-50.1632 
1,43.205,1,15298.2,-0.0838848,33.5123,11.6943,121.864,0.00884508,-19.7796,500,-7.34242,-9.11679,-10.4818,-3.63449,-6.12134,56.5467,9686.44,39.9145,7779.21,12763.4,-7.69848,-9.47285,-11.1939,-3.99055,-6.4774,0.711744,9607.12,36.977,7699.9,0.591971,0.993309,0.00876872,16229,-0.00225273,0.908758,11.9854,10.9089,121.583,89.0966,0.651898,12.0747,12.6962,120.763,139.282,0.820096,-50.1856 
2,43.28,2,23235.9,-0.129364,48.0081,11.9771,121.639,-0.101137,-29.0068,499.841,-8.51313,-2.13088,-7.09512,-5.88242,-9.29185,52.1101,14615.9,44.0986,10947.1,18813.6,-8.84125,-2.45901,-7.75136,-6.21054,-9.61998,0.777784,14542.8,41.3916,10874,0.608626,0.995044,0.00696308,23894.5,-0.00254433,1.38989,12.1884,10.5696,121.75,89.7541,0.960267,12.206,12.0321,120.555,139.859,1.1952,-50.1052 
3,43.36,3,21031.8,-0.143996,44.6593,11.8457,121.867,-0.0382902,873.236,500,-5.45744,-12.6265,-10.8029,-6.09198,-8.02719,139.189,13134.5,42.9524,10380,18309.8,-6.33387,-13.503,-12.5558,-6.96841,-8.90362,0.739855,12939.2,35.7219,10184.8,0.596328,0.995192,0.00641946,21698.2,-0.00264413,1.30986,11.945,10.2475,121.665,89.2555,0.945275,11.972,11.8513,120.906,139.272,0.759159,-50.0163 
4,43.22,4,15879.3,-0.729556,35.9488,11.896,121.919,-6.21814,1136.67,178.326,-7.17097,-3.14378,-9.45488,-5.86935,-7.6588,56.737,9986.68,37.4642,8303.89,244008,-7.52822,-3.50104,-10.1694,-6.22661,-8.01605,0.713064,9907.1,34.5168,8224.31,0.583457,0.99394,0.00767186,16980,-0.00257292,0.969398,11.7302,10.8057,121.879,90.016,0.718061,12.1213,12.3452,120.847,140.369,1.03205,-50.3532 
5,43.24,5,16262.4,-0.770689,37.2991,-11.8137,121.881,0.25959,282.934,416.247,-4.39884,-3.35034,-12.5157,-1.05261,-9.88813,129.067,10435.6,32.0236,8296.21,16735.3,-5.21154,-4.16304,-14.1411,-1.86531,-10.7008,0.608082,10254.5,25.3188,8115.18,0.595032,0.995698,0.0057144,17233.6,-0.00265199,1.06381,11.6391,10.328,121.816,89.9363,0.773192,11.905,11.7587,120.847,140.115,0.96923,-50.1786 
6,43.26,6,19163.8,-0.0157173,41.3414,11.7005,121.621,0.0139432,-48.4299,1.11855e-11,-9.64607,-5.42004,-6.05506,-4.447,-5.48518,130.121,12161.3,26.6749,9443.33,15768.4,-10.4654,-6.23938,-7.69374,-5.26634,-6.30452,0.786103,11978.7,19.9154,9260.82,0.600648,0.997099,0.00394581,19943.1,-0.0026123,1.21957,11.8358,10.3175,121.497,89.7448,0.87281,12.0215,11.6457,120.653,139.7,0.844178,-49.9552 
7,43.24,7,16928.5,-0.209139,37.4816,11.5127,122,0.060801,35.8087,497.851,-6.58214,-6.3293,-19.5479,-9.31809,-6.64851,156.644,11002.5,13.8019,8435.64,14118.1,-7.56849,-7.31565,-21.5206,-10.3044,-7.63486,0.603994,10782.8,5.66455,8215.93,0.60413,0.999082,0.00126845,17848.5,-0.00272046,1.09557,11.7375,10.5456,121.708,89.2716,0.758896,11.9084,12.1299,120.908,139.081,0.800385,-49.8092 
8,43.06,8,18849,0.0300078,41.5913,-11.5152,121.994,-0.0439184,-14.2077,1.50863e-12,-5.77564,-3.79735,-10.7233,-4.50965,-6.35716,98.8801,11833.5,17.2695,9467.86,15611.1,-6.39827,-4.41997,-11.9685,-5.13228,-6.97978,0.657051,11694.8,12.1328,9329.17,0.593106,0.998188,0.00238998,19717.9,-0.00277732,1.20789,11.7722,10.3125,121.856,89.7024,0.883797,11.7553,11.831,120.945,139.806,0.911315,-50.1031 
9,43.23,9,16152.2,-0.0174936,36.3043,11.7024,121.838,-0.00951785,-8.33017,500,-5.92863,-5.08869,-12.8292,-7.18889,-1.2044,156.481,10594.1,23.2639,8253.44,13832.8,-6.91395,-6.07401,-14.7999,-8.17421,-2.18972,0.612079,10374.6,15.135,8033.96,0.60025,0.997454,0.0034583,17283.8,-0.00282983,1.06257,11.7461,10.4348,121.594,89.5855,0.728909,12.1656,12.0661,120.785,139.655,0.80877,-50.0691 
