cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.15,0,19926.5,-0.0224494,43.2586,-11.5221,121.889,-0.0660012,-32.0013,500,-10.928,-5.39787,-9.03601,-3.41865,-1.53524,61.9312,12725.4,31.0068,9607.65,16294.3,-11.318,-5.78784,-9.81594,-3.80861,-1.92521,0.69941,12638.6,27.7896,9520.78,0.606852,0.996167,0.00534806,20826.5,-0.00262279,1.28711,11.7508,10.3131,121.914,90.1786,0.909206,11.666,11.7503,120.943,140.486,0.971783,-50.307 
1,43.205,1,13813.5,-0.00217093,30.6804,11.8543,121.735,0.00404096,-16.0792,9.29736e-12,-8.66347,-3.83844,-12.0028,0.104875,-0.953702,121.364,8845.06,22.4271,7416.93,11841.5,-9.42766,-4.60264,-13.5312,-0.65932,-1.7179,0.548036,8674.83,16.1225,7246.7,0.58193,0.996758,0.0040816,14907,-0.00255571,0.861387,11.9847,10.5059,121.403,89.1001,0.640451,12.1736,12.3528,120.625,139.3,0.777288,-50.2 
2,43.28,2,20646,-0.504092,44.7503,-11.8056,121.182,-0.399299,657.345,497.349,-9.47043,-5.63513,-13.2695,0.0653785,1.79052,178.711,13088.6,36.089,9833.12,25742.5,-10.5957,-6.76042,-15.5201,-1.05992,0.66523,0.533524,12838,26.8053,9582.47,0.609044,0.996359,0.00512655,21078.9,-0.00252358,1.33309,11.7777,10.2323,121.134,88.9327,0.918217,11.7667,11.7915,120.228,138.835,0.906801,-49.902 
3,43.36,3,17500.6,-0.764364,39.4811,-11.8238,121.329,-1.40402,1333.48,421.677,-6.88967,-6.82186,-11.5889,-3.2699,-4.89507,143.126,11457.2,31.8085,8522.09,76143.9,-7.7909,-7.72309,-13.3914,-4.17112,-5.7963,0.655508,11256.5,24.3733,8321.34,0.611339,0.996225,0.0053666,18412.8,-0.00266158,1.1946,11.6531,10.1112,121.277,89.4564,0.813009,11.7006,11.6336,120.16,139.443,1.11782,-49.987 
4,43.22,4,12632,-0.129521,28.3473,12.0925,121.968,0.253886,-59.0667,500,-9.34405,-7.02013,-8.35949,-11.5539,-8.76789,162.591,8656.63,17.2925,6492.94,11647.2,-10.3678,-8.04392,-10.4071,-12.5777,-9.79169,0.79669,8428.58,8.84626,6264.89,0.610042,0.998167,0.00259437,13816.4,-0.00262224,0.803915,12.2283,10.9003,121.779,88.6366,0.556428,12.226,12.3561,120.901,138.585,0.878056,-49.948 
5,43.24,5,16046.2,-0.688248,35.7529,11.9318,121.47,-0.0637489,268.442,80.9537,-8.1747,-4.80785,-15.5477,-4.90273,-5.36505,170.297,9848.35,27.3277,8488.15,14444.2,-9.24702,-5.88016,-17.6923,-5.97505,-6.43736,0.608853,9609.49,18.4811,8249.3,0.575285,0.996646,0.00410995,16703.9,-0.00240465,0.974306,11.7361,10.5218,121.352,89.4518,0.780015,11.8878,11.8327,120.472,139.515,0.879445,-50.0635 
6,43.26,6,17836.7,0.0142446,39.2471,11.5508,121.603,0.00278107,3.54129,1.95706e-12,-7.0131,-8.3,-7.00435,-3.04874,-7.96933,198.171,11443.4,32.0841,8802.38,14758,-8.26093,-9.54784,-9.50001,-4.29658,-9.21716,0.767285,11165.5,21.7895,8524.43,0.603654,0.996596,0.00468659,18496.5,-0.00253166,1.17726,11.6973,10.1997,121.508,89.3178,0.815075,11.7637,11.8145,120.597,139.088,0.911226,-49.7702 
7,43.24,7,18407,-0.726151,40.4153,11.9305,121.94,0.566359,-18.8657,161.415,-9.98356,-0.016411,-15.9886,-1.09476,-7.14731,127.753,11606,34.8608,9102.03,16044.2,-10.788,-0.820838,-17.5975,-1.89919,-7.95174,0.549444,11426.9,28.2243,8922.84,0.598249,0.995696,0.00579311,19100.5,-0.00249573,1.15587,11.7558,10.4805,121.776,89.5336,0.825922,11.8448,12.0432,120.822,139.641,0.954776,-50.1071 
8,43.06,8,14992.5,-0.233342,35.2927,11.2175,121.739,0.0497943,126.875,1.09213e-06,-10.1377,-8.26324,-11.7781,-4.26471,-0.0700334,146.248,9754.09,18.9473,7697.41,13093.4,-11.0586,-9.18412,-13.6199,-5.1856,-0.990918,0.659835,9548.96,11.35,7492.28,0.597097,0.997924,0.00278281,15992.3,-0.00266453,1.05788,11.24,10.0742,121.781,89.3542,0.77037,11.4356,11.4577,120.712,139.046,1.06842,-49.6916 
9,43.23,9,13750,-0.762936,31.9037,12.0735,121.83,0.134881,336.173,245.029,-9.46307,-10.0597,-12.951,-3.11065,-3.8841,164.952,9203.94,28.7186,7146.72,14015.2,-10.5017,-11.0984,-15.0284,-4.1493,-4.92275,0.671156,8972.58,20.1497,6915.36,0.601388,0.996085,0.00533881,14919.8,-0.00272334,0.923663,11.7974,10.4254,121.657,89.937,0.632446,11.9847,12.2317,120.842,140.268,0.81543,-50.3306 
10,43.08,10,18629.2,-0.747179,41.3778,11.8273,121.875,0.193963,49.4879,499.955,-11.9099,-4.3689,-13.4294,-11.1386,-8.80969,169.31,12244.3,41.8381,8968.94,16243.6,-12.976,-5.43501,-15.5616,-12.2047,-9.8758,0.722377,12006.9,33.0428,8731.47,0.615234,0.995207,0.00692288,19515.9,-0.00257642,1.27449,11.581,10.1028,121.743,88.756,0.852439,11.7054,11.5209,120.82,138.483,0.923466,-49.7267 
11,43.12,11,18086.1,-0.0190535,40.6501,-11.4251,121.696,0.0573877,1.32804,2.06253e-10,-6.62041,-7.46482,-11.3386,-5.30401,-6.33241,244.178,11329,27.4089,9398.92,15121.2,-8.15793,-9.00235,-14.4137,-6.84154,-7.86993,0.688591,10986.5,14.7243,9056.44,0.585166,0.99766,0.00298603,18775.1,-0.00273844,1.17683,11.5081,10.2028,121.621,89.2125,0.900165,11.5706,11.6642,120.567,138.99,1.0538,-49.7774 
12,43.18,12,15667.2,0.0214642,35.8376,11.2793,121.582,-0.021319,-12.7409,500,-12.8767,-6.09014,-6.13702,-7.4241,-5.82244,189.301,9946.05,24.9263,8077.25,13167.7,-14.0687,-7.28212,-8.52098,-8.61608,-7.01442,0.812735,9680.54,15.0925,7811.74,0.590326,0.997279,0.00354638,16398.6,-0.00245344,1.04137,11.4506,10.2354,121.468,89.6984,0.784733,11.3829,11.6445,120.656,139.612,0.811842,-49.9134 
13,43.225,13,10545.5,-0.832636,26.4326,12.2381,121.544,1.24579,-1268.76,149.401,-9.21048,-5.72804,-13.7146,-7.04513,-9.06397,244.237,7407.9,14.3772,6072.74,61984.5,-10.7484,-7.26593,-16.7904,-8.58302,-10.6019,0.689007,7065.33,1.68954,5730.18,0.589107,0.999582,0.000542849,11993.3,-0.00306328,0.722217,11.9497,10.649,121.244,89.6018,0.548456,11.9262,12.2093,120.565,139.84,0.679652,-50.2381 
14,43.3,14,17908.1,-0.232814,40.8129,11.4393,121.663,0.195374,54.1097,499.953,-9.25813,-6.31558,-14.3204,-8.02179,-7.82969,190.435,11469.5,24.3902,8923.83,15542.3,-10.4572,-7.51469,-16.7186,-9.2209,-9.02881,0.684198,11202.4,14.4975,8656.72,0.600755,0.99774,0.00307551,18647.1,-0.00258772,1.2075,11.4683,10.102,121.479,89.2694,0.882315,11.4774,11.4056,120.496,139.274,0.982241,-50.0051 
15,43.215,15,12116.4,-0.665613,27.4098,12.3557,121.833,0.473172,-1770.05,380.369,-10.4651,-5.80587,-18.4107,-4.18999,-4.31057,150.218,8099.85,30.2097,6300.92,38289.3,-11.411,-6.75175,-20.3024,-5.13588,-5.25646,0.584457,7889.15,22.4061,6090.23,0.600998,0.995054,0.00673154,13126.8,-0.00233364,0.749995,12.1059,10.946,121.646,89.1196,0.531844,12.1456,12.6175,120.972,139.259,0.6741,-50.1398 
16,43.27,16,18686.1,-0.723761,41.4537,11.7714,121.568,0.307181,211.815,79.2291,-9.56669,-8.51511,-10.1823,-5.34432,-5.25729,214.928,12123.1,33.9537,8985.52,18003,-10.92,-9.86845,-12.889,-6.69766,-6.61063,0.725683,11821.7,22.7886,8684.06,0.612841,0.996638,0.00481077,19290,-0.00247994,1.25098,11.5418,10.2147,121.494,88.9206,0.850936,11.6457,11.7001,120.547,138.916,0.946576,-49.9955 
17,43.21,17,12503.4,-0.00780076,28.6981,11.7701,122.045,-0.0351149,12.1522,500,-9.38572,-3.91663,-2.06232,-6.89649,-5.42894,237.978,8396.54,21.1468,6706.58,11009.7,-10.8842,-5.41511,-5.05929,-8.39497,-6.92742,0.862073,8062.76,8.78429,6372.79,0.595329,0.998097,0.00253274,13543.4,-0.00272914,0.811376,11.9502,10.6824,121.735,89.754,0.584247,12.0424,12.4426,121.071,140.251,0.664749,-50.4971 
18,43.32,18,18548.4,-0.603838,41.3489,-11.7919,121.782,0.371114,84.0623,0.180548,-9.72963,-8.22146,-14.8219,-5.15845,-2.59538,210.057,12090.8,35.4037,9060.53,16888,-11.0523,-9.54414,-17.4673,-6.48112,-3.91806,0.639574,11796.1,24.4917,8765.91,0.610098,0.99638,0.00512043,19334.8,-0.00273417,1.23859,11.6502,10.2893,121.659,89.0896,0.844744,11.8217,11.6959,120.598,138.913,1.06103,-49.8235 
