cyc,freq (MHz),cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.165,0,14908.4,-0.69413,34.2607,11.7496,122.213,0.662194,-709.464,77.6609,-4.42555,-5.58385,-8.2866,-1.09241,-5.05576,47.0009,9324.62,21.9589,7974.73,28397.9,-4.7215,-5.8798,-8.8785,-1.38837,-5.35172,0.661383,9258.69,19.5172,7908.81,0.576497,0.996325,0.00452535,16060.3,-0.00248327,0.957545,11.5757,10.3419,122.107,90.1197,0.722543,11.9607,11.866,121.06,140.001,1.04708,-49.8816 
1,43.36,1,21016.6,-0.0564412,45.7079,-11.4987,121.862,-0.0174061,63.3027,500,-5.44234,-3.1455,1.79993,-1.79496,-0.570251,74.3593,13239,29.5526,10165.3,17145.2,-5.91056,-3.61372,0.863488,-2.26318,-1.03847,1.07218,13134.7,25.6898,10061,0.602864,0.996589,0.00468162,21787.1,-0.00255282,1.36228,11.6243,10.2678,121.809,90.0229,0.947692,11.8294,11.6324,120.729,139.963,1.08015,-49.9397 
2,43.18,2,16340.3,-0.0166274,35.2225,11.9685,122.087,0.00620022,8.64057,500,-8.70273,-1.44875,-4.61258,-1.86921,-2.48867,99.6132,10278.8,34.4395,8291.91,13724.9,-9.32996,-2.07599,-5.86705,-2.49645,-3.1159,0.743633,10139.1,29.2648,8152.19,0.591201,0.994974,0.00656936,17150,-0.00245707,1.00047,11.9845,10.5083,121.818,90.1684,0.704066,12.425,12.3878,120.904,140.419,0.913677,-50.2502 
3,43.08,3,20658.7,-0.14381,43.921,11.6771,122.133,1.31191,-1560.19,500,-4.97324,-8.22007,-3.52098,-6.61813,-5.49897,64.6599,12813.9,48.1921,9818.4,83326.7,-5.38038,-8.62722,-4.33528,-7.02528,-5.90612,0.861379,12723.2,44.8331,9727.71,0.60331,0.993871,0.00841843,21089.1,-0.00214107,1.31989,11.7329,10.0926,121.956,89.3834,0.914045,11.8659,11.6729,121.247,139.146,0.709036,-49.763 
4,43.235,4,16497.5,-0.256773,36.604,11.8378,122.049,0.414812,37.2613,500,-11.061,-5.5719,-2.65662,-4.33232,-4.40734,157.224,10508.2,39.6208,8479.37,14608.9,-12.051,-6.56189,-4.63662,-5.32231,-5.39734,0.863505,10287.7,31.4534,8258.85,0.591576,0.994678,0.00696668,17390.3,-0.002605,1.0268,11.9599,10.4825,121.953,89.6671,0.757708,12.0073,12.0482,120.924,139.819,1.0293,-50.1517 
5,43.215,5,14184.6,-0.0355751,32.2209,11.6215,122.165,-0.000156632,8.97917,500,-6.42857,-4.45545,-12.2902,-8.19982,-6.94905,159.811,9431.36,27.6875,7376.47,12189.8,-7.43486,-5.46174,-14.3028,-9.2061,-7.95534,0.677581,9207.21,19.3856,7152.31,0.599498,0.996329,0.00496804,15358.2,-0.00271274,0.948436,11.7233,10.3829,122.043,89.6549,0.661757,12.0446,12.0505,121.238,139.768,0.804707,-50.1135 
6,43.25,6,17676.5,-0.215337,39.2695,11.678,122.122,0.124796,-7.00793,500,-11.2819,-5.19481,-4.52189,-5.41963,-10.4249,170.774,11127.4,29.0869,9000.24,14957.1,-12.3572,-6.27013,-6.67252,-6.49494,-11.5002,0.845883,10887.9,20.2156,8760.71,0.591023,0.996761,0.00423271,18422.1,-0.00268349,1.11271,11.7851,10.4677,121.964,89.9561,0.808707,11.8951,12.1226,121.087,140,0.877488,-50.0442 
7,43.28,7,18461.4,-0.0523643,41.2182,11.5839,122.06,0.0296922,0.466679,1.14483e-11,-5.67254,-7.62181,-9.4803,-7.20906,-4.19689,162.301,11929.5,45.4622,9255.18,15543.6,-6.69451,-8.64378,-11.5242,-8.23103,-5.21886,0.714127,11701.8,37.031,9027.54,0.601157,0.994493,0.00749965,19465.5,-0.00295886,1.19844,11.7587,10.4335,122.032,89.8924,0.838847,11.9294,12.0213,121.043,140.027,0.988577,-50.1349 
8,43.2,8,14390.4,-0.0201832,32.0923,11.8857,121.765,-0.00507991,8.57275,500,-7.27791,0.49446,-6.84885,1.82256,-4.51334,168.02,9010.16,32.2653,7860.19,12418.5,-8.33589,-0.563514,-8.9648,0.76459,-5.57131,0.604569,8774.49,23.537,7624.53,0.572315,0.995328,0.00565445,15331.6,-0.00267164,0.888114,11.9919,10.4431,121.568,90.0812,0.704522,12.2161,11.8778,120.913,140.166,0.655263,-50.0845 
9,43.14,9,16242.5,-0.0857244,37.1798,11.479,122.143,-0.0520786,52.7554,3.16029e-10,-8.95291,-7.35131,-12.7064,-6.69897,1.3817,184.453,10304.1,29.7517,8631.49,13982.7,-10.1144,-8.51277,-15.0293,-7.86042,0.220251,0.636064,10045.3,20.1697,8372.78,0.582476,0.996499,0.00441796,17245.9,-0.00281058,1.068,11.6979,10.1242,122.057,89.6749,0.8094,11.6759,11.8078,121.152,139.755,0.905354,-50.0805 
10,43.17,10,14875.1,-0.119154,33.7635,11.4891,122.345,-0.00158509,45.0837,6.80887e-11,-3.1456,-6.60406,-4.49347,-6.57263,-12.0634,90.316,9587.01,20.0413,7704.71,12630.1,-3.71429,-7.17276,-5.63086,-7.14132,-12.6321,0.844843,9460.33,15.3496,7578.03,0.592106,0.997169,0.00371739,15977.4,-0.00251982,0.985415,11.6316,10.2868,122.162,89.9063,0.723725,11.7831,11.6528,121.511,140.071,0.651568,-50.165 
11,43.205,11,14885.2,-0.141976,33.6456,11.5704,122.228,-0.00620858,-54.0788,469.972,-11.6458,-7.29891,-1.50878,-6.30055,-6.77699,142.703,9635.73,23.1015,7637.31,12683.7,-12.5443,-8.19747,-3.3059,-7.19911,-7.67555,0.915064,9435.57,15.6883,7437.15,0.595999,0.997099,0.0038708,15831.5,-0.00249004,0.937632,11.8963,10.5292,121.982,88.7662,0.678102,12.0599,12.1724,121.161,138.871,0.820866,-50.1052 
12,43.1,12,18662.4,-0.19111,41.9773,11.3838,122.152,0.0713549,53.4099,500,-9.02066,-5.84549,-2.74462,-5.00251,-6.39762,159.348,11861.7,30.2278,9285.02,15680.1,-10.024,-6.84886,-4.75137,-6.00588,-7.40099,0.864367,11638.2,21.95,9061.52,0.598947,0.99671,0.00444236,19431.1,-0.00269929,1.21823,11.5118,10.3409,122.003,89.7472,0.877027,11.6021,11.9075,121.22,139.848,0.783024,-50.1012 
13,43.16,13,17802.3,-0.03896,39.5314,-11.5818,122.308,0.0727601,-92.2903,500,-5.37309,-5.98333,-4.61551,-8.0256,-6.0939,151.616,11571.1,28.3201,8900.7,15122.9,-6.32777,-6.93801,-6.52488,-8.98028,-7.04859,0.81784,11358.5,20.444,8688.04,0.603205,0.99686,0.00431598,18830.2,-0.00271326,1.14147,11.7631,10.539,122.102,89.5544,0.797794,11.9358,12.0064,121.253,139.534,0.848373,-49.9793 
14,43.06,14,19033.2,-0.189302,42.9388,11.5755,122.311,0.0531601,-231.144,499.792,-8.94932,-5.43857,-8.65994,-7.16718,-5.42715,171.285,12259.2,32.0084,9593.1,16580.3,-10.0279,-6.51711,-10.817,-8.24572,-6.50569,0.743146,12019,23.1105,9352.85,0.599079,0.996646,0.00453113,20062.5,-0.00302355,1.26787,11.5912,10.2337,122.249,89.6856,0.902028,11.8789,11.6504,121.279,139.713,0.970763,-50.027 
15,43.185,15,13233.4,-0.0187306,30.5941,11.4905,122.333,0.00583661,-10.2604,500,-6.83345,-4.10692,-3.18836,-4.59724,-12.377,115.42,8818.83,17.5313,6961.53,11445.8,-7.56022,-4.83369,-4.6419,-5.32401,-13.1037,0.869108,8656.94,11.5354,6799.65,0.59684,0.997674,0.00311535,14504.6,-0.00272839,0.880407,11.8203,10.4412,122.115,89.647,0.645621,11.9855,11.8115,121.477,139.603,0.637984,-49.9563 
16,43.3,16,20448.1,-0.0553384,44.7598,11.4922,122.038,-0.0185671,-22.9571,5.46067e-11,-10.6881,-9.16466,-2.94721,-9.51066,-3.48108,70.7946,13005.1,33.7263,9868.04,16758.9,-11.1339,-9.61043,-3.83876,-9.95644,-3.92686,0.900205,12905.8,30.0487,9768.75,0.60571,0.995942,0.00563439,21307,-0.0026707,1.34708,11.5198,10.2664,121.981,89.8755,0.920548,11.9602,11.6583,121.035,139.777,0.94586,-49.9013 
17,43.19,17,12701.8,-0.82778,30.5288,12.1123,122.305,-0.112161,421.964,93.3457,-7.00638,-5.3262,-7.82564,-10.1924,-4.39135,130.745,8522.64,12.4814,7011.73,13578.1,-7.82965,-6.14947,-9.47217,-11.0157,-5.21462,0.761296,8339.25,5.68947,6828.35,0.586791,0.998807,0.00153252,14211.6,-0.00299124,0.851652,11.7927,10.479,122.012,89.7428,0.632453,12.1217,11.9935,121.208,139.812,0.804076,-50.0689 
18,43.27,18,18433,-0.868498,42.2835,-11.7985,122.213,1.06488,37.3683,217.427,-5.11249,-10.1063,-0.50175,-6.15824,-3.66276,128.059,11735.6,25.6162,9464.34,17535.7,-5.91884,-10.9126,-2.11446,-6.96459,-4.46912,0.930399,11556,18.9638,9284.72,0.591376,0.997136,0.00374834,19540.9,-0.00293831,1.21891,11.4808,10.2769,122.085,89.8815,0.873722,11.8577,11.8602,121.274,139.98,0.811354,-50.0985 
19,43.225,19,16193.7,-0.781499,36.6412,12.0186,122.134,0.0566935,374.086,268.881,-10.0796,-6.40513,-17.8834,-3.27032,-2.23089,138.381,10390.9,33.9991,8426,15026.1,-10.9509,-7.27647,-19.6261,-4.14166,-3.10224,0.564807,10196.8,26.8105,8231.9,0.590221,0.99542,0.00596377,17276.2,-0.00270118,1.00925,11.9729,10.547,122.053,89.7314,0.736105,11.9341,12.3523,121.263,139.867,0.789895,-50.1359 
20,43.32,20,18578.1,-0.869341,42.8474,11.719,122.327,-0.00328795,641.827,170.638,-0.469297,-6.86444,-7.12077,-5.76508,0.659501,105.637,11918.8,23.7483,9395.6,16414.7,-1.13447,-7.52961,-8.45111,-6.43025,-0.00566869,0.641159,11770.6,18.2606,9247.43,0.596784,0.997292,0.00362437,19723.4,-0.00308627,1.25417,11.5847,10.1612,122.162,89.8063,0.904457,11.7038,11.6092,121.394,139.704,0.767816,-49.8974 
21,43.12,21,18061.2,-0.17135,41.1157,-11.332,122.177,-0.00277621,45.61,500,-7.9023,-4.06932,0.162789,-9.03712,-8.81772,199.569,11697.2,29.3987,9027.94,15171.5,-9.15893,-5.32595,-2.35048,-10.2937,-10.0744,0.936821,11417.3,19.0314,8748.02,0.602795,0.997091,0.00399153,18940.6,-0.00276605,1.24981,11.4339,10.0143,122.003,89.4426,0.87754,11.5959,11.4623,121.205,139.293,0.797976,-49.8506 
22,43.195,22,12949.9,-0.648577,30.8661,11.9305,122.133,0.664917,39.9091,0.00218197,-8.65063,-1.08817,-2.50521,-7.72449,-1.22838,126.233,8174.92,7.63061,7349.31,12851.5,-9.44549,-1.88302,-4.09492,-8.51935,-2.02323,0.842297,7997.87,1.07306,7172.26,0.564582,0.999765,0.000275526,14166,-0.00280002,0.814047,11.863,10.4148,121.876,89.9341,0.671887,12.0178,12.013,121.149,140.052,0.726998,-50.1176 
23,43.26,23,17271.4,-0.112322,38.5187,11.6585,122.079,0.0209836,77.9529,0.000465302,-6.9095,-0.532207,-11.0494,-7.117,0.756361,127.781,10922.7,24.3403,8958.45,14672,-7.7141,-1.33681,-12.6586,-7.92161,-0.0482451,0.573489,10743.5,17.7023,8779.23,0.58728,0.997125,0.00370064,18293.6,-0.00280576,1.10101,11.7433,10.3899,122.011,89.9244,0.827875,11.9923,11.7122,121.048,139.924,0.963257,-49.9991 
