cyc,delaytime,timecol,chargecol,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
147,240,0.24,0.53,44.723,147,30640.1,-0.053208,61.8032,11.3763,114.705,0.05656,102.093,1.25566e-11,3.87913,6.52832,4.42871,1.77527,-1.00871,-9.33203,38.0134,27.7861,31827.1,23075.9,3.93789,6.58709,4.54623,1.83403,-0.949952,0.715064,51.1025,28.2709,31840.2,0.00160239,0.508095,0.00163293,31891.3 
148,240,0.24,0.53,44.793,148,35714.2,-0.437881,70.9632,11.6314,114.667,0.916702,-611.78,0.0125074,5.10498,-0.227837,1.09952,1.4664,4.19515,41.9971,2271.61,52.1463,34701.9,45126.2,4.84054,-0.492281,0.570635,1.20196,3.9307,0.943229,2212.7,49.9647,34643,0.0600369,0.961986,0.00264978,36855.7 
149,240,0.24,0.53,44.783,149,32598.3,0.00985026,65.1156,11.3998,114.983,-0.0167898,19.9184,500,3.17061,-1.74161,1.11416,1.16697,1.19702,26.3203,1881.39,40.4218,31942,24175.4,3.00487,-1.90734,0.782696,1.00124,1.03129,0.799963,1844.47,39.0545,31905.1,0.0546517,0.96427,0.00224982,33749.6 
150,240,0.24,0.53,44.883,150,33015.2,-0.263657,66.3228,11.4706,114.733,0.103766,-36.2199,2.87492e-11,6.65779,2.31412,3.93738,3.18756,3.22558,33.0721,1048.57,47.0647,33245.4,24887.6,6.44954,2.10588,3.52089,2.97931,3.01733,0.805184,1002.18,45.3466,33199,0.0293025,0.926626,0.00250982,34201.2 
151,240,0.24,0.53,44.763,151,33435.5,-0.0292106,65.884,11.6217,115.146,-0.0235627,-5.97499,500,2.8819,2.6073,3.72568,0.838691,-1.04041,-29.8707,766.344,35.8562,33970.7,24930.2,3.06999,2.79538,4.10185,1.02678,-0.852323,0.595545,808.24,37.4079,34012.6,0.0232114,0.925073,0.0020219,34820.9 
152,240,0.24,0.53,44.923,152,32138.2,-0.42901,65.0215,11.4845,115.001,0.749582,158.154,493.561,3.41967,0.77221,0.547125,0.551915,2.78176,-41.1191,108.25,22.7504,33390.1,28168.1,3.67859,1.03113,1.06496,0.810831,3.04068,0.889369,165.924,24.8865,33447.8,0.0049362,0.792093,0.00136872,33613.7 
153,240,0.24,0.53,44.863,153,33634.7,-0.340693,67.2187,11.5142,114.635,0.456542,-562.933,499.981,2.226,-2.35011,0.781786,0.947948,1.08266,-11.091,2212.51,46.5586,32629.6,33561.7,2.29583,-2.28027,0.92146,1.01779,1.1525,0.703454,2228.06,47.1347,32645.2,0.0638903,0.9643,0.00265267,34873.2 
154,240,0.24,0.53,44.813,154,32271,-0.0125577,65.6099,11.186,115.083,0.00426143,-35.3674,499.993,4.40918,-1.1855,-0.790354,3.37437,2.75156,69.7107,3155.46,55.4448,30239.4,23896.1,3.97023,-1.62444,-1.66825,2.93542,2.31261,1.28154,3057.68,51.8235,30141.6,0.0921009,0.971194,0.0031572,33199.3 
155,240,0.24,0.53,44.743,155,33486.3,-0.0629163,65.5155,11.6627,114.666,0.0402469,-76.5866,4.00633e-11,3.87209,3.33611,0.569245,2.44601,1.83548,6.75339,187.491,46.0905,34479.3,24973.9,3.82956,3.29359,0.484196,2.40349,1.79296,0.95898,178.019,45.7397,34469.8,0.00513796,0.689827,0.00243842,34647.8 
156,240,0.24,0.53,44.823,156,31858.9,-0.0711476,65.2791,11.1744,114.806,-0.333236,520.957,0.00030418,1.71231,1.83392,-4.14551,-0.304364,0.995217,33.2028,3343.17,44.5023,29720.1,29397.4,1.50324,1.62485,-4.56365,-0.513433,0.786147,-2.92455,3296.6,42.7775,29673.5,0.0999875,0.977796,0.00264856,32970.1 
157,240,0.24,0.53,44.833,157,33187.3,-0.0597307,66.9858,11.3131,114.688,0.0731013,-19.9797,12.6734,-1.41965,-0.095621,-0.808508,3.1491,-0.590079,9.87626,3518.26,57.3761,30861.6,24717,-1.48184,-0.157809,-0.932884,3.08691,-0.652267,-5.76537,3504.4,56.863,30847.7,0.102014,0.972388,0.00338415,34352.1 
158,240,0.24,0.53,44.753,158,33127.8,-0.117447,64.356,11.7754,114.697,0.215662,210.418,500,4.42135,-0.339681,1.32204,-0.792427,-1.44238,33.2711,378.208,43.7818,33908.1,26146.7,4.21185,-0.54918,0.90304,-1.00193,-1.65188,0.527676,331.542,42.0534,33861.4,0.0096962,0.818348,0.00228254,34193 
159,240,0.24,0.53,44.873,159,32252.5,-0.43542,65.8329,11.3917,114.542,0.234225,115.694,321.03,2.50515,1.45473,2.37619,2.70292,-0.531876,33.7274,1683.63,36.7515,31934.4,25295.5,2.29277,1.24236,1.95144,2.49054,-0.744248,0.730198,1636.33,34.9994,31887.1,0.0488115,0.96392,0.00201783,33523.4 
160,240,0.24,0.53,44.803,160,32432.6,-0.133777,66.0129,11.313,114.974,0.0537021,-255.717,500,3.814,2.78793,1.75738,1.35671,-1.14597,41.9005,2821.74,43.6145,30925.3,24758,3.55017,2.52409,1.22971,1.09288,-1.4098,0.824002,2762.97,41.4378,30866.5,0.0821592,0.974426,0.0024669,33629.5 
161,240,0.24,0.53,44.913,161,31681.7,-0.111734,63.9251,11.3934,114.717,0.675129,-1698.67,0.0357389,4.22216,1.5191,1.16154,0.602264,0.664193,47.8256,201.15,38.8838,32832.4,61042.2,3.92101,1.21795,0.559251,0.301119,0.363049,0.9121,134.07,36.3994,32765.3,0.00407515,0.677912,0.00204223,32899.4 
162,240,0.24,0.53,44.903,162,31103.2,-0.402442,62.3752,11.5631,115.04,-1.36287,2267.88,82.587,4.08163,3.86164,3.42426,1.60547,-0.61013,21.524,352.486,32.4863,31966.1,124096,3.9461,3.72611,3.1532,1.46994,-0.745662,0.726988,322.297,31.3682,31935.9,0.00999116,0.854465,0.00180609,32258.2 
163,240,0.24,0.53,44.893,163,33666.5,-0.44279,67.4181,11.5918,114.958,0.427556,-57.8827,177.808,2.92595,3.9459,2.51947,2.2722,1.89131,39.8086,667.885,39.6064,34233,26246,2.67528,3.69523,2.01814,2.02153,1.64065,0.832531,612.05,37.5385,34177.1,0.0175931,0.903072,0.00201919,34789.2 
164,240,0.24,0.53,44.773,164,32967.8,-0.156385,64.9435,11.5735,114.542,0.0850497,-214.907,6.63474e-12,3.75309,0.0823912,-0.417274,1.27633,-1.18427,1.65234,1142.38,45.9991,32970.6,25062.8,3.74269,0.0719868,-0.438082,1.26593,-1.19467,1.12706,1140.06,45.9133,32968.3,0.0334247,0.934163,0.00255884,34108.4 
165,240,0.24,0.53,44.853,165,33279.4,-0.0593446,66.1848,11.4748,114.474,0.0338512,32.3916,500,4.20578,-0.0698461,0.933152,3.27222,0.445754,-1.66701,2687.67,49.4996,31833.6,24758.5,4.21628,-0.0593494,0.954146,3.28271,0.456251,0.892187,2690.01,49.5862,31836,0.0779125,0.968749,0.00286097,34526 
166,240,0.24,0.53,44.843,166,32856.2,-0.468232,66.9101,11.4859,114.816,0.044268,437.62,26.857,3.70037,0.553858,0.82862,1.5043,-0.341854,54.4766,3102.43,45.6154,31146.3,25648.7,3.35735,0.210834,0.142571,1.16127,-0.684878,0.96595,3026.02,42.7854,31069.9,0.0887503,0.975854,0.00253029,34095.9 
167,240,0.24,0.53,44.733,167,31785.6,-0.056504,62.5331,11.6241,114.75,0.135359,-371.331,500,3.34856,2.37117,2.02261,0.176414,1.87458,12.1951,109.84,31.5404,32848.5,25298.8,3.27177,2.29438,1.86904,0.0996249,1.79779,0.799731,92.7352,30.9069,32831.4,0.00281663,0.631616,0.00173112,32924.1 
