cyc,delaytime,timecol,chargecol,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
84,90,0.09,0.68,44.723,84,32048,0.0217034,63.9632,11.4591,114.996,-0.0154097,-91.706,500,3.73939,1.69478,1.81834,3.90068,1.73467,-6.2311,77.1543,36.5023,33226.5,23906.2,3.77863,1.73402,1.89681,3.93992,1.77391,0.855462,85.894,36.826,33235.3,0.00257776,0.571334,0.00203697,33321.2 
85,90,0.09,0.68,44.793,85,32102.2,-0.37873,65.4729,11.3063,115.163,-0.260966,-314.048,458.044,0.387016,2.76749,3.22425,2.55804,1.69977,53.8825,2738.73,51.5522,30580.6,26765.8,0.0477321,2.42821,2.54568,2.21876,1.36049,0.704021,2663.16,48.7531,30505,0.0802926,0.968958,0.00293541,33168.2 
86,90,0.09,0.68,44.783,86,33270,-0.0783155,67.4307,11.3535,115.14,0.135089,61.1978,500,3.35956,0.94006,0.216427,0.466769,3.64216,3.63616,2208.87,49.1655,32374,25191.2,3.33666,0.917164,0.170635,0.443873,3.61926,0.979896,2203.77,48.9767,32368.9,0.0637431,0.962564,0.0027795,34572.7 
87,90,0.09,0.68,44.883,87,30684.2,-0.422041,62.9951,11.34,115.004,-1.42224,2776.99,206.849,1.15199,1.6527,0.59414,-0.738889,-0.0029675,65.6879,638.555,38.3465,31330.5,151825,0.73837,1.23908,-0.233099,-1.15251,-0.416587,2.33007,546.421,34.9342,31238.4,0.0171913,0.899376,0.00205581,31784.8 
88,90,0.09,0.68,44.763,88,33456.1,-0.044192,66.6451,11.4984,115.215,0.0929642,-76.5915,1.21222e-11,3.73502,2.275,6.54684,-1.59312,-1.8514,-13.3095,1127.5,43.2255,33612.1,25177.8,3.81883,2.35881,6.71446,-1.50931,-1.76759,0.301683,1146.17,43.9169,33630.7,0.0329578,0.93716,0.00239975,34776.9 
89,90,0.09,0.68,44.923,89,31596.4,-0.0207366,63.1232,11.4907,114.945,-0.0218609,14.1349,500,3.4678,-0.208508,4.70187,3.60873,-1.92067,-17.3368,119.938,39.0763,32741.7,23621.9,3.57696,-0.0993429,4.9202,3.7179,-1.81151,0.522506,144.254,39.9769,32766,0.00438326,0.673412,0.00224246,32910.2 
90,90,0.09,0.68,44.863,90,29212.7,-0.327567,60.5072,11.1723,114.885,-0.0277823,674.434,500,2.92437,0.718292,1.6141,1.68185,-1.68113,-6.44119,1579.87,42.0366,28930.1,22616.1,2.96493,0.758851,1.69522,1.72241,-1.64057,0.691825,1588.9,42.3712,28939.1,0.0520473,0.955414,0.00268986,30528 
91,90,0.09,0.68,44.813,91,32141.7,-0.387316,65.7788,11.2816,115.162,2.82031,1371.79,377.979,3.94614,0.527873,-1.49338,2.21198,-0.124435,34.3664,3308.48,49.0898,30003,150102,3.72975,0.311477,-1.92617,1.99558,-0.340831,1.51095,3260.28,47.3045,29954.8,0.0981566,0.975237,0.00290061,33215.1 
92,90,0.09,0.68,44.743,92,32777.7,-0.177235,64.7734,11.6611,115.248,-0.125274,408.377,492.008,1.83825,-0.761824,0.752,2.44432,-0.767391,42.0863,337.668,34.1862,33717.1,26253.9,1.57325,-1.02683,0.221987,2.17932,-1.0324,0.884099,278.638,31.9999,33658.1,0.00821051,0.832655,0.00174829,33936.7 
93,90,0.09,0.68,44.823,93,29858.3,0.0120966,61.4212,11.0791,114.833,-0.0236429,0.0640759,1.3714e-11,2.89354,2.51256,-0.774735,2.85885,1.87916,4.92297,2998.61,44.0242,28023.4,22152.3,2.86254,2.48157,-0.836732,2.82785,1.84816,1.09111,2991.71,43.7685,28016.5,0.0964812,0.975037,0.00286955,31008.2 
94,90,0.09,0.68,44.833,94,31413.3,-0.360956,64.499,11.2138,114.79,-0.480981,765.02,476.142,2.77408,0.969553,0.539869,0.276111,0.883831,50.5889,2996.47,48.8803,29664.1,35523.4,2.45554,0.651008,-0.0972209,-0.0424337,0.565286,1.02752,2925.51,46.2523,29593.2,0.0899641,0.973077,0.00287083,32518.7 
95,90,0.09,0.68,44.753,95,34040.8,0.067837,67.1204,11.6039,115.125,-0.115063,30.5174,500,3.2925,-0.426751,2.42711,3.30092,2.0887,10.1416,708.986,34.1357,34606.1,25468.8,3.22864,-0.49061,2.29939,3.23706,2.02484,0.776744,694.761,33.6089,34591.9,0.0196891,0.921952,0.00178656,35286.6 
96,90,0.09,0.68,44.873,96,32354.9,-0.0142279,64.4893,11.4865,114.935,-0.00565435,-65.4285,500,3.47553,0.817071,1.70492,1.61045,1.91033,21.8516,1171.12,44.1709,32457.7,24126.2,3.33793,0.679478,1.42973,1.47286,1.77274,0.835526,1140.47,43.0357,32427,0.0339755,0.938054,0.0024388,33567.5 
97,90,0.09,0.68,44.803,97,28962.5,0.0174081,61.0154,10.8579,114.901,-0.0113021,-372.17,500,2.8562,0.902552,1.85603,-0.284421,0.236975,28.9954,2933.96,31.199,27217.3,21703.4,2.67363,0.719976,1.49087,-0.466997,0.0543983,0.666611,2893.29,29.6927,27176.7,0.0962186,0.982357,0.00200861,30070 
98,90,0.09,0.68,44.913,98,31898,0.0415237,63.2991,11.5087,115.098,0.0616555,-166.034,500,4.28242,-0.288713,-0.273615,3.36617,-0.619602,-31.6237,117.236,27.353,33017.6,24048,4.48154,-0.0895867,0.124637,3.5653,-0.420476,0.983732,161.591,28.9958,33062,0.00486375,0.761024,0.00161294,33223.6 
