cyc,delaytime,timecol,chargecol,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
21,30,0.03,0.74,44.723,21,31493.1,-0.0212571,62.8887,11.5405,114.942,-0.0409139,-3.52787,500,3.64643,1.06213,5.24575,2.80488,1.5299,-19.2748,107.697,30.1553,32696.7,23630.8,3.76779,1.1835,5.48849,2.92625,1.65127,0.634522,134.732,31.1566,32723.8,0.00410036,0.711903,0.00175082,32858.5 
22,30,0.03,0.74,44.793,22,32975.6,0.058674,65.9008,11.4546,115.171,-0.157245,43.2292,5.5978e-12,-0.280712,0.176826,-4.13533,1.34019,1.93816,53.9126,2518.46,62.8655,31575.1,24794.7,-0.620185,-0.162648,-4.81427,1.00071,1.59869,-0.605987,2442.84,60.0649,31499.5,0.0719704,0.958746,0.00350033,33942.3 
23,30,0.03,0.74,44.783,23,34166.2,-0.33953,67.4617,11.7064,115.056,0.91406,-1170.81,1.66648e-08,3.07982,1.11352,0.81978,2.24409,2.86688,23.0507,2207.43,55.7522,33146.3,60546.9,2.93468,0.96838,0.529492,2.09894,2.72174,0.942778,2175.1,54.5547,33113.9,0.0616366,0.957953,0.00302566,35289 
24,30,0.03,0.74,44.883,24,32776.7,-0.0258648,65.3646,11.6064,115.163,0.00123414,24.6831,500,1.65563,2.61748,0.0199241,2.94612,2.14934,25.7404,600.094,38.2179,33472,24697.6,1.49355,2.4554,-0.304237,2.78404,1.98726,1.03615,563.99,36.8807,33435.9,0.016588,0.897314,0.00202777,33999.9 
25,30,0.03,0.74,44.763,25,32177.5,-0.0335792,65.3029,11.3904,115.091,-0.0647669,196.481,500,2.68345,-3.18144,-4.11465,-1.12155,-0.725265,34.9586,1005.32,39.7702,32589.1,24628.3,2.46333,-3.40157,-4.5549,-1.34167,-0.94539,0.414552,956.292,37.9542,32540.1,0.0285491,0.935055,0.00214399,33496.4 
26,30,0.03,0.74,44.923,26,33444.1,-0.527116,67.2164,11.697,115.191,-0.114884,229.341,0.231497,4.43693,-0.924143,-1.00007,2.46972,0.393059,12.6584,81.2282,28.9612,34737.3,26452.1,4.35723,-1.00385,-1.15948,2.39001,0.313352,1.23676,63.4735,28.3036,34719.5,0.00182484,0.561688,0.00149945,34783 
27,30,0.03,0.74,44.863,27,32328,-0.310226,65.9881,11.3855,115.054,0.785957,-428.87,5.4064e-12,2.07773,-1.0614,-3.2115,2.38326,1.02233,46.3632,1477.34,46.139,32149.4,35430.4,1.7858,-1.35334,-3.79537,2.09132,0.730397,-6.01296,1412.31,43.7305,32084.3,0.0421629,0.948599,0.00250448,33496.6 
28,30,0.03,0.74,44.813,28,33058.2,-0.426083,66.9749,11.4429,114.936,0.75671,-214.253,383.324,0.578928,2.10644,-0.598767,0.671735,0.894186,40.4676,3168.56,68.1638,31027.4,30226.3,0.324114,1.85163,-1.1084,0.416921,0.639372,1.52193,3111.8,66.0616,30970.6,0.0913021,0.964179,0.00391391,34082.4 
29,30,0.03,0.74,44.743,29,33849.2,-0.113941,66.792,11.7284,114.835,0.0800601,-636.556,500,2.75723,1.28281,-2.6261,2.51011,1.06201,23.4946,306.316,42.0245,34886.3,27160.2,2.60929,1.13487,-2.92198,2.36217,0.914066,1.71295,273.363,40.804,34853.4,0.00778218,0.792885,0.00215197,35126.8 
30,30,0.03,0.74,44.823,30,34195.8,-0.318548,69.8615,11.3103,115.25,0.428824,506.998,122.11,1.275,0.044064,0.470635,0.746893,-1.10659,58.7198,3181.66,53.4631,32248.9,32799.6,0.905256,-0.325679,-0.268852,0.37715,-1.47634,0.659018,3099.3,50.4127,32166.6,0.0878838,0.972323,0.00287871,35265.9 
31,30,0.03,0.74,44.833,31,33458.7,-0.0337262,66.9818,11.4479,114.655,-0.00907088,4.53161,500,1.20776,-1.35807,-4.65115,-2.07352,-1.9219,56.1769,2945.63,62.2522,31641.3,24963.4,0.854026,-1.7118,-5.35861,-2.42725,-2.27563,0.509252,2866.83,59.3339,31562.5,0.0832673,0.965047,0.003451,34429.3 
32,30,0.03,0.74,44.753,32,32884.5,0.00279499,65.9406,11.4872,115.152,0.0878411,-143.121,499.972,5.49411,-0.6207,-3.40153,3.94229,-1.73742,-28.5774,557.726,24.3212,33728,25067.4,5.67406,-0.440755,-3.04164,4.12224,-1.55747,1.63948,597.809,25.8058,33768.1,0.0173954,0.929763,0.00140577,34365.9 
33,30,0.03,0.74,44.873,33,31559.3,-0.338413,64.4308,11.4054,115.188,0.782311,-213.098,2.302e-08,4.82279,1.24401,-3.85444,2.54424,1.27115,17.288,1010.48,28.8793,31949.6,29349.1,4.71393,1.13515,-4.07215,2.43538,1.16229,1.75767,986.236,27.9812,31925.4,0.0299662,0.952698,0.00161192,32911.6 
34,30,0.03,0.74,44.803,34,30686.2,-0.452749,63.8119,11.2501,115.344,-1.10024,4465.16,498.896,3.80511,-2.10962,0.96498,-0.0593682,-1.50451,38.7169,2682.42,54.6403,29386,183296,3.56132,-2.35341,0.4774,-0.303158,-1.7483,2.30382,2628.11,52.6291,29331.7,0.0822319,0.966142,0.00329435,31959.8 
35,30,0.03,0.74,44.913,35,32155.9,-0.0251439,64.7363,11.4415,114.834,-0.0725287,72.743,499.37,2.99349,0.14613,-0.318774,1.78079,-1.15081,-26.8642,35.7813,29.22,33537.1,24283.4,3.16265,0.315287,0.0195389,1.94994,-0.981654,0.995625,73.4609,30.6155,33574.8,0.0021832,0.578259,0.00167693,33648.2 
36,30,0.03,0.74,44.903,36,32522,-0.51178,65.4307,11.6835,114.651,-0.918024,-2011.77,40.3499,1.02785,-0.510181,0.261951,2.07614,2.27815,2.8829,135.847,32.0068,33770.2,85007,1.00969,-0.528334,0.225645,2.05799,2.26,0.955095,131.803,31.8571,33766.2,0.00388823,0.702751,0.00173494,33898 
37,30,0.03,0.74,44.893,37,31402.1,-0.0615749,63.5621,11.4213,115.116,-0.0890176,51.1474,500,5.32919,-0.68028,-3.46152,0.275683,2.91728,15.459,287.31,24.1164,32481.7,23780.8,5.23184,-0.777621,-3.6562,0.178342,2.81994,1.96309,265.627,23.3134,32460,0.00811679,0.866857,0.00132128,32725.7 
38,30,0.03,0.74,44.773,38,32969.6,-0.0490464,66.0358,11.4527,115.103,0.0562838,149.532,1.43872e-08,2.16126,-0.194373,-2.90677,-1.15244,-0.43402,8.5715,1439.92,36.0176,32800.2,24893.7,2.10729,-0.248345,-3.01472,-1.20641,-0.487992,-0.0577292,1427.9,35.5723,32788.1,0.0417318,0.958225,0.00199454,34216 
39,30,0.03,0.74,44.853,39,33209.1,-0.0796774,67.0362,11.3883,114.837,0.0331992,-8.11563,2.33505e-10,3.1102,-0.525887,2.35084,3.2143,-0.691736,33.0264,1993.51,48.1242,32544.6,24861,2.90224,-0.733846,1.93492,3.00634,-0.899694,0.688416,1947.19,46.4086,32498.2,0.0565296,0.959961,0.00262369,34445.4 
40,30,0.03,0.74,44.843,40,33928.2,-0.0740722,68.4392,11.4109,115.069,0.157209,-70.005,6.03813e-11,2.21384,-0.434279,-0.462343,-1.51465,1.48649,50.04,2811.63,55.6764,32414.7,25780.8,1.89875,-0.749368,-1.09252,-1.82974,1.1714,-0.816389,2741.44,53.0769,32344.5,0.0781349,0.967229,0.00301376,35086 
41,30,0.03,0.74,44.733,41,28925.6,-0.384079,59.4122,11.3085,114.863,0.263052,418.322,93.1964,-0.51496,0.648243,-0.786411,0.929706,-3.98909,14.0464,170.795,29.9433,30007.7,25453.5,-0.603406,0.559797,-0.963303,0.84126,-4.07754,0.772977,151.093,29.2137,29988,0.0050132,0.747183,0.00179132,30139.1 
