cyc,delaytime,timecol,chargecol,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
105,200,0.2,0.57,44.723,105,31082,-0.0561197,62.3917,11.4783,114.848,-0.685436,1067.16,493.341,4.25129,2.64083,-0.180616,0.256072,2.59461,32.9998,159.889,39.5089,32238,47124.7,4.0435,2.43304,-0.596199,0.048281,2.38682,1.0717,113.603,37.7947,32191.7,0.00351656,0.632029,0.00215806,32305.3 
106,200,0.2,0.57,44.793,106,31735.6,-0.0282387,64.8984,11.2193,114.969,-0.166534,351.884,500,4.56504,0.966064,-1.01801,1.11865,-1.02465,30.1042,3018,43.0634,29988.3,25610.2,4.37548,0.776506,-1.39713,0.929092,-1.21421,1.40266,2975.78,41.4995,29946,0.0903893,0.976176,0.00254631,32921.8 
107,200,0.2,0.57,44.783,107,32247.8,-0.149081,65.9991,11.2107,114.77,-0.390738,945.353,0.358576,3.62748,2.79905,4.88274,1.15435,0.393094,-2.12823,2766.7,53.6492,30721.5,36110.7,3.64088,2.81245,4.90954,1.16775,0.406495,0.620507,2769.68,53.7597,30724.4,0.0826916,0.967148,0.00321285,33494.1 
108,200,0.2,0.57,44.883,108,33262.7,-0.0191566,66.4385,11.5594,115.1,-0.0100422,-48.4435,500,3.30053,-3.52241,-3.4185,0.131148,-1.66506,42.5053,337.386,25.0483,34249.5,25016.4,3.03288,-3.79006,-3.95379,-0.136496,-1.9327,0.416859,277.768,22.8403,34189.9,0.00805881,0.874203,0.00122909,34467.7 
109,200,0.2,0.57,44.763,109,33170.4,-0.108845,66.7976,11.4052,114.893,0.127844,-17.5829,2.51985,5.30596,3.76448,2.66766,-1.31809,-0.146643,21.8429,1670.99,37.9853,32790.5,24873.6,5.16842,3.62694,2.39258,-1.45562,-0.284181,0.746767,1640.35,36.8506,32759.8,0.0476844,0.962173,0.00206784,34400.2 
110,200,0.2,0.57,44.923,110,31930.1,-0.175113,64.1009,11.5466,114.952,0.522187,-1272.73,1.52132e-05,6.8157,4.44307,-2.72907,-3.4891,1.01976,-13.5086,61.5867,29.1175,33229.3,45729.3,6.90076,4.52813,-2.55895,-3.40404,1.10482,1.38945,80.5339,29.8192,33248.3,0.00241634,0.606807,0.00164939,33328.8 
111,200,0.2,0.57,44.863,111,30327.2,-0.0123921,61.8939,11.2188,114.808,-0.0120622,-74.8432,1.66724e-12,3.88842,-0.705328,-1.14912,-0.470823,1.36893,27.7825,1194.85,41.6871,30391.7,22633.6,3.71348,-0.880267,-1.49899,-0.645762,1.19399,1.7963,1155.88,40.2439,30352.7,0.0366846,0.94257,0.00243645,31508.6 
112,200,0.2,0.57,44.813,112,30693.7,-0.0253047,62.8292,11.1792,115.141,-0.0955849,145.244,500,3.65014,0.0808872,-1.82347,-1.24208,-1.98361,53.1399,3299.19,57.2562,28594.6,23316.8,3.31554,-0.25372,-2.49269,-1.57669,-2.31822,0.250496,3224.65,54.4957,28520.1,0.101581,0.971275,0.00350752,31744.7 
113,200,0.2,0.57,44.743,113,33056.8,-0.0301013,65.6593,11.5219,114.785,-0.0689659,113.759,2.87068e-11,4.25285,-0.249972,4.08898,3.66536,2.32605,-11.0462,633.607,39.9106,33654.4,24882.7,4.32241,-0.180417,4.22809,3.73491,2.3956,0.70842,649.1,40.4844,33669.9,0.0189137,0.901593,0.00221004,34319 
114,200,0.2,0.57,44.823,114,30732.4,-0.0249697,63.066,11.0896,114.933,-0.0656217,66.5364,500,0.73658,0.708231,0.282654,2.11387,-3.55559,-8.67709,3232.68,50.2264,28637.9,22909.2,0.791217,0.762868,0.391929,2.16851,-3.50095,0.361235,3244.85,50.6771,28650.1,0.101736,0.973396,0.00324779,31895 
