cyc,detuning,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,-3.975,43.2477,0,9924.82,-0.230102,29.6882,8.528,119.446,0.0289415,-29.0741,500,-2.68842,-3.57734,-3.8323,-4.47816,-1.87776,-486.351,5230.98,24.8737,6878.24,8269.27,0.374007,-0.514917,2.29254,-1.41573,1.18466,-0.193682,5618.37,60.0916,7265.63,0.476369,0.981627,0.0150068,11794.2 
1,-4.015,43.2077,1,8993.39,-0.152041,27.4748,8.60467,119.508,0.0297096,204.501,1.65782,-2.18328,-1.44019,-7.42044,-7.33824,1.58958,-702.55,5122.03,30.3632,6330.44,7893.77,2.24049,2.98358,1.4271,-2.91447,6.01335,0.853631,5681.63,81.2366,6890.05,0.492421,0.975589,0.0212575,11538.2 
2,-3.96,43.2627,2,9557.38,-0.374587,28.9106,8.65011,119.555,-0.0457081,357.198,497.052,-3.29162,0.531142,-3.35722,-8.52965,-5.63482,-558.867,5460.93,20.0255,6353.75,8672.41,0.227418,4.05018,3.68086,-5.01061,-2.11578,-3.4237,5906.09,60.4944,6798.91,0.505435,0.982391,0.0161261,11685.2 
3,-3.945,43.2777,3,10534.4,-0.158507,30.6902,8.73985,119.519,-0.261185,136.408,500,-4.06643,-1.65523,-6.7798,-5.35889,-6.1069,-541.618,5831.53,31.9083,6846.36,9891.5,-0.656002,1.75519,0.04105,-1.94846,-2.69647,1.01171,6262.94,71.1282,7277.78,0.503086,0.980513,0.0176851,12449.1 
4,-4.01,43.2127,4,9136.3,-0.100674,27.1757,8.62864,119.285,0.0059794,71.0575,500,-2.13847,-1.15367,-9.39585,-7.32379,-7.17088,-689.804,4826.19,29.5074,6549.82,7647.23,2.20504,3.18984,-0.708828,-2.98028,-2.82737,0.368018,5375.64,79.4578,7099.28,0.471133,0.974785,0.0202011,11410 
5,-3.98,43.2427,5,9090.81,-0.338192,27.4791,8.58172,119.582,0.108924,1128.81,377.01,-5.6071,-4.34284,-4.89314,-4.11819,-7.42165,-523.361,5058.78,21.4607,6269.17,11679.2,-2.31164,-1.04737,1.69779,-0.822729,-4.12618,1.25685,5475.65,59.3585,6686.04,0.490703,0.981382,0.016091,11158.8 
6,-3.985,43.2377,6,9976.2,-0.379553,29.3095,8.86197,119.397,0.0524269,41.3529,177.566,-0.618163,-4.48009,-2.24252,-5.29614,-7.15135,-647.853,5478.23,27.3127,6794.64,8525.98,3.4612,-0.400734,5.9162,-1.21678,-3.07199,-0.262017,5994.27,74.2254,7310.68,0.490998,0.97879,0.0183595,12208.4 
7,-3.99,43.2327,7,9698.95,-0.367752,28.8377,8.75171,119.124,0.521958,205.741,409.416,-2.80937,-10.0625,-4.86073,-6.07391,-4.52312,-648.457,5305.78,27.3435,6621.48,11711.6,1.27379,-5.97938,3.30559,-1.99075,-0.439964,1.86292,5822.3,74.2998,7138,0.489697,0.978156,0.0188138,11889.6 
8,-4.03,43.1927,8,10223.5,-0.353355,29.947,8.75345,119.488,0.230507,296.944,225.137,1.50392,-4.45022,-11.1432,-8.00087,-5.51689,-701.582,5291.58,17.0191,7112.04,10761.7,5.92159,-0.0325394,-2.30785,-3.5832,-1.09922,-1.09574,5850.42,67.8223,7670.88,0.472927,0.980116,0.016026,12370.7 
9,-4.005,43.2177,9,9817.36,-0.00611195,29.8894,8.47927,119.381,-0.0240859,-19.7908,499.361,-3.12507,-4.78923,-4.87463,-3.40156,-6.09708,-692.752,5407.26,37.135,6876.84,8265.83,1.23701,-0.427156,3.84951,0.960513,-1.73501,0.00909967,5959.06,87.2989,7428.64,0.485526,0.975004,0.0211891,12273.4 
10,-3.955,43.2677,10,9299.96,-0.222486,28.8704,8.61705,119.261,-0.213045,339.583,1.47902,-1.43987,-1.23141,-2.26451,-3.97315,-1.91883,-489.054,5134.33,21.1186,6484.85,10453.6,1.63958,1.84803,3.89438,-0.893707,1.16062,0.490858,5523.88,56.5323,6874.4,0.485953,0.982405,0.0149227,11367.1 
11,-3.97,43.2527,11,9163.07,-0.118307,28.1031,8.51832,119.286,-0.0920134,-231.443,2.69752e-07,-5.88868,-1.0525,-2.07992,-9.34837,-9.40379,-630.385,5205.19,13.8059,6366.28,8486.24,-1.91931,2.91687,5.85882,-5.379,-5.43442,2.4806,5707.31,59.4536,6868.4,0.494334,0.982096,0.0156952,11545.5 
12,-3.95,43.2727,12,10390.2,-0.0978603,30.3558,8.66775,119.366,0.0200632,20.0593,486.293,-6.18937,-3.97113,-10.7489,-2.70106,-4.86029,-750.708,5673.99,34.1955,7046.03,8578.41,-1.46236,0.755878,-1.29483,2.02595,-0.133278,-10.9174,6271.95,88.5561,7644,0.491172,0.975887,0.020895,12769.4 
13,-3.94,43.2827,13,9108.33,-0.0714061,27.9392,8.45781,119.368,0.0557291,-69.1229,1.06456e-07,-0.177489,-4.18289,-9.44033,-6.1701,-8.08721,-798.614,5059.71,28.6134,6471.58,7817.89,4.85117,0.845772,0.616988,-1.14144,-3.05855,0.708134,5695.84,86.443,7107.7,0.485273,0.974128,0.0219125,11737.4 
14,-4.025,43.1977,14,10502.6,-0.376951,30.9028,-8.76554,119.161,-0.271263,-419.419,349.103,-5.32867,-4.74294,-5.32488,-0.683373,-1.73044,-569.083,5806.38,28.0757,6832.79,12521.7,-1.7453,-1.15957,1.84185,2.89999,1.85292,0.500838,6259.67,69.2844,7286.08,0.50267,0.980998,0.0172153,12452.8 
15,-4,43.2227,15,9082.61,-0.37234,27.8311,8.6059,119.276,-0.0239894,-151.285,487.513,-1.93828,-4.75647,-6.13149,-7.68356,-5.30273,-596.494,4988.87,16.7525,6372.5,7915.05,1.81768,-1.00051,1.38044,-3.9276,-1.54677,1.42128,5464,59.9461,6847.63,0.484205,0.981162,0.0158704,11284.5 
16,-4.02,43.2027,16,9611.16,-0.153484,29.6258,8.51744,119.246,-0.108521,-2223.36,4.97926e-06,-6.85472,-6.9637,-10.386,-3.45314,-4.64807,-746.779,5425.93,29.1937,6726.21,16068.9,-2.15245,-2.26144,-0.981427,1.24913,0.0541957,0.760159,6020.76,83.2698,7321.05,0.491746,0.976369,0.0205222,12243.7 
