cyc,detuning,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,-3.995,43.2277,0,10118.9,-0.029406,29.3092,8.71176,119.921,0.0217126,19.0391,0.137986,-5.61663,-2.22703,-10.6017,-5.71651,-2.61322,-459.962,5419.16,3.58197,6879.33,8325.44,-2.72037,0.669232,-4.80922,-2.82025,0.283043,0.488248,5785.54,36.8889,7245.71,0.448967,0.988965,0.00929129,12886.3 
1,-4.03,43.1927,1,11481.5,-0.340582,31.8966,9.02978,120.004,0.0572316,-127.939,44.6343,-2.865,-5.45135,-5.90994,-8.08072,-6.12041,-525.877,5950.89,31.1056,7521.03,9614.33,0.446308,-2.14005,0.712673,-4.76942,-2.80911,1.08326,6369.77,69.1856,7939.91,0.450132,0.981347,0.0157979,14150.9 
2,-3.965,43.2577,2,10902.6,-0.329769,30.0461,9.12654,119.893,0.0694345,-217.621,473.892,-4.55936,0.942401,-5.75281,-6.10019,-6.69314,-515.927,5700.19,23.3425,7202.63,9418.56,-1.31071,4.19106,0.744497,-2.85154,-3.44448,1.27872,6111.15,60.702,7613.59,0.450261,0.982914,0.0144742,13572.5 
3,-4.02,43.2027,3,11701.1,-0.323961,32.4506,9.08537,119.951,-0.0538953,-0.832454,499.257,-3.04094,-6.78744,-5.22763,-3.16576,-2.56173,-560.394,6413.74,31.9381,7387.57,9599.02,0.487714,-3.25879,1.82968,0.36289,0.96692,-3.71063,6860.11,72.5177,7833.95,0.471895,0.981837,0.0167662,14537.4 
4,-4.015,43.2077,4,11800.9,-0.113859,32.8075,8.97808,119.761,0.0168106,-17.8872,500,-6.18917,-3.58483,-3.64219,-5.33213,-2.13006,-542.501,6459.16,27.0936,7547.6,9598.32,-2.77318,-0.168844,3.18978,-1.91614,1.28592,9.34009,6891.28,66.3775,7979.72,0.468431,0.983423,0.0150919,14711.4 
5,-4.01,43.2127,5,11332,-0.412373,32.5628,8.99532,120.166,0.233679,423.515,131.637,-0.818942,1.32692,0.21219,-3.66808,-5.4749,-579.518,6426.95,13.4341,7312.25,12757,2.83013,4.976,7.51033,-0.0190053,-1.82582,0.442507,6888.56,55.3984,7773.86,0.474846,0.986122,0.0129572,14506.9 
6,-4.025,43.1977,6,11437.1,-0.319447,32.2374,8.92458,119.851,0.0775719,51.4091,24.5558,-3.13188,0.215537,-5.29248,-1.137,-5.63956,-408.651,6523.82,20.6345,7037.7,9495.57,-0.558714,2.7887,-0.146148,1.43616,-3.06639,1.32218,6849.32,50.2259,7363.21,0.486967,0.98733,0.0124094,14065.3 
7,-3.95,43.2727,7,12008.5,-0.351405,32.5827,9.22861,120.058,0.0339238,27.3643,33.646,-2.90595,-0.248789,-7.21703,-1.2993,-4.26233,-461.468,6725.85,29.2268,7330.29,9818.77,-0.000203807,2.65695,-1.40554,1.60645,-1.35659,1.93637,7093.43,62.6429,7697.86,0.484612,0.984781,0.0147691,14637.3 
8,-4.005,43.2177,8,11366.8,-0.346014,32.0204,9.04414,119.808,0.02265,-66.1029,130.87,-0.750073,0.432888,-6.44981,-3.96966,-4.4893,-426.818,6098.06,24.2202,7384.24,9476.08,1.93749,3.12045,-1.07468,-1.2821,-1.80174,2.19487,6438.04,55.1272,7724.21,0.459605,0.985236,0.0129764,14007.8 
9,-3.935,43.2877,9,11886.9,-0.352238,32.4383,9.19115,119.741,0.238981,12.9335,5.92424,-0.686526,-3.99463,-1.38242,-7.27702,-9.42447,-440.543,6303.71,34.3078,7650.35,9806.25,2.08746,-1.22065,4.16555,-4.50304,-6.65049,1.68052,6654.62,66.2086,8001.26,0.459071,0.982887,0.0150141,14495.9 
10,-3.99,43.2327,10,7869.86,-0.0280087,24.4821,8.58557,119.991,0.0375847,-27.9148,499.985,-3.62996,-1.79475,-2.20875,-5.93016,-5.91065,-534.991,4413.81,15.9504,5817.05,6876.64,-0.261257,1.57395,4.52864,-2.56146,-2.54195,-5.13693,4839.95,54.6904,6243.19,0.441671,0.980609,0.0158806,10958.3 
11,-3.955,43.2677,11,11729.4,-0.313968,31.9973,9.17104,119.716,0.0846022,231.674,500,-2.1014,-3.85283,-8.9956,-4.79957,-8.41766,-482.899,6472.74,19.184,7307.1,10190.8,0.939287,-0.812142,-2.91423,-1.75889,-5.37697,0.706314,6857.38,54.1518,7691.74,0.476363,0.986369,0.0128029,14395.3 
