cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,0,9328.57,0.0591728,15.0528,11.9891,97.04,0.0546622,-27.2488,500,-1.66174,-0.243724,5.71718,-1.05125,-0.281748,-118.754,669.593,14.0618,7648.79,5923.35,-0.913984,0.504035,7.2127,-0.303486,0.466011,-0.0355225,836.157,20.2308,7815.35,0.114184,0.959379,0.00474585,7322.9,0.00955117,0.019399,1.03071,-18.2385,101.395,60.2969,-81892.3,5.04002,10.573,100.002,228.858,1.3926,-168.561 
1,97,43.248,4.2,48.55,-0.2,0.19,0.01,1,17051.3,0.123886,30.8722,11.2644,97.0794,-0.177104,-113.856,500,-0.92659,1.06787,3.55168,0.12332,0.0895599,-204.302,6654.62,39.9308,9360.34,11977.1,0.359848,2.35431,6.12456,1.40976,1.376,0.473132,6941.17,50.5439,9646.89,0.464352,0.987417,0.00955926,14948.1,-0.000589206,0.374027,11.1403,52.8411,96.8022,108.029,-86103.2,5.03782,9.77967,100.02,228.742,-3.21744,-120.713 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,18815.4,0.21672,34.558,11.1152,96.9006,0.509554,-1128.13,197.939,1.38394,3.12007,5.67606,3.3776,0.982188,-222.692,8270.82,45.0864,9558.94,31217.5,2.78617,4.5223,8.48053,4.77983,2.38442,0.63053,8583.17,56.6549,9871.29,0.511623,0.988581,0.0104619,16776.3,-0.000413575,0.427304,11.213,49.597,96.8163,100.42,-86761.1,5.47168,10.4831,100.007,231.689,-3.19085,-131.268 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,9157.56,0.12953,15.6533,11.7691,96.5311,0.786364,-46.7947,468.895,-0.368702,1.51799,-1.10974,-0.194469,-0.15607,-92.3718,12.4258,18.7353,8354.44,7195.03,0.212939,2.09963,0.053542,0.387172,0.425571,0.983157,141.986,23.5338,8484,0.019765,0.775159,0.00508385,7183.71,0.00991894,-0.023055,-16.2203,16.7027,100.562,31.3306,-82495.9,5.04967,9.78388,100.131,225.674,0.430214,-194.343 
4,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,4,9985.26,0.144712,16.3861,12.0777,96.6883,0.0199626,-132.305,500,2.36466,2.16022,3.65123,-3.45022,-1.6234,-140.007,722.444,18.1167,8364.23,6528.48,3.24625,3.04181,5.4144,-2.56864,-0.741813,0.354815,918.818,25.3898,8560.6,0.114507,0.953873,0.00543379,8024.12,0.0102051,0.0665893,0.410498,-18.7744,101.475,56.2059,-81905.9,5.03338,9.43221,100.004,227.193,1.47074,-170.987 
5,97,43.248,4.2,48.55,-0.2,0.19,0.01,5,17081.9,0.0235872,31.4384,11.1636,97.0157,0.143079,-18.3814,500,0.536898,1.56197,3.95756,0.783359,-0.136754,-186.467,6671.44,39.1917,9380.96,11510.7,1.71103,2.7361,6.30583,1.95749,1.03738,0.541322,6932.98,48.8783,9642.5,0.464171,0.987813,0.00925133,14936.3,-9.14754e-05,0.395526,11.1588,48.1457,96.8969,105.243,-85023.5,5.10582,9.94421,99.9386,229.245,-3.04177,-124.002 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,18119.7,0.0177017,33.758,11.1281,96.9803,-0.0499625,9.00075,500,4.00267,2.43087,4.0933,1.1111,1.39822,-222.333,7732.71,46.7389,9487.54,12243.6,5.40264,3.83084,6.89325,2.51108,2.7982,0.678427,8044.56,58.2887,9799.38,0.497252,0.987479,0.0108385,16178,-0.000571252,0.412555,11.1733,50.0236,96.7561,101.298,-119144,5.05496,9.97838,100.063,229.834,-3.30704,-128.536 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,9051.21,0.124892,14.9553,11.8515,97.1219,-0.0113637,-84.8315,462.987,0.890457,-0.48993,0.887362,0.0273632,-2.17223,-148.831,45.817,9.43953,8141.11,5801.26,1.8276,0.447217,2.76166,0.96451,-1.23508,0.420539,254.567,17.171,8349.86,0.0354305,0.894422,0.00377389,7184.95,0.00929361,-0.0128062,-1.56685,-10.4915,102.166,40.5656,-81895.9,4.95038,9.9733,100.039,227.385,2.12716,-186.819 
8,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,8,10122.5,0.190788,16.5781,11.958,96.9629,-0.534304,-38.7272,492.104,0.150636,0.640374,0.680104,-1.75557,-0.269038,-142.255,773.985,22.6854,8403.8,7126.99,1.04638,1.53612,2.47159,-0.859827,0.626707,0.487325,973.512,30.0753,8603.32,0.119975,0.948709,0.00639838,8114.27,0.0103642,0.00900982,-0.36389,-18.0677,101.749,51.4906,-97264,4.94994,9.48955,99.9949,227.506,1.75371,-176.015 
9,97,43.248,4.2,48.55,-0.2,0.19,0.01,9,16415.3,0.138079,30.1623,11.0108,96.9122,-0.150078,-153.951,499.997,0.222584,4.0365,5.90472,3.83838,0.867072,-222.179,6592.45,56.0923,8898.73,11563.4,1.62159,5.43551,8.70273,5.23738,2.26608,0.625903,6904.07,67.634,9210.36,0.47455,0.983146,0.0133465,14548.7,0.0168099,0.0049675,4.20537,4.60369,100.266,96.3446,-81905.4,5.0825,9.86321,100.035,227.704,0.231379,-131.36 
10,97,43.248,0,48.55,-0.2,0.19,0.01,10,19576.4,0.237809,34.8522,11.4271,97.2704,0.0925318,-380.181,1.16076,2.34299,-0.280991,-0.309544,-4.61426,-2.507,-209.087,8323.08,63.5458,10075.5,14109.9,3.65956,1.03558,2.32359,-3.29769,-1.19044,0.0818016,8616.35,74.4074,10368.8,0.500297,0.985113,0.0130466,17222.5,-0.000926113,0.417886,11.4844,53.1344,97.1677,103.002,-139219,5.06539,10.1111,99.9576,229.9,-2.78991,-126.898 
11,75,46.2227,0,46.05,0.2,-0.19,-0.01,11,9143.38,0.190182,15.2479,11.6109,96.9791,-2.36319,-3.34515,2.51544,0.816499,-0.434123,3.02238,0.807231,-0.0606628,-107.227,46.186,17.2835,8206.87,6020.6,1.49168,0.241056,4.37273,1.48241,0.614515,0.466895,196.582,22.8538,8357.27,0.0275591,0.830946,0.00501217,7133.11,0.00944135,-0.0145285,-3.72789,-14.3167,101.345,41.7628,-99543.6,5.31919,10.5294,100.093,229.416,1.25206,-187.653 
12,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,12,10053.1,0.00917535,16.2871,12.18,96.798,-0.0234312,14.3245,0.000193743,-0.222055,-0.348234,-0.00293073,0.757853,-1.79949,-150.844,851.781,31.5193,8179.32,6468.74,0.727768,0.601589,1.89672,1.70768,-0.849671,0.535583,1063.35,39.3553,8390.89,0.132459,0.939171,0.00856591,8027.79,0.0102974,0.0295453,1.16401,-21.1127,102.052,60.8321,-1.12637e+06,5.07721,12.0396,100.108,238.385,1.94412,-177.553 
13,97,43.248,4.2,48.55,-0.2,0.19,0.01,13,16809.2,-0.0239196,30.9944,11.1576,96.8406,0.000809628,15.4544,12.5838,3.36497,1.45003,-0.253021,2.43279,0.435188,-230.484,6662.23,27.5159,9107.36,11258.1,4.81627,2.90133,2.64957,3.88409,1.88648,0.835815,6985.51,39.4891,9430.64,0.471582,0.990204,0.00765445,14812.9,0.0172161,0.00500347,4.03381,3.38165,100.743,95.764,-81905.4,5.16106,10.0839,100.024,228.253,0.71828,-132.489 
14,97,43.248,0,48.55,-0.2,0.19,0.01,14,19153.8,0.200318,34.7417,11.3341,97.0444,0.0549547,-330.769,0.00459214,2.59045,0.329031,0.555298,-0.160525,1.905,-202.72,8248.05,41.2826,9865.86,13410.1,3.86693,1.60551,3.10825,1.11595,3.18148,0.758641,8532.39,51.8135,10150.2,0.503177,0.989485,0.00931576,16957,-0.00299826,0.381329,13.0343,55.3446,97.2841,94.8293,-82167.3,5.03874,9.7518,100.006,228.394,-2.72226,-133.564 
15,75,46.2227,0,46.05,0.2,-0.19,-0.01,15,9862.47,0.174485,16.537,-11.6685,96.9389,-0.144056,269.431,1.43237e-05,0.475627,0.733193,3.34088,-0.177159,-0.529401,-90.42,0.321711,15.5929,8843.83,7545.03,1.04498,1.30254,4.47959,0.392191,0.0399499,0.382913,127.145,20.2901,8970.66,0.0167897,0.781696,0.00414924,7572.79,0.018778,-0.0269429,-134.56,-46.1805,106.415,38.2666,-3.20468e+06,8.27279,13.4311,100.997,244.879,5.4183,-206.612 
16,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,16,9783.57,0.0756246,16.2366,11.8203,96.7746,-0.0768681,-52.3789,9.06179e-13,2.40206,2.13257,0.958685,-0.101253,1.36667,-121.202,627.259,13.2067,8212.66,6378.73,3.16524,2.89575,2.48504,0.661926,2.12985,0.780818,797.257,19.5029,8382.65,0.102807,0.958948,0.00426751,7754.86,0.0100666,0.0136781,-0.0374762,-16.4079,101.821,51.0591,-81898.1,18.5729,14.464,100.834,243.255,0.987307,-192.196 
17,97,43.248,4.2,48.55,-0.2,0.19,0.01,17,17032.7,0.0673215,31.056,11.1679,97.3123,-0.247235,301.397,0.0735884,-0.763617,2.83482,5.57786,1.1163,-1.52857,-200.952,6855.68,36.3359,9136.15,13716.3,0.501724,4.10016,8.10854,2.38165,-0.263231,0.453191,7137.54,46.775,9418.01,0.477284,0.988662,0.00906596,14954.5,-0.000644332,0.37766,11.2033,51.7141,97.2383,103.641,-117765,4.94649,10.1427,99.9638,230.087,-2.72548,-126.447 
18,97,43.248,0,48.55,-0.2,0.19,0.01,18,18643.8,0.21674,34.3847,11.0629,96.8576,1.06001,-1462.61,385.012,1.45272,2.22019,-0.265831,1.75763,6.14689,-219.454,7939.26,43.2052,9681,62853.2,2.83456,3.60203,2.49785,3.13948,7.52873,0.872576,8247.06,54.6054,9988.8,0.498681,0.988546,0.00996977,16537.8,-0.000593702,0.424324,11.1519,50.302,96.7936,101.225,-93313.8,5.0854,9.75277,99.9994,228.626,-3.20579,-127.401 
19,75,46.2227,0,46.05,0.2,-0.19,-0.01,19,9557.5,0.076945,16.4528,11.5861,96.7398,-0.42325,26.4854,500,3.0164,2.60608,-2.34012,-1.23248,-1.03572,-126.276,110.794,31.614,8628.81,6570.37,3.81153,3.4012,-0.749874,-0.437359,-0.240596,1.12963,287.908,38.1737,8805.93,0.0378984,0.811667,0.00792227,7596.83,0.0183732,-0.0239438,-505.88,-46.1781,213.823,37.0964,2551.27,4.41879,-6.06324,100.159,222.853,113.663,-185.757 
20,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,20,9681.56,0.023714,15.9379,12.1174,97.0125,-0.358384,-33.2806,500,0.128985,1.26572,1.3978,-0.226222,1.05665,-113.112,796.417,15.4081,7981.88,6675.16,0.841221,1.97796,2.82227,0.486014,1.76889,0.642585,955.068,21.284,8140.53,0.123847,0.962465,0.00479324,7711.71,0.00215385,0.740191,-11.4033,-10.9979,96.6968,121.521,2.10282e+06,10.1635,14.5323,99.0922,252.085,-2.39537,-130.564 
21,97,43.248,4.2,48.55,-0.2,0.19,0.01,21,16999,0.206235,31.5115,10.978,96.6776,-0.0557482,-287.099,347.437,2.82682,-0.422024,-3.49875,-3.08387,-1.05113,-193.287,7023.28,29.7307,9056.62,11782.3,4.0439,0.795053,-1.0646,-1.86679,0.165945,1.51343,7294.39,39.7716,9327.72,0.485115,0.990549,0.00779317,15036.4,0.0174075,0.00650651,4.05249,5.41041,100.305,96.3349,-81905.6,5.02072,9.90171,100.031,227.675,0.273287,-131.34 
22,97,43.248,0,48.55,-0.2,0.19,0.01,22,18005.4,0.0305131,33.7039,10.9609,97.0679,-0.504785,664.982,0.0393337,1.80072,4.1817,4.11861,0.17827,2.75068,-233.434,7888.08,36.8256,9128.15,22953.2,3.27058,5.65156,7.05835,1.64814,4.22055,0.676951,8215.49,48.952,9455.56,0.511435,0.98968,0.0094466,16063.6,-0.000441005,0.415921,10.9292,50.1645,96.9338,99.4922,-95293.8,5.04931,10.0187,99.9785,229.571,-3.04475,-130.079 
23,75,46.2227,0,46.05,0.2,-0.19,-0.01,23,9130.09,0.0714594,15.505,11.4935,96.8219,-0.06444,-58.8576,500,-0.291801,0.132959,7.66278,3.68901,1.39202,-98.4539,51.3313,15.609,8085.91,5924.68,0.328138,0.752898,8.90265,4.30895,2.01196,0.453979,189.423,20.7235,8224,0.0270012,0.839309,0.00462043,7015.34,0.00935802,-0.0157149,-2.28897,-1.41075,102.754,39.8061,-81894.7,5.0845,9.88092,99.9728,227.776,2.78143,-187.97 
24,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,24,9364.79,0.0938211,15.1143,12.0032,96.6799,0.0534784,-70.8692,0.385404,2.23544,0.398689,1.74869,0.120325,-1.30614,-100.385,678,23.1256,7693.3,6029.18,2.86754,1.03079,3.01289,0.752424,-0.674045,0.568946,818.8,28.3404,7834.1,0.111841,0.942888,0.00661984,7321.1,0.013161,0.0255669,-0.0218868,-18.5968,101.865,50.8287,-81900.3,32.4177,774.888,167.179,3171.22,-65.3145,-3120.39 
25,97,43.248,4.2,48.55,-0.2,0.19,0.01,25,16869.3,0.0948683,30.9408,11.2133,97.1108,0.138176,-237.189,500,-0.9608,1.25134,4.82166,2.01082,-2.80721,-167.358,6728.44,34.7204,9198.32,12361.2,0.0930072,2.30514,6.92928,3.06463,-1.7534,0.34867,6963.18,43.4143,9433.06,0.47072,0.989207,0.00840675,14792.6,-0.000413964,0.386178,11.2532,49.1975,96.9973,104.41,-81935.2,4.97198,10.0667,100.022,229.931,-3.02484,-125.52 
26,97,43.248,0,48.55,-0.2,0.19,0.01,26,18938.7,0.230745,34.586,11.1388,97.2373,-2.35803,4073.67,403.384,2.23653,2.37029,3.04283,2.04446,0.439762,-230.487,8010.32,45.497,9836.14,325243,3.68785,3.8216,5.94545,3.49577,1.89108,0.684453,8333.6,57.4703,10159.4,0.497056,0.988076,0.010313,16765.9,-0.000547844,0.426938,11.2456,50.206,97.1484,101.621,-90446.3,5.15278,10.3887,100.058,231.263,-2.90916,-129.642 
27,75,46.2227,0,46.05,0.2,-0.19,-0.01,27,8912.51,0.0442082,14.9932,11.8501,96.44,0.0290297,-53.1953,500,1.77371,-0.950738,-0.471886,1.23052,0.0685233,-102.548,-9.28609,6.91079,8017.24,5834.05,2.41943,-0.30502,0.81955,1.87624,0.714241,0.85165,134.548,12.238,8161.07,0.0194764,0.862684,0.00275473,6908.24,0.0172902,-0.0229349,233.442,-45.6117,114.553,37.6055,-235.16,5.93447,12.1928,100.833,224.615,13.7206,-187.009 
28,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,28,8970.15,0.00240688,14.6758,12.0828,96.9674,0.00119246,3.85485,0.000288133,2.33637,0.367886,5.90155,1.30619,-0.804225,-105.247,731.999,16.8307,7342.04,5772.66,2.99908,1.0306,7.22697,1.9689,-0.141516,0.447649,879.618,22.298,7489.66,0.123959,0.957522,0.00545436,7096.04,0.00919641,-0.00781758,4.92236,2.50018,99.8464,88.7371,-5.07828,4.82427,7.69005,99.7553,211.45,0.091084,-122.713 
29,97,43.248,4.2,48.55,-0.2,0.19,0.01,29,16782.9,0.20572,30.6514,11.1323,97.1468,-0.200048,153.019,43.3111,-0.586702,-1.47282,3.04984,-1.53739,3.25488,-221.511,6839.53,41.3625,8986.82,12104.3,0.80809,-0.0780261,5.83943,-0.142601,4.64968,0.472813,7150.22,52.8696,9297.51,0.480941,0.987226,0.0103664,14867.1,-0.00103354,0.368038,-11.2059,-53.7626,97.0541,102.756,-140480,5.05525,9.90358,100.04,229.266,-2.98545,-126.51 
30,97,43.248,0,48.55,-0.2,0.19,0.01,30,18125,0.194164,33.6472,11.0465,96.8546,0.645709,-1078.06,429.29,5.15928,3.68061,10.0594,3.75335,2.92623,-222.291,7558.26,39.5967,9652.24,34760.4,6.55899,5.08032,12.8588,5.15306,4.32594,0.621545,7870.05,51.1443,9964.02,0.487606,0.988755,0.00936678,16140.2,-0.000640773,0.419587,11.1247,49.7063,96.7393,102.468,-81938.2,5.0679,9.75519,100.02,228.613,-3.28111,-126.145 
31,75,46.2227,0,46.05,0.2,-0.19,-0.01,31,8959.28,-0.0162373,15.3829,11.4973,97.0629,0.0124267,4.65987,8.83374e-12,-0.655999,1.24702,2.32326,-2.71274,1.28848,-109.45,88.0327,26.5792,7922.29,5759.34,0.0331809,1.9362,3.70162,-2.02356,1.97766,0.341946,241.547,32.265,8075.8,0.0347827,0.810532,0.00730593,6944.46,0.00146466,0.829321,10.7972,10.3025,96.8359,120.643,0.0324097,-1.71681,-0.019106,99.8781,184.987,-3.0422,-64.3448 
32,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,32,9533.53,0.0210008,15.7183,12.1751,96.9969,-0.0242746,-11.5758,498.827,3.80516,-0.709187,1.56022,1.47483,-2.16836,-118.478,620.342,17.4466,7999.36,6238.93,4.55119,0.0368361,3.05227,2.22085,-1.42233,0.638306,786.519,23.6012,8165.53,0.103983,0.950107,0.00529613,7563.91,0.0018858,0.732886,11.6334,-11.0572,96.6625,121.492,15263.9,13.8661,13.4546,100.586,250.648,-3.92382,-129.156 
33,97,43.248,4.2,48.55,-0.2,0.19,0.01,33,16702,0.209252,30.8274,10.9987,96.9806,0.0295542,-304.59,499.861,0.474932,1.77799,2.57103,1.44423,0.100639,-217.768,6840.62,36.0314,8861.79,11330.6,1.84616,3.14922,5.31349,2.81546,1.47187,0.635968,7146.06,47.344,9167.23,0.484319,0.988539,0.00942387,14754.9,0.000123539,0.39262,11.0574,46.9658,96.8754,102.229,-141082,5.15685,10.2468,100.07,230.633,-3.19442,-128.404 
34,97,43.248,0,48.55,-0.2,0.19,0.01,34,18327.7,0.243913,33.6906,10.9955,97.0678,0.126048,581.12,1.34969,2.68313,2.22293,3.01131,-1.23687,2.64697,-242.109,7745.78,37.5817,9504.81,14443.7,4.20762,3.74742,6.0603,0.287626,4.17146,0.671963,8085.36,50.1587,9844.39,0.497371,0.98926,0.00929854,16256.2,-0.00049616,0.412041,11.1033,50.9756,96.9667,101.942,-81903.8,5.10144,9.94955,100.054,229.309,-3.08758,-127.368 
35,75,46.2227,0,46.05,0.2,-0.19,-0.01,35,9332.61,0.219427,15.5955,11.403,97.1043,-0.153158,-144.946,0.00442167,-0.771951,-0.228079,6.85417,-0.00552481,0.329572,-91.1885,65.2664,17.6468,8201.32,6511.79,-0.197762,0.346111,8.00255,0.568665,0.903761,0.168422,193.167,22.3839,8329.22,0.0271821,0.831402,0.00492607,7106.42,0.00956908,-0.0166161,-2.35639,-7.39947,102.572,37.9182,-81906.8,5.32527,11.638,99.7178,235.632,2.85424,-197.714 
36,75,47.3227,2.3,46.05,0.2,-0.19,-0.01,36,9162.33,0.0358041,14.9177,12.1295,96.8557,0.123894,-69.6259,500,0.456658,0.463518,-0.473961,-2.5259,-1.01866,-133.216,670.592,20.2095,7525.5,6171.16,1.29548,1.30234,1.20369,-1.68707,-0.179834,0.377813,857.44,27.1298,7712.35,0.118126,0.947534,0.00643826,7258.69,0.00938663,-0.00795997,4.01261,0.550808,100.509,91.9733,-10222.5,5.18869,11.8906,99.961,238.082,0.54781,-146.109 
