cyc,freq,vva,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
71,47.2559,6,71,3177.94,-0.228794,-14.4166,8.74932,123.146,-1.16885,867.58,499.558,-5.08744,-5.59113,-8.78061,-6.34031,-3.18329,-885.168,468.012,42.7473,5824.96,37117.4,0.486231,-0.0174635,2.36673,-0.766645,2.39038,0.469252,1173.08,106.844,6530.03,0.179708,0.862522,0.0292587,6527.7 
72,47.3059,9,72,3328.6,-0.00738473,-14.9227,8.40822,123.21,-0.30898,261.245,7.11054,-1.90091,-3.69885,-5.75515,-5.75504,-1.9501,-904.565,351.8,58.1946,6084.31,6712.25,3.7949,1.99696,5.63646,-0.0592313,3.74571,0.62709,1072.32,123.696,6804.83,0.161196,0.832037,0.0324004,6652.28 
73,47.2459,5,73,3628.15,-0.0237768,14.8541,8.5292,123.354,0.171168,-1.34085,500,-2.2412,-3.45382,-9.19711,-4.23676,-2.34533,-757.802,524.272,40.3174,5968.46,4131.76,2.53048,1.31786,0.346243,0.534913,2.42635,0.951614,1127.89,95.1917,6572.08,0.173069,0.87131,0.0259881,6516.99 
74,47.2249,2,74,3258.85,-0.465865,-14.2046,8.7026,123.364,0.885914,-123.979,442.723,-3.35165,-4.93747,-10.5546,-8.04218,-7.19383,-816.969,232.86,51.7952,5824.92,7599.63,1.79259,0.206768,-0.266086,-2.89794,-2.04959,0.917217,883.606,110.954,6475.66,0.142663,0.819842,0.0305969,6193.65 
75,47.2109,2,75,3490.41,-0.00719917,-14.9182,8.54187,123.229,-0.00847297,-13.8773,4.0757e-06,-3.61,-7.45675,-9.91186,-7.31895,-6.67035,-787.368,419.884,58.7865,5980.55,4152.06,1.34785,-2.4989,0.00383855,-2.3611,-1.7125,1.00074,1047.05,115.802,6607.72,0.161947,0.837839,0.0312737,6465.38 
76,47,10,76,3005.49,-0.304782,-13.678,8.73157,123.206,0.20509,-159.546,1.08843e-10,-3.10421,-4.26323,-5.98652,-4.16378,-2.65986,-860.075,15.0771,44.3321,5951.56,4953.04,2.31145,1.15244,4.8448,1.25188,2.75581,0.606637,700.158,106.612,6636.64,0.113991,0.789596,0.0287414,6142.2 
77,47,10,77,2265.82,-0.101612,-12.9147,8.15388,123.43,0.0485132,6.2042,1.16957e-13,-0.548353,-3.09376,-7.75542,-3.11232,-5.82893,-910.542,-27.4991,44.1598,5455.5,3437.82,5.18509,2.63968,3.71146,2.62113,-0.095485,0.736062,697.781,110.094,6180.78,0.121016,0.783631,0.0317698,5766.02 
78,47,10,78,2234.04,-0.00238771,-12.2737,8.28553,123.101,-0.00875344,16.7929,2.59427e-12,-2.95026,-1.78579,-2.1824,-4.91544,0.483502,-943.64,30.4917,45.371,5295,3315.27,2.99159,4.15606,9.70131,1.02642,6.42535,0.600781,782.136,113.702,6046.65,0.136251,0.797191,0.0334796,5740.38 
79,47.2189,1.8,79,2949.04,-0.0463344,-13.7278,8.30755,123.4,0.0827495,-30.6576,500,-3.51551,-6.42998,-8.64662,-5.26227,-4.15783,-855.112,216.714,53.7253,5698.61,3795.12,1.8689,-1.04557,2.1222,0.12214,1.22658,0.505804,897.842,115.646,6379.74,0.146485,0.816055,0.032313,6129.23 
80,47.2144,1.6,80,2697.35,-0.00815148,-12.8551,-8.0832,123.494,0.00583024,-29.7422,500,-6.45242,-4.36089,-4.89706,-6.01011,-6.29927,-826.308,146.257,49.4822,5345.29,3388.27,-1.24937,0.842157,5.50903,-0.807062,-1.09623,-0.722366,804.442,109.317,6003.48,0.140458,0.807878,0.0324543,5727.29 
81,47,10,81,2587.48,-0.215052,-13.5122,7.71628,123.092,-0.0259403,-190.082,149.155,-0.515412,-2.69846,-11.336,-4.79112,-4.6439,-912.365,-33.3439,51.4614,5797.27,3554.64,5.22951,3.04646,0.153845,0.9538,1.10102,0.985327,693.389,117.528,6524,0.114741,0.771235,0.0321191,6043.07 
82,47.2859,7,82,3754.53,0.002474,14.2076,8.84327,123.462,0.00950513,1.6151,1.89128e-11,-2.057,-3.42556,-7.43801,-7.19051,-4.15817,-796.245,375.022,63.6076,6111.63,4090.56,2.95674,1.58818,2.58947,-2.17677,0.855567,0.554552,1009.26,121.266,6745.87,0.154301,0.826264,0.0320528,6540.87 
83,47.4259,10,83,2974.44,-0.543361,-14.5436,8.67923,123.405,0.886194,361.506,485.095,-3.71132,-4.5201,-6.00171,-7.4584,-5.05375,-930.797,111.492,39.6622,6020.78,14538.1,2.14966,1.34087,5.72024,-1.59742,0.807231,0.320684,852.905,107.063,6762.2,0.13331,0.819891,0.0283389,6397.91 
84,47.2164,1.5,84,2937.04,-0.51295,-13.9105,8.76797,123.224,0.722401,-1052.75,452.857,-3.39165,-4.73129,-0.76667,-3.10197,-6.59833,-859.963,60.6543,46.5867,5805.89,28727.5,2.02331,0.683666,10.0632,2.31299,-1.18337,0.276017,745.646,108.859,6490.89,0.122878,0.796504,0.0299681,6068.17 
85,47.2659,6,85,3270.81,0.0212337,-14.1269,8.41358,123.365,0.152009,-33.8074,1.68487e-14,-4.28783,-6.21787,-8.45765,-6.09599,-6.98533,-844.342,366.399,64.7407,5790.72,4036.51,1.02877,-0.90127,2.17554,-0.779388,-1.66873,15.9956,1038.95,125.882,6463.27,0.163902,0.825059,0.0346351,6338.83 
86,47.2139,1.7,86,2900.82,-0.178142,-13.3839,8.46636,123.259,0.12383,-21.6136,500,-3.53792,-3.77443,-10.0554,-3.49679,-6.40775,-829.882,162.864,44.0405,5611.84,3775.84,1.68763,1.45112,0.395743,1.72876,-1.1822,0.903029,823.896,104.134,6272.88,0.13806,0.818875,0.0296729,5967.65 
87,47.2329,2.5,87,2966.64,-0.113089,-14.1551,8.43113,122.956,0.167528,57.4951,499.993,-6.59811,-3.60615,-7.20611,-1.53485,-6.9298,-912.855,241.191,53.4523,5763.07,4198.59,-0.850099,2.14186,4.2899,4.21316,-1.1818,0.501928,968.314,119.554,6490.19,0.153938,0.822323,0.0328194,6290.27 
88,47.2134,1.7,88,3414.31,0.0195159,-13.8193,8.52527,123.366,-0.0213027,7.38897,500,-3.06468,-4.02163,-2.95757,-7.67938,-6.97219,-860.353,262.595,55.5659,5891.36,3840.33,2.35273,1.39578,7.87725,-2.26197,-1.55478,-0.00873771,947.898,117.866,6576.66,0.149493,0.821285,0.0319589,6340.76 
89,47.2169,1.6,89,2861.28,-0.0626037,-13.6382,-8.36271,123.407,0.330719,-281.316,500,-5.33379,-5.68098,-9.37878,-1.99927,-5.41054,-848.534,88.5198,54.3356,5782.7,6741.42,0.00920179,-0.337986,1.30721,3.34372,-0.0675485,0.692753,764.409,115.78,6458.58,0.126131,0.790476,0.0319669,6060.45 
90,47.2184,1.7,90,3304.83,-0.453479,-14.1806,-8.68865,123.446,0.0928591,272.878,19.3502,-3.99765,-8.56479,-10.4958,-4.08131,-1.28505,-746.635,243.675,62.4913,5772.65,4835.78,0.703711,-3.86343,-1.09304,0.620053,3.41631,-4.05136,838.397,116.557,6367.38,0.138357,0.804317,0.0326204,6059.65 
91,47.2149,1.6,91,3187,-0.472769,-14.0631,-8.73488,123.287,-1.05542,304.898,0.0365177,-4.14196,-4.70111,-8.34315,-3.07773,-8.09592,-756.612,150.983,48.5824,5775.08,14474.4,0.622224,0.0630805,1.18522,1.68646,-3.33173,-4.26193,753.652,103.371,6377.75,0.125957,0.806433,0.0289912,5983.41 
92,47.2159,1.5,92,2792.96,-0.493385,-13.197,8.83665,123.263,0.897467,-305.62,498.12,-5.2785,-3.60776,-5.71647,-0.54075,-2.97367,-830.611,65.9987,33.8595,5554.38,12725.1,-0.0483667,1.62238,4.7438,4.68938,2.25646,0.642346,727.611,94.0061,6216,0.124918,0.815596,0.0271036,5824.73 
93,47.2959,8,93,3452.35,-0.109428,-14.5487,8.91132,122.825,0.247976,-417.181,100.391,-7.70346,-6.43531,-8.55419,-5.31447,-7.93906,-739.769,343.38,63.2457,5947.14,7588.14,-3.04533,-1.77718,0.762075,-0.656336,-3.28093,1.09529,932.634,116.814,6536.4,0.148214,0.820216,0.0318717,6292.48 
94,47.2369,2.5,94,3302.63,0.0136458,-14.1448,8.5038,123.304,0.00585814,23.3203,1.22576e-10,-4.76529,-2.12969,-8.04218,-5.26386,-4.68474,-851.105,184.401,41.7211,5984.96,3920.09,0.593889,3.22949,2.67619,0.0953197,0.67444,0.631852,862.338,103.352,6662.89,0.136318,0.826625,0.0277801,6325.91 
95,47.3459,10,95,3269.23,-0.0878537,-13.8259,8.72535,123.334,-0.0512527,113.841,500,-5.30554,-0.786064,-13.4721,-3.08568,-7.15429,-861.831,276.914,58.3198,5826.13,4117.03,0.121176,4.64065,-2.61866,2.34104,-1.72757,1.94994,963.394,120.727,6512.61,0.152829,0.820143,0.0330203,6303.74 
96,47.5459,10,96,3107.92,-0.522864,-13.9758,9.07305,123.279,0.184471,441.278,487.409,-1.03251,-5.18691,-12.1496,-4.12283,-9.75624,-828.027,95.1821,61.3263,5929.08,6777.79,4.18136,0.0269577,-1.72188,1.09104,-4.54237,-0.784522,754.736,121.286,6588.63,0.122574,0.780504,0.0327979,6157.42 
97,47.2039,2.2,97,3010.96,-0.0957827,-13.9661,8.54831,123.382,0.128869,-289.715,500,-3.35679,-3.83769,-8.77837,-6.13507,-1.98533,-850.367,92.1507,70.7614,5966.61,5101.8,1.99775,1.51685,1.9307,-0.78053,3.36921,0.759683,769.5,132.339,6643.96,0.123763,0.76866,0.0353936,6217.54 
98,47.2209,2,98,3206.77,0.0103239,-14.2979,8.3031,123.37,-0.00692995,-2.74435,500,-5.18269,-1.22823,-8.4287,-5.73867,-5.99528,-794.718,347.181,32.3739,5722.74,3865.26,-0.17856,3.7759,1.57956,-0.734541,-0.991154,0.542316,980.204,89.9214,6355.77,0.158303,0.861667,0.0254001,6191.93 
99,47.2179,1.7,99,3011.37,-0.0159249,-14.2926,8.09564,123.194,0.0129909,13.7081,4.21031e-06,-2.85285,-2.72637,-8.85258,-5.55645,-6.15432,-792.996,168.032,45.6991,5859.36,3772.47,2.14043,2.26692,1.13399,-0.563164,-1.16103,0.702922,799.682,103.122,6491.02,0.130618,0.815881,0.0284332,6122.31 
100,47.2289,2.2,100,2877.74,-0.0249013,-13.5274,8.46371,123.226,0.0349161,-7.47045,0.0262544,-3.28255,-4.02371,-9.88896,-6.89414,-2.97478,-796.165,198.007,38.142,5703.68,3735.58,1.73069,0.989521,0.137515,-1.88091,2.03846,0.954394,832.181,95.7942,6337.85,0.138025,0.83233,0.0270885,6029.22 
101,47.2759,7,101,3560.34,-0.00278377,-14.6509,8.59705,123.332,0.0124894,0.483036,6.33244e-12,-1.03916,-5.05699,-9.72334,-3.96304,-7.7272,-812.716,479.145,81.3475,6015.08,4100.43,4.0783,0.0604676,0.511577,1.15441,-2.60975,0.839883,1126.5,140.198,6662.43,0.170949,0.821156,0.0373171,6589.7 
102,47.2079,2,102,3079.94,-0.492661,-13.8728,8.8497,123.261,0.533266,33.999,302.391,-5.44424,-4.60164,-8.3166,-6.40507,-0.556018,-839.186,129.987,49.128,5772.73,4586.77,-0.160108,0.682492,2.25167,-1.12094,4.72811,0.647142,798.43,109.896,6441.17,0.131317,0.805887,0.0304713,6080.19 
103,47.3259,10,103,3262.82,-0.0103049,-13.9829,8.607,123.509,0.0686984,-17.2103,9.47105e-12,-3.11536,-1.64148,-16.8361,-3.74556,-6.56297,-897.829,342.692,55.4211,5980.51,3956.32,2.53803,4.01191,-5.52929,1.90782,-0.909582,3.73879,1057.85,120.435,6695.67,0.161545,0.833864,0.0320713,6548.29 
104,47.5059,10,104,3416.35,-0.0187113,-13.9944,8.54373,123.309,0.0352749,-47.0263,500,-4.3411,-2.40174,-8.34008,-3.46405,-8.44316,-719.453,55.2472,41.7451,6096.35,3946.23,0.189101,2.12846,0.720325,1.06615,-3.91296,-2.76979,628.318,93.8424,6669.42,0.10305,0.792788,0.0252646,6097.24 
105,47.2174,1.6,105,3228.08,0.00301777,-13.8367,8.50667,123.142,-0.000403123,26.264,13.7268,-7.32824,-3.55345,-12.9587,-3.32787,-5.54897,-830.74,157.422,57.2103,5920.05,3832.01,-2.09729,1.6775,-2.49681,1.90308,-0.318019,-0.875127,819.136,117.366,6581.77,0.131775,0.799526,0.0318038,6216.18 
106,47.2154,1.5,106,3061.21,-0.00410426,-13.4544,-8.57009,123.419,0.00411685,9.41035,0.00027349,-3.83992,-2.95334,-7.08258,-3.75656,-3.559,-880.751,93.0745,61.2864,5856.15,3754.82,1.70594,2.59251,4.00912,1.78929,1.98686,0.668221,794.625,125.064,6557.7,0.128748,0.784051,0.033939,6171.94 
107,47.4659,10,107,3128.76,-0.0247579,-13.6183,8.52643,123.247,0.0713567,10.4569,0.123517,-2.08586,-4.58167,-10.0299,-4.53961,-4.86763,-822.175,91.7521,61.3632,5894.43,3804.24,3.09116,0.595347,0.324091,0.637402,0.309389,0.934625,746.644,120.899,6549.33,0.122059,0.779201,0.0328865,6117.09 
108,47.3859,10,108,3548.09,0.00153172,-14.1839,8.67095,123.474,-0.015963,-1.06444,2.69914e-12,-3.55372,-5.47738,-8.92968,-3.44236,-4.02205,-779.494,148.399,50.396,6278.51,4004.22,1.35455,-0.569111,0.886849,1.46591,0.886216,0.779632,769.295,106.841,6899.4,0.119701,0.804477,0.0277348,6426.81 
109,47.3159,9,109,3497.76,-0.474692,-14.7777,-9.02643,123.071,-0.176464,186.001,14.543,-3.16348,-1.62805,-7.15689,-6.36256,-5.52422,-767.011,364.782,53.4126,6032.58,5410.76,1.66618,3.20162,2.50243,-1.53289,-0.694558,0.513409,975.734,108.954,6643.54,0.151902,0.836533,0.0293245,6423.43 
110,47.2559,6,110,3936.9,-0.00265977,15.0475,8.64913,123.526,0.00670812,22.7575,4.37316,-1.08205,-1.94152,-12.6579,-3.9737,-7.8888,-744.518,591.532,65.3679,6079.81,4241.72,3.60599,2.74651,-3.28187,0.714333,-3.20076,6.6178,1184.57,119.28,6672.85,0.177962,0.850184,0.0318787,6656.31 
111,47.3059,9,111,3442.19,-0.00221878,-14.3635,-8.60554,123.167,-0.0279431,6.5937,500,-0.461888,-2.34113,-13.5217,-7.55175,-5.78905,-850.983,402.877,57.6479,6015.6,4029.76,4.89653,3.01728,-2.80489,-2.19334,-0.430633,2.12875,1080.72,119.27,6693.44,0.164509,0.83813,0.0317811,6569.34 
112,47.2459,5,112,3514.64,-0.477193,-14.8706,8.77291,123.54,0.374552,-471.492,267.498,-2.67519,-3.36796,-8.2864,-5.69844,-5.76675,-816.517,578.942,62.4144,5716.66,9995.71,2.4662,1.77344,1.99639,-0.557053,-0.625354,0.604958,1229.33,121.54,6367.05,0.190584,0.852502,0.0339694,6450.31 
113,47.2249,2,113,3481.64,-0.499682,-14.9935,8.82326,123.289,1.22812,-1426.78,391.555,-3.59003,0.580459,-6.59682,-8.88424,-1.3185,-818.727,300.127,63.2655,5967.73,61348.2,1.56527,5.73576,3.71379,-3.72893,3.83681,0.666107,952.273,122.552,6619.88,0.149246,0.816184,0.0329776,6380.57 
114,47.2109,2,114,3552.19,-0.23305,-14.6025,8.56848,123.194,-0.0799178,-323.264,500,-5.01549,-4.18017,-3.63532,-5.4131,-7.13144,-722.009,359.403,56.3949,5819.81,4914.12,-0.469189,0.366127,5.45727,-0.866805,-2.58515,-1.86884,934.51,108.677,6394.92,0.151256,0.830901,0.0303551,6178.34 
115,47,10,115,3034.15,-0.0348595,-13.1956,8.60305,123.478,0.0666535,126.206,1.16174e-07,-0.104145,-3.14094,-13.6274,-1.95468,-4.78554,-756.731,26.3615,41.8191,5809.37,3969.36,4.66079,1.624,-4.09754,2.81025,-0.0206031,1.82331,629.126,96.6159,6412.14,0.106865,0.788177,0.0270066,5887.08 
116,47,10,116,2567.37,-0.157469,-13.5991,8.20268,123.187,0.580006,541.35,500,-4.79694,-4.83994,-9.43584,-4.68115,-4.31479,-866.281,-13.6472,38.6192,5691.79,13852.6,0.6578,0.614803,1.47364,0.773588,1.13995,0.683754,676.377,101.349,6381.81,0.114457,0.792254,0.0284227,5909.46 
117,47,10,117,3211.35,-0.0653401,-13.5746,8.64147,123.255,0.0493675,-15.7931,3.85181e-09,-3.55679,-5.35633,-3.85853,-4.5078,-4.05852,-791.804,59.6759,63.5071,5879.37,3844.02,1.42899,-0.370552,6.11304,0.477979,0.927258,0.287252,690.377,120.844,6510.07,0.114516,0.765509,0.0330636,6028.63 
118,47,10,118,2979.47,0.00180698,-13.2993,8.43354,123.403,-0.0047713,8.08908,4.23441e-08,-5.36236,-5.5771,-10.269,-7.93903,-4.54809,-760.414,65.809,66.7078,5736.63,3652.43,-0.574229,-0.788974,-0.692724,-3.1509,0.240038,0.860529,671.507,121.771,6342.33,0.114353,0.759102,0.0341598,5872.21 
119,47,10,119,2851.13,-0.49914,-13.763,8.61252,123.523,0.73347,-167.932,152.273,-6.3225,-6.60694,-15.8162,-7.05398,-4.43562,-844.861,19.3021,58.7321,5706.07,7868.39,-1.00264,-1.28708,-5.17643,-1.73412,0.884244,0.377535,692.265,119.91,6379.03,0.116876,0.767386,0.0334682,5923.07 
120,47.2189,1.8,120,2727.29,-0.0216925,-13.617,8.23409,123.133,0.0212783,-47.8105,500,-4.25221,-3.23256,-14.8839,-6.38966,-1.89002,-871.828,222.954,42.5005,5585.53,3683.11,1.23746,2.25711,-3.90451,-0.899989,3.59966,2.70522,917.398,105.632,6279.97,0.151212,0.832293,0.0300538,6066.97 
121,47.2144,1.6,121,3527.61,-0.00559369,-13.8596,8.77384,123.104,0.00848668,-8.9245,0.00107649,-2.30769,-3.26098,-11.0931,-4.018,-2.72568,-753.991,188.388,53.0163,5998.34,3961,2.43998,1.48669,-1.59773,0.729681,2.022,1.31448,788.97,107.615,6598.92,0.127251,0.807299,0.0291647,6200.09 
122,47,10,122,2577.05,-0.00490611,-13.5424,-8.12704,123.174,0.0267356,39.9545,1.72333e-11,-7.69926,-9.76014,-3.60686,-5.16588,-6.2617,-893.848,30.2045,30.3715,5724.37,3617.58,-2.07094,-4.13182,7.64978,0.462436,-0.63338,-4.99475,742.187,95.0972,6436.35,0.123287,0.81684,0.026496,6019.99 
123,47.2859,7,123,3488.04,-0.0118792,-13.9176,-8.69163,123.334,-0.0289032,33.0251,7.3699e-12,-4.03164,-3.43282,-16.8686,-0.250571,-2.26311,-839.499,410.501,48.8033,5880.33,3968.93,1.25446,1.85328,-6.29634,5.03553,3.02299,2.2929,1079.19,109.593,6549.02,0.167333,0.849102,0.0299045,6449.39 
124,47.4259,10,124,2982.69,-0.0708952,-13.201,8.52827,123.257,0.127454,-57.8386,499.597,-5.04245,-5.7776,-10.0436,-10.3033,-5.04728,-852.007,151.049,83.9968,5643.06,3904.87,0.322419,-0.412733,0.686166,-4.93846,0.317583,1.17048,829.705,145.693,6321.71,0.137973,0.764939,0.040725,6013.51 
125,47.2164,1.5,125,2885.3,-0.0381641,-13.2238,-8.46987,123.322,-0.000759491,-33.9756,1.16204e-12,-3.869,-3.58472,-7.35676,-6.68358,-2.66924,-829.874,118.464,51.004,5574.28,3646.93,1.3565,1.64077,3.09424,-1.45808,2.55625,0.569628,779.489,111.097,6235.31,0.132286,0.800371,0.0317786,5892.44 
126,47.2659,6,126,3293.69,-0.116974,-14.1751,8.55705,123.572,0.435575,-115.162,207.933,-5.01909,-2.79653,-8.75813,-5.35794,-6.32935,-913.619,434.395,41.7568,5845.54,5581.55,0.733729,2.95628,2.7475,0.394877,-0.576532,0.560811,1162.13,107.914,6573.27,0.177364,0.860212,0.0293543,6552.21 
127,47.2139,1.7,127,3673.86,-0.0159,-14.2516,8.71333,123.429,-0.0060906,-35.6221,500,-4.89671,-5.46809,-10.3769,-6.23297,-3.70018,-769.218,256.475,51.9155,6093.92,4049.5,-0.0531492,-0.624533,-0.689747,-1.38941,1.14338,0.572503,869.186,107.616,6706.63,0.136479,0.821914,0.0287103,6368.63 
128,47.2329,2.5,128,3317.26,-0.309806,-14.3314,8.60696,123.5,-0.608706,599.982,500,-6.51355,-3.76252,-3.52275,-2.82079,-6.50603,-815.993,277.917,53.7675,5871.48,15904.3,-1.37546,1.37557,6.75344,2.3173,-1.36794,0.123263,927.886,112.856,6521.45,0.147859,0.824507,0.0308934,6275.47 
129,47.2134,1.7,129,2702.17,-0.00195248,-13.1793,8.09554,123.52,0.00540656,12.7793,9.13935e-08,-3.53771,-6.08287,-13.0722,-6.93445,-6.44132,-833.329,197.845,46.4178,5445.3,3475.48,1.70954,-0.835623,-2.57765,-1.6872,-1.19407,0.437808,861.623,106.761,6109.07,0.146758,0.821802,0.0311883,5871.06 
130,47.2169,1.6,130,3214.77,-0.0298454,-13.9735,8.4683,123.178,0.0119226,2.94095,0.000524694,-4.32949,-3.11144,-9.78105,-3.31458,-3.9793,-751.322,140.788,65.0376,5842.57,3853.24,0.40138,1.61944,-0.319305,1.41629,0.75157,1.08252,739.244,119.443,6441.02,0.12278,0.779572,0.0330317,6020.88 
131,47.2184,1.7,131,2904.64,-0.514352,-14.171,8.56937,123.192,0.90605,-667.2,313.512,-0.78226,-4.35505,-10.5713,-4.83381,-5.68532,-843.31,157.495,39.7194,5684.4,23632.2,4.52784,0.955054,0.0488674,0.476293,-0.375216,0.991325,829.222,100.786,6356.13,0.13726,0.824607,0.0283803,6041.25 
132,47.2149,1.6,132,2869.11,-0.0315029,-13.7861,-8.13285,123.168,0.0619169,48.8286,1.45054e-12,-3.30715,-6.18616,-9.23465,-6.38041,-4.15412,-860.004,183.217,26.6772,5640.04,3748.32,2.10807,-0.770941,1.59579,-0.965192,1.26109,0.505767,868.241,88.9522,6325.06,0.143397,0.847968,0.0252522,6054.79 
133,47.2159,1.5,133,2770.88,-0.025486,-12.6238,8.41287,123.376,0.0484892,-29.4127,500,-4.38964,-2.70065,-9.81676,-6.10149,-2.05869,-833.223,135.099,34.0588,5406.58,3503.68,0.856947,2.54594,0.676409,-0.854908,3.1879,0.894514,798.792,94.3946,6070.27,0.138285,0.828637,0.0278476,5776.41 
134,47.2959,8,134,3288.81,-0.0792884,-13.7312,8.62668,123.459,0.0264721,-183.455,500,-5.52318,-2.96164,-2.8749,-1.20857,-6.38403,-774.914,455.414,35.4929,5548.8,4014.19,-0.64375,1.91779,6.88395,3.67086,-1.5046,0.333225,1072.66,91.6063,6166.05,0.175019,0.86998,0.0266383,6128.82 
135,47.2369,2.5,135,3618.27,0.0313514,14.8425,-8.51337,123.383,0.0216265,-44.8829,0.128191,-5.73671,-7.58693,-15.5875,-6.33043,-3.98449,-762.541,243.989,69.1492,6168.74,4145.03,-0.935197,-2.78541,-5.98446,-1.52891,0.81703,0.425508,851.381,124.367,6776.13,0.132866,0.796411,0.0327036,6407.81 
136,47.3459,10,136,3440.94,-0.468676,-14.6892,-8.85625,123.373,3.95538,-2494.26,289.636,-3.35722,-3.84067,-8.68233,-4.32985,-3.2924,-752.502,294.857,62.8806,5856.24,325398,1.38109,0.897638,0.794276,0.408457,1.44591,0.838803,894.252,117.371,6455.64,0.144517,0.813214,0.0324063,6187.88 
137,47.5459,10,137,3134.65,-0.216599,-14.8702,8.4436,123.729,-0.578265,-138.245,58.4308,-4.64544,-4.18808,-6.57981,-5.42425,-7.89606,-862.251,101.73,41.0091,5777.95,6689.72,0.783925,1.24129,4.27892,0.00512116,-2.4667,-0.113559,788.545,103.447,6464.76,0.129489,0.813288,0.0286327,6089.65 
138,47.2039,2.2,138,2768.86,-0.0808176,-12.8656,8.383,123.27,0.120062,-52.2977,1.60403e-11,-2.36093,-6.87234,-11.1776,-2.27391,-1.85781,-788.307,112.713,46.4991,5435.1,3715.36,2.60284,-1.90858,-1.25006,2.68985,3.10596,1.23856,740.628,103.582,6063.02,0.129655,0.803374,0.0305109,5712.3 
139,47.2209,2,139,3258.01,-0.501137,-14.325,8.90741,123.434,1.15361,233.915,165.038,-3.0129,-6.01815,-7.03394,-4.73546,-7.80965,-777.808,414.579,38.9551,5683.51,12938.1,1.88475,-1.1205,2.76136,0.162192,-2.912,-2.55933,1034.13,95.2781,6303.07,0.166724,0.861153,0.0270912,6202.65 
140,47.2179,1.7,140,2949.37,-0.538757,-14.4888,8.63848,123.502,0.924701,-668.823,110.975,-5.67882,-6.53806,-13.7803,-7.07699,-5.82621,-852.984,199.066,70.8662,5804.08,24207.4,-0.307804,-1.16704,-3.03823,-1.70598,-0.455193,0.544783,878.499,132.633,6483.52,0.141808,0.791008,0.0363153,6194.98 
141,47.2289,2.2,141,3033.56,-0.130988,-14.1087,8.23026,123.56,-0.0630429,47.2827,498.802,-2.11411,-5.80908,-5.84823,-3.94699,-5.83961,-866.065,234.656,51.2333,5679.68,3877.06,3.33927,-0.355702,5.05853,1.50639,-0.386232,0.447894,924.509,113.947,6369.54,0.150387,0.822578,0.0319028,6147.53 
142,47.2759,7,142,3005.91,-0.117684,-13.4733,8.33847,123.331,0.148467,306.634,265.738,-5.16595,-1.32573,-9.81969,-3.6286,-7.64317,-859.737,441.76,32.8203,5471.83,5139.25,0.247588,4.08781,1.00738,1.78494,-2.22964,0.794331,1126.57,95.0759,6156.64,0.18244,0.871316,0.0276604,6175.02 
143,47.2079,2,143,2760.98,0.0227837,-13.9219,8.11312,123.305,-0.0259654,15.5476,500,-4.80498,-6.14028,-5.42468,-2.74468,-8.61027,-856.876,249.362,47.0088,5625.48,3690.03,0.59054,-0.744762,5.36637,2.65084,-3.21475,-0.154495,931.896,109.057,6308.01,0.152658,0.830015,0.0308646,6104.47 
144,47.3259,10,144,3256.79,-0.492553,-13.9976,9.04431,123.308,-0.427391,302.091,471.699,-3.27985,-4.08636,-9.34113,-4.954,-4.8592,-830.639,358.692,43.277,5756.74,8324.2,1.95046,1.14395,1.1195,0.276315,0.371111,0.769714,1020.33,103.426,6418.38,0.162385,0.849337,0.0288279,6283.4 
145,47.5059,10,145,3428.77,-9.02718e-06,-13.9854,8.36184,123.396,0.00674356,5.01067,1.51746e-11,-6.84663,1.53561,-7.40707,-6.05282,-6.5401,-806.693,77.2568,54.2013,6001.44,3808,-1.76709,6.61514,2.752,-0.973282,-1.46057,0.467306,719.818,112.616,6644,0.116704,0.78506,0.0302783,6167.9 
146,47.2174,1.6,146,3208.4,-0.445599,-13.6833,8.93603,123.554,-1.96859,562.046,196.372,-0.837648,-3.15453,-9.2102,-3.5358,-2.73529,-757.377,116.449,49.0754,5821.1,39998.7,3.93135,1.61447,0.327804,1.2332,2.03371,0.964137,719.728,103.919,6424.38,0.120201,0.798291,0.0289352,5987.72 
147,47.2154,1.5,147,2733.54,-0.310098,-13.4777,8.64914,123.051,0.557972,-177.973,500,-2.71309,-2.42315,-4.54563,-6.36323,-2.98753,-794.868,80.3935,47.9375,5586.46,7027.41,2.29198,2.58192,5.46451,-1.35816,2.01754,0.503127,713.535,105.496,6219.6,0.122735,0.794447,0.0302988,5813.61 
148,47.4659,10,148,2795.21,-0.168939,-13.0905,8.38499,123.431,0.247197,-15.7738,500,-0.203564,-1.03033,-8.24541,-6.9141,-5.76115,-809.331,49.455,25.9886,5567.49,3700.1,4.89258,4.06582,1.94687,-1.81796,-0.665008,0.768843,694.117,84.5943,6212.15,0.119922,0.824213,0.0244711,5788.08 
149,47.3859,10,149,3137.39,-0.0242156,-13.6533,-8.26485,123.407,-0.0247012,17.1432,500,-3.68186,2.1696,-9.58528,-8.81024,-2.93661,-808.286,144.45,60.6562,5756.57,3687.19,1.4077,7.25916,0.593838,-3.72068,2.15295,0.922808,788.279,119.186,6400.4,0.130583,0.790766,0.0331654,6036.6 
