cyc,state,freq,VVA,sweep,HFT time,wait time,square time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,75,47.3227,2.7,46.05,0.2,-0.19,-0.01,0,12280.5,-0.00110469,16.0628,16.6146,95.8192,-0.00504995,7.16891,129.68,2.55362,2.58826,0.917359,5.10576,1.06381,-91.921,669.341,72.7074,10613.9,8688.91,3.13242,3.16706,2.07496,5.68456,1.64261,0.86785,798.269,82.2577,10742.8,0.077865,0.847221,0.0139088,10252,0.00122625,0.028985,12.4493,16.3273,96.7374,72.4759,0.524045,16.1024,15.3982,95.5591,126.447,1.17829,-53.9712 
1,97,43.248,4.6,48.55,-0.2,0.19,0.01,1,19474.9,-0.02052,27.2883,15.6244,96.524,-0.00912729,7.22425,500,-1.12542,1.6235,3.7956,2.70534,1.38897,-146.421,9279.3,202.368,9455.71,13881.6,-0.203444,2.54547,5.63955,3.62731,2.31095,0.594855,9484.67,217.58,9661.08,0.527324,0.961404,0.0398341,17986.4,0.00139318,0.601968,14.5201,12.1997,96.6557,75.908,0.474182,15.6305,15.5651,96.2586,128.118,0.397132,-52.2101 
2,97,43.248,0,48.55,-0.2,0.19,0.01,2,19797.5,-0.0527162,27.4924,15.8593,96.1595,0.0518547,-41.4347,163.716,1.35191,0.69851,3.44894,2.76458,1.67189,-127.967,9287.66,209.404,9753.43,14263.5,2.15768,1.50428,5.06049,3.57035,2.47767,0.657391,9467.15,222.699,9932.92,0.519941,0.960462,0.0396625,18208.1,0.00130628,0.581782,14.6553,12.6002,96.4009,74.5604,0.481323,15.9418,15.5815,95.7548,126.352,0.646097,-51.7913 
3,75,46.2227,0,46.05,0.2,-0.19,-0.01,3,9891.22,0.0245681,13.209,15.9908,96.2285,-0.0066282,-38.3391,0.00215421,2.25902,1.79689,4.04424,3.81148,0.696783,-87.1728,377.036,78.9022,8625.44,6884.27,2.80792,2.34579,5.14205,4.36038,1.24569,0.676638,499.304,87.9591,8747.71,0.0609109,0.764359,0.0181857,8197.29,0.0011912,0.0104434,12.4789,19.6947,98.2653,68.5357,0.457362,15.3538,14.8666,95.9007,124.661,2.36469,-56.1248 
4,75,47.3227,2.7,46.05,0.2,-0.19,-0.01,4,10213.1,0.0109915,13.3193,16.5622,96.1709,-0.00902922,-13.0863,5.75104,0.846518,0.904936,2.21692,3.18932,1.15169,-60.976,611.912,73.2981,8624.22,7185.02,1.23047,1.28889,2.98482,3.57327,1.53564,0.71876,697.437,79.6333,8709.75,0.0834054,0.833462,0.0165634,8362.01,0.00128282,0.0216144,14.6093,16.2316,98.2812,72.1293,0.440748,15.6075,15.2186,95.862,125.913,2.41923,-53.7842 
5,97,43.248,4.6,48.55,-0.2,0.19,0.01,5,20064.9,-0.00834849,28.2068,15.532,96.3633,-0.0159684,0.206391,5.21008e-11,1.30532,1.76428,1.27505,1.44964,0.0952923,-146.427,9662.58,205.002,9637.96,14262,2.22733,2.68629,3.11907,2.37165,1.0173,0.726916,9867.96,220.215,9843.33,0.532537,0.962415,0.0395804,18530.1,0.00129252,0.615064,14.671,12.4052,96.5799,75.0725,0.486247,15.558,15.6632,96.0527,127.076,0.527146,-52.0035 
6,97,43.248,0,48.55,-0.2,0.19,0.01,6,20440.7,-0.0490694,28.7372,15.6441,96.2437,0.0646053,-69.4557,49.0682,3.4338,1.30967,3.36093,2.27196,0.766704,-138.013,9337.74,198.588,10362,14781,4.30283,2.17871,5.099,3.14099,1.63574,0.688273,9531.32,212.927,10555.6,0.506439,0.962376,0.0358275,18820.3,0.0011679,0.594492,14.725,12.4212,96.4656,74.7579,0.52339,15.6174,15.6343,95.8499,126.698,0.615734,-51.9404 
7,75,46.2227,0,46.05,0.2,-0.19,-0.01,7,11963.4,0.00423069,15.5853,16.6428,96.3323,-0.00925384,-2.42213,12.2934,0.847598,0.64479,2.08936,2.5331,0.777937,-47.8988,458.218,67.0383,10466.4,8444.49,1.1492,0.946396,2.69257,2.83471,1.07954,0.690595,525.4,72.0148,10533.6,0.0536398,0.806539,0.0124372,9794.97,0.00124178,0.0126403,16.854,17.2028,102.852,65.3604,0.536118,15.777,15.1436,96.0172,126.974,6.8346,-61.6136 
8,75,47.3227,2.7,46.05,0.2,-0.19,-0.01,8,9821.79,0.0506858,12.7462,16.287,96.3931,0.0674341,-12.867,178.188,-0.13037,0.402204,0.769429,2.70939,1.09032,-59.8734,600.869,71.8853,8223.03,6786.19,0.246638,0.779211,1.52344,3.08639,1.46733,0.785522,684.848,78.1059,8307,0.0856594,0.833622,0.0170254,7995.01,0.00138426,0.0216021,13.6504,16.1179,97.4515,71.6094,0.427547,15.494,14.9526,96.1413,125.377,1.31025,-53.768 
9,97,43.248,4.6,48.55,-0.2,0.19,0.01,9,16777.8,-0.0429095,23.4704,15.7346,96.1286,-0.0196266,-39.2007,492.227,1.54038,3.48321,1.75979,2.89524,-0.22364,-120.495,7883.74,168.849,8308.29,12046.9,2.2991,4.24194,3.27724,3.65397,0.535084,0.766034,8052.74,181.368,8477.29,0.519104,0.96208,0.0379167,15512.8,0.00109474,0.500449,14.5621,12.3956,96.331,74.3144,0.413759,15.861,15.5702,95.7846,126.154,0.546381,-51.8395 
